
[00:00:00.000 --> 00:00:03.020]  今天我要和大家講的
[00:00:03.020 --> 00:00:06.860]  我們今天的主題就是
[00:00:06.860 --> 00:00:08.820]  種子的力量
[00:00:08.820 --> 00:00:12.040]  不知道
[00:00:12.040 --> 00:00:15.160]  大家可能說的種子
[00:00:15.160 --> 00:00:18.420]  實在不止這段經文
[00:00:18.420 --> 00:00:22.040]  今天我們這段經文
[00:00:22.040 --> 00:00:23.980]  有兩個比喻那麼多
[00:00:23.980 --> 00:00:26.800]  兩個都是講到種子
[00:00:26.800 --> 00:00:32.520]  實在是耶穌用這兩個比喻來介紹天國
[00:00:32.520 --> 00:00:37.360]  當你想到天國的時候
[00:00:37.360 --> 00:00:40.200]  不知道你會想起什麼
[00:00:40.200 --> 00:00:44.580]  你夢想的天國會是一個怎樣的地方
[00:00:44.580 --> 00:00:51.120]  可能大家現在都不能回答我
[00:00:51.120 --> 00:00:53.920]  不過我們都可以想想
[00:00:53.920 --> 00:00:56.340]  耶穌時代的人
[00:00:57.320 --> 00:00:59.120]  當他們想起天國
[00:00:59.120 --> 00:01:01.820]  他們又會聯想到什麼呢
[00:01:01.820 --> 00:01:06.780]  他們夢想的天國又是一個怎樣的地方呢
[00:01:06.780 --> 00:01:13.080]  我想如果回教會多
[00:01:13.080 --> 00:01:16.380]  大家都大概知道一些背景
[00:01:16.380 --> 00:01:19.900]  當時的人心裏尤其是猶太人
[00:01:19.900 --> 00:01:23.620]  因為他們在羅馬政權的底下
[00:01:23.740 --> 00:01:26.980]  是一個二等公民
[00:01:26.980 --> 00:01:30.700]  他們心目中很想
[00:01:30.700 --> 00:01:34.780]  能夠有一個屬於自己的國家
[00:01:34.780 --> 00:01:40.560]  盼望著神為他們興起一個有力的王者
[00:01:40.560 --> 00:01:43.340]  他們在等待彌賽亞一個拯救者
[00:01:43.340 --> 00:01:46.600]  一個強人來帶領他們
[00:01:46.600 --> 00:01:49.060]  帶領他們組織起來
[00:01:50.120 --> 00:01:55.960]  用武力來推翻去脫離這個羅馬人的統治
[00:01:55.960 --> 00:02:00.840]  他們要自己成立國家
[00:02:00.840 --> 00:02:02.900]  他們有自己的王
[00:02:02.900 --> 00:02:04.800]  有自己的官員
[00:02:04.800 --> 00:02:06.720]  有自己的軍隊
[00:02:06.720 --> 00:02:13.480]  不用再做羅馬的下面的二等公民
[00:02:13.480 --> 00:02:19.180]  他們就可以享受一個平安盛世
[00:02:19.180 --> 00:02:22.700]  這是他們很想的
[00:02:22.700 --> 00:02:26.940]  不過天國是這樣的嗎
[00:02:26.940 --> 00:02:31.440]  耶穌向世人介紹的天國
[00:02:31.440 --> 00:02:33.920]  絕對不是這樣的
[00:02:33.920 --> 00:02:39.540]  根本和他們所想的距離實在
[00:02:39.540 --> 00:02:42.300]  離天那麼遠
[00:02:42.300 --> 00:02:44.480]  完全是不同的概念
[00:02:44.480 --> 00:02:47.840]  不過你要明白
[00:02:48.080 --> 00:02:53.920]  如果要向一些人介紹一些全新的事物和概念
[00:02:53.920 --> 00:02:56.160]  本身是很難的
[00:02:56.160 --> 00:02:59.720]  譬如在不同的年代
[00:02:59.720 --> 00:03:03.780]  我們將手錶這個概念這個觀念
[00:03:03.780 --> 00:03:07.460]  去介紹給人實在有些不容易的
[00:03:07.460 --> 00:03:10.240]  當初手錶的發明
[00:03:10.240 --> 00:03:13.200]  你知道當初都是機械錶來的
[00:03:13.200 --> 00:03:16.360]  到那個時候還沒有石英錶
[00:03:16.360 --> 00:03:18.360]  還沒有發明到石英
[00:03:18.360 --> 00:03:24.100]  雖然當初手錶的發明
[00:03:24.100 --> 00:03:26.940]  主要功用都是顯示時間
[00:03:26.940 --> 00:03:29.220]  雖然也有些設計元素
[00:03:29.220 --> 00:03:31.680]  不過最重要的總之是實用
[00:03:31.680 --> 00:03:33.680]  和一些保值
[00:03:33.680 --> 00:03:38.880]  所以他們拿來做一些投資
[00:03:38.880 --> 00:03:43.540]  成為一個家傳的代代相傳的一些寶物
[00:03:44.240 --> 00:03:48.280]  而當時的世界就是瑞士製造
[00:03:48.280 --> 00:03:51.980]  就被看作這些手錶的品質一流
[00:03:51.980 --> 00:03:56.220]  非常有收藏的價值
[00:03:56.220 --> 00:04:01.320]  這種觀念是深入人心的
[00:04:01.320 --> 00:04:03.320]  到那個時候
[00:04:03.320 --> 00:04:06.320]  他們沒有想像過
[00:04:06.320 --> 00:04:10.380]  過了不知多久之後
[00:04:10.380 --> 00:04:13.420]  好像今天我們也知道手錶成為什麼
[00:04:14.920 --> 00:04:18.200]  手錶已經成為和時裝結合
[00:04:18.200 --> 00:04:19.800]  很平民化
[00:04:19.800 --> 00:04:21.800]  十元八塊也有
[00:04:21.800 --> 00:04:24.760]  不是瑞士製造也很精準
[00:04:24.760 --> 00:04:29.200]  我們想想
[00:04:29.200 --> 00:04:33.400]  如果你在手錶被視為很實用
[00:04:33.400 --> 00:04:35.400]  保值至上的年代
[00:04:35.400 --> 00:04:37.780]  還沒有石英錶出現的年代
[00:04:37.780 --> 00:04:39.780]  你向這些人介紹
[00:04:39.780 --> 00:04:41.780]  喂 手錶將來
[00:04:41.780 --> 00:04:43.780]  很便宜而已
[00:04:43.780 --> 00:04:45.780]  十元八塊也有
[00:04:45.780 --> 00:04:47.940]  不止這樣
[00:04:47.940 --> 00:04:49.940]  每個人有十隻八隻
[00:04:49.940 --> 00:04:51.940]  每人有十隻八隻
[00:04:51.940 --> 00:04:54.380]  拿來配搭衣服
[00:04:54.380 --> 00:04:57.380]  不用 用不著收藏
[00:04:57.380 --> 00:05:00.760]  我想如果被當時的人
[00:05:00.760 --> 00:05:02.760]  聽到這些的時候
[00:05:02.760 --> 00:05:04.760]  他覺得你傻的
[00:05:04.760 --> 00:05:07.860]  他們不會相信這件事
[00:05:07.860 --> 00:05:11.660]  因為他們不是這樣理解手錶
[00:05:13.160 --> 00:05:15.640]  耶穌向群眾介紹天國
[00:05:15.640 --> 00:05:16.640]  同樣的道理
[00:05:16.640 --> 00:05:18.640]  對當時的人來說
[00:05:18.640 --> 00:05:20.640]  是一個全新的概念
[00:05:20.640 --> 00:05:22.640]  是超乎人的經驗和想像
[00:05:22.640 --> 00:05:28.140]  因為地上從來沒有出過一個相似的角度
[00:05:28.140 --> 00:05:33.060]  即使耶穌說得很明白也好
[00:05:33.060 --> 00:05:35.900]  也不容易被人接受
[00:05:35.900 --> 00:05:40.620]  因此要向人說這個新的概念是很困難
[00:05:41.060 --> 00:05:44.060]  況且耶穌的聽眾之中
[00:05:44.060 --> 00:05:47.640]  有很多很複雜不同的人
[00:05:47.640 --> 00:05:51.300]  有博學多才的知識分子
[00:05:51.300 --> 00:05:53.300]  好像法利賽人一樣
[00:05:53.300 --> 00:05:55.300]  有目不識丁的百姓
[00:05:55.300 --> 00:05:57.300]  即使他們是十二個門徒
[00:05:57.300 --> 00:05:59.300]  也是來自社會不同的階層
[00:05:59.300 --> 00:06:02.300]  有漁夫 有稅吏 有革命者
[00:06:02.300 --> 00:06:04.300]  向這些不同背景
[00:06:04.300 --> 00:06:06.300]  不同教育程度
[00:06:06.300 --> 00:06:08.300]  不同領悟能力的人
[00:06:08.300 --> 00:06:10.300]  講述天國
[00:06:10.300 --> 00:06:12.300]  談何容易
[00:06:12.300 --> 00:06:14.300]  所以為了讓這些人
[00:06:14.300 --> 00:06:17.300]  容易去理解 領悟和記住
[00:06:17.300 --> 00:06:20.300]  耶穌選擇了用比喻
[00:06:20.300 --> 00:06:22.300]  就是用生活中現實中
[00:06:22.300 --> 00:06:24.300]  熟悉的事物去講
[00:06:24.300 --> 00:06:28.300]  然後讓各人按著
[00:06:28.300 --> 00:06:31.300]  他的情況 他的程度去領悟
[00:06:31.300 --> 00:06:35.300]  況且即使當下不能完全明白
[00:06:35.300 --> 00:06:37.300]  不要緊 最重要
[00:06:37.300 --> 00:06:39.300]  因為這些比喻都比較簡單
[00:06:40.300 --> 00:06:43.300]  並且與生活有關
[00:06:43.300 --> 00:06:45.300]  很容易被記住
