
[00:00:00.000 --> 00:00:04.000]  很高興今天又到跟大家教會的殿中
[00:00:04.000 --> 00:00:05.500]  分享神的話語
[00:00:05.500 --> 00:00:09.500]  很高興在這裡跟大家一起分享神的話語
[00:00:09.500 --> 00:00:13.500]  大家看到我今天戴的領帶是有聖誕節的氣氛,是不是?
[00:00:13.500 --> 00:00:18.000]  你看見我戴的領帶是聖誕節的氣氛,是嗎?
[00:00:18.000 --> 00:00:21.500]  大家都知道聖誕節是關於一個大喜的訊息
[00:00:21.500 --> 00:00:26.500]  知道,你們知道聖誕節就是關於大喜的訊息
[00:00:26.500 --> 00:00:28.000]  這個好消息
[00:00:28.000 --> 00:00:29.500]  這個好消息
[00:00:29.500 --> 00:00:32.500]  有時候可能有別的看法
[00:00:32.500 --> 00:00:36.500]  有時有別的弟兄們有別的看法
[00:00:36.500 --> 00:00:38.500]  我看了一些小小的笑話
[00:00:38.500 --> 00:00:41.000]  我看見一些小小的笑話
[00:00:41.000 --> 00:00:42.500]  是關於對傳道人的
[00:00:42.500 --> 00:00:45.000]  就是對於傳道人的
[00:00:45.000 --> 00:00:46.500]  那好消息是什麼呢?
[00:00:46.500 --> 00:00:48.000]  那好消息是什麼呢?
[00:00:48.000 --> 00:00:52.000]  他說這幾個禮拜突然間教會的電影節目又多了很多人
[00:00:52.000 --> 00:00:56.000]  他說突然間教會的弟兄姐妹們多了很多
[00:00:56.000 --> 00:00:57.500]  那好消息是什麼呢?
[00:00:57.500 --> 00:00:59.000]  那壞消息是什麼呢?
[00:00:59.000 --> 00:01:00.500]  剛剛你們放假
[00:01:00.500 --> 00:01:02.500]  就是你們放假
[00:01:02.500 --> 00:01:05.000]  原來放假的時間突然間多了很多人來
[00:01:05.000 --> 00:01:08.000]  原來放假的時間是多了很多人
[00:01:08.000 --> 00:01:09.500]  另一個好消息呢
[00:01:09.500 --> 00:01:10.500]  這個好消息呢
[00:01:10.500 --> 00:01:14.500]  有一班執事就找了一張慰問卡給傳道人
[00:01:14.500 --> 00:01:17.000]  就是一般的執事
[00:01:17.000 --> 00:01:20.000]  執事送了慰問卡給傳道人
[00:01:20.000 --> 00:01:23.500]  就送了一個慰問卡給傳道人
[00:01:23.500 --> 00:01:25.000]  他們投票通過了
[00:01:25.000 --> 00:01:27.000]  他們投票已經通過了
[00:01:27.000 --> 00:01:28.500]  四票對三票
[00:01:28.500 --> 00:01:30.000]  四票對三票
[00:01:30.000 --> 00:01:31.500]  剛剛通過
[00:01:31.500 --> 00:01:33.000]  剛剛好通過
[00:01:33.000 --> 00:01:34.500]  那又有一個好消息
[00:01:34.500 --> 00:01:36.000]  那又有一個好消息
[00:01:36.000 --> 00:01:38.500]  有七個人在河裡受浸了
[00:01:38.500 --> 00:01:41.500]  有七個人在河裡受浸了
[00:01:41.500 --> 00:01:44.000]  有兩個人被水沖走了
[00:01:44.000 --> 00:01:46.000]  有兩個人被水沖走了
[00:01:46.000 --> 00:01:50.000]  原來有時候同一個消息可以很好可以很壞
[00:01:50.000 --> 00:01:53.000]  所以同一個消息可以很好也可以很壞
[00:01:53.000 --> 00:01:55.500]  剛才瑪麗亞聽見一個訊息
[00:01:55.500 --> 00:01:57.000]  天使給她的訊息
[00:01:57.000 --> 00:02:01.500]  就是剛才瑪麗亞聽見了一個天使給她的訊息
[00:02:01.500 --> 00:02:05.000]  但是訊息說她有一個很生的小朋友
[00:02:05.000 --> 00:02:07.000]  跟她說你會生一個小朋友
[00:02:07.000 --> 00:02:09.000]  但是她還是一個處女
[00:02:09.000 --> 00:02:11.000]  可是她是一個處女來的
[00:02:11.000 --> 00:02:14.000]  神選了她做一個大的使命
[00:02:14.000 --> 00:02:16.500]  神選她做一個大的使命
[00:02:16.500 --> 00:02:19.000]  這個很可能是神的兒子
[00:02:19.000 --> 00:02:21.000]  也許就是神的兒子
[00:02:21.000 --> 00:02:22.500]  是將來的王
[00:02:22.500 --> 00:02:24.000]  就是將來的王
[00:02:24.000 --> 00:02:27.000]  如果對瑪麗亞來說是一個好消息還是壞消息呢?
[00:02:27.000 --> 00:02:31.000]  你們說對瑪麗亞來講是好消息還是壞消息呢?
[00:02:31.000 --> 00:02:33.000]  可能要給我們了
[00:02:33.000 --> 00:02:35.000]  如果是給我們的話呢?
[00:02:35.000 --> 00:02:36.000]  不要找我了
[00:02:36.000 --> 00:02:38.000]  那你可能說不要找我吧
[00:02:38.000 --> 00:02:39.500]  但瑪麗亞這麼說
[00:02:39.500 --> 00:02:41.000]  可是瑪麗亞怎麼說?
[00:02:41.000 --> 00:02:42.000]  她怎麼說呢?
[00:02:42.000 --> 00:02:44.000]  在一章三十八節這麼說
[00:02:44.000 --> 00:02:46.000]  一章三十八節怎麼說?
[00:02:46.000 --> 00:02:48.500]  她說瑪麗亞說我是主的侍女
[00:02:48.500 --> 00:02:52.000]  情願照你的話成就在我身上
[00:02:52.000 --> 00:02:54.000]  天使就離開了
[00:02:54.000 --> 00:02:56.000]  瑪麗亞說我是主的侍女
[00:02:56.000 --> 00:02:58.500]  情願照你的話成就在我身上
[00:02:58.500 --> 00:03:01.000]  天使就離開她去了
[00:03:01.000 --> 00:03:04.500]  如果這個天使的訊息是對你說的話
[00:03:04.500 --> 00:03:06.000]  你會怎麼看呢?
[00:03:06.000 --> 00:03:08.500]  如果這個訊息是對你來講的話
[00:03:08.500 --> 00:03:10.000]  你會怎麼看法呢?
[00:03:10.000 --> 00:03:12.000]  如果對你是一個好消息還是壞消息呢?
[00:03:12.000 --> 00:03:15.000]  那你覺得是對你好消息還是壞消息呢?
[00:03:15.000 --> 00:03:16.500]  或者我們還沒開始之前
[00:03:16.500 --> 00:03:18.000]  我們一起低頭禱告
[00:03:18.000 --> 00:03:21.000]  還沒有開始之前我們一起來禱告
[00:03:21.000 --> 00:03:23.000]  親愛的天父
[00:03:23.000 --> 00:03:28.000]  祢給我們一個很天大的喜訊
[00:03:28.000 --> 00:03:32.000]  祢賜耶穌基督給我們
[00:03:32.000 --> 00:03:37.000]  但是有時候我們忽略了祢的恩典
[00:03:37.000 --> 00:03:40.000]  也忽略了祢的訊息
[00:03:40.000 --> 00:03:44.000]  求主真的給我們有個心
[00:03:44.000 --> 00:03:49.000]  好好掌握著大喜的訊息
[00:03:49.000 --> 00:03:54.000]  祈禱告訴鳳主耶穌得聖名求
[00:03:54.000 --> 00:03:55.000]  Amen
[00:03:55.000 --> 00:03:59.000]  首先大家都很熟悉聖誕節
[00:03:59.000 --> 00:04:03.000]  大家都很熟悉聖誕節
[00:04:03.000 --> 00:04:05.000]  不用多講了
[00:04:05.000 --> 00:04:07.000]  不用多講的
[00:04:07.000 --> 00:04:09.000]  但是我想和大家分享一下
[00:04:09.000 --> 00:04:14.000]  在瑪麗亞聽到訊息之前有什麼說的
[00:04:14.000 --> 00:04:18.000]  瑪麗亞她還沒有聽到這個訊息之前
[00:04:18.000 --> 00:04:19.000]  她怎麼說
[00:04:19.000 --> 00:04:23.000]  是一章三十節這麼說
[00:04:23.000 --> 00:04:27.000]  瑪麗亞你不要怕
[00:04:27.000 --> 00:04:31.000]  你在神面前已蒙恩了
[00:04:31.000 --> 00:04:34.000]  你要懷孕生子
[00:04:34.000 --> 00:04:38.000]  可以給他起名叫耶穌
[00:04:38.000 --> 00:04:41.000]  他要為大
[00:04:41.000 --> 00:04:45.000]  稱為至高者的兒子
[00:04:45.000 --> 00:04:53.000]  主神要把祂祖大位的位給他
[00:04:53.000 --> 00:04:57.000]  他要做雅各的王
[00:04:57.000 --> 00:04:59.000]  直到永遠
[00:04:59.000 --> 00:05:03.000]  他的國也沒有窮盡
[00:05:03.000 --> 00:05:07.000]  這是一個很大的訊息
[00:05:07.000 --> 00:05:10.000]  因為講到瑪麗亞將來的孩子
[00:05:10.000 --> 00:05:12.000]  會成為一個偉大的君王
[00:05:12.000 --> 00:05:15.000]  就說瑪麗亞她的寶寶
[00:05:15.000 --> 00:05:18.000]  以後會成為一國的君王
[00:05:18.000 --> 00:05:20.000]  現在的角度是沒有窮盡的
[00:05:20.000 --> 00:05:23.000]  而且她的國是沒有窮盡的
[00:05:23.000 --> 00:05:26.000]  我想大家就以為這個訊息是很突然的
[00:05:26.000 --> 00:05:27.000]  是不是
[00:05:27.000 --> 00:05:30.000]  大家覺得這個訊息是很突然的
[00:05:30.000 --> 00:05:32.000]  但其實不是的
[00:05:32.000 --> 00:05:33.000]  其實不是
[00:05:33.000 --> 00:05:34.000]  為什麼呢
[00:05:34.000 --> 00:05:35.000]  為什麼呢
[00:05:35.000 --> 00:05:38.000]  如果帶大家看回聖經的歷史
[00:05:38.000 --> 00:05:40.000]  讓我們看看聖經的歷史
[00:05:40.000 --> 00:05:44.000]  大家記不記得在創世紀發生什麼事
[00:05:44.000 --> 00:05:47.000]  在創世紀發生了什麼事呢
[00:05:47.000 --> 00:05:50.000]  原來在創世紀三章四十五節說到
[00:05:50.000 --> 00:05:53.000]  創世紀三章四十五節怎麼說
[00:05:53.000 --> 00:05:56.000]  說到亞當夏娃不聽神的命令
[00:05:56.000 --> 00:06:00.000]  就是亞當跟夏娃不聽神的命令
[00:06:00.000 --> 00:06:03.000]  她吃了神不給她吃的禁果
[00:06:03.000 --> 00:06:06.000]  她吃了神不給她吃的禁果
[00:06:06.000 --> 00:06:10.000]  神就詛咒亞當夏娃和那條蛇
[00:06:10.000 --> 00:06:15.000]  神就詛咒他們亞當夏娃跟那條蛇
[00:06:15.000 --> 00:06:17.000]  那條蛇就是英雄撒旦
[00:06:17.000 --> 00:06:19.000]  那個蛇就是撒旦
[00:06:19.000 --> 00:06:22.000]  但同一時間神也都宣佈了
[00:06:22.000 --> 00:06:24.000]  在那裡宣佈了她的救恩的計畫
[00:06:24.000 --> 00:06:27.000]  那神也宣佈了她救恩的計畫
[00:06:27.000 --> 00:06:31.000]  我們看看在三章十四節怎麼說
[00:06:31.000 --> 00:06:33.000]  三章十四節怎麼說
[00:06:33.000 --> 00:06:35.000]  耶和華對蛇說
[00:06:35.000 --> 00:06:37.000]  耶和華神對蛇說
[00:06:37.000 --> 00:06:39.000]  你既作了這事
[00:06:39.000 --> 00:06:40.000]  你既作了這事
[00:06:40.000 --> 00:06:42.000]  就必受咒詛
[00:06:42.000 --> 00:06:43.000]  就必受咒詛
[00:06:43.000 --> 00:06:46.000]  比一切的牲畜野獸更甚
[00:06:46.000 --> 00:06:49.000]  比一切的牲畜野獸更甚
[00:06:49.000 --> 00:06:51.000]  你必用肚子行走
[00:06:51.000 --> 00:06:53.000]  你必用肚子行走
[00:06:53.000 --> 00:06:54.000]  終身吃土
[00:06:54.000 --> 00:06:55.000]  終身吃土
[00:06:55.000 --> 00:06:59.000]  我又叫你和女人彼此為仇
[00:06:59.000 --> 00:07:02.000]  我又叫你和女人彼此為仇
[00:07:02.000 --> 00:07:05.000]  你的後裔和女人的後裔也彼此為仇
[00:07:05.000 --> 00:07:08.000]  你的後裔和女人的後裔也彼此為仇
[00:07:08.000 --> 00:07:10.000]  女人的後裔要傷你的頭
[00:07:10.000 --> 00:07:12.000]  女人的後裔要傷你的頭
[00:07:12.000 --> 00:07:14.000]  你要傷她的腳
[00:07:14.000 --> 00:07:16.000]  你要傷她的腳跟
[00:07:16.000 --> 00:07:19.000]  原來當亞當夏娃不聽神的命令的時候
[00:07:19.000 --> 00:07:22.000]  原來當亞當夏娃不聽神的命令的時候
[00:07:22.000 --> 00:07:24.000]  墜入了這個世界
[00:07:24.000 --> 00:07:26.000]  墜入了這個世界
[00:07:26.000 --> 00:07:30.000]  而神即時也開始有祂的預言
[00:07:30.000 --> 00:07:33.000]  所以神就有祂的預言
[00:07:33.000 --> 00:07:34.000]  講祂救恩的計劃
[00:07:34.000 --> 00:07:36.000]  講祂救恩的計劃
[00:07:36.000 --> 00:07:38.000]  所以說一個女人的後裔
[00:07:38.000 --> 00:07:40.000]  所以說一個女人的後裔
[00:07:40.000 --> 00:07:41.000]  會傷蛇的頭
[00:07:41.000 --> 00:07:42.000]  會傷蛇的頭
[00:07:42.000 --> 00:07:44.000]  會傷蛇的頭
[00:07:44.000 --> 00:07:45.000]  會傷蛇的頭
[00:07:45.000 --> 00:07:49.000]  大概在公元前的二千年
[00:07:49.000 --> 00:07:51.000]  大概在公元前的二千年
[00:07:51.000 --> 00:07:53.000]  有一個人叫阿伯拉罕
[00:07:53.000 --> 00:07:55.000]  有一個人叫阿伯拉罕
[00:07:55.000 --> 00:07:58.000]  他在神的眼中是一個異人
[00:07:58.000 --> 00:08:00.000]  他在神的眼中是一個異人
[00:08:00.000 --> 00:08:01.000]  他在神的眼中是一個異人
[00:08:01.000 --> 00:08:03.000]  所以神就大大的祝福他
[00:08:03.000 --> 00:08:05.000]  所以神就大大的祝福他
[00:08:05.000 --> 00:08:06.000]  所以神就大大的祝福他
[00:08:06.000 --> 00:08:09.000]  他說在聖經這樣說
[00:08:09.000 --> 00:08:11.000]  他說在聖經這樣說
[00:08:11.000 --> 00:08:12.000]  「我必賜福給他」
[00:08:12.000 --> 00:08:14.000]  「我必賜福給他」
[00:08:14.000 --> 00:08:17.000]  「也使你從他得一個兒子」
[00:08:17.000 --> 00:08:19.000]  「也使你從他得一個兒子」
[00:08:19.000 --> 00:08:21.000]  「我要賜福給他」
[00:08:21.000 --> 00:08:23.000]  「我要賜福給他」
[00:08:23.000 --> 00:08:24.000]  「他要做多國之母」
[00:08:24.000 --> 00:08:26.000]  「他要做多國之母」
[00:08:26.000 --> 00:08:29.000]  「必有百姓的君王從他而出」
[00:08:29.000 --> 00:08:32.000]  「必有百姓的君王從他而出」
[00:08:32.000 --> 00:08:35.000]  「阿伯拉罕必成為偉大的國」
[00:08:35.000 --> 00:08:38.000]  「亞伯拉罕必成為強大的國」
[00:08:38.000 --> 00:08:41.000]  「地上的萬國都必因他得福」
[00:08:41.000 --> 00:08:43.000]  「地上的萬國都必因他得福」
[00:08:43.000 --> 00:08:45.000]  原來大概在四千年前
[00:08:45.000 --> 00:08:46.000]  原來大概在四千年前
[00:08:46.000 --> 00:08:48.000]  大概在四千年前
[00:08:48.000 --> 00:08:49.000]  神的救贖計劃
[00:08:49.000 --> 00:08:51.000]  神的救贖計劃
[00:08:51.000 --> 00:08:53.000]  就已經正式的開始
[00:08:53.000 --> 00:08:55.000]  就已經正式的開始
