
[00:00:00.000 --> 00:00:02.000]  低頭禱告
[00:00:02.000 --> 00:00:05.000]  求天父幫助我們
[00:00:05.000 --> 00:00:07.000]  從你的話語當中
[00:00:07.000 --> 00:00:10.000]  明白你的心意
[00:00:10.000 --> 00:00:12.000]  奉耶穌基督的聖名
[00:00:12.000 --> 00:00:14.000]  阿們
[00:00:14.000 --> 00:00:17.000]  整卷的羅馬書
[00:00:17.000 --> 00:00:20.000]  其實是一個很清晰的結構
[00:00:20.000 --> 00:00:22.000]  它的連貫性很強
[00:00:22.000 --> 00:00:25.000]  有機會我們讀這個羅馬書
[00:00:25.000 --> 00:00:26.000]  我們會知道
[00:00:26.000 --> 00:00:29.000]  保羅在第一章已經說到
[00:00:29.000 --> 00:00:31.000]  羅馬書裡面
[00:00:31.000 --> 00:00:34.000]  最強調的就是福音
[00:00:34.000 --> 00:00:37.000]  福音能夠將上帝的義
[00:00:37.000 --> 00:00:39.000]  顯明出來
[00:00:39.000 --> 00:00:42.000]  福音也能夠叫相信的人
[00:00:42.000 --> 00:00:44.000]  被稱為義
[00:00:44.000 --> 00:00:46.000]  第十二章第一節
[00:00:46.000 --> 00:00:48.000]  剛才我們讀的時候
[00:00:48.000 --> 00:00:52.000]  一開始用了一個連接詞
[00:00:52.000 --> 00:00:54.000]  所以
[00:00:54.000 --> 00:00:57.000]  所以在這裡其實是有意義的
[00:00:57.000 --> 00:01:00.000]  它是連接著前面的
[00:01:00.000 --> 00:01:02.000]  連接著前面哪裡呢
[00:01:02.000 --> 00:01:04.000]  其實十二章第一節
[00:01:04.000 --> 00:01:08.000]  就開始一段新的段落
[00:01:08.000 --> 00:01:10.000]  這個段落是由十二章第一節
[00:01:10.000 --> 00:01:13.000]  去到第十五章第十三節
[00:01:13.000 --> 00:01:17.000]  這個段落主要說到信徒的生活
[00:01:17.000 --> 00:01:20.000]  而這個信徒的生活
[00:01:20.000 --> 00:01:22.000]  連在前面哪裡呢
[00:01:22.000 --> 00:01:25.000]  就是連在前面第一章到第十一章
[00:01:25.000 --> 00:01:29.000]  羅馬書的一至十一章
[00:01:29.000 --> 00:01:34.000]  保羅比較多說到神學的論述
[00:01:34.000 --> 00:01:38.000]  恩訊稱義的問題等等
[00:01:38.000 --> 00:01:44.000]  連接在一段生活性的教導
[00:01:44.000 --> 00:01:46.000]  顯示的是什麼呢
[00:01:46.000 --> 00:01:51.000]  神學和生活是連在一起的
[00:01:51.000 --> 00:01:55.000]  所有神學應該都是可以落地的
[00:01:55.000 --> 00:01:58.000]  可以成為信徒生活的基礎
[00:01:58.000 --> 00:02:01.000]  一個神學一至十一章的神學論述
[00:02:01.000 --> 00:02:08.000]  跟著一個段落的生活教導連接起來
[00:02:08.000 --> 00:02:10.000]  所以弟兄們
[00:02:10.000 --> 00:02:13.000]  我以上帝的慈悲勸你們
[00:02:13.000 --> 00:02:14.000]  在這裡保羅也說
[00:02:14.000 --> 00:02:18.000]  我是藉著上帝的慈悲
[00:02:18.000 --> 00:02:22.000]  作出這個勸導
[00:02:22.000 --> 00:02:24.000]  第二方面我們看見
[00:02:24.000 --> 00:02:27.000]  這段經文跟前面連起來的
[00:02:27.000 --> 00:02:34.000]  是保羅說以上帝的慈悲連文來勸你們
[00:02:34.000 --> 00:02:38.000]  這個慈悲連文在哪裡看得出來呢
[00:02:38.000 --> 00:02:41.000]  就是第一章到第十一章所說
[00:02:41.000 --> 00:02:43.000]  福音的本身
[00:02:43.000 --> 00:02:47.000]  就是將上帝的慈悲連文顯示出來
[00:02:47.000 --> 00:02:49.000]  羅馬書告訴我們
[00:02:49.000 --> 00:02:52.000]  當我們還作罪人的時候
[00:02:52.000 --> 00:02:54.000]  上帝就猜拍耶穌基督
[00:02:54.000 --> 00:02:56.000]  來到這個世上為我們死
[00:02:56.000 --> 00:03:01.000]  神的愛就彰顯出來
[00:03:01.000 --> 00:03:07.000]  福音正是上帝的慈悲連文
[00:03:07.000 --> 00:03:09.000]  因著這個關係
[00:03:09.000 --> 00:03:13.000]  我們看見十二章開始整段的經文
[00:03:13.000 --> 00:03:17.000]  和前面連上緊緊的關係
[00:03:17.000 --> 00:03:19.000]  在這裡我們也看見
[00:03:19.000 --> 00:03:23.000]  保羅用的是我要勸導你們
[00:03:23.000 --> 00:03:25.000]  不是一個教導
[00:03:25.000 --> 00:03:30.000]  勸導就是很生活性的一些勸導
[00:03:30.000 --> 00:03:32.000]  在十二章我們看見
[00:03:32.000 --> 00:03:35.000]  保羅作出兩方面的勸導
[00:03:35.000 --> 00:03:39.000]  第一就是十二章一節所說的
[00:03:39.000 --> 00:03:44.000]  第二方面就是十二章第二節所說的
[00:03:44.000 --> 00:03:47.000]  所以我們先來看十二章第一節
[00:03:47.000 --> 00:03:49.000]  保羅的勸導是什麼呢
[00:03:49.000 --> 00:03:52.000]  將身體獻上當作活祭
[00:03:52.000 --> 00:03:56.000]  是聖潔的,是上帝所喜悅的
[00:03:56.000 --> 00:04:01.000]  你們如此侍奉乃是理所當然的
[00:04:01.000 --> 00:04:03.000]  第一個的勸導就是
[00:04:03.000 --> 00:04:05.000]  你們要將身體
[00:04:05.000 --> 00:04:09.000]  其實就是說你自己
[00:04:09.000 --> 00:04:12.000]  獻上當作祭物
[00:04:12.000 --> 00:04:14.000]  成為祭物
[00:04:14.000 --> 00:04:18.000]  然後有三方面來描述一個祭物
[00:04:18.000 --> 00:04:20.000]  一個祭物是活的
[00:04:20.000 --> 00:04:22.000]  是聖潔的
[00:04:22.000 --> 00:04:25.000]  是上帝所喜悅的
[00:04:25.000 --> 00:04:32.000]  要獻上自己成為這樣的祭物
[00:04:32.000 --> 00:04:34.000]  如果你看舊日聖經就知道
[00:04:34.000 --> 00:04:36.000]  猶太人獻祭
[00:04:36.000 --> 00:04:38.000]  要將祭身獻上
[00:04:38.000 --> 00:04:43.000]  祭身必須是潔淨的
[00:04:43.000 --> 00:04:45.000]  不可以不潔的
[00:04:45.000 --> 00:04:46.000]  要是潔淨的
[00:04:46.000 --> 00:04:49.000]  然後當他們獻上成為飯祭的時候
[00:04:49.000 --> 00:04:52.000]  這個祭身是要被殺死
[00:04:52.000 --> 00:04:55.000]  然後在祭壇上燒死
[00:04:55.000 --> 00:04:59.000]  燒了來獻給上帝
[00:04:59.000 --> 00:05:02.000]  當然上帝閲立
[00:05:02.000 --> 00:05:05.000]  其實上帝閲立的不是祭物
[00:05:05.000 --> 00:05:08.000]  聖經很清楚告訴我們
[00:05:08.000 --> 00:05:11.000]  耶和華喜悅飯祭和平安祭
[00:05:11.000 --> 00:05:15.000]  喜如喜悅人聽從他的話
[00:05:15.000 --> 00:05:18.000]  上帝喜悅的不是這個祭身
[00:05:18.000 --> 00:05:22.000]  上帝喜悅的是獻祭的人
[00:05:22.000 --> 00:05:24.000]  對他的信服
[00:05:24.000 --> 00:05:25.000]  對他的聽從
[00:05:25.000 --> 00:05:29.000]  所以這三方面也都在羅馬書裡反映出來
[00:05:29.000 --> 00:05:33.000]  不過其中最不同的是
[00:05:33.000 --> 00:05:36.000]  舊約的獻祭和羅馬書十二章
[00:05:36.000 --> 00:05:39.000]  你要將自己獻祭
[00:05:39.000 --> 00:05:41.000]  不同的是
[00:05:41.000 --> 00:05:44.000]  舊約獻的是死的祭身
[00:05:44.000 --> 00:05:47.000]  但羅馬書十二章說的
[00:05:47.000 --> 00:05:52.000]  將自己獻上成為活祭
[00:05:52.000 --> 00:05:54.000]  活的祭物
[00:05:54.000 --> 00:06:00.000]  聖潔的和舊約的潔淨相對
[00:06:00.000 --> 00:06:03.000]  都是上帝所喜悅的
[00:06:03.000 --> 00:06:06.000]  保羅說信徒
[00:06:06.000 --> 00:06:09.000]  一個獻祭者要獻自己
[00:06:09.000 --> 00:06:11.000]  一方面自己是獻祭者
[00:06:11.000 --> 00:06:16.000]  另一方面自己也成為一個祭身
[00:06:16.000 --> 00:06:18.000]  來獻上
[00:06:18.000 --> 00:06:22.000]  不過這個獻上不是殺死自己
[00:06:22.000 --> 00:06:26.000]  而是燒在壇上獻給上帝
[00:06:26.000 --> 00:06:31.000]  你的獻祭要成為活的祭
[00:06:31.000 --> 00:06:34.000]  獻給上帝的意思是
[00:06:34.000 --> 00:06:36.000]  完全屬於上帝
[00:06:36.000 --> 00:06:40.000]  然後活的祭顯示的是
[00:06:40.000 --> 00:06:43.000]  你仍然活著
[00:06:43.000 --> 00:06:45.000]  雖然你已經成為祭身
[00:06:45.000 --> 00:06:52.000]  不過你是活著為上帝而活
[00:06:52.000 --> 00:06:54.000]  保羅在第一節也說
[00:06:54.000 --> 00:06:58.000]  這是理所當然的侍奉
[00:06:58.000 --> 00:07:02.000]  你們如此侍奉乃是理所當然的
[00:07:02.000 --> 00:07:08.000]  如果大家有華盤修訂版的注釋
[00:07:08.000 --> 00:07:10.000]  那裡說到
[00:07:10.000 --> 00:07:13.000]  你們如此侍奉乃是理所當然的
[00:07:13.000 --> 00:07:15.000]  可以翻譯成
[00:07:15.000 --> 00:07:20.000]  你們如此敬拜乃是屬靈的
[00:07:20.000 --> 00:07:24.000]  理所當然就有一個屬靈的意思
[00:07:24.000 --> 00:07:31.000]  侍奉和敬拜有同一個意義
[00:07:31.000 --> 00:07:34.000]  所以理所當然的侍奉
[00:07:34.000 --> 00:07:36.000]  有些譯本就翻譯成
[00:07:36.000 --> 00:07:41.000]  理所當然或合理或屬靈的敬拜
[00:07:41.000 --> 00:07:46.000]  這句我們平時不是這樣分的
[00:07:46.000 --> 00:07:54.000]  平時我們認為生活、侍奉、敬拜有沒有分別?
