
[00:00:00.000 --> 00:00:05.800]  在今天思想「啟示錄」十五、十六章
[00:00:05.800 --> 00:00:09.000]  七碗裡的七災
[00:00:09.000 --> 00:00:13.000]  在Anti-Riot的書中
[00:00:13.000 --> 00:00:20.000]  竟然所寫的標題是
[00:00:20.000 --> 00:00:27.000]  「為最後的瘟疫作好準備」
[00:00:27.000 --> 00:00:30.000]  是不是很特別?
[00:00:30.000 --> 00:00:34.000]  因為我交講題的時候
[00:00:34.000 --> 00:00:37.000]  疫情也不是這樣的
[00:00:37.000 --> 00:00:39.000]  是在1月15日
[00:00:39.000 --> 00:00:43.000]  應該是1月20日、1月23日才突然出來
[00:00:43.000 --> 00:00:47.000]  既然我們今天坐在這裡
[00:00:47.000 --> 00:00:51.000]  戴著口罩來聽這個
[00:00:51.000 --> 00:00:58.000]  「為最後的瘟疫作好準備」
[00:00:58.000 --> 00:01:01.000]  其實真的需要作準備
[00:01:01.000 --> 00:01:03.000]  是無法避免的
[00:01:03.000 --> 00:01:08.000]  今天的訊息也是一個很重要的訊息
[00:01:08.000 --> 00:01:16.000]  因為人在平時不是很理會上帝
[00:01:16.000 --> 00:01:20.000]  有艱難、有困苦的時候
[00:01:20.000 --> 00:01:25.000]  上帝就顯得很重要
[00:01:25.000 --> 00:01:27.000]  對有信心的人來說
[00:01:27.000 --> 00:01:30.000]  上帝永遠是我們的避難所
[00:01:30.000 --> 00:01:32.000]  是我們的盾牌
[00:01:32.000 --> 00:01:34.000]  是我們的高台
[00:01:34.000 --> 00:01:38.000]  我覺得這個真的很重要
[00:01:38.000 --> 00:01:40.000]  如果你叫我講福音
[00:01:40.000 --> 00:01:42.000]  我要告訴你
[00:01:42.000 --> 00:01:44.000]  耶穌是我的口罩
[00:01:44.000 --> 00:01:46.000]  當然你說笑
[00:01:46.000 --> 00:01:48.000]  口罩又不是萬無一失
[00:01:48.000 --> 00:01:50.000]  不過有比沒有好
[00:01:50.000 --> 00:01:52.000]  到底我們的信仰是怎樣呢?
[00:01:52.000 --> 00:01:55.000]  耶穌真的是我們的保護者
[00:01:55.000 --> 00:01:57.000]  是我們的保障
[00:01:57.000 --> 00:02:01.000]  不過另外人對上帝的反應就是
[00:02:01.000 --> 00:02:04.000]  平時沒事就不想祂
[00:02:04.000 --> 00:02:08.000]  一有事的時候就走了祂
[00:02:08.000 --> 00:02:12.000]  祂顯得很抵賴
[00:02:12.000 --> 00:02:15.000]  甚麼都是祢搞出來的
[00:02:15.000 --> 00:02:17.000]  人褻瀆上帝
[00:02:17.000 --> 00:02:19.000]  是古今皆然
[00:02:19.000 --> 00:02:21.000]  特別是在有困難的時候
[00:02:21.000 --> 00:02:23.000]  一會兒我們會看到
[00:02:23.000 --> 00:02:26.000]  不過我想到一句說話
[00:02:26.000 --> 00:02:28.000]  我覺得很有智慧的
[00:02:28.000 --> 00:02:31.000]  就是英國這位文學批評家
[00:02:31.000 --> 00:02:33.000]  這位作家
[00:02:33.000 --> 00:02:35.000]  路易斯
[00:02:35.000 --> 00:02:43.000]  他說我們對著痛苦
[00:02:43.000 --> 00:02:46.000]  我們是沒辦法置諸不理的
[00:02:46.000 --> 00:02:52.000]  因為痛苦也堅持要受到照顧
[00:02:52.000 --> 00:02:54.000]  那怎樣呢?
[00:02:54.000 --> 00:02:59.000]  就是在我們平順快樂的時候
[00:02:59.000 --> 00:03:04.000]  上帝的聲音非常微小
[00:03:04.000 --> 00:03:06.000]  在我們的良知裡面
[00:03:06.000 --> 00:03:10.000]  上帝向我們說話
[00:03:10.000 --> 00:03:13.000]  但在我們的痛苦裡面
[00:03:13.000 --> 00:03:16.000]  上帝是向人
[00:03:16.000 --> 00:03:19.000]  好像用揚聲器來發聲
[00:03:19.000 --> 00:03:24.000]  說要喚醒失聰的世人
[00:03:42.000 --> 00:03:45.000]  但願我們今天能夠清醒
[00:03:45.000 --> 00:03:48.000]  在全城戴口罩
[00:03:48.000 --> 00:03:50.000]  口罩不夠用
[00:03:50.000 --> 00:03:54.000]  確診的數字不斷上升
[00:03:54.000 --> 00:03:57.000]  不知道何時會停
[00:03:57.000 --> 00:04:02.000]  而且可能受感染的人
[00:04:02.000 --> 00:04:07.000]  以幾何的級數增加
[00:04:07.000 --> 00:04:14.000]  親愛的我們活在一個很困難的時局裡面
[00:04:14.000 --> 00:04:18.000]  但歷史上這些情況並不是未發生過
[00:04:18.000 --> 00:04:21.000]  而且好像傳道書說
[00:04:21.000 --> 00:04:24.000]  先前的事後來又有
[00:04:24.000 --> 00:04:29.000]  後來的事將來也可能會再有
[00:04:29.000 --> 00:04:32.000]  求主給我們智慧
[00:04:32.000 --> 00:04:34.000]  智慧是什麼呢?
[00:04:34.000 --> 00:04:40.000]  大家都知道敬畏上帝是智慧的開端
[00:04:40.000 --> 00:04:43.000]  認識至聖者便是聰明
[00:04:43.000 --> 00:04:45.000]  我們都很容易迷失
[00:04:45.000 --> 00:04:48.000]  我們都很容易看錯東西
[00:04:48.000 --> 00:04:51.000]  很容易說錯東西
[00:04:51.000 --> 00:04:55.000]  我發覺今天有些人一開口就罵人
[00:04:55.000 --> 00:04:58.000]  一開口就咒坐人
[00:04:58.000 --> 00:05:01.000]  是連憐憫的心
[00:05:01.000 --> 00:05:03.000]  寬恕的心
[00:05:03.000 --> 00:05:06.000]  都好像蕩然無存
[00:05:06.000 --> 00:05:09.000]  當然也有人麻木依舊
[00:05:09.000 --> 00:05:13.000]  彷彿一切都沒有發生過
[00:05:13.000 --> 00:05:15.000]  其實啟示錄的訊息
[00:05:15.000 --> 00:05:20.000]  到底對當時的教會和今天的教會
[00:05:20.000 --> 00:05:27.000]  有什麼振興、甦醒的作用呢?
[00:05:27.000 --> 00:05:32.000]  我在思想這七災的時候
[00:05:32.000 --> 00:05:34.000]  就稍為明白到原來
[00:05:34.000 --> 00:05:38.000]  七印、七號、七碗
[00:05:38.000 --> 00:05:43.000]  這三套七的災難
[00:05:43.000 --> 00:05:50.000]  其實都是不斷地向世人發出警惕
[00:05:50.000 --> 00:05:52.000]  就是趁著有時間的時候
[00:05:52.000 --> 00:05:57.000]  要快點的悔改
[00:05:57.000 --> 00:06:00.000]  七印、七號
[00:06:00.000 --> 00:06:05.000]  帶來的災殃、帶來的毀滅性
[00:06:05.000 --> 00:06:08.000]  都似乎是有限度的
[00:06:08.000 --> 00:06:10.000]  但是原來這些災難
[00:06:10.000 --> 00:06:15.000]  也是會嚴重程度越來越強烈
[00:06:15.000 --> 00:06:17.000]  去到七碗的時候
[00:06:17.000 --> 00:06:20.000]  是將所有的憤怒
[00:06:20.000 --> 00:06:22.000]  所有的審判
[00:06:22.000 --> 00:06:26.000]  是一鋪過來倒出來
[00:06:26.000 --> 00:06:28.000]  就是說什麼呢?
[00:06:28.000 --> 00:06:30.000]  到了一個時候
[00:06:30.000 --> 00:06:32.000]  連悔改都沒有
[00:06:32.000 --> 00:06:37.000]  就是一個絕對、絕對審判的時刻
[00:06:37.000 --> 00:06:39.000]  但是親愛的兄弟姐妹
[00:06:39.000 --> 00:06:41.000]  在我們仍然活生生的戴著口罩
[00:06:41.000 --> 00:06:44.000]  來聽訊息的時候
[00:06:44.000 --> 00:06:47.000]  其實我們是防疫防什麼呢?
[00:06:47.000 --> 00:06:50.000]  我們希望自己不會生病
[00:06:50.000 --> 00:06:53.000]  但是如果那個病是不會致死的
[00:06:53.000 --> 00:06:56.000]  其實我們不在乎
[00:06:56.000 --> 00:06:59.000]  因為那個病是會死的
[00:06:59.000 --> 00:07:01.000]  所以我們才這麼緊張
[00:07:01.000 --> 00:07:05.000]  而且緊張得來是應該的
[00:07:05.000 --> 00:07:08.000]  不過我們要真正防的
[00:07:08.000 --> 00:07:10.000]  最好的保障
[00:07:10.000 --> 00:07:14.000]  當然是以上帝的真理成為我們的保障
[00:07:14.000 --> 00:07:19.000]  以上帝的倚靠成為我們的保障
[00:07:19.000 --> 00:07:22.000]  我就在預備這個訊息的時候
[00:07:22.000 --> 00:07:25.000]  其實早前在一個網台那裡
[00:07:25.000 --> 00:07:27.000]  有一個好朋友就說
[00:07:27.000 --> 00:07:30.000]  為什麼今天教會不開報道會?
[00:07:30.000 --> 00:07:32.000]  為什麼今天教會不是把握這些時機
[00:07:32.000 --> 00:07:37.000]  來講述這個拯救的福音?
[00:07:37.000 --> 00:07:39.000]  我覺得是的
[00:07:39.000 --> 00:07:40.000]  大家認識我這麼久
[00:07:40.000 --> 00:07:44.000]  我一向都是講福音的人
[00:07:44.000 --> 00:07:46.000]  是傳福音的人
[00:07:46.000 --> 00:07:48.000]  當然要講
[00:07:48.000 --> 00:07:52.000]  不過我希望我由始至終所講的福音
[00:07:52.000 --> 00:07:58.000]  都是真的在上主的面前得著他肯定的福音
[00:07:58.000 --> 00:08:02.000]  不是隨著自己的思見去講的福音
[00:08:02.000 --> 00:08:08.000]  那我就回到一些古老的東西裡面來找
[00:08:08.000 --> 00:08:11.000]  因為我知道
[00:08:11.000 --> 00:08:15.000]  是在這些可靠的教師
[00:08:15.000 --> 00:08:17.000]  可靠的傳道人
[00:08:17.000 --> 00:08:19.000]  他們的著述裡面
[00:08:19.000 --> 00:08:24.000]  能夠叫我們去看什麼是真正的防疫
[00:08:24.000 --> 00:08:26.000]  我就發覺有一本書叫做
[00:08:26.000 --> 00:08:30.000]  The Plague of Plagues
[00:08:30.000 --> 00:08:33.000]  疫症的疫症
[00:08:33.000 --> 00:08:36.000]  就是最嚴重的疫症
[00:08:36.000 --> 00:08:41.000]  原來在1665年到1660年間
[00:08:41.000 --> 00:08:44.000]  有一年的時間
[00:08:44.000 --> 00:08:48.000]  倫敦死了十萬人
[00:08:48.000 --> 00:08:51.000]  鼠疫
[00:08:51.000 --> 00:08:55.000]  過了五年之後
[00:08:55.000 --> 00:08:57.000]  1669年
[00:08:57.000 --> 00:09:00.000]  有一個叫做Ralph Vening的傳道人
[00:09:00.000 --> 00:09:01.000]  Cambridge畢業
[00:09:01.000 --> 00:09:04.000]  Master畢業的
[00:09:04.000 --> 00:09:06.000]  寫了這本
[00:09:06.000 --> 00:09:09.000]  疫症中的疫症
[00:09:09.000 --> 00:09:14.000]  我相信他對於人生是反省了很深
[00:09:14.000 --> 00:09:16.000]  然後他寫了一本
[00:09:16.000 --> 00:09:20.000]  對於奪命的病症
[00:09:20.000 --> 00:09:23.000]  是一個很深刻的剖析
[00:09:23.000 --> 00:09:27.000]  還有寫出人真正賴以拯救
[00:09:27.000 --> 00:09:29.000]  得著保障
[00:09:29.000 --> 00:09:32.000]  那個的福音是什麼
[00:09:32.000 --> 00:09:35.000]  我想你猜到他說什麼了
[00:09:35.000 --> 00:09:38.000]  其實死才是最可怕的
[00:09:38.000 --> 00:09:41.000]  而死之可以可怕是因為罪的可怕
[00:09:41.000 --> 00:09:46.000]  而罪是因為朝野上帝的震怒審判
[00:09:46.000 --> 00:09:49.000]  他說當人懂得去悔改
[00:09:49.000 --> 00:09:52.000]  當人懂得去離開罪惡
[00:09:52.000 --> 00:09:55.000]  當人懂得去承認並且離開罪惡
[00:09:55.000 --> 00:09:59.000]  並且決定徹底的信服上帝
[00:09:59.000 --> 00:10:01.000]  不再奉重私慾
[00:10:01.000 --> 00:10:03.000]  不再行在黑暗中
[00:10:03.000 --> 00:10:05.000]  不再朝野上帝的憤怒
[00:10:05.000 --> 00:10:08.000]  是與上帝和好
[00:10:08.000 --> 00:10:10.000]  成為上帝的兒女
[00:10:10.000 --> 00:10:13.000]  成為接受耶穌基督
[00:10:13.000 --> 00:10:14.000]  作主作王
[00:10:14.000 --> 00:10:16.000]  作救主
[00:10:16.000 --> 00:10:20.000]  徹底的完整地接受耶穌基督
[00:10:20.000 --> 00:10:23.000]  是在上帝的永恆的保障
[00:10:23.000 --> 00:10:25.000]  永恆的福祉生命
[00:10:25.000 --> 00:10:28.000]  永恆的應許赦罪的平安
[00:10:28.000 --> 00:10:30.000]  享有這一切的時候
[00:10:30.000 --> 00:10:33.000]  這個才是真真正正
[00:10:33.000 --> 00:10:36.000]  能夠救我們脫離那個疫症
[00:10:36.000 --> 00:10:39.000]  我很喜歡他的說法
[00:10:39.000 --> 00:10:43.000]  就算你和我真的沒有染疫症
[00:10:43.000 --> 00:10:44.000]  平平安安
[00:10:44.000 --> 00:10:45.000]  其實我們感恩
[00:10:45.000 --> 00:10:47.000]  十七年前我們平安渡過
[00:10:47.000 --> 00:10:49.000]  現在十七年後又再來一次
[00:10:49.000 --> 00:10:50.000]  再過十七年
[00:10:50.000 --> 00:10:52.000]  我們又平平安安地過去
[00:10:52.000 --> 00:10:55.000]  但是如果我們裡面那個最重的疫症
[00:10:55.000 --> 00:10:57.000]  我們從來沒有去處理
[00:10:57.000 --> 00:10:59.000]  沒有去醫治的話
[00:10:59.000 --> 00:11:02.000]  這個世界都仍然是無法忘的
[00:11:02.000 --> 00:11:06.000]  我覺得這個Ralph Vening這本書
[00:11:06.000 --> 00:11:08.000]  我希望有人將它譯成中文
[00:11:08.000 --> 00:11:12.000]  如果有機會我希望再譯
[00:11:12.000 --> 00:11:14.000]  因為我們對罪的認識
[00:11:14.000 --> 00:11:15.000]  對這個罪的可怕
[00:11:15.000 --> 00:11:17.000]  對這個罪的討厭
[00:11:17.000 --> 00:11:18.000]  我們真的說得不夠
[00:11:18.000 --> 00:11:20.000]  認識得不深
[00:11:20.000 --> 00:11:22.000]  而他真的逐點逐句
[00:11:22.000 --> 00:11:24.000]  跟我們說得很清楚
[00:11:24.000 --> 00:11:27.000]  而最後給出的那個方案
[00:11:27.000 --> 00:11:32.000]  實在是真正福音的方案
[00:11:32.000 --> 00:11:34.000]  親愛的兄姊妹
[00:11:34.000 --> 00:11:38.000]  我在那個網台發出的那個信息
[00:11:38.000 --> 00:11:42.000]  其實都是一個最簡單的信息
[00:11:42.000 --> 00:11:44.000]  防疫固然重要
[00:11:44.000 --> 00:11:48.000]  使得這個疫情能夠過去固然重要
[00:11:48.000 --> 00:11:50.000]  但是大家都知道
[00:11:50.000 --> 00:11:55.000]  那個奪取全人類生命的那個罪
[00:11:55.000 --> 00:11:57.000]  帶來死亡的那個疫症
[00:11:57.000 --> 00:11:59.000]  是只有一劑的良藥
[00:11:59.000 --> 00:12:01.000]  才能夠救我們
