
[00:00:00.000 --> 00:00:08.040]  今晚我們繼續會講愛在群體裏面YNWA這個系列
[00:00:08.040 --> 00:00:13.000]  其實第幾講呢 已經是第四講了
[00:00:13.000 --> 00:00:17.960]  所以我覺得通常都不太記得之前講了些什麼
[00:00:17.960 --> 00:00:23.760]  所以我今天就決定開頭就跟大家重溫一下一些重點
[00:00:23.760 --> 00:00:27.360]  第一次阿南、Pastor Kenji就提醒我們
[00:00:27.360 --> 00:00:34.040]  這個家最重要是要實踐上帝的愛
[00:00:34.040 --> 00:00:35.600]  但其實是不容易的
[00:00:35.600 --> 00:00:37.800]  所以我們要走數
[00:00:37.800 --> 00:00:40.000]  就不是走人家的數
[00:00:40.000 --> 00:00:42.800]  是走了很虛假的關係
[00:00:42.800 --> 00:00:46.280]  用真誠去對待你的弟兄姊妹
[00:00:46.280 --> 00:00:50.640]  另外Tommy又跟我們分享了我們的信仰裏面
[00:00:50.640 --> 00:00:52.840]  其實是一條窄路
[00:00:52.840 --> 00:00:58.280]  但只要是一個靈魂、一個社群、一個生命
[00:00:58.280 --> 00:01:01.920]  我們是應該可以彼此看見和守望的
[00:01:01.920 --> 00:01:05.400]  而上次Pastor Michelle又提醒我們
[00:01:05.400 --> 00:01:08.920]  YS這裏有三個R
[00:01:08.920 --> 00:01:11.560]  不知道大家記不記得呢
[00:01:11.560 --> 00:01:14.840]  Donald就眉眉咀咀地笑了
[00:01:14.840 --> 00:01:17.400]  我們來到這個YS
[00:01:17.400 --> 00:01:22.360]  其實我們很希望我們連接、我們建立、我們充電
[00:01:22.360 --> 00:01:27.480]  所以群體裏面我們應該可以展示一個和諧
[00:01:27.480 --> 00:01:30.600]  Harmony,可以同心合意地祈禱
[00:01:30.600 --> 00:01:33.880]  不分離我,一起實踐大使命
[00:01:33.880 --> 00:01:37.080]  來到今晚,今晚我就想跟大家說
[00:01:37.080 --> 00:01:39.360]  愛響這個群體
[00:01:39.360 --> 00:01:44.560]  家是需要多一點
[00:01:44.560 --> 00:01:48.120]  多一點甚麼呢?
[00:01:48.120 --> 00:01:51.200]  多一點甚麼呢?你覺得?
[00:01:51.200 --> 00:01:57.160]  有一個姐妹
[00:01:57.160 --> 00:02:01.120]  剛剛發生的事,我當然不會透露
[00:02:01.120 --> 00:02:03.400]  我們這些是保護證人
[00:02:03.400 --> 00:02:06.160]  我問她,其實都是閒談
[00:02:06.160 --> 00:02:12.200]  她跟我說,我家很需要一個獨立廁所
[00:02:12.200 --> 00:02:14.280]  是嗎?
[00:02:14.280 --> 00:02:18.880]  每個人都想家裏需要一樣很重要的東西
[00:02:18.880 --> 00:02:21.160]  我想你也會的
[00:02:21.160 --> 00:02:23.240]  但當然我今天就不是說
[00:02:23.240 --> 00:02:27.720]  真的家裏需要有些甚麼的設施
[00:02:27.720 --> 00:02:31.440]  反而我想跟大家說
[00:02:31.440 --> 00:02:35.640]  我們在神的家裏面,我們需要加多一些甚麼
[00:02:35.640 --> 00:02:40.880]  可以讓不同的人帶他來這個群體裏面
[00:02:40.880 --> 00:02:43.080]  讓他真的感受到有愛
[00:02:43.080 --> 00:02:45.800]  是一個You'll never walk alone的群體
[00:02:45.800 --> 00:02:50.280]  所以今天我會跟大家繼續說《使徒行傳》第九章
[00:02:50.280 --> 00:02:52.280]  是關於初信的保羅
[00:02:52.280 --> 00:02:54.440]  他很想進入教會的群體
[00:02:54.440 --> 00:02:56.440]  但發生了一件小插曲
[00:02:56.440 --> 00:03:02.280]  我們先一起讀一次今天的經文
[00:03:02.280 --> 00:03:07.640]  就是《使徒行傳》九章二十六至三十一節
[00:03:07.640 --> 00:03:10.360]  我想大家一起讀
[00:03:10.360 --> 00:03:40.120]  (章二十六至三十一節)
[00:03:40.120 --> 00:03:45.520]  於是蘇羅在耶路撒冷和門徒出入來往
[00:03:45.520 --> 00:03:48.440]  奉主的名放膽傳道
[00:03:48.440 --> 00:03:53.920]  並與說希臘話的猶太人講論辯駁
[00:03:53.920 --> 00:03:57.320]  他們卻想發誓要殺他
[00:03:57.320 --> 00:03:59.120]  弟兄們知道了
[00:03:59.120 --> 00:04:01.880]  就送他下海撒利亞
[00:04:01.880 --> 00:04:04.720]  打發他往大蘇去
[00:04:04.720 --> 00:04:09.800]  那時猶大、加利利、撒瑪利亞各處的教會
[00:04:09.800 --> 00:04:12.800]  都得平安被建立
[00:04:12.800 --> 00:04:14.960]  凡是敬畏主
[00:04:14.960 --> 00:04:16.960]  蒙聖靈的安慰
[00:04:16.960 --> 00:04:20.280]  人數就增多了
[00:04:20.280 --> 00:04:25.920]  第九章提到蘇羅
[00:04:25.920 --> 00:04:28.680]  其實我們很熟悉
[00:04:28.680 --> 00:04:31.160]  講的是使徒保羅
[00:04:31.160 --> 00:04:33.440]  當時他是初信
[00:04:33.440 --> 00:04:35.720]  為何他有兩個名字呢?
[00:04:35.720 --> 00:04:39.960]  因為蘇羅本身是猶太人
[00:04:39.960 --> 00:04:42.080]  而他也是猶太人
[00:04:42.080 --> 00:04:45.200]  不過他有一個很特別的身份
[00:04:45.200 --> 00:04:49.400]  他出生時已經有羅馬公民的身份
[00:04:49.400 --> 00:04:51.000]  所以有另一個名字
[00:04:51.000 --> 00:04:55.360]  保羅其實是羅馬的名字
[00:04:55.360 --> 00:04:58.480]  而信了主的蘇羅
[00:04:58.480 --> 00:05:00.760]  當他去到耶路撒冷
[00:05:00.760 --> 00:05:03.600]  想與門徒結交的時候
[00:05:03.600 --> 00:05:07.440]  意思是想加入他們的群體
[00:05:07.440 --> 00:05:09.040]  但被拒絕
[00:05:09.040 --> 00:05:14.600]  經文說耶路撒冷的門徒很怕他
[00:05:14.600 --> 00:05:19.920]  很不信他,真的信了耶穌
[00:05:19.920 --> 00:05:29.680]  為甚麼呢?
[00:05:29.680 --> 00:05:31.240]  通常我們聽到有人信耶穌
[00:05:31.240 --> 00:05:33.000]  我們會很開心
[00:05:33.000 --> 00:05:37.040]  為甚麼大家會有這樣的反應呢?
[00:05:37.040 --> 00:05:39.160]  如果你記得
[00:05:39.160 --> 00:05:41.720]  蘇羅在信主之前
[00:05:41.720 --> 00:05:43.480]  對門徒做了甚麼呢?
[00:05:43.480 --> 00:05:45.520]  或者你會猜到
[00:05:45.520 --> 00:05:47.840]  他做了甚麼呢?
[00:05:47.840 --> 00:05:51.360]  就是在第八章提到一個人物
[00:05:51.360 --> 00:05:53.200]  叫「史提反」
[00:05:53.200 --> 00:05:55.720]  大家可能有些記憶
[00:05:55.720 --> 00:05:58.920]  他當時被選為執事
[00:05:58.920 --> 00:06:03.640]  而且他與猶太教的領袖辯論
[00:06:03.640 --> 00:06:06.440]  被他們迫害,用石頭打死
[00:06:06.440 --> 00:06:11.880]  而當時蘇羅不單在旁邊看著這件事發生
[00:06:11.880 --> 00:06:14.680]  而且非常贊成
[00:06:14.680 --> 00:06:19.280]  之後他還很賣力地去到信徒的家裡
[00:06:19.280 --> 00:06:22.160]  去拘捕他們,去坐牢
[00:06:22.160 --> 00:06:23.400]  不僅如此
[00:06:23.400 --> 00:06:26.720]  還有,到了第九章開始的時候
[00:06:26.720 --> 00:06:28.600]  蘇羅在大馬士革
[00:06:28.600 --> 00:06:31.720]  其實當時他想去找大祭司
[00:06:31.720 --> 00:06:34.800]  給他一個授權
[00:06:34.800 --> 00:06:37.000]  可以去抓信耶穌的人
[00:06:37.000 --> 00:06:40.880]  帶他們到耶路撒冷審判
[00:06:40.880 --> 00:06:45.800]  所以史圖行傳的作者盧伽
[00:06:45.800 --> 00:06:48.960]  之前我們參加 Bible study 的時候
[00:06:48.960 --> 00:06:51.360]  就知道盧伽這個人物
[00:06:51.360 --> 00:06:53.400]  當時他寫史圖行傳的時候
[00:06:53.400 --> 00:06:56.360]  他形容未信主的蘇羅
[00:06:56.360 --> 00:06:59.280]  怎樣去殘害教會
[00:06:59.280 --> 00:07:01.240]  怎樣去對門徒
[00:07:01.240 --> 00:07:05.720]  用一些口吐威嚇的說話的用詞
[00:07:05.720 --> 00:07:09.480]  講到他好像一隻很兇猛的野獸
[00:07:09.480 --> 00:07:12.480]  到處去抓人,到處鎖人
[00:07:12.480 --> 00:07:15.000]  要定他們的罪
[00:07:15.000 --> 00:07:17.760]  而這班耶路撒冷的門徒
[00:07:17.760 --> 00:07:20.080]  對蘇羅這個名字
[00:07:20.080 --> 00:07:22.640]  當然是聞風喪膽
[00:07:22.640 --> 00:07:24.000]  怎麼會相信他
[00:07:24.000 --> 00:07:27.840]  無端端百事,一百八十度信了耶穌
[00:07:27.840 --> 00:07:30.760]  他當時覺得這是陷阱
[00:07:30.760 --> 00:07:33.800]  很可能他只是想混進門徒裏面
[00:07:33.800 --> 00:07:37.440]  就是想抓更加多的人
[00:07:37.440 --> 00:07:38.960]  一般人
[00:07:38.960 --> 00:07:43.000]  我們都會有類似的想法
[00:07:43.000 --> 00:07:46.720]  我們都很容易對對方的過去
[00:07:46.720 --> 00:07:49.120]  拿他過去評價他
[00:07:49.120 --> 00:07:51.320]  或者他值不值得信
[00:07:51.320 --> 00:07:55.320]  讓我想想他以前是做什麼的
[00:07:55.320 --> 00:07:58.320]  通常會發生什麼情況呢
[00:07:58.320 --> 00:08:01.040]  就是當你去建功
[00:08:01.040 --> 00:08:03.280]  人家通常都是看著你的履歷
[00:08:03.280 --> 00:08:04.920]  看你讀過什麼
[00:08:04.920 --> 00:08:06.320]  做過什麼
[00:08:06.320 --> 00:08:08.080]  看你的上司
[00:08:08.080 --> 00:08:10.600]  怎樣寫了你的推薦信
[00:08:10.600 --> 00:08:12.320]  又或者
[00:08:12.320 --> 00:08:15.160]  在你的親友、朋友之間
[00:08:15.160 --> 00:08:16.640]  很多時候
[00:08:16.640 --> 00:08:19.120]  都會根據你過去的言行
[00:08:19.120 --> 00:08:21.280]  去將你定型的
[00:08:21.280 --> 00:08:26.360]  所以對著這個有不良紀錄的數落
[00:08:26.360 --> 00:08:31.160]  原來門徒起初都有這個想法
[00:08:31.160 --> 00:08:35.520]  所以拒絕他進入他們的群體裏面生活
[00:08:35.520 --> 00:08:37.160]  但是我們要想
[00:08:37.160 --> 00:08:40.760]  究竟這個想法是否正確呢
[00:08:40.760 --> 00:08:46.200]  在九章二十七節就出現了另一個人物
[00:08:46.200 --> 00:08:49.240]  他叫做巴拿巴
[00:08:49.240 --> 00:08:52.680]  他居然去接待掃羅
[00:08:52.680 --> 00:08:56.160]  難道巴拿巴很單純
[00:08:56.160 --> 00:08:57.800]  很容易相信別人
[00:08:57.800 --> 00:09:00.960]  其實他憑什麼去相信掃羅呢
[00:09:00.960 --> 00:09:04.680]  其實巴拿巴原名是約瑟
[00:09:04.680 --> 00:09:06.640]  他是一個利美人
[00:09:06.640 --> 00:09:10.200]  而在《使徒行卷》第四章已經出現過
[00:09:10.200 --> 00:09:14.480]  當時就說他賣了自己的田地
[00:09:14.480 --> 00:09:15.840]  交給使徒
[00:09:15.840 --> 00:09:17.840]  分給比較需要的人
[00:09:17.840 --> 00:09:21.120]  他是一個很願意幫助別人的人
[00:09:21.120 --> 00:09:23.000]  而且他有一個別號
[00:09:23.000 --> 00:09:25.480]  叫做勸慰人的人
[00:09:25.480 --> 00:09:29.400]  son of encouragement
[00:09:29.400 --> 00:09:31.960]  到了第十一章又有提到
[00:09:31.960 --> 00:09:35.480]  當耶路撒冷教會需要拆巴拿巴
[00:09:35.480 --> 00:09:38.840]  去探當時安提柯教會
[00:09:38.840 --> 00:09:42.560]  因為當時那間教會有很多初信主的人
[00:09:42.560 --> 00:09:44.040]  所以他一去到
[00:09:44.040 --> 00:09:45.760]  他又去勸那些人
[00:09:45.760 --> 00:09:47.360]  教導那些人
[00:09:47.360 --> 00:09:51.440]  聖經形容巴拿巴是一個好人
[00:09:51.440 --> 00:09:54.440]  滿有聖靈和信心
[00:09:54.440 --> 00:09:57.520]  所以他常常都很熱心去傳講
[00:09:57.520 --> 00:09:58.400]  聖經是真理
[00:09:58.400 --> 00:10:00.560]  但很多人信主
[00:10:00.560 --> 00:10:04.000]  但巴拿巴為什麼這麼勇
[00:10:04.000 --> 00:10:06.240]  去接待這個
[00:10:06.240 --> 00:10:10.760]  人人都怕了他的掃羅呢
[00:10:10.760 --> 00:10:13.720]  其實我們在聖經裡面
[00:10:13.720 --> 00:10:15.400]  看到怎樣形容巴拿巴
[00:10:15.400 --> 00:10:19.600]  他是滿有聖靈和信心
[00:10:19.600 --> 00:10:21.360]  所以我們相信巴拿巴
[00:10:21.360 --> 00:10:24.120]  他的勇氣其實來自於
[00:10:24.120 --> 00:10:26.640]  他信靠上帝的心
[00:10:26.640 --> 00:10:32.400]  他相信主耶穌是真的能改變人生命的主
[00:10:32.400 --> 00:10:35.800]  加上他說他滿有聖靈
[00:10:35.800 --> 00:10:40.800]  所以其實他用聖靈去分辨這件事
[00:10:40.800 --> 00:10:43.640]  他知道掃羅信了主之後
[00:10:43.640 --> 00:10:48.200]  在大馬式確實是跟門徒一起生活了一段日子
[00:10:48.200 --> 00:10:50.560]  而且很積極地去傳福音
[00:10:50.560 --> 00:10:54.720]  是看到他的生命是有改變的
[00:10:54.720 --> 00:10:56.840]  當人有勇氣
[00:10:56.840 --> 00:11:01.520]  在一個危難的時刻
[00:11:01.520 --> 00:11:02.640]  他有勇氣的時候
[00:11:02.640 --> 00:11:05.400]  其實他有能力去控制自己的情緒
[00:11:05.400 --> 00:11:07.280]  包括恐懼
[00:11:07.280 --> 00:11:09.760]  而他作出一個適切的回應
[00:11:09.760 --> 00:11:11.400]  我相信巴拿巴
[00:11:11.400 --> 00:11:16.480]  他的勇氣就是來自於他相信上帝
[00:11:16.480 --> 00:11:17.400]  但是相反
[00:11:17.400 --> 00:11:19.520]  我們剛才說的門徒怎樣
[00:11:19.520 --> 00:11:22.480]  門徒因為之前受過逼迫
[00:11:22.480 --> 00:11:24.360]  所以很怕掃羅
[00:11:24.360 --> 00:11:26.480]  他們選擇不相信
[00:11:26.480 --> 00:11:28.920]  拒絕就跟他們交往
[00:11:28.920 --> 00:11:32.360]  這個強烈的對比
[00:11:32.360 --> 00:11:37.520]  因爲巴拿巴很有勇氣去歡迎掃羅這個弟兄
[00:11:37.520 --> 00:11:43.840]  其實反而令到他願意付出走出去的接待
[00:11:43.840 --> 00:11:46.800]  是一份很溫暖的尊重
[00:11:46.800 --> 00:11:49.040]  是一個力量
[00:11:49.040 --> 00:11:50.840]  或者你都會聽過
[00:11:50.840 --> 00:11:52.600]  有人做過一些調查
[00:11:52.600 --> 00:11:54.360]  就問問
