
[00:00:00.000 --> 00:00:01.560]  我們說甚麼題目?
[00:00:01.560 --> 00:00:03.600]  大家說說甚麼題目
[00:00:03.600 --> 00:00:04.600]  「教會是甚麼」
[00:00:04.600 --> 00:00:06.080]  「教會是甚麼」
[00:00:06.080 --> 00:00:08.240]  你知不知道第一個開心
[00:00:08.240 --> 00:00:11.000]  就是我發給誠哥的時候
[00:00:11.000 --> 00:00:13.200]  他就說「教會是甚麼」
[00:00:13.200 --> 00:00:18.080]  我就說「是呀,有六講」
[00:00:18.080 --> 00:00:23.000]  他就說「教會是甚麼系列,我也是」
[00:00:23.000 --> 00:00:28.440]  他就說「這段經文,一章二十一到二十三節」
[00:00:28.440 --> 00:00:34.640]  我說「我最近想了很久,在跟進中」
[00:00:34.640 --> 00:00:38.240]  所以很重要,很重要,在跟進中
[00:00:38.240 --> 00:00:40.440]  我去那麼多地方講道
[00:00:40.440 --> 00:00:42.760]  除了一間教會的主任牧師
[00:00:42.760 --> 00:00:44.240]  也是跟我說
[00:00:44.240 --> 00:00:47.160]  「主叫我們講以福所恕」
[00:00:47.160 --> 00:00:51.160]  我說「對了,對了」
[00:00:51.160 --> 00:00:53.560]  但他不是說「教會是甚麼」
[00:00:53.560 --> 00:00:56.560]  即是「教會是甚麼」
[00:00:56.560 --> 00:01:00.560]  所以剛才的圖畫
[00:01:00.560 --> 00:01:06.960]  阿欣,阿山,阿欣那個圖畫
[00:01:06.960 --> 00:01:10.960]  在我來說,不是在講一個人
[00:01:10.960 --> 00:01:13.760]  其實它是在講教會
[00:01:13.760 --> 00:01:16.960]  登山,其實是教會
[00:01:16.960 --> 00:01:20.760]  背囊,很多人放很多東西進去
[00:01:20.760 --> 00:01:24.360]  不是教會要背上去的
[00:01:24.360 --> 00:01:28.560]  即是教會有一個很沉重的背囊
[00:01:28.560 --> 00:01:30.160]  包袱
[00:01:30.160 --> 00:01:34.760]  不是教會要承擔的
[00:01:34.760 --> 00:01:37.560]  去承擔,是否很慘
[00:01:37.560 --> 00:01:39.560]  「不是教會承擔,即是不關我的事」
[00:01:39.560 --> 00:01:43.360]  不是,可能關你個別人的事
[00:01:43.360 --> 00:01:47.760]  但不關教會的事
[00:01:47.760 --> 00:01:51.560]  教會其實是一個宅的名詞
[00:01:51.560 --> 00:01:55.960]  它不是一個人
[00:01:55.960 --> 00:02:00.960]  所以我們對教會仍然界線不清楚
[00:02:00.960 --> 00:02:03.160]  所以我發現
[00:02:03.160 --> 00:02:09.760]  主真的不停地通過阿欣的訊息
[00:02:09.760 --> 00:02:12.760]  阿薇雨就算出來激勵大家
[00:02:12.760 --> 00:02:16.560]  我都覺得是教會
[00:02:16.560 --> 00:02:19.160]  是教會要登上山
[00:02:19.160 --> 00:02:23.960]  是教會要在高處去望這個世界
[00:02:23.960 --> 00:02:26.360]  你才知道如何祈禱
[00:02:26.360 --> 00:02:28.760]  因為你要站得高
[00:02:28.760 --> 00:02:32.760]  你才看得遠和全部
[00:02:32.760 --> 00:02:35.160]  如果你很矮
[00:02:35.160 --> 00:02:38.160]  你看到的東西是很少的
[00:02:38.160 --> 00:02:45.360]  教會可以說是天賦設計在地上
[00:02:45.360 --> 00:02:47.760]  要去成就一件
[00:02:47.760 --> 00:02:50.960]  在地上所有的組織
[00:02:50.960 --> 00:02:53.360]  不可以成就的事
[00:02:53.360 --> 00:02:56.560]  就是你要上去
[00:02:56.560 --> 00:02:59.960]  所以主說你只是以筆所書
[00:02:59.960 --> 00:03:03.960]  一章二十一節到二十三節就不夠了
[00:03:03.960 --> 00:03:05.560]  我說是的
[00:03:05.560 --> 00:03:08.760]  不過我們的後台
[00:03:08.760 --> 00:03:10.760]  即是後面製作的人
[00:03:10.760 --> 00:03:11.960]  反應很快的
[00:03:11.960 --> 00:03:16.760]  「麻煩以筆所書一章由十五節開始」
[00:03:16.760 --> 00:03:19.960]  「麻煩」
[00:03:19.960 --> 00:03:21.360]  「可以嗎」
[00:03:21.360 --> 00:03:25.160]  有很多人自己在找
[00:03:25.160 --> 00:03:30.760]  「以筆所書一章由十五節開始」
[00:03:30.760 --> 00:03:34.760]  早知道我剛才說話的時候就給你們
[00:03:34.760 --> 00:03:35.560]  「開始」
[00:03:35.560 --> 00:03:37.160]  一路下去
[00:03:37.160 --> 00:03:38.360]  我們一起讀
[00:03:38.360 --> 00:03:40.360]  一路讀到二十三節
[00:03:40.360 --> 00:03:41.360]  「請」
[00:03:41.360 --> 00:03:45.760]  「因此」
[00:03:45.760 --> 00:03:47.160]  越讀越好
[00:03:47.160 --> 00:03:48.560]  越讀越有氣勢
[00:03:48.560 --> 00:03:51.960]  如果我們剛才從十五節一直讀到二十三節
[00:03:51.960 --> 00:03:52.960]  我問你
[00:03:52.960 --> 00:03:54.160]  教會是甚麼
[00:03:54.160 --> 00:03:57.560]  你會怎樣回答
[00:03:57.560 --> 00:04:02.360]  它是誰
[00:04:02.360 --> 00:04:04.560]  是蕭苡說話嗎
[00:04:04.560 --> 00:04:05.960]  不是蕭苡
[00:04:05.960 --> 00:04:07.760]  好像有點像
[00:04:07.760 --> 00:04:08.360]  好了
[00:04:08.360 --> 00:04:09.360]  說清楚一點
[00:04:09.360 --> 00:04:13.360]  即是它是誰
[00:04:13.360 --> 00:04:14.960]  可以嗎
[00:04:14.960 --> 00:04:15.960]  它是誰
[00:04:15.960 --> 00:04:18.160]  說不說得出來
[00:04:18.160 --> 00:04:18.960]  不敢
[00:04:18.960 --> 00:04:20.560]  不是很大聲
[00:04:20.560 --> 00:04:22.760]  它是誰
[00:04:22.760 --> 00:04:26.760]  所以教會是甚麼
[00:04:26.760 --> 00:04:30.960]  即是完整的句子
[00:04:30.960 --> 00:04:33.160]  你可以不是小學生
[00:04:33.160 --> 00:04:36.160]  因為它明明是它的身體
[00:04:36.160 --> 00:04:37.960]  但如果你讀完
[00:04:37.960 --> 00:04:39.160]  你就會知道
[00:04:39.160 --> 00:04:42.160]  教會是耶穌基督的身體
[00:04:42.160 --> 00:04:43.360]  對不對
[00:04:43.360 --> 00:04:45.560]  很清楚和旁邊的人說
[00:04:45.560 --> 00:04:50.960]  教會是耶穌基督的身體
[00:04:50.960 --> 00:04:52.560]  這樣就說完了
[00:04:52.560 --> 00:04:54.760]  因為教會是甚麼
[00:04:54.760 --> 00:04:57.160]  教會是耶穌基督的身體
[00:04:57.160 --> 00:05:00.960]  這樣就有答案
[00:05:00.960 --> 00:05:05.360]  但當教會是耶穌基督的身體
[00:05:05.360 --> 00:05:11.560]  我們就不知道發生甚麼事
[00:05:11.560 --> 00:05:14.160]  現在看第二個powerpoint
[00:05:14.160 --> 00:05:18.160]  應該上面有句句子
[00:05:18.160 --> 00:05:20.960]  引言
[00:05:20.960 --> 00:05:23.560]  大家讀一讀引言這句句子
[00:05:23.560 --> 00:05:26.560]  教會是耶穌基督的身體
[00:05:26.560 --> 00:05:30.960]  是神建上基督在地上的光環
[00:05:30.960 --> 00:05:32.160]  多不多
[00:05:32.160 --> 00:05:33.960]  清不清楚
[00:05:33.960 --> 00:05:36.760]  我們做甚麼
[00:05:36.760 --> 00:05:39.960]  教會是耶穌基督的身體
[00:05:39.960 --> 00:05:42.560]  是甚麼?在這裏坐嗎?
[00:05:42.560 --> 00:05:45.160]  在這裏等備接甚麼?
[00:05:45.160 --> 00:05:47.560]  升天嗎?
[00:05:47.560 --> 00:05:50.160]  在這裏做甚麼?
[00:05:50.160 --> 00:05:53.160]  在這裏做自己想做的事
[00:05:53.160 --> 00:05:55.360]  打人開啪
[00:05:55.360 --> 00:05:57.360]  是這樣嗎?
[00:05:57.360 --> 00:05:58.560]  不是
[00:05:58.560 --> 00:06:06.360]  是延伸天上的基督在地上的工作
[00:06:06.360 --> 00:06:13.960]  教會原來是延伸基督的工作在地上
[00:06:13.960 --> 00:06:15.560]  可以嗎?
[00:06:15.560 --> 00:06:17.960]  清不清楚?
[00:06:17.960 --> 00:06:19.360]  很重要
[00:06:19.360 --> 00:06:20.760]  那你怎樣做?
[00:06:20.760 --> 00:06:21.960]  這麼厲害
[00:06:21.960 --> 00:06:25.760]  我怎會做到基督要做的事?
[00:06:25.760 --> 00:06:27.960]  我們現在先看看
[00:06:27.960 --> 00:06:31.360]  這段聖經形容基督有多厲害
[00:06:31.360 --> 00:06:37.560]  我們要由剛才所讀的十五節開始
[00:06:37.560 --> 00:06:39.560]  可否將它們組合在一起
[00:06:39.560 --> 00:06:41.560]  展示出來?
[00:06:41.560 --> 00:06:46.160]  這兩節先試試
[00:06:46.160 --> 00:06:51.760]  「我是保羅,聽見你們已忽所教會」
[00:06:51.760 --> 00:06:53.960]  所以他不是對著一個信徒說
[00:06:53.960 --> 00:06:57.160]  他是對著一個教會群體說
[00:06:57.160 --> 00:07:01.960]  「我既聽見阿慈剛你們」
[00:07:01.960 --> 00:07:04.360]  「自從你們信了主耶穌」
[00:07:04.360 --> 00:07:09.760]  「親愛弟兄姊妹,親愛大家的時候」
[00:07:09.760 --> 00:07:15.160]  「我就為你們不主的感謝神」
[00:07:15.160 --> 00:07:19.760]  因為這件事是一件不簡單的事
[00:07:19.760 --> 00:07:20.960]  同意嗎?
