
[00:00:00.000 --> 00:00:02.000]  OK 早晨
[00:00:02.000 --> 00:00:05.000]  孔子曾經講過一句話
[00:00:05.000 --> 00:00:07.000]  未知生焉知死
[00:00:07.000 --> 00:00:11.000]  這裡出自於論語裡
[00:00:11.000 --> 00:00:13.000]  有一次他的徒弟季老
[00:00:13.000 --> 00:00:14.000]  又叫子老
[00:00:14.000 --> 00:00:17.000]  他就問孔子一個問題
[00:00:17.000 --> 00:00:20.000]  孔子處身於一個春秋的年代
[00:00:20.000 --> 00:00:23.000]  春秋年代比較多拜鬼七
[00:00:23.000 --> 00:00:24.000]  求神問卜
[00:00:24.000 --> 00:00:26.000]  來指示前程
[00:00:26.000 --> 00:00:28.000]  他就問孔子
[00:00:28.000 --> 00:00:31.000]  如何處理鬼神的事情
[00:00:31.000 --> 00:00:33.000]  孔子就回答
[00:00:33.000 --> 00:00:36.000]  未能是人 焉能是鬼
[00:00:36.000 --> 00:00:40.000]  人間服侍人的事都未能處理
[00:00:40.000 --> 00:00:44.000]  還要如何處理鬼神的事
[00:00:44.000 --> 00:00:46.000]  子老繼續問
[00:00:46.000 --> 00:00:48.000]  死又如何
[00:00:48.000 --> 00:00:49.000]  孔子就回答
[00:00:49.000 --> 00:00:51.000]  未知生焉知死
[00:00:51.000 --> 00:00:54.000]  人的身各方面的事情都未能處理
[00:00:54.000 --> 00:00:57.000]  還要想死的問題
[00:00:57.000 --> 00:00:58.000]  更難處理
[00:00:58.000 --> 00:01:01.000]  孔子基本上避而不答
[00:01:01.000 --> 00:01:03.000]  不處理這個情況
[00:01:03.000 --> 00:01:06.000]  但其實今天人們就開始反過來說
[00:01:06.000 --> 00:01:10.000]  未知死焉知生
[00:01:10.000 --> 00:01:13.000]  特別是一些從事生死教育的人
[00:01:13.000 --> 00:01:14.000]  很多時候都會這樣說
[00:01:14.000 --> 00:01:18.000]  當人能夠了解到什麼叫死亡
[00:01:18.000 --> 00:01:20.000]  或者和死亡有關的事情
[00:01:20.000 --> 00:01:23.000]  或者面對臨終的時候
[00:01:23.000 --> 00:01:26.000]  當他多作了解和認識的時候
[00:01:26.000 --> 00:01:28.000]  我們就會知道
[00:01:28.000 --> 00:01:30.000]  如何活的人應該知道
[00:01:30.000 --> 00:01:32.000]  如何生活得更加有價值
[00:01:32.000 --> 00:01:35.000]  或者善容不會枉過了時間
[00:01:35.000 --> 00:01:40.000]  或者留了 為後悔做了一些事
[00:01:40.000 --> 00:01:41.000]  我都認同
[00:01:41.000 --> 00:01:43.000]  我記得早一段時間
[00:01:43.000 --> 00:01:45.000]  大家都知道我師母去世了
[00:01:45.000 --> 00:01:48.000]  我那時候去參加一些同行小組
[00:01:48.000 --> 00:01:50.000]  認識了一些過來人
[00:01:50.000 --> 00:01:53.000]  大家會有分享互相支持
[00:01:53.000 --> 00:01:55.000]  其中有一個男士
[00:01:55.000 --> 00:01:57.000]  不過他又分享了一件事
[00:01:57.000 --> 00:02:00.000]  他又覺得這樣做是不是好
[00:02:00.000 --> 00:02:01.000]  他的情況就是這樣
[00:02:01.000 --> 00:02:04.000]  因為他太太要面對臨終的時候
[00:02:04.000 --> 00:02:06.000]  但他們很忌諱說死這些字
[00:02:06.000 --> 00:02:07.000]  就不說了
[00:02:07.000 --> 00:02:08.000]  他太太就說
[00:02:08.000 --> 00:02:10.000]  我想有些事要交代
[00:02:10.000 --> 00:02:11.000]  他就說不要說這些
[00:02:11.000 --> 00:02:12.000]  要努力去面對
[00:02:12.000 --> 00:02:14.000]  去處理這些病
[00:02:14.000 --> 00:02:17.000]  最後最終他去世了
[00:02:17.000 --> 00:02:20.000]  但過了一段時間他就很後悔
[00:02:20.000 --> 00:02:22.000]  他覺得做得對不對
[00:02:22.000 --> 00:02:24.000]  因為之後根本不知道
[00:02:24.000 --> 00:02:27.000]  他太太其後的心願是怎樣
[00:02:27.000 --> 00:02:28.000]  沒辦法完成
[00:02:28.000 --> 00:02:31.000]  因為不讓他說
[00:02:31.000 --> 00:02:34.000]  但後來他就問其他人覺得怎樣
[00:02:34.000 --> 00:02:36.000]  其他人就說 當然讓他說
[00:02:36.000 --> 00:02:38.000]  說了他有甚麼心願的時候
[00:02:38.000 --> 00:02:41.000]  之後可以回應
[00:02:41.000 --> 00:02:43.000]  他覺得會好很多
[00:02:43.000 --> 00:02:44.000]  其實都是的
[00:02:44.000 --> 00:02:49.000]  有時我們會知道一些問題會發生
[00:02:49.000 --> 00:02:52.000]  假如有些人在世的時候
[00:02:52.000 --> 00:02:54.000]  沒交代遺產怎樣處理
[00:02:54.000 --> 00:02:56.000]  不寫平安字的話
[00:02:56.000 --> 00:02:58.000]  將來就會很麻煩
[00:02:58.000 --> 00:03:03.000]  因為有時子女為了錢會爭拗
[00:03:03.000 --> 00:03:05.000]  你說不會的很乖
[00:03:05.000 --> 00:03:07.000]  但不在的時候就不知道
[00:03:07.000 --> 00:03:09.000]  如果你能夠知道這樣的情況
[00:03:09.000 --> 00:03:12.000]  在世做好這些事的時候
[00:03:12.000 --> 00:03:15.000]  他們就會依足你的遺願去做
[00:03:15.000 --> 00:03:18.000]  又或者我們年紀大到一個地步
[00:03:18.000 --> 00:03:19.000]  知道身體是否差
[00:03:19.000 --> 00:03:21.000]  或者你已經有重症的時候
[00:03:21.000 --> 00:03:23.000]  你會知道生命漸漸走下去
[00:03:23.000 --> 00:03:25.000]  去到一些位置
[00:03:25.000 --> 00:03:29.000]  你會發覺其實是不會再逆轉的時候
[00:03:29.000 --> 00:03:31.000]  醫生有時會跟你說
[00:03:31.000 --> 00:03:34.000]  萬一急救的時候
[00:03:34.000 --> 00:03:35.000]  問你急不急救
[00:03:35.000 --> 00:03:37.000]  因為急救是很辛苦的
[00:03:37.000 --> 00:03:39.000]  夠不夠好呢
[00:03:39.000 --> 00:03:41.000]  做子女的時候有時很難
[00:03:41.000 --> 00:03:43.000]  不夠好像不太好
[00:03:43.000 --> 00:03:45.000]  但救的過程是很辛苦
[00:03:45.000 --> 00:03:48.000]  但我曾經聽過一個個案
[00:03:48.000 --> 00:03:49.000]  有個弟兄告訴我
[00:03:49.000 --> 00:03:51.000]  他有個朋友
[00:03:51.000 --> 00:03:54.000]  他太太也是這樣
[00:03:54.000 --> 00:03:57.000]  結果他也覺得應該要救
[00:03:57.000 --> 00:03:59.000]  但救了回來就救得到
[00:03:59.000 --> 00:04:01.000]  但他變成了靜脈人
[00:04:01.000 --> 00:04:04.000]  到現在十多年
[00:04:04.000 --> 00:04:07.000]  這個決定好不好呢
[00:04:07.000 --> 00:04:09.000]  當我們能夠了解多一點
[00:04:09.000 --> 00:04:12.000]  面對死亡和相關的事情的時候
[00:04:12.000 --> 00:04:14.000]  有不同的認知的時候
[00:04:14.000 --> 00:04:16.000]  可能當今天你要面對
[00:04:16.000 --> 00:04:18.000]  做一些抉擇或者選擇
[00:04:18.000 --> 00:04:20.000]  或者現在如何去過這些日子
[00:04:20.000 --> 00:04:22.000]  你會做得更加好
[00:04:22.000 --> 00:04:24.000]  至少你不會留下一些遺憾
