
[00:00:00.000 --> 00:00:02.000]  彭英姐妹早晨
[00:00:02.000 --> 00:00:04.000]  見到大家呢
[00:00:04.000 --> 00:00:08.000]  好有演唱會feel
[00:00:08.000 --> 00:00:11.000]  因為演唱會就是
[00:00:11.000 --> 00:00:14.000]  好多的回音
[00:00:14.000 --> 00:00:18.000]  大家都精神奕奕地
[00:00:18.000 --> 00:00:22.000]  超過參加演唱會那種精神
[00:00:22.000 --> 00:00:24.000]  那種投入
[00:00:24.000 --> 00:00:26.000]  希望大家在敬拜的時候
[00:00:26.000 --> 00:00:27.000]  都是這樣投入
[00:00:27.000 --> 00:00:29.000]  我們再次一起祈禱
[00:00:29.000 --> 00:00:31.000]  全能的天父 多謝你
[00:00:31.000 --> 00:00:33.000]  你讓我們成為你的兒女
[00:00:33.000 --> 00:00:35.000]  知道你是我們的主
[00:00:35.000 --> 00:00:38.000]  我們的父 我們的神
[00:00:38.000 --> 00:00:39.000]  多謝主耶穌
[00:00:39.000 --> 00:00:40.000]  讓我們知道
[00:00:40.000 --> 00:00:42.000]  你是我們的救主
[00:00:42.000 --> 00:00:44.000]  你是我們生命的主
[00:00:44.000 --> 00:00:46.000]  你是我們教會的元首
[00:00:46.000 --> 00:00:48.000]  我們敬拜你的時候
[00:00:48.000 --> 00:00:50.000]  再次在你的面前
[00:00:50.000 --> 00:00:54.000]  宣認我們屬於你
[00:00:54.000 --> 00:00:55.000]  多謝主
[00:00:55.000 --> 00:00:57.000]  讓我們今天一起敬拜
[00:00:57.000 --> 00:00:59.000]  從你的壞語裡面
[00:00:59.000 --> 00:01:02.000]  讓我們再次得到啟發
[00:01:02.000 --> 00:01:05.000]  祈禱仰望奉教救主耶穌基督的名
[00:01:05.000 --> 00:01:06.000]  阿們
[00:01:06.000 --> 00:01:10.000]  《新命記》其實在舊約裡面
[00:01:10.000 --> 00:01:14.000]  就是重複說給以色列人聽
[00:01:14.000 --> 00:01:17.000]  神曾經跟他們說過的話
[00:01:17.000 --> 00:01:20.000]  曾經在以色列這個民族裡面
[00:01:20.000 --> 00:01:22.000]  做過的事
[00:01:22.000 --> 00:01:26.000]  所以當我們讀到《新命記》的時候
[00:01:26.000 --> 00:01:29.000]  其實是重溫以色列人
[00:01:29.000 --> 00:01:31.000]  他們所走過的路
[00:01:31.000 --> 00:01:35.000]  他們所經歷到神給他們的帶領
[00:01:35.000 --> 00:01:38.000]  這個帶領有時是一些教訓
[00:01:38.000 --> 00:01:39.000]  一些命令
[00:01:39.000 --> 00:01:41.000]  有時這些說話
[00:01:41.000 --> 00:01:44.000]  是一些警告的說話
[00:01:44.000 --> 00:01:46.000]  在這一章裡面
[00:01:46.000 --> 00:01:49.000]  其實摩西就是要預備
[00:01:49.000 --> 00:01:52.000]  以色列人進入去應許之地
[00:01:52.000 --> 00:01:54.000]  神答應了這個地方
[00:01:54.000 --> 00:01:56.000]  是我為你預備的
[00:01:56.000 --> 00:01:57.000]  是我給你們的
[00:01:57.000 --> 00:02:01.000]  你們要去承受那裡的地土
[00:02:01.000 --> 00:02:06.000]  以及我為你預備的所有的祝福
[00:02:06.000 --> 00:02:07.000]  但是
[00:02:07.000 --> 00:02:10.000]  當我們回想以色列的民族
[00:02:10.000 --> 00:02:11.000]  他們所走的路
[00:02:11.000 --> 00:02:14.000]  也回想我們自己
[00:02:14.000 --> 00:02:16.000]  作為在這個時代的人
[00:02:16.000 --> 00:02:18.000]  作為耶穌基督的門徒
[00:02:18.000 --> 00:02:20.000]  作為神的兒女
[00:02:20.000 --> 00:02:22.000]  有時我們都會好像
[00:02:22.000 --> 00:02:25.000]  以色列人那樣有很多不同的遭遇
[00:02:25.000 --> 00:02:29.000]  有時是一些不是那麼開心的事
[00:02:29.000 --> 00:02:34.000]  有時甚至是令我們很沮喪的事
[00:02:34.000 --> 00:02:37.000]  以色列人都經歷很多
[00:02:37.000 --> 00:02:39.000]  有時以色列人
[00:02:39.000 --> 00:02:42.000]  走過這些低谷的時候
[00:02:42.000 --> 00:02:46.000]  他們往往是不肯去反思
[00:02:46.000 --> 00:02:48.000]  不肯去學習
[00:02:48.000 --> 00:02:52.000]  究竟在這件事裡面
[00:02:52.000 --> 00:02:54.000]  神說什麼給我們聽
[00:02:54.000 --> 00:02:56.000]  神要教我們一些什麼功課
[00:02:56.000 --> 00:02:59.000]  有些什麼地方我們要反思
[00:02:59.000 --> 00:03:01.000]  無論是正面的負面的
[00:03:01.000 --> 00:03:04.000]  反思的時候是看到神的祝福
[00:03:04.000 --> 00:03:07.000]  或者是缺乏了神的祝福
[00:03:07.000 --> 00:03:09.000]  這些都是我們需要
[00:03:09.000 --> 00:03:13.000]  認真去反思的地方
[00:03:13.000 --> 00:03:17.000]  在新寧記的第十三章裡面
[00:03:17.000 --> 00:03:22.000]  摩西特別提到有一樣很重要的東西
[00:03:22.000 --> 00:03:26.000]  就是說你們不要去跟隨其他的神
[00:03:26.000 --> 00:03:32.000]  你不要去拜那些本來不是你的神
[00:03:32.000 --> 00:03:35.000]  你又聽了周圍的人說
[00:03:35.000 --> 00:03:37.000]  你就去跟隨他們
[00:03:37.000 --> 00:03:39.000]  因為這些人對你說
[00:03:39.000 --> 00:03:43.000]  我們去隨從你素來所不認識的別臣
[00:03:43.000 --> 00:03:45.000]  侍奉他吧
[00:03:45.000 --> 00:03:47.000]  有些人這樣跟你說話
[00:03:47.000 --> 00:03:49.000]  但是神就在這裡
[00:03:49.000 --> 00:03:53.000]  很清楚的提醒了他們三方面
[00:03:53.000 --> 00:03:54.000]  在第一節到第五節
[00:03:54.000 --> 00:03:56.000]  剛才我們讀了一個經文裡面
[00:03:56.000 --> 00:03:59.000]  就提醒這些以色列人
[00:03:59.000 --> 00:04:02.000]  你們裡面會有一些假先知
[00:04:02.000 --> 00:04:04.000]  他們好像是很靈的
[00:04:04.000 --> 00:04:08.000]  我們現在所謂你向他求拜
[00:04:08.000 --> 00:04:11.000]  要些什麼又好像靈的
[00:04:11.000 --> 00:04:14.000]  但是摩西甚至說
[00:04:14.000 --> 00:04:16.000]  不管你覺得他靈也好
[00:04:16.000 --> 00:04:19.000]  你又覺得他可以行神蹟的
[00:04:19.000 --> 00:04:23.000]  他說的那些預言又好像很準的
[00:04:23.000 --> 00:04:26.000]  時時我們都聽見新聞上面的時候
