
[00:00:00.000 --> 00:00:02.000]  各位地主平安
[00:00:02.000 --> 00:00:05.000]  不知道最近大家有沒有留意
[00:00:05.000 --> 00:00:07.000]  無綫有一個新的節目
[00:00:07.000 --> 00:00:09.000]  叫做「通靈之王」
[00:00:09.000 --> 00:00:11.000]  我家裡沒有電視
[00:00:11.000 --> 00:00:14.000]  不過因為這個節目引起
[00:00:14.000 --> 00:00:16.000]  在基督教界的一些討論
[00:00:16.000 --> 00:00:18.000]  所以我們就留意一下
[00:00:18.000 --> 00:00:20.000]  這個是什麼來的呢?
[00:00:20.000 --> 00:00:21.000]  原來就是
[00:00:21.000 --> 00:00:24.000]  他們請了一些通靈大師回來
[00:00:24.000 --> 00:00:25.000]  做了一個比賽
[00:00:25.000 --> 00:00:28.000]  看看誰的法力比較好
[00:00:28.000 --> 00:00:31.000]  哪一個靈是比較厲害的
[00:00:31.000 --> 00:00:33.000]  不過我留意到
[00:00:33.000 --> 00:00:34.000]  我留意的原因是
[00:00:34.000 --> 00:00:38.000]  因為在網上他們有這些消息發佈
[00:00:38.000 --> 00:00:40.000]  原來基督徒、牧師、神父
[00:00:40.000 --> 00:00:44.000]  沒有在受邀請的行列裡面
[00:00:44.000 --> 00:00:45.000]  當然了
[00:00:45.000 --> 00:00:48.000]  上帝怎麼會給我們點的呢?
[00:00:48.000 --> 00:00:51.000]  給我們點的時候都比我們厲害
[00:00:51.000 --> 00:00:53.000]  不需要再相信他了
[00:00:53.000 --> 00:00:56.000]  我們信任的核心是
[00:00:56.000 --> 00:01:01.000]  信靠和信服超越我們的上帝
[00:01:01.000 --> 00:01:03.000]  不過這個節目也讓我們知道
[00:01:03.000 --> 00:01:07.000]  原來市民大眾都對靈界有興趣
[00:01:07.000 --> 00:01:11.000]  以及相信是有靈界存在的
[00:01:11.000 --> 00:01:14.000]  也祝福大家要小心一點
[00:01:14.000 --> 00:01:19.000]  接觸靈界要分清究竟是邪還是正
[00:01:19.000 --> 00:01:23.000]  你以為你有靈界幫助你的時候
[00:01:23.000 --> 00:01:26.000]  會隨時搞到自己一身蟻
[00:01:26.000 --> 00:01:28.000]  今天的經文也略略提到
[00:01:28.000 --> 00:01:31.000]  靈界的執政掌權者
[00:01:31.000 --> 00:01:34.000]  剛才Thomas為我讀出這段經文
[00:01:34.000 --> 00:01:40.000]  其實哥羅西亞教會不是保羅所創立的
[00:01:40.000 --> 00:01:43.000]  不過他知道這間教會出了一些問題
[00:01:43.000 --> 00:01:45.000]  有一些外來的教師
[00:01:45.000 --> 00:01:48.000]  外來的教師也不是保羅和他的同工
[00:01:48.000 --> 00:01:52.000]  他們來教導信徒是因為基督的信仰
[00:01:52.000 --> 00:01:54.000]  跟保羅以及他的同工
[00:01:54.000 --> 00:01:57.000]  之前所教導的有些不太相同
[00:01:57.000 --> 00:02:00.000]  這些外來教師堅持如果人
[00:02:00.000 --> 00:02:01.000]  如果認識上帝
[00:02:01.000 --> 00:02:03.000]  要獲得完全拯救的話
[00:02:03.000 --> 00:02:09.000]  就一定要崇拜一些在靈界裡的執政掌權者
[00:02:09.000 --> 00:02:12.000]  他們也主張人必須遵守特別的禮儀
[00:02:12.000 --> 00:02:14.000]  例如閣禮
[00:02:14.000 --> 00:02:18.000]  又或者嚴格遵守食物和一些規例
[00:02:18.000 --> 00:02:22.000]  保羅根據呼音的信息去寫信
[00:02:22.000 --> 00:02:24.000]  去反對這種教訓
[00:02:24.000 --> 00:02:28.000]  他認為耶穌基督就已經有完全的救恩
[00:02:28.000 --> 00:02:30.000]  其他的理論或者方法
[00:02:30.000 --> 00:02:34.000]  反而將人引入這個不對的道路
[00:02:34.000 --> 00:02:36.000]  離開了基督
[00:02:36.000 --> 00:02:38.000]  所以基督創造這個世界
[00:02:38.000 --> 00:02:42.000]  也就是基督讓世界歸還給自己
[00:02:42.000 --> 00:02:44.000]  只有活在基督的生命裡
[00:02:44.000 --> 00:02:47.000]  世界才有希望可以獲得拯救
[00:02:47.000 --> 00:02:49.000]  最後保羅就說
[00:02:49.000 --> 00:02:52.000]  這個是很重要的教導
[00:02:52.000 --> 00:02:56.000]  並且是在影響我們信徒的生活
[00:02:56.000 --> 00:02:57.000]  今天跟大家分享的
[00:02:57.000 --> 00:03:00.000]  是高羅西書的第一章的下半部
[00:03:00.000 --> 00:03:02.000]  保羅詳細地告訴我們
[00:03:02.000 --> 00:03:04.000]  基督祂的身份和地位
[00:03:04.000 --> 00:03:07.000]  因為當時有些外來的教師認為
[00:03:07.000 --> 00:03:10.000]  基督的身份並不能夠幫助我們
[00:03:10.000 --> 00:03:13.000]  在拯救上面爭奪一點
[00:03:13.000 --> 00:03:16.000]  所以保羅今天就要告訴大家
[00:03:16.000 --> 00:03:19.000]  基督的身份和地位是怎樣
[00:03:19.000 --> 00:03:20.000]  第十五節和第七節
[00:03:20.000 --> 00:03:24.000]  正是告訴我們基督在萬有之上
[00:03:24.000 --> 00:03:26.000]  整個宇宙包括看到的
[00:03:26.000 --> 00:03:30.000]  看不到的靈界的執政掌權者
[00:03:30.000 --> 00:03:32.000]  其實都是藉著基督
[00:03:32.000 --> 00:03:35.000]  靠著基督而造成的
[00:03:35.000 --> 00:03:38.000]  萬物都要因著基督的承托
[00:03:38.000 --> 00:03:40.000]  它現在才可以繼續存在
[00:03:40.000 --> 00:03:42.000]  包括你和我
[00:03:42.000 --> 00:03:44.000]  基督和上帝是同尊同榮的
[00:03:44.000 --> 00:03:47.000]  我們認識基督就能夠認識上帝
[00:03:47.000 --> 00:03:50.000]  第十八至二十節就特別提到
[00:03:50.000 --> 00:03:52.000]  基督是教會的頭
[00:03:52.000 --> 00:03:55.000]  祂是給我們生命的源頭
[00:03:55.000 --> 00:03:57.000]  上帝決意藉著耶穌基督
[00:03:57.000 --> 00:03:59.000]  在十字架上面的流血犧牲
[00:03:59.000 --> 00:04:03.000]  讓罪使我們每一個萬物
[00:04:03.000 --> 00:04:08.000]  和神分隔這個事實都粉碎了
[00:04:08.000 --> 00:04:10.000]  讓全宇宙再一次和上帝和好
[00:04:10.000 --> 00:04:13.000]  可以再一次歸屬於上帝
[00:04:13.000 --> 00:04:15.000]  第二十二節就說
[00:04:15.000 --> 00:04:18.000]  人類因為罪的緣故
[00:04:18.000 --> 00:04:21.000]  和上帝是遠離了、隔絕了
[00:04:21.000 --> 00:04:25.000]  所以我們的本性是和上帝為敵
[00:04:25.000 --> 00:04:27.000]  不過因著耶穌基督在十字架上面的
[00:04:27.000 --> 00:04:29.000]  犧牲和流血
[00:04:29.000 --> 00:04:30.000]  令到全人類
[00:04:30.000 --> 00:04:32.000]  無論你是猶太人也好
[00:04:32.000 --> 00:04:33.000]  不是猶太人也好
[00:04:33.000 --> 00:04:35.000]  都可以因為信靠耶穌基督
[00:04:35.000 --> 00:04:39.000]  和上帝可以結成朋友
[00:04:39.000 --> 00:04:42.000]  有基督的生命住在我們的裡面
[00:04:42.000 --> 00:04:46.000]  所以將來我們要分享上帝的榮耀
[00:04:46.000 --> 00:04:48.000]  第三節保羅鼓勵
[00:04:48.000 --> 00:04:50.000]  哥羅西教會裡面的信徒
[00:04:50.000 --> 00:04:52.000]  要持守信仰
[00:04:52.000 --> 00:04:54.000]  換句話說
[00:04:54.000 --> 00:04:57.000]  要堅持要信靠耶穌基督
[00:04:57.000 --> 00:04:59.000]  不是一件容易的事
[00:04:59.000 --> 00:05:02.000]  他鼓勵他們不要放棄
[00:05:02.000 --> 00:05:04.000]  在上帝身上
[00:05:04.000 --> 00:05:07.000]  在耶穌基督身上的盼望
[00:05:07.000 --> 00:05:09.000]  保羅明白人生活在世上
[00:05:09.000 --> 00:05:12.000]  有很多考驗和誘惑
[00:05:12.000 --> 00:05:14.000]  特別在初期教會我們都知道
[00:05:14.000 --> 00:05:16.000]  信徒是受到迫害
[00:05:16.000 --> 00:05:19.000]  並且這個狀況是很嚴重
[00:05:19.000 --> 00:05:22.000]  這些事情都會讓人對上帝有誤解
[00:05:22.000 --> 00:05:24.000]  有灰心有失望
[00:05:24.000 --> 00:05:27.000]  並且很容易我們的信心會動搖
[00:05:27.000 --> 00:05:29.000]  而離開我們的信仰
[00:05:29.000 --> 00:05:31.000]  第十四節保羅覺得
[00:05:31.000 --> 00:05:33.000]  他為教會受苦
[00:05:33.000 --> 00:05:35.000]  是一件很快樂的事
[00:05:35.000 --> 00:05:38.000]  可能現代人會有些不明白
[00:05:38.000 --> 00:05:40.000]  為什麼受苦會開心呢
[00:05:40.000 --> 00:05:42.000]  他在這裡說
[00:05:42.000 --> 00:05:45.000]  保滿基督未盡的苦難
[00:05:45.000 --> 00:05:47.000]  並不是說基督受苦
[00:05:47.000 --> 00:05:49.000]  這個拯救的工程不完全
[00:05:49.000 --> 00:05:52.000]  要由保羅和之後的聖徒去補足
[00:05:52.000 --> 00:05:54.000]  不是這個意思
[00:05:54.000 --> 00:05:57.000]  而是說到保羅作為教會一位成員
[00:05:57.000 --> 00:05:59.000]  即是你和我都是教會一位成員
[00:05:59.000 --> 00:06:02.000]  他是和其他的信眾一起
[00:06:02.000 --> 00:06:07.000]  去分擔教會一定會經過的痛苦
