
[00:00:00.000 --> 00:00:03.000]  我相信大家也應該記得
[00:00:03.000 --> 00:00:07.000]  在香港的2007年到2011年
[00:00:07.000 --> 00:00:11.000]  這段時間發生了一宗轟動一時的偵查案
[00:00:11.000 --> 00:00:13.000]  一名風水師
[00:00:13.000 --> 00:00:15.000]  他也是一個商人
[00:00:15.000 --> 00:00:18.000]  他聲稱他自己擁有某個集團
[00:00:18.000 --> 00:00:25.000]  已故的已去世的那個主席的千億遺產的唯一受益人
[00:00:25.000 --> 00:00:29.000]  但是經過了四年的馬拉松的官司
[00:00:29.000 --> 00:00:31.000]  他最後被裁定
[00:00:31.000 --> 00:00:36.000]  他持有2006年的那個遺囑無效
[00:00:36.000 --> 00:00:39.000]  那他除了失去鉅額的遺產
[00:00:39.000 --> 00:00:43.000]  還要負擔起總額超過三個億的送費
[00:00:43.000 --> 00:00:46.000]  還有那個遺產的管理費
[00:00:46.000 --> 00:00:51.000]  後來呢他又被稅局來入稟區域法院
[00:00:51.000 --> 00:00:53.000]  向他追收超過
[00:00:53.000 --> 00:00:58.000]  就是過去六年超過3.4個億的稅款
[00:00:58.000 --> 00:01:01.000]  終於到了2013年的7月4號
[00:01:01.000 --> 00:01:05.000]  他涉嫌僞造及行使虛假的文書
[00:01:05.000 --> 00:01:08.000]  在高等法院被判罪成
[00:01:08.000 --> 00:01:11.000]  然後被判刑12年
[00:01:11.000 --> 00:01:14.000]  我們中國有句俗語就是說
[00:01:14.000 --> 00:01:19.000]  就是這個說法
[00:01:19.000 --> 00:01:21.000]  貪字就得個貧
[00:01:21.000 --> 00:01:23.000]  你看兩個字其實很像
[00:01:23.000 --> 00:01:28.000]  只是那一點放在另外一個位置
[00:01:28.000 --> 00:01:30.000]  就完全不一樣了
[00:01:30.000 --> 00:01:32.000]  那剛纔那宗官司的主人翁
[00:01:32.000 --> 00:01:36.000]  他在官司中可以說是得不償失
[00:01:36.000 --> 00:01:42.000]  甚至他要將他居所的地皮抵押來付那個送費
[00:01:42.000 --> 00:01:46.000]  不過呢如果官司他最嚴重的後果
[00:01:46.000 --> 00:01:50.000]  也不過是損失了一些金錢
[00:01:50.000 --> 00:01:53.000]  甚至坐牢
[00:01:53.000 --> 00:01:55.000]  然而聖經告訴我們呢
[00:01:55.000 --> 00:01:59.000]  貪字不單單是隻是得個貧
[00:01:59.000 --> 00:02:04.000]  更加可以爲你的人生帶來無可挽救的結局
[00:02:04.000 --> 00:02:05.000]  正如我們今天
[00:02:05.000 --> 00:02:08.000]  佛家福音這裏這段經文所說的
[00:02:08.000 --> 00:02:10.000]  所以我今天跟大家講的道
[00:02:10.000 --> 00:02:14.000]  我正是要跟大家來探討這個問題
[00:02:14.000 --> 00:02:20.000]  貪字得個盲旺亡這個問題
[00:02:20.000 --> 00:02:22.000]  那經文一開始的時候
[00:02:22.000 --> 00:02:25.000]  他就提到有一個人來請求耶穌
[00:02:25.000 --> 00:02:29.000]  來替他和兄長來分這個家產
[00:02:29.000 --> 00:02:32.000]  那根據摩西的律法
[00:02:32.000 --> 00:02:35.000]  大家回家你可以去看這個民宿記啊
[00:02:35.000 --> 00:02:37.000]  或者是生命記的21章
[00:02:37.000 --> 00:02:41.000]  當時的拉比就是那些的老師
[00:02:41.000 --> 00:02:45.000]  的確有權替人來分配家產
[00:02:45.000 --> 00:02:46.000]  但是呢
[00:02:46.000 --> 00:02:51.000]  在這裏主耶穌很不客氣的就拒絕了他的請求
[00:02:51.000 --> 00:02:55.000]  主不願意爲人來做財產上斷世的官
[00:02:55.000 --> 00:02:59.000]  因爲他所關心的是人的生命
[00:02:59.000 --> 00:03:02.000]  生命遠比財富來得更加的重要
[00:03:02.000 --> 00:03:03.000]  所以呢
[00:03:03.000 --> 00:03:10.000]  主耶穌馬上就帶出一個教導
[00:03:10.000 --> 00:03:14.000]  我忘記按這個簡報了
[00:03:14.000 --> 00:03:17.000]  那耶穌跟馬上給我們的教導
[00:03:17.000 --> 00:03:19.000]  就是說你們要謹慎
[00:03:19.000 --> 00:03:21.000]  遠離一切的貪心
[00:03:21.000 --> 00:03:25.000]  因爲人的生命並不在於家道豐富
[00:03:25.000 --> 00:03:26.000]  那主的意思呢
[00:03:26.000 --> 00:03:28.000]  是說人真實的福樂
[00:03:28.000 --> 00:03:33.000]  不在乎你擁有大量物質的財產
[00:03:33.000 --> 00:03:34.000]  如果這樣的話
[00:03:34.000 --> 00:03:37.000]  那家道豐富又是什麼意思呢
[00:03:37.000 --> 00:03:39.000]  他本身是不是個罪呢
[00:03:39.000 --> 00:03:43.000]  難道一個人他生在富裕之家也是罪嗎
[00:03:43.000 --> 00:03:47.000]  那當然這個不是耶穌所在這裏的教導
[00:03:47.000 --> 00:03:48.000]  事實上呢
[00:03:48.000 --> 00:03:53.000]  在保羅也在提摩太前書就提到
[00:03:53.000 --> 00:03:58.000]  他說你要囑咐那些今世富有的人
[00:03:58.000 --> 00:04:00.000]  叫他們不要心高氣傲
[00:04:00.000 --> 00:04:03.000]  也不要寄望在浮動的財富上
[00:04:03.000 --> 00:04:07.000]  卻要仰望那厚賜百物給我們享用的神
[00:04:07.000 --> 00:04:10.000]  保羅就在這裏就提到
[00:04:10.000 --> 00:04:14.000]  神是那位厚賜萬物給人來享用的神
[00:04:14.000 --> 00:04:17.000]  我們的神不是那位想我們去受苦
[00:04:17.000 --> 00:04:21.000]  見到人受苦就高興的神
[00:04:21.000 --> 00:04:23.000]  在第15節的經文裏
[00:04:23.000 --> 00:04:27.000]  主耶穌勸人去要免去貪心
[00:04:27.000 --> 00:04:31.000]  而不是說你不能家道豐富
[00:04:31.000 --> 00:04:33.000]  接着的那個比喻呢
[00:04:33.000 --> 00:04:37.000]  正好解釋主耶穌爲什麼有這樣的教導
[00:04:37.000 --> 00:04:39.000]  那比喻中的這個財主呢
[00:04:39.000 --> 00:04:44.000]  他因爲某年他的田產非常非常的豐富
[00:04:44.000 --> 00:04:46.000]  可以說是來了一個大豐收
[00:04:46.000 --> 00:04:48.000]  他多到一個地步呢
[00:04:48.000 --> 00:04:52.000]  他本來的倉房都已經放不下
[00:04:52.000 --> 00:04:56.000]  這其實本來是一件很值得開心的事
[00:04:56.000 --> 00:04:59.000]  但是主耶穌卻責備這個財主
[00:04:59.000 --> 00:05:02.000]  而且稱他爲無知的人
[00:05:02.000 --> 00:05:06.000]  那原因不在於他擁有很多很多的財富
[00:05:06.000 --> 00:05:10.000]  而是在於他被財富弄瞎了心眼
[00:05:10.000 --> 00:05:14.000]  而且他種財富多於生命
[00:05:14.000 --> 00:05:17.000]  至終呢就爲他帶來了三種
[00:05:17.000 --> 00:05:20.000]  在死亡邊緣的處境
[00:05:20.000 --> 00:05:22.000]  一個就是忙
[00:05:22.000 --> 00:05:23.000]  一個就是旺
[00:05:23.000 --> 00:05:25.000]  一個就是亡
[00:05:25.000 --> 00:05:30.000]  那首先呢這財富使他變得更忙
[00:05:30.000 --> 00:05:32.000]  面對這筆大財富
[00:05:32.000 --> 00:05:34.000]  他急不急待的就想辦法
[00:05:34.000 --> 00:05:40.000]  要怎樣去收藏這一切的財富
[00:05:40.000 --> 00:05:41.000]  接着呢
[00:05:41.000 --> 00:05:45.000]  經文說他就忙於拆掉所有的那些倉房
[00:05:45.000 --> 00:05:48.000]  然後蓋其他更大的倉房
[00:05:48.000 --> 00:05:49.000]  那我們要注意的是
[00:05:49.000 --> 00:05:51.000]  在英文的翻譯裏
[00:05:51.000 --> 00:05:57.000]  這個倉房
[00:05:57.000 --> 00:06:00.000]  還有更大的這兩個詞語呢
[00:06:00.000 --> 00:06:02.000]  在英語裏是負數
[00:06:02.000 --> 00:06:07.000]  就是說財主他本身不只擁有一個倉房
[00:06:07.000 --> 00:06:09.000]  而是擁有多個
[00:06:09.000 --> 00:06:11.000]  但是呢他還要建更大的
[00:06:11.000 --> 00:06:14.000]  而且不止一個
[00:06:14.000 --> 00:06:16.000]  所以他在做了這些以後
[00:06:16.000 --> 00:06:23.000]  我估計他大概是忙着去喫喝玩樂去了
[00:06:23.000 --> 00:06:26.000]  第二呢是財富使他忘記了別人的需要
[00:06:26.000 --> 00:06:30.000]  他也忘記了生命中更重要的內涵
[00:06:30.000 --> 00:06:36.000]  從經文裏面財主他自言自語的話語當中
[00:06:36.000 --> 00:06:39.000]  我發現他有兩個問題
[00:06:39.000 --> 00:06:42.000]  首先他只顧自己沒有別人
[00:06:42.000 --> 00:06:46.000]  可以說他忘記了別人的需要
[00:06:46.000 --> 00:06:49.000]  從來沒有一個比喻像這個比喻
[00:06:49.000 --> 00:06:53.000]  充滿了這麼多的我或者是我的
[00:06:53.000 --> 00:06:54.000]  在這段經文裏
[00:06:54.000 --> 00:06:59.000]  大家可以看到有幾個我或者是我的
[00:06:59.000 --> 00:07:03.000]  在中文的翻譯裏一共出現了六次
[00:07:03.000 --> 00:07:05.000]  我或者是我的
[00:07:05.000 --> 00:07:07.000]  但是在英文的翻譯當中呢
[00:07:07.000 --> 00:07:10.000]  就出現的更多了
[00:07:10.000 --> 00:07:13.000]  那在這裏你看到一共有11個
[00:07:13.000 --> 00:07:17.000]  我或者是我的買哈
[00:07:17.000 --> 00:07:18.000]  大家數一下
[00:07:18.000 --> 00:07:20.000]  你可以發現一共有11次
[00:07:20.000 --> 00:07:25.000]  那麼多哈經文呢甚至顯示這個財主
[00:07:25.000 --> 00:07:28.000]  他一直是一個人在處理他所有的事情
[00:07:28.000 --> 00:07:30.000]  完全沒有提過他的親友
[00:07:30.000 --> 00:07:35.000]  他的朋友可以見這個財主非常的自我
[00:07:35.000 --> 00:07:38.000]  眼中只有自己沒有別人
[00:07:38.000 --> 00:07:41.000]  如果他能環顧四周有需要的人
[00:07:41.000 --> 00:07:45.000]  利用他所擁有的去使飢餓的那些
[00:07:45.000 --> 00:07:49.000]  包括心靈或者身體上飢餓的人得飽足的話
[00:07:49.000 --> 00:07:52.000]  我相信他就可以省掉這一筆
[00:07:52.000 --> 00:07:55.000]  巨大的建築工程的費用
[00:07:55.000 --> 00:07:59.000]  還有這個建造過程當中帶來的不便
[00:07:59.000 --> 00:08:03.000]  可是很可惜這個財主只顧個人的享樂
[00:08:03.000 --> 00:08:06.000]  卻忘記了別人的需要
[00:08:06.000 --> 00:08:10.000]  其次呢這個財主他眼中只有今生
[00:08:10.000 --> 00:08:12.000]  沒有來世
[00:08:12.000 --> 00:08:17.000]  所有他的計劃呢都是以今世的生命爲依歸
[00:08:17.000 --> 00:08:22.000]  當他計劃好要積存自己的財富以後
[00:08:22.000 --> 00:08:28.000]  他就對自己的靈魂說
[00:08:28.000 --> 00:08:31.000]  他說靈魂啊你擁有許多好東西
[00:08:31.000 --> 00:08:33.000]  足夠多年享用
[00:08:33.000 --> 00:08:37.000]  只管安安逸逸的喫喝快樂吧
[00:08:37.000 --> 00:08:41.000]  他以爲他所有的這些財物呢都屬於他自己
[00:08:41.000 --> 00:08:45.000]  所以呢他就只知道及時的行樂
[00:08:45.000 --> 00:08:48.000]  盡情享受今生就夠了
[00:08:48.000 --> 00:08:50.000]  可是他卻完全沒有想過
[00:08:50.000 --> 00:08:54.000]  人死後不過是另一個生命的開始
[00:08:54.000 --> 00:08:58.000]  人死後並不是他想的人死如燈滅
[00:08:58.000 --> 00:08:59.000]  一了百了
[00:08:59.000 --> 00:09:04.000]  而是將來還要面對神的審判
[00:09:04.000 --> 00:09:08.000]  最後呢這個財富使財主跌入死亡
[00:09:08.000 --> 00:09:12.000]  那這個死亡呢不單單是肉體的死亡
[00:09:12.000 --> 00:09:14.000]  更是靈魂的死亡
[00:09:14.000 --> 00:09:17.000]  我們看一下神對他怎麼說
[00:09:17.000 --> 00:09:19.000]  我們一起念好吧
[00:09:19.000 --> 00:09:21.000]  神對他說
[00:09:21.000 --> 00:09:22.000]  無知的人啊
[00:09:22.000 --> 00:09:26.000]  今天晚上你的女靈魂必被取去
[00:09:26.000 --> 00:09:30.000]  你所預備的要歸給誰呢
[00:09:30.000 --> 00:09:35.000]  當這個財主正籌算如何去享樂的時候
[00:09:35.000 --> 00:09:37.000]  死亡突然臨到
[00:09:37.000 --> 00:09:39.000]  而且是臨你的死亡
[00:09:39.000 --> 00:09:41.000]  是永遠的滅亡
[00:09:41.000 --> 00:09:43.000]  神稱他爲無知的人
[00:09:43.000 --> 00:09:45.000]  因爲他不敬畏神
[00:09:45.000 --> 00:09:50.000]  他只知道要敬拜自己的財物和他自己
[00:09:50.000 --> 00:09:54.000]  可以說這些財物奪去了他的靈魂
[00:09:54.000 --> 00:09:55.000]  那最後呢
[00:09:55.000 --> 00:09:58.000]  經文裏面又顯示
[00:09:58.000 --> 00:10:00.000]  主耶穌最後補充了一句話
[00:10:00.000 --> 00:10:02.000]  我們一起念
[00:10:02.000 --> 00:10:04.000]  凡爲自己積財
[00:10:04.000 --> 00:10:10.000]  在神面前卻不付諸的也是這樣
[00:10:10.000 --> 00:10:14.000]  我們可以看到財主死亡的原因
[00:10:14.000 --> 00:10:15.000]  不在於他積財
[00:10:15.000 --> 00:10:19.000]  而是在於他在神面前不付諸
[00:10:19.000 --> 00:10:20.000]  換句話說呢
[00:10:20.000 --> 00:10:22.000]  凡是爲自己積財
[00:10:22.000 --> 00:10:24.000]  在神面前不付諸的
[00:10:24.000 --> 00:10:27.000]  結果就像這個財主一樣
[00:10:27.000 --> 00:10:31.000]  忙 忘 亡 三亡
