
[00:00:00.000 --> 00:00:03.200]  今天是復活節,大家顧名思義
[00:00:03.200 --> 00:00:05.960]  復活節,復活節,我們都知道
[00:00:05.960 --> 00:00:08.320]  大概在二千多年以前
[00:00:08.320 --> 00:00:11.520]  耶穌基督就是死在十字架上
[00:00:11.520 --> 00:00:12.920]  然後就復活
[00:00:12.920 --> 00:00:14.640]  所以今天我們聚在一起就是
[00:00:14.640 --> 00:00:15.720]  紀念主耶穌的復活
[00:00:15.720 --> 00:00:18.000]  對信徒來說,我相信復活節
[00:00:18.000 --> 00:00:21.120]  或者復活,可以說是說
[00:00:21.120 --> 00:00:24.920]  整個人類歷史最重要的一個事實
[00:00:24.920 --> 00:00:26.360]  一件事件
[00:00:26.360 --> 00:00:29.040]  因為若果沒有復活的話
[00:00:29.040 --> 00:00:30.640]  基督教根本不存在
[00:00:30.640 --> 00:00:31.840]  我以前讀神學院的時候
[00:00:31.840 --> 00:00:34.480]  一個校長寫了一本書
[00:00:34.480 --> 00:00:36.840]  他說 Cross is not enough
[00:00:36.840 --> 00:00:38.440]  十字架是不足夠的
[00:00:38.440 --> 00:00:39.800]  嘩,這麼突然
[00:00:39.800 --> 00:00:40.920]  因為十字架上面
[00:00:40.920 --> 00:00:43.880]  如果故事停在那裡的時候
[00:00:43.880 --> 00:00:45.520]  無論這個有多偉大的人
[00:00:45.520 --> 00:00:46.600]  死在十字架上面
[00:00:46.600 --> 00:00:48.400]  只不過是一個人
[00:00:48.400 --> 00:00:50.640]  但是當耶穌復活的時候
[00:00:50.640 --> 00:00:51.760]  告訴整個世界
[00:00:51.760 --> 00:00:52.640]  告訴人類的歷史
[00:00:52.640 --> 00:00:54.040]  這個不單止是一個人
[00:00:54.040 --> 00:00:55.400]  所以對信徒來說
[00:00:55.400 --> 00:00:56.720]  可以說耶穌的復活
[00:00:56.720 --> 00:00:58.960]  是整個人類歷史最重要
[00:00:58.960 --> 00:01:01.000]  最有意思的一件事件
[00:01:01.000 --> 00:01:03.720]  但不過對於非信徒來說
[00:01:03.720 --> 00:01:04.840]  有沒有搞錯?
[00:01:04.840 --> 00:01:05.800]  人怎麼可以復活?
[00:01:05.800 --> 00:01:06.840]  這是一個神話
[00:01:06.840 --> 00:01:08.200]  這是一個謊言
[00:01:08.200 --> 00:01:09.200]  沒有意義的
[00:01:09.200 --> 00:01:11.120]  但是當然
[00:01:11.120 --> 00:01:13.840]  如果站在有駕放的角度
[00:01:13.840 --> 00:01:14.640]  你看的話
[00:01:14.640 --> 00:01:16.240]  無論你是信還是不信
[00:01:16.240 --> 00:01:17.240]  都是有好處的
[00:01:17.240 --> 00:01:18.240]  因為有駕放
[00:01:18.240 --> 00:01:20.440]  但是
[00:01:20.440 --> 00:01:22.640]  究竟耶穌復活
[00:01:22.640 --> 00:01:24.120]  是一個事實
[00:01:24.120 --> 00:01:26.480]  還是一個神話呢?
[00:01:26.480 --> 00:01:28.880]  今天很想跟大家來
[00:01:28.880 --> 00:01:33.000]  做了一點點的推理
[00:01:33.000 --> 00:01:34.320]  來看看
[00:01:34.320 --> 00:01:35.360]  耶穌復活
[00:01:35.360 --> 00:01:37.600]  是不是一個事實?
[00:01:37.600 --> 00:01:39.600]  究竟是不是真的有發生過呢?
[00:01:39.600 --> 00:01:42.080]  我和很多人來傳福音
[00:01:42.080 --> 00:01:45.240]  有很多因為所傳說的福音
[00:01:45.240 --> 00:01:46.240]  信了耶穌
[00:01:46.240 --> 00:01:48.680]  也有很多是不相信的
[00:01:48.680 --> 00:01:51.160]  我發覺很多不相信
[00:01:51.160 --> 00:01:52.640]  基督教的人
[00:01:52.640 --> 00:01:54.680]  他們不相信的原因是
[00:01:54.680 --> 00:01:56.240]  其實是因為神蹟
[00:01:56.240 --> 00:01:57.880]  神蹟有什麼可能發生
[00:01:57.880 --> 00:01:59.160]  是非科學的
[00:01:59.160 --> 00:02:01.320]  是我們理性解釋不了的
[00:02:01.320 --> 00:02:05.880]  所以他將聖經裡面所說的神蹟
[00:02:05.880 --> 00:02:07.440]  看為是
[00:02:07.440 --> 00:02:11.400]  聖經只不過是一些神話
[00:02:11.400 --> 00:02:14.000]  我記得我以前的外母
[00:02:14.000 --> 00:02:17.080]  是回教會很長的時間
[00:02:17.080 --> 00:02:18.200]  但是對她來說
[00:02:18.200 --> 00:02:19.760]  她一直都不覺得
[00:02:19.760 --> 00:02:21.000]  可以相信基督教
[00:02:21.000 --> 00:02:21.760]  為什麼呢?
[00:02:21.760 --> 00:02:22.800]  因為神蹟
[00:02:22.800 --> 00:02:26.040]  她說不可能同類可以懷孕生子的
[00:02:26.040 --> 00:02:28.120]  沒辦法過到理性的這一關
[00:02:28.120 --> 00:02:30.000]  所以有一段很長的時間
[00:02:30.000 --> 00:02:31.800]  因為過不了理性的那一關
[00:02:31.800 --> 00:02:34.120]  而不肯相信耶穌
