
[00:00:00.000 --> 00:00:03.260]  華人教會的弟兄姊妹
[00:00:03.260 --> 00:00:08.000]  每一次打開舊約仙之書
[00:00:08.000 --> 00:00:10.000]  誦讀
[00:00:10.000 --> 00:00:13.740]  我們一定最有興趣的
[00:00:13.740 --> 00:00:16.320]  是它裏面的寓言
[00:00:16.320 --> 00:00:19.520]  無論是關於耶穌基督的降生
[00:00:19.520 --> 00:00:23.140]  無論是關於耶穌基督的受難
[00:00:23.140 --> 00:00:26.940]  抑或關於耶穌基督的再來
[00:00:26.940 --> 00:00:28.940]  都是寓言
[00:00:28.940 --> 00:00:32.940]  這是我們深深相信的
[00:00:32.940 --> 00:00:36.460]  十八、十九世紀以來
[00:00:36.460 --> 00:00:39.940]  西方研讀舊約聖經
[00:00:39.940 --> 00:00:43.440]  特別是仙之書的討論
[00:00:43.440 --> 00:00:48.940]  卻是將仙之信息的焦點
[00:00:48.940 --> 00:00:54.940]  轉移到社會公義
[00:00:54.940 --> 00:01:00.940]  從以賽雅書作為仙之書之首
[00:01:00.940 --> 00:01:04.940]  提出最早的仙之書
[00:01:04.940 --> 00:01:07.940]  最早寫成的仙之書
[00:01:07.940 --> 00:01:09.940]  其實是阿摩斯書
[00:01:09.940 --> 00:01:13.940]  為願公平如大水滾滾
[00:01:13.940 --> 00:01:18.940]  公義如江河滔滔
[00:01:18.940 --> 00:01:22.940]  我記得七九年我讀神學的時候
[00:01:22.940 --> 00:01:26.940]  我的舊約老師微微嘴笑
[00:01:26.940 --> 00:01:29.940]  他說等三十年
[00:01:29.940 --> 00:01:31.940]  保守的教會
[00:01:31.940 --> 00:01:37.940]  就會擁抱聖經批判的結論
[00:01:37.940 --> 00:01:39.940]  不用三十年了
[00:01:39.940 --> 00:01:43.940]  很快我們又跟著這樣說了
[00:01:43.940 --> 00:01:46.940]  仙之書究竟說甚麼
[00:01:46.940 --> 00:01:51.940]  其實只有一個方法
[00:01:51.940 --> 00:01:54.940]  就是去嚴正
[00:01:54.940 --> 00:01:57.940]  就是你打開聖經
[00:01:57.940 --> 00:01:59.940]  順著次序
[00:01:59.940 --> 00:02:01.940]  不要選擇
[00:02:01.940 --> 00:02:03.940]  不要跳
[00:02:03.940 --> 00:02:06.940]  我只喜歡以賽雅書第七章
[00:02:06.940 --> 00:02:07.940]  第九章
[00:02:07.940 --> 00:02:09.940]  那就五十三章
[00:02:09.940 --> 00:02:13.940]  那當然是預言耶穌基督了
[00:02:13.940 --> 00:02:15.940]  因為其他那些
[00:02:15.940 --> 00:02:18.940]  由第七章去到五十二章
[00:02:18.940 --> 00:02:20.940]  你沒有興趣
[00:02:20.940 --> 00:02:24.940]  如果你的焦點決定了是公義
[00:02:24.940 --> 00:02:26.940]  那除了亞摩斯書
[00:02:26.940 --> 00:02:31.940]  你揭都不會揭荷西雅書
[00:02:31.940 --> 00:02:37.940]  因為那裡說的是上帝的慈愛
[00:02:37.940 --> 00:02:39.940]  多謝華人基督教聯會
[00:02:39.940 --> 00:02:41.940]  容許我們這七晚
[00:02:41.940 --> 00:02:44.940]  我們順著次序
[00:02:44.940 --> 00:02:47.940]  從以賽雅書四十章
[00:02:47.940 --> 00:02:53.940]  一路讀到六十六章
[00:02:53.940 --> 00:02:55.940]  剛才進來之前
[00:02:55.940 --> 00:02:57.940]  有弟兄跟我說
[00:02:57.940 --> 00:02:59.940]  我讀到六十章了
[00:02:59.940 --> 00:03:01.940]  感謝主
[00:03:01.940 --> 00:03:03.940]  比我快
[00:03:03.940 --> 00:03:05.940]  不用急
[00:03:05.940 --> 00:03:07.940]  但是你看到嗎
[00:03:07.940 --> 00:03:09.940]  我們很想停在
[00:03:09.940 --> 00:03:12.940]  五十三、五十四章
[00:03:12.940 --> 00:03:14.940]  受苦的僕人
[00:03:14.940 --> 00:03:18.940]  這個訊息厲害
[00:03:18.940 --> 00:03:20.940]  那就完結了
[00:03:20.940 --> 00:03:22.940]  還沒有
[00:03:22.940 --> 00:03:24.940]  你有聖經嗎
[00:03:24.940 --> 00:03:27.940]  在你的椅子底
[00:03:27.940 --> 00:03:29.940]  找出來吧
[00:03:29.940 --> 00:03:32.940]  你打開五十六章
[00:03:32.940 --> 00:03:34.940]  讀了沒有
[00:03:34.940 --> 00:03:36.940]  耶和華如此說
[00:03:36.940 --> 00:03:40.940]  你們當守公平行公義
[00:03:40.940 --> 00:03:43.940]  說的是社會公義
[00:03:43.940 --> 00:03:45.940]  因我的救恩臨近
[00:03:45.940 --> 00:03:48.940]  我的公義顯現
[00:03:48.940 --> 00:03:51.940]  第二節說甚麼
[00:03:51.940 --> 00:03:54.940]  你看著我不知道
[00:03:54.940 --> 00:03:56.940]  那就衝出去吧
[00:03:56.940 --> 00:03:58.940]  不是
[00:03:58.940 --> 00:04:01.940]  說的是我們莫名其妙的
[00:04:01.940 --> 00:04:05.940]  謹守安息日而不干犯
[00:04:05.940 --> 00:04:11.940]  禁止自己的守而不作惡
[00:04:11.940 --> 00:04:14.940]  安息日要守嗎
[00:04:14.940 --> 00:04:20.940]  不是主耶穌已經廢掉了嗎
[00:04:20.940 --> 00:04:23.940]  你不打開聖經來讀
[00:04:23.940 --> 00:04:27.940]  你就冤枉了先知說話
[00:04:27.940 --> 00:04:29.940]  他真的說安息日
[00:04:29.940 --> 00:04:31.940]  繼續說下去
[00:04:31.940 --> 00:04:37.940]  如此行如此持守的人
[00:04:37.940 --> 00:04:42.940]  變為有福
[00:04:42.940 --> 00:04:47.940]  與耶和華聯合的外邦人不要說
[00:04:47.940 --> 00:04:53.940]  耶和華必定將我從他的文宗分別出來
[00:04:53.940 --> 00:05:02.940]  太監也不要說我是枯樹
[00:05:02.940 --> 00:05:08.940]  不分的
[00:05:08.940 --> 00:05:12.940]  無論是帝國的太監
[00:05:12.940 --> 00:05:19.940]  皇帝身邊的紅人太監
[00:05:19.940 --> 00:05:23.940]  猶大以色列沒有太監的
[00:05:23.940 --> 00:05:27.940]  這些是帝國的高官
[00:05:27.940 --> 00:05:31.940]  那些不認識神的外邦人
[00:05:31.940 --> 00:05:33.940]  上帝透過他的先知說
[00:05:33.940 --> 00:05:36.940]  因為耶和華如此說
[00:05:36.940 --> 00:05:39.940]  那些謹守我的安息日
[00:05:39.940 --> 00:05:42.940]  揀選我所喜悅的事
[00:05:42.940 --> 00:05:46.940]  持守我若的太監
[00:05:46.940 --> 00:05:49.940]  我必使他們在我殿中
[00:05:49.940 --> 00:05:53.940]  在我牆內有紀念有名號
[00:05:53.940 --> 00:05:56.940]  比有兒女的更美
[00:05:56.940 --> 00:06:04.940]  我賜他們永遠的名不能剪除
[00:06:04.940 --> 00:06:06.940]  很奇怪吧
[00:06:06.940 --> 00:06:08.940]  甚麼先知會說這些
[00:06:08.940 --> 00:06:10.940]  不是說社會公義嗎
[00:06:10.940 --> 00:06:13.940]  不是就坐太監嗎
[00:06:13.940 --> 00:06:15.940]  不是
[00:06:15.940 --> 00:06:21.940]  原來上帝喜悅的是持守安息日
[00:06:21.940 --> 00:06:23.940]  甚麼先知說安息日
[00:06:23.940 --> 00:06:29.940]  我們全部以我們自己既有的觀念
[00:06:29.940 --> 00:06:35.940]  我們就略過以塞亞書的經文
[00:06:35.940 --> 00:06:41.940]  還有那些與耶和華聯合的外邦人
[00:06:41.940 --> 00:06:43.940]  第六節
[00:06:43.940 --> 00:06:46.940]  要侍奉他要愛耶和華的名
[00:06:46.940 --> 00:06:50.940]  要作他的僕人
[00:06:50.940 --> 00:06:53.940]  現在我們懂了
[00:06:53.940 --> 00:06:56.940]  我的僕人本來只是以色列
[00:06:56.940 --> 00:06:58.940]  前面那幾晚
[00:06:58.940 --> 00:07:01.940]  為甚麼我們在說香港的教會
[00:07:01.940 --> 00:07:03.940]  是聖經說的
[00:07:03.940 --> 00:07:06.940]  與耶和華聯合的外邦人
[00:07:06.940 --> 00:07:10.940]  要作耶和華的僕人
[00:07:10.940 --> 00:07:14.940]  就是凡守安息日不干犯
[00:07:14.940 --> 00:07:19.940]  又持守我的若的人
[00:07:19.940 --> 00:07:22.940]  看到和學本的小字
[00:07:22.940 --> 00:07:26.940]  我必領他們到我的聖山
[00:07:26.940 --> 00:07:31.940]  使外邦人在禱告我的聖殿裏
[00:07:31.940 --> 00:07:35.940]  起立他們的凡制平安制
[00:07:35.940 --> 00:07:40.940]  在我壇上必蒙原諒
[00:07:40.940 --> 00:07:44.940]  下面那句你聽過了
[00:07:44.940 --> 00:07:47.940]  原來是耶穌背著聖經
[00:07:47.940 --> 00:07:49.940]  是呀
[00:07:49.940 --> 00:07:51.940]  因我的殿
[00:07:51.940 --> 00:07:59.940]  必稱為萬民禱告的殿
[00:07:59.940 --> 00:08:06.940]  所以今晚我們說到
[00:08:06.940 --> 00:08:08.940]  禁食
[00:08:08.940 --> 00:08:10.940]  安息
[00:08:10.940 --> 00:08:14.940]  是先知書的主題
[00:08:14.940 --> 00:08:18.940]  不過我們從來都沒有想過
[00:08:18.940 --> 00:08:21.940]  先知會說這些東西
[00:08:21.940 --> 00:08:23.940]  不是預言
[00:08:23.940 --> 00:08:25.940]  是不是公義
[00:08:25.940 --> 00:08:26.940]  有提公義
[00:08:26.940 --> 00:08:28.940]  如果你讀了五十八章
[00:08:28.940 --> 00:08:34.940]  如果剛才你留心聽聖經的說話
[00:08:34.940 --> 00:08:36.940]  但是到底
[00:08:36.940 --> 00:08:41.940]  神的道跟我們在說甚麼呢
[00:08:41.940 --> 00:08:45.940]  我們真的需要放下
[00:08:45.940 --> 00:08:49.940]  我們去找的預言
[00:08:49.940 --> 00:08:56.940]  放下我們要找的公義
[00:08:56.940 --> 00:09:00.940]  我們首先聽清楚
[00:09:00.940 --> 00:09:04.940]  耶和華透過他的先知
[00:09:04.940 --> 00:09:07.940]  對他的百姓
[00:09:07.940 --> 00:09:12.940]  不止,對太監,不是,我不是太監
[00:09:12.940 --> 00:09:17.940]  對與耶和華聯合的外邦人
[00:09:17.940 --> 00:09:19.940]  他的僕人
[00:09:19.940 --> 00:09:22.940]  說甚麼
[00:09:22.940 --> 00:09:24.940]  以賽亞書第五十八章
[00:09:24.940 --> 00:09:26.940]  有十四節的經文
[00:09:26.940 --> 00:09:29.940]  可以很整齊
[00:09:29.940 --> 00:09:34.940]  分開三個主要的部分
[00:09:34.940 --> 00:09:36.940]  開頭的五節
[00:09:36.940 --> 00:09:40.940]  一至五節是第一個部分
[00:09:40.940 --> 00:09:43.940]  中間的四節
[00:09:43.940 --> 00:09:45.940]  是第二個部分
[00:09:45.940 --> 00:09:47.940]  六七八九
[00:09:47.940 --> 00:09:49.940]  最後的五節
[00:09:49.940 --> 00:09:51.940]  十,十一,十二
[00:09:51.940 --> 00:09:53.940]  不止,對不起
[00:09:53.940 --> 00:09:55.940]  應該怎樣說
[00:09:55.940 --> 00:09:58.940]  去到十四節
[00:09:58.940 --> 00:10:01.940]  是第三個部分
[00:10:01.940 --> 00:10:03.940]  再說一次
[00:10:03.940 --> 00:10:07.940]  第一節到第五節
[00:10:07.940 --> 00:10:11.940]  第六節到第九節
[00:10:11.940 --> 00:10:17.940]  第十節到第十四節
[00:10:17.940 --> 00:10:20.940]  這三個部分
[00:10:20.940 --> 00:10:29.940]  分別是跟百姓講解一件事
[00:10:29.940 --> 00:10:32.940]  所以開頭的時候
[00:10:32.940 --> 00:10:34.940]  上帝吩咐善智
[00:10:34.940 --> 00:10:37.940]  你要大聲喊叫
[00:10:37.940 --> 00:10:39.940]  不可止息
[00:10:39.940 --> 00:10:41.940]  揚起聲來
[00:10:41.940 --> 00:10:44.940]  好像吹角
[00:10:44.940 --> 00:10:46.940]  說甚麼
[00:10:46.940 --> 00:10:51.940]  向我的百姓說明他們的過份
[00:10:51.940 --> 00:10:58.940]  向我的國家說明他們的罪惡
[00:10:58.940 --> 00:11:05.940]  但其實中文聖經是多了說明說明
[00:11:05.940 --> 00:11:10.940]  第二次本來是沒有的
[00:11:10.940 --> 00:11:13.940]  向我的百姓說明他們的過份
[00:11:13.940 --> 00:11:17.940]  向我的國家說明他們的罪惡
[00:11:17.940 --> 00:11:23.940]  聽的人就懂得填充說明
[00:11:23.940 --> 00:11:26.940]  沒有說是最重要的
[00:11:26.940 --> 00:11:28.940]  甚麼是說明
[00:11:28.940 --> 00:11:30.940]  講清楚
[00:11:30.940 --> 00:11:34.940]  不要拐彎抹角
[00:11:34.940 --> 00:11:36.940]  不要迴避問題
