
[00:00:00.000 --> 00:00:02.080]  今日想同大家講一個課題
[00:00:02.080 --> 00:00:05.360]  就是機會
[00:00:05.360 --> 00:00:07.080]  即是我們常講的chance
[00:00:07.080 --> 00:00:08.000]  是不是
[00:00:08.000 --> 00:00:09.200]  等於我們覺得
[00:00:09.200 --> 00:00:13.440]  如果人沒有機會行不行
[00:00:13.440 --> 00:00:14.800]  如果沒有機會
[00:00:14.800 --> 00:00:16.800]  即是現在告訴你
[00:00:16.800 --> 00:00:19.040]  你已經沒有機會了
[00:00:19.040 --> 00:00:23.440]  不知道你心情會怎樣呢
[00:00:23.440 --> 00:00:26.240]  死了好過你都沒有機會
[00:00:26.240 --> 00:00:29.120]  我估那些去自殺的人
[00:00:29.120 --> 00:00:32.480]  其實某個程度他們覺得人生已經沒有機會
[00:00:32.480 --> 00:00:34.880]  所以他們會去死
[00:00:34.880 --> 00:00:39.440]  因為今日我想同大家講機會
[00:00:39.440 --> 00:00:42.560]  我看政府有個宣傳廣告
[00:00:42.560 --> 00:00:44.320]  即是政府有宣傳廣告
[00:00:44.320 --> 00:00:46.400]  什麼國民教育又有
[00:00:46.400 --> 00:00:48.400]  開發東北又有
[00:00:48.400 --> 00:00:50.160]  是不是
[00:00:50.160 --> 00:00:52.400]  有空又播國歌
[00:00:52.400 --> 00:00:53.920]  大家有沒有留意
[00:00:53.920 --> 00:00:54.560]  有
[00:00:54.560 --> 00:00:56.400]  不知道你有沒有留意一個廣告
[00:00:56.400 --> 00:01:03.280]  就是政府鼓勵僱主請色酬
[00:01:03.280 --> 00:01:04.880]  有沒有留意那個廣告
[00:01:04.880 --> 00:01:06.160]  那個廣告是怎樣講的
[00:01:06.160 --> 00:01:08.640]  就是有個年輕人去求職
[00:01:08.640 --> 00:01:11.520]  見到那個不知道是經理還是老闆
[00:01:11.520 --> 00:01:13.200]  他只是講一句說話
[00:01:13.200 --> 00:01:14.320]  就是講什麼
[00:01:14.320 --> 00:01:16.160]  給一次機會我
[00:01:16.160 --> 00:01:17.680]  是不是 給一次機會我
[00:01:17.680 --> 00:01:19.200]  那個老闆都未答他
[00:01:19.200 --> 00:01:22.400]  但他就想起很多東西
[00:01:22.400 --> 00:01:23.280]  一想起就想起什麼
[00:01:23.280 --> 00:01:26.880]  他小時候做學生的時候
[00:01:26.880 --> 00:01:29.680]  他在學校犯了校規
[00:01:29.680 --> 00:01:31.680]  又被老師捉住了
[00:01:31.680 --> 00:01:34.160]  他又和老師講什麼
[00:01:34.160 --> 00:01:36.080]  給一次機會我
[00:01:36.080 --> 00:01:37.360]  然後大一點
[00:01:37.360 --> 00:01:40.640]  出去工作又闖了禍
[00:01:40.640 --> 00:01:42.720]  去見老闆的時候
[00:01:42.720 --> 00:01:45.520]  他又講一句什麼說話
[00:01:45.520 --> 00:01:48.080]  給一次機會我
[00:01:48.080 --> 00:01:49.680]  等一等
[00:01:49.680 --> 00:01:54.320]  這個機會對人來說其實真的很重要
[00:01:54.320 --> 00:01:56.400]  放了一個月假
[00:01:56.400 --> 00:01:59.600]  做了一些平時很少做的事
[00:01:59.600 --> 00:02:02.720]  就是和太太看了一場戲
[00:02:02.720 --> 00:02:03.280]  看了一場戲
[00:02:03.280 --> 00:02:04.400]  我們很少看電影的
[00:02:04.400 --> 00:02:07.360]  我們可能幾年才去看一次電影
[00:02:07.360 --> 00:02:10.800]  所以因為這麼珍貴的機會
[00:02:10.800 --> 00:02:13.440]  我們就在這裏選看電影
[00:02:13.440 --> 00:02:15.840]  看什麼電影呢
[00:02:15.840 --> 00:02:18.960]  我還記得那天早上吃完早餐
[00:02:18.960 --> 00:02:20.240]  我說我們是不是去看電影的
[00:02:20.240 --> 00:02:21.520]  我們是去看電影的
[00:02:21.520 --> 00:02:22.560]  那就怎麼樣呢
[00:02:22.560 --> 00:02:24.080]  就找電影看
[00:02:24.080 --> 00:02:26.640]  我是很落後的
[00:02:26.640 --> 00:02:29.360]  我還是揭報紙看
[00:02:29.360 --> 00:02:30.480]  現在大家不是的
[00:02:30.480 --> 00:02:33.680]  現在大家按一下就知道有什麼電影看
[00:02:33.680 --> 00:02:36.880]  吃完早餐就揭報紙
[00:02:36.880 --> 00:02:37.680]  揭報紙
[00:02:37.680 --> 00:02:40.000]  就和太太商量看什麼
[00:02:40.000 --> 00:02:43.280]  你現在聽到的電影名字可能已經很老套了
[00:02:43.280 --> 00:02:45.360]  就商量
[00:02:45.360 --> 00:02:49.200]  那套《少年派》好像很好看
[00:02:49.200 --> 00:02:51.040]  還好像拿了很多獎
[00:02:51.040 --> 00:02:52.400]  是不是很老套《少年派》
[00:02:52.400 --> 00:02:55.360]  已經是幾期了
[00:02:55.360 --> 00:02:58.160]  差不多要決定了
[00:02:58.160 --> 00:03:00.080]  但又好像不太想看
[00:03:00.080 --> 00:03:02.080]  然後我太太就說
[00:03:02.080 --> 00:03:04.320]  有人介紹一套另一套印度電影好看
[00:03:04.320 --> 00:03:07.760]  和這個三傻有得揮
[00:03:07.760 --> 00:03:13.280]  但到最後都沒有決定要看這些電影
[00:03:13.280 --> 00:03:15.600]  突然間揭一揭
[00:03:15.600 --> 00:03:17.120]  想了一想
[00:03:17.120 --> 00:03:19.040]  我太太就突然提到
[00:03:19.040 --> 00:03:23.280]  有一套電影好像播了很久了
[00:03:23.280 --> 00:03:25.840]  不如我們去看一看這套電影
[00:03:25.840 --> 00:03:27.120]  這套電影叫什麼呢
[00:03:27.120 --> 00:03:28.640]  叫《孤星淚》
[00:03:28.640 --> 00:03:33.760]  是不是很老套呢
[00:03:33.760 --> 00:03:37.360]  老套不要緊
[00:03:37.360 --> 00:03:39.360]  最重要是刺激到你
[00:03:39.360 --> 00:03:41.840]  最後不知道為什麼
[00:03:41.840 --> 00:03:44.400]  就去看了
[00:03:44.400 --> 00:03:46.960]  原來這套電影快要上映了
[00:03:46.960 --> 00:03:48.000]  據我們了解
[00:03:48.000 --> 00:03:49.520]  我們看完那一天
[00:03:49.520 --> 00:03:51.440]  之後兩天就上映了
[00:03:51.440 --> 00:03:53.360]  原來我們真的很水美
[00:03:53.360 --> 00:03:54.400]  很水美的
[00:03:54.400 --> 00:03:59.760]  我估計那天全個戲院只有20個人看
[00:03:59.760 --> 00:04:02.320]  因為我們在12點半
[00:04:02.320 --> 00:04:03.840]  看完12點半
[00:04:03.840 --> 00:04:07.440]  我們還要趕回來接小孩放學
[00:04:07.440 --> 00:04:09.360]  就看了
[00:04:09.360 --> 00:04:13.200]  一看就以為那套電影在說什麼呢
[00:04:13.200 --> 00:04:15.440]  你知道荷里活很多電影
[00:04:15.440 --> 00:04:16.560]  或者外國很多電影
[00:04:16.560 --> 00:04:18.080]  都是在說一個信息
[00:04:18.080 --> 00:04:20.880]  就是這個世界沒有神
[00:04:20.880 --> 00:04:23.440]  這個世界沒有救恩
[00:04:23.440 --> 00:04:27.040]  一開始我以為是在說這些
[00:04:27.040 --> 00:04:31.120]  因為是在說一班在坐牢的囚犯
[00:04:31.120 --> 00:04:32.800]  在拉著很大的船
[00:04:32.800 --> 00:04:35.600]  有多少人看過
[00:04:35.600 --> 00:04:37.520]  其實也不是很多
[00:04:37.520 --> 00:04:39.040]  不算很多
[00:04:39.040 --> 00:04:41.600]  要說一點給大家聽
[00:04:41.600 --> 00:04:44.160]  一邊拉一邊在說
[00:04:44.160 --> 00:04:46.080]  又怨天又怨地
[00:04:46.080 --> 00:04:48.000]  又說神不知去了哪裡
[00:04:48.000 --> 00:04:49.600]  我就想
[00:04:49.600 --> 00:04:51.040]  又是一套這樣的電影
[00:04:51.040 --> 00:04:52.880]  都很沉重又很刺激
[00:04:52.880 --> 00:04:54.720]  誰知很快
[00:04:54.720 --> 00:04:58.000]  其實這套電影的主角是說一個色囚
[00:04:58.000 --> 00:05:01.040]  男主角是一個色囚
[00:05:01.040 --> 00:05:02.080]  他放牢
[00:05:02.080 --> 00:05:03.360]  他為什麼要坐牢呢
[00:05:03.360 --> 00:05:04.640]  原來他偷麵包
[00:05:04.640 --> 00:05:07.200]  偷一條麵包
[00:05:07.200 --> 00:05:10.000]  因為他有個親人快要餓死了
[00:05:10.000 --> 00:05:11.040]  他偷了一條麵包
[00:05:11.040 --> 00:05:12.320]  但是偷了一條麵包
[00:05:12.320 --> 00:05:14.880]  因為這個緣故坐了19年牢
[00:05:14.880 --> 00:05:17.200]  19年牢
[00:05:17.200 --> 00:05:18.960]  那一刻他就放牢了
[00:05:18.960 --> 00:05:21.280]  但是放牢的故事還沒完
[00:05:21.280 --> 00:05:24.480]  這個色囚放了出來之後
[00:05:24.480 --> 00:05:28.240]  就是在整個當時是法國的社會
[00:05:28.240 --> 00:05:30.560]  周圍碰到的人
[00:05:30.560 --> 00:05:32.240]  都是不接納他的
[00:05:32.240 --> 00:05:34.080]  甚至排擠他
[00:05:34.080 --> 00:05:35.120]  欺凌他
[00:05:35.120 --> 00:05:36.880]  連小孩都要欺負他的
[00:05:36.880 --> 00:05:42.000]  然後最大的轉變在哪裡呢
[00:05:42.000 --> 00:05:43.120]  就是有一晚
[00:05:43.120 --> 00:05:44.880]  他可能累到或者餓到
[00:05:44.880 --> 00:05:47.120]  坐在一間教堂的門口
[00:05:47.120 --> 00:05:48.720]  睡在門口
[00:05:48.720 --> 00:05:51.840]  然後晚上就有個人拿著一盞燈
[00:05:51.840 --> 00:05:54.560]  去到門口看看這個是誰
[00:05:54.560 --> 00:05:58.240]  他一被燈光照醒了之後
[00:05:58.240 --> 00:06:00.880]  他的第一個反應是什麼呢
[00:06:00.880 --> 00:06:03.600]  哇 退後
[00:06:03.600 --> 00:06:04.560]  然後看是誰來的
[00:06:04.560 --> 00:06:09.040]  為什麼呢 因為自然反應怕被人傷害
[00:06:09.040 --> 00:06:12.480]  然後這個是什麼人拿著一盞燈的
[00:06:12.480 --> 00:06:15.840]  就是這間教堂裏面的主教
[00:06:15.840 --> 00:06:22.080]  主教就招呼了他進去教堂裏面吃東西
[00:06:22.080 --> 00:06:24.080]  吃了很多東西
[00:06:24.080 --> 00:06:25.760]  吃了這麼多餐
[00:06:25.760 --> 00:06:29.920]  然後就在這間教堂裏面安頓了下來
[00:06:29.920 --> 00:06:32.720]  晚上他有一個念頭
[00:06:32.720 --> 00:06:35.040]  就是做什麼呢
[00:06:35.040 --> 00:06:37.280]  就是見到主教睡得很熟
[00:06:37.280 --> 00:06:39.440]  睡到扯鼻汗
[00:06:39.440 --> 00:06:41.920]  然後他就見到
[00:06:41.920 --> 00:06:44.800]  櫃裏面有一大堆的銀器
[00:06:44.800 --> 00:06:46.560]  然後他就偷光銀器
[00:06:46.560 --> 00:06:47.680]  偷光銀器走
[00:06:47.680 --> 00:06:51.440]  逃走的過程裏面被警察抓住
[00:06:51.440 --> 00:06:54.880]  然後這些警察就帶他回到主教那裏
[00:06:54.880 --> 00:06:56.400]  就問這個主教
[00:06:56.400 --> 00:06:59.680]  這個人我們在途中抓到他
[00:06:59.680 --> 00:07:02.240]  並且他身上搜到很多
[00:07:02.240 --> 00:07:05.120]  應該是屬於你們的銀器
[00:07:05.120 --> 00:07:07.360]  這個人就說
[00:07:07.360 --> 00:07:11.760]  這些銀器是你送給他的
[00:07:11.760 --> 00:07:13.360]  主教就看一看這個人
[00:07:13.360 --> 00:07:17.920]  其實當時他已經被人打到頭流血了
[00:07:17.920 --> 00:07:20.720]  然後很平靜地說
[00:07:20.720 --> 00:07:21.920]  跟警察說
[00:07:21.920 --> 00:07:25.520]  「是的 這些銀器的確是我送給他的」
[00:07:25.520 --> 00:07:30.000]  然後他再跟這個色囚說多一句話
[00:07:30.000 --> 00:07:33.600]  「朋友 你走得太匆忙了
[00:07:33.600 --> 00:07:38.960]  最貴重那兩支銀竹台你還沒拿走
[00:07:38.960 --> 00:07:45.520]  然後就一手塞進他的袋裏送給他」
[00:07:45.520 --> 00:07:48.720]  然後警察就很無奈地走了
[00:07:48.720 --> 00:07:51.360]  這個主教就跟這個色囚說
[00:07:51.360 --> 00:07:59.440]  「今天我是代表上帝來祝福你
[00:07:59.440 --> 00:08:04.160]  請你好好運用你手上所得到的東西
[00:08:04.160 --> 00:08:06.480]  去祝福其他人」
[00:08:06.480 --> 00:08:08.720]  第二幕我覺得最精彩的是下一幕
[00:08:08.720 --> 00:08:10.000]  下一幕是說甚麼呢
[00:08:10.000 --> 00:08:11.680]  就是這個人 這個色囚
[00:08:11.680 --> 00:08:15.280]  在山上的修道院掙扎
[00:08:15.280 --> 00:08:16.560]  掙扎甚麼呢
[00:08:16.560 --> 00:08:18.880]  掙扎他要做一個壞人
[00:08:18.880 --> 00:08:20.240]  做一個好人
[00:08:20.240 --> 00:08:21.520]  做一個壞人
[00:08:21.520 --> 00:08:22.880]  做一個好人
[00:08:22.880 --> 00:08:24.800]  在掙扎 在掙扎
[00:08:24.800 --> 00:08:27.440]  最後他做了一個決定
[00:08:27.440 --> 00:08:29.440]  他這個決定的原因是甚麼呢
[00:08:29.440 --> 00:08:32.720]  原因就是他見到這個世界上
[00:08:32.720 --> 00:08:34.480]  所有的人都排擠他
[00:08:34.480 --> 00:08:37.840]  連社會都好像容不下他的時候
[00:08:37.840 --> 00:08:40.880]  突然間有一個人出現在他的生命裏面
[00:08:40.880 --> 00:08:43.600]  是用一個無條件的愛來愛他
[00:08:43.600 --> 00:08:45.440]  他想不明白這件事
[00:08:45.440 --> 00:08:49.840]  但他知道這個世上有一個愛他的人
[00:08:49.840 --> 00:08:51.600]  有一份的愛在裏面
[00:08:51.600 --> 00:08:53.520]  所以到最後他做了一個決定
[00:08:53.520 --> 00:08:56.080]  就是他要用他手上所擁有的資源
[00:08:56.080 --> 00:09:00.640]  在這個人生裏面去祝福不同的人
[00:09:00.640 --> 00:09:02.800]  故事就是這樣一直發展下去
[00:09:02.800 --> 00:09:05.200]  縱然他在一個過程裏面
[00:09:05.200 --> 00:09:07.200]  因為他轉換了身份
[00:09:07.200 --> 00:09:10.080]  他被一個很嚴厲的警察
[00:09:10.080 --> 00:09:12.640]  一個督察去不斷地追捕他
[00:09:12.640 --> 00:09:14.560]  但在追捕他的過程裏面
[00:09:14.560 --> 00:09:17.760]  他仍然是見人就幫
[00:09:17.760 --> 00:09:19.120]  有需要的人他就幫
[00:09:19.120 --> 00:09:23.440]  甚至他幫一個工廠的女工
[00:09:23.440 --> 00:09:24.960]  養大了他的女兒
[00:09:24.960 --> 00:09:27.200]  後來有一個很感人的故事
[00:09:27.200 --> 00:09:29.440]  推薦給大家
[00:09:29.440 --> 00:09:31.040]  已經下畫了
[00:09:31.040 --> 00:09:35.360]  大家可以去買碟看
[00:09:35.360 --> 00:09:36.960]  提醒大家
[00:09:36.960 --> 00:09:39.200]  千萬不要用一些非法的行為
[00:09:39.200 --> 00:09:40.960]  去獲取上帝的祝福
[00:09:40.960 --> 00:09:44.000]  其實我看了兩次
[00:09:44.000 --> 00:09:45.680]  短期內看了兩次
[00:09:45.680 --> 00:09:48.000]  一個月內看了兩次
[00:09:48.000 --> 00:09:50.560]  我從來沒有試過這樣做這件事
[00:09:50.560 --> 00:09:51.840]  但看了兩次
[00:09:51.840 --> 00:09:53.520]  哭了兩次
[00:09:53.520 --> 00:09:56.400]  我太太第一次在影院看
[00:09:56.400 --> 00:09:59.600]  她中途已經開始哭了
[00:09:59.600 --> 00:10:01.680]  我忍到最後
[00:10:01.680 --> 00:10:03.520]  大概半個小時都撐不住
[00:10:03.520 --> 00:10:05.440]  就開始在哭了
[00:10:05.440 --> 00:10:08.560]  第二次我們因為買了一張碟
[00:10:08.560 --> 00:10:12.880]  就在太太的家長姐夫的家裏看
[00:10:12.880 --> 00:10:14.480]  一直看
[00:10:14.480 --> 00:10:15.600]  抓了兩個小孩看
[00:10:15.600 --> 00:10:17.360]  外母也一起看
[00:10:17.360 --> 00:10:20.640]  結果差不多所有人一起看
[00:10:20.640 --> 00:10:22.000]  就一起在哭
[00:10:22.000 --> 00:10:24.560]  現在我兩個小孩
[00:10:24.560 --> 00:10:29.040]  早上起床會哼著這套戲的歌
[00:10:29.040 --> 00:10:32.000]  我想他們有些東西入心了
[00:10:32.000 --> 00:10:35.840]  我覺得很重要的是甚麼
[00:10:35.840 --> 00:10:39.600]  就是這套戲裏面有很多啟發點
[00:10:39.600 --> 00:10:41.920]  但其中一個很重要的啟發點
[00:10:41.920 --> 00:10:43.760]  就是那個機會
[00:10:43.760 --> 00:10:48.240]  當一個原本可以非常有理由
[00:10:48.240 --> 00:10:51.200]  有資格去控訴這個世界
[00:10:51.200 --> 00:10:52.480]  控訴這個社會
[00:10:52.480 --> 00:10:54.400]  控訴很多人的一個生命
