
[00:00:00.000 --> 00:00:02.000]  我們低頭做一個禱告
[00:00:02.000 --> 00:00:04.000]  主耶穌,求祢幫助我們
[00:00:04.000 --> 00:00:08.000]  讓我們的好行為不是放在嘴裏
[00:00:08.000 --> 00:00:13.000]  讓我們是從心去仰慕美善的事
[00:00:13.000 --> 00:00:15.000]  也讓我們知道
[00:00:15.000 --> 00:00:19.000]  假如我們能夠作出任何善事出來
[00:00:19.000 --> 00:00:21.000]  這是出於你的恩典
[00:00:21.000 --> 00:00:27.000]  讓我們學習跟隨保羅所說謙卑的樣子
[00:00:27.000 --> 00:00:31.000]  而不是跟隨猶太人的公義
[00:00:31.000 --> 00:00:33.000]  今天一段聽到的時間
[00:00:33.000 --> 00:00:36.000]  求祢祝福禱告奉耶穌基督的名
[00:00:36.000 --> 00:00:41.000]  好,我們講一點溫故知新
[00:00:41.000 --> 00:00:44.000]  先講羅馬書
[00:00:44.000 --> 00:00:48.000]  我講過羅馬書是講恩順稱義的道理
[00:00:48.000 --> 00:00:51.000]  整本書都是解釋恩順稱義的道理
[00:00:51.000 --> 00:00:59.000]  但基本上由一到十一章都是解釋恩順稱義的道理
[00:00:59.000 --> 00:01:05.000]  不過要觀眾明白為何恩順稱義這麼寶貴
[00:01:05.000 --> 00:01:12.000]  首先要觀眾明白為何我們需要信或恩典
[00:01:12.000 --> 00:01:18.000]  所以羅馬書第一章到第三章都是講需要的問題
[00:01:18.000 --> 00:01:24.000]  為何我們需要主耶穌給我們白白的恩典呢?
[00:01:24.000 --> 00:01:28.000]  為何每個人都活在神的憤怒裡
[00:01:28.000 --> 00:01:32.000]  直至我們信耶穌回歸神呢?
[00:01:32.000 --> 00:01:35.000]  因為很多人可能覺得自己都不錯
[00:01:35.000 --> 00:01:37.000]  覺得自己是好人
[00:01:37.000 --> 00:01:41.000]  所以羅馬書第一章首先是跟外邦人說話
[00:01:41.000 --> 00:01:49.000]  所以羅馬書第一章十九節是說神的事情,神聖和永能
[00:01:49.000 --> 00:01:55.000]  藉著所做之物,明明可知,叫人無可推諉的
[00:01:55.000 --> 00:01:57.000]  那裡講得很清楚
[00:01:57.000 --> 00:02:03.000]  所以如果你跟一個未信的人傳福音
[00:02:03.000 --> 00:02:05.000]  你說你要信耶穌
[00:02:05.000 --> 00:02:08.000]  然後那個人說如果神跟我說話我就信了
[00:02:08.000 --> 00:02:10.000]  神都沒有顯示給我看
[00:02:10.000 --> 00:02:13.000]  根據羅馬書的答案
[00:02:13.000 --> 00:02:16.000]  其實神已經向你顯示了
[00:02:16.000 --> 00:02:21.000]  神是向每一個人都顯示了祂的神聖和祂的永恆
[00:02:21.000 --> 00:02:23.000]  如果你不肯信
[00:02:23.000 --> 00:02:26.000]  就不是因為你不知道祂的存在
[00:02:26.000 --> 00:02:29.000]  而是你不肯接受祂的存在
[00:02:29.000 --> 00:02:32.000]  這是第一章,基本上是對外邦人說的
[00:02:32.000 --> 00:02:37.000]  第二章是保羅跟猶太人說
[00:02:37.000 --> 00:02:40.000]  那些猶太人其實都需要耶穌的福音
[00:02:40.000 --> 00:02:43.000]  都需要耶穌的恩典
[00:02:43.000 --> 00:02:46.000]  所以就講猶太人的公義
[00:02:46.000 --> 00:02:50.000]  如果你有聖經你可以看第二章第一節
[00:02:50.000 --> 00:02:52.000]  羅馬書第二章第一節
[00:02:52.000 --> 00:02:55.000]  就說你這判亂人,無論你是誰
[00:02:55.000 --> 00:02:56.000]  我正在讀新譯本
[00:02:56.000 --> 00:02:59.000]  都沒有辦法推諉
[00:02:59.000 --> 00:03:03.000]  我只是指出推諉這個字
[00:03:03.000 --> 00:03:06.000]  保羅刻意用同一個字
[00:03:06.000 --> 00:03:10.000]  假如外邦人無法推諉的話
[00:03:10.000 --> 00:03:12.000]  即是沒辦法卸駁
[00:03:12.000 --> 00:03:13.000]  可以這樣講廣東話
[00:03:13.000 --> 00:03:15.000]  猶太人都沒辦法卸駁
[00:03:15.000 --> 00:03:19.000]  他不可以說我不需要耶穌
[00:03:19.000 --> 00:03:22.000]  因為他們這論亂人的
[00:03:22.000 --> 00:03:24.000]  就是指那些猶太人
[00:03:24.000 --> 00:03:28.000]  所以他們都知道他們需要恩典
[00:03:28.000 --> 00:03:30.000]  羅馬書第二章就明顯
[00:03:30.000 --> 00:03:34.000]  保羅將對猶太人的指控講了兩次
[00:03:34.000 --> 00:03:35.000]  第一到第十六節
[00:03:35.000 --> 00:03:37.000]  是第一個循環
