
[00:00:00.000 --> 00:00:05.000]  丁子門,大家好,很開心在這裡跟大家一起有一個分享
[00:00:05.000 --> 00:00:09.000]  我想我們一個人的禱告,安靜我們自己在神的面前,好不好?
[00:00:09.000 --> 00:00:16.000]  天父求祢和我們同在,讓我們有一個能夠謙卑的心去迎見祢
[00:00:16.000 --> 00:00:20.000]  在我們崇拜的時候,我們能夠仰望祢
[00:00:20.000 --> 00:00:27.000]  有求上帝這個說話改變我們,讓我們能夠在生活上跟隨祢
[00:00:27.000 --> 00:00:30.000]  我們祈禱奉耶穌的名強,阿們
[00:00:30.000 --> 00:00:34.000]  大家剛才也看到這一段是聖經的經文
[00:00:34.000 --> 00:00:39.000]  我也建議大家一直打開你的程序
[00:00:39.000 --> 00:00:43.000]  稍後我也會有一個不同的版本跟大家分享
[00:00:43.000 --> 00:00:47.000]  如果你只看《亞國書第五章》開頭這一段
[00:00:47.000 --> 00:00:51.000]  你可能覺得《亞國》真的好像不太好露屁
[00:00:51.000 --> 00:00:56.000]  整段都要罵人,那究竟《亞國》是不是仇富呢?
[00:00:56.000 --> 00:00:59.000]  或者我們先了解一下當時的世界
[00:00:59.000 --> 00:01:02.000]  我相信大家在香港就很明白
[00:01:02.000 --> 00:01:06.000]  如果我問你,什麼是最值錢的資源呢?
[00:01:06.000 --> 00:01:08.000]  你會怎樣回答?
[00:01:08.000 --> 00:01:17.000]  樓!沒錯,樓!樓是建在什麼地方?土地!
[00:01:17.000 --> 00:01:20.000]  其實在今時今日的香港
[00:01:20.000 --> 00:01:24.000]  如果我們說寸金尺土,其實已經歐了
[00:01:24.000 --> 00:01:28.000]  現在這個世界是寸金買不到寸土的
[00:01:28.000 --> 00:01:31.000]  如果你用一塊土地的時候
[00:01:31.000 --> 00:01:34.000]  你更加可以捏住很多人的生計
[00:01:34.000 --> 00:01:37.000]  有地產就有霸權
[00:01:37.000 --> 00:01:40.000]  英文這個字很精彩,land lord
[00:01:40.000 --> 00:01:42.000]  有land就是lord
[00:01:42.000 --> 00:01:45.000]  其實古代也一樣
[00:01:45.000 --> 00:01:48.000]  擁有土地,你就有源源不絕的收益
[00:01:48.000 --> 00:01:52.000]  雖然在當時猶太的律法
[00:01:52.000 --> 00:01:57.000]  是為了保障每一個家庭擁有土地為生
[00:01:57.000 --> 00:02:00.000]  規定農地是不可以買賣的
[00:02:00.000 --> 00:02:06.000]  但是農民的土地仍然是可以合法地被消失的
[00:02:06.000 --> 00:02:11.000]  首先執政者有權去充公土地
[00:02:11.000 --> 00:02:14.000]  希律家族作為統治者
[00:02:14.000 --> 00:02:17.000]  就是利用這種特權
[00:02:17.000 --> 00:02:21.000]  去擁有龐大的土地
[00:02:21.000 --> 00:02:24.000]  稱為皇室土地
[00:02:24.000 --> 00:02:29.000]  甚至為了拉攏當時在社會上的精英
[00:02:29.000 --> 00:02:34.000]  就將這些土地賜給他們的支持者
[00:02:34.000 --> 00:02:39.000]  所以很多土地都落入了統治集團
[00:02:39.000 --> 00:02:43.000]  有拉攏的一些圍內人的手裏面
[00:02:43.000 --> 00:02:46.000]  這些就是社會上的權貴
[00:02:46.000 --> 00:02:49.000]  另一種情況就是沒收
[00:02:49.000 --> 00:02:52.000]  雖然土地不可以賣賣
[00:02:52.000 --> 00:02:55.000]  但是可以借貸的時候做抵押
[00:02:55.000 --> 00:02:58.000]  當農民用土地作為抵押
[00:02:58.000 --> 00:03:01.000]  而還不了債的時候怎麼辦呢
[00:03:01.000 --> 00:03:05.000]  土地就很自然被依法沒收
[00:03:05.000 --> 00:03:08.000]  失去了土地的農民
[00:03:08.000 --> 00:03:11.000]  他只能夠幫新地主打工
[00:03:11.000 --> 00:03:13.000]  讓人去勞役
[00:03:13.000 --> 00:03:17.000]  我就問哪些人有能力去放債
[00:03:17.000 --> 00:03:20.000]  其實他們就是這些有錢人
[00:03:20.000 --> 00:03:23.000]  換言之當經濟越是不好
[00:03:23.000 --> 00:03:28.000]  越是多土地就會轉移到這些有錢人的手上
[00:03:28.000 --> 00:03:32.000]  這就造成了有錢的就越有錢
[00:03:32.000 --> 00:03:36.000]  窮的就越窮的惡性循環
[00:03:36.000 --> 00:03:39.000]  其實不單止社會上的權貴
[00:03:39.000 --> 00:03:45.000]  甚至宗教領袖都一樣是蛇鼠一窩
[00:03:45.000 --> 00:03:49.000]  因為自從公元六年的時候
[00:03:49.000 --> 00:03:54.000]  希律阿基魯王被羅馬皇帝廢了
[00:03:54.000 --> 00:03:57.000]  羅馬政府就將耶路撒冷的管治權
[00:03:57.000 --> 00:04:00.000]  移交給聖殿當局
[00:04:00.000 --> 00:04:04.000]  而聖殿在耶穌的年代已經取代了
[00:04:04.000 --> 00:04:09.000]  希律家族成為了耶路撒冷的實際統治者
[00:04:09.000 --> 00:04:13.000]  聖殿不再是純粹敬拜神的地方
[00:04:13.000 --> 00:04:15.000]  其實很恐怖的
[00:04:15.000 --> 00:04:19.000]  當宗教一旦與政治的權力
[00:04:19.000 --> 00:04:23.000]  經濟的利益掛鉤的時候
[00:04:23.000 --> 00:04:27.000]  很多不公義、不道德的事情
[00:04:27.000 --> 00:04:32.000]  都可以用神聖宗教的包裝
[00:04:32.000 --> 00:04:37.000]  去變得合法化、神聖化
[00:04:37.000 --> 00:04:40.000]  甚至制度化
[00:04:40.000 --> 00:04:44.000]  用聖殿的神聖地位去鞏固自己的特權
[00:04:44.000 --> 00:04:48.000]  謀取利益是神所憤怒的
[00:04:48.000 --> 00:04:50.000]  所以你要明白為什麼
[00:04:50.000 --> 00:04:53.000]  耶穌當時要大發雷霆的潔淨聖殿
[00:04:53.000 --> 00:04:59.000]  就說這些人將萬國禱告的聖殿變成賊窩
[00:04:59.000 --> 00:05:05.000]  其實神是監察全地、監察人心的神
[00:05:05.000 --> 00:05:09.000]  聖經對於不公不義的社會
[00:05:09.000 --> 00:05:13.000]  從來不會坐視不理、側側膊蕩看不到
[00:05:13.000 --> 00:05:15.000]  從舊約到新約
[00:05:15.000 --> 00:05:17.000]  聖經都是嚴厲地
[00:05:17.000 --> 00:05:23.000]  去譴責那些欺壓辜負、弱勢、困苦人的權貴
[00:05:23.000 --> 00:05:29.000]  更加宣告上帝審判的日子會來臨
[00:05:29.000 --> 00:05:33.000]  為了被欺壓的人去伸冤、譴明神的公義
[00:05:33.000 --> 00:05:37.000]  今天這段經文一字六字
[00:05:37.000 --> 00:05:41.000]  就是雅閣對當時欺壓百姓的權貴
[00:05:41.000 --> 00:05:45.000]  提出一些嚴厲的指控和警告
[00:05:45.000 --> 00:05:47.000]  大家在看聖經的時候
[00:05:47.000 --> 00:05:49.000]  會看到一落筆是什麼呢?
[00:05:49.000 --> 00:05:51.000]  「注意,你們這些富足的人
[00:05:51.000 --> 00:05:55.000]  為了將臨來到你們身上的災難哭泣浩圖」
[00:05:55.000 --> 00:05:58.000]  「開始」其實「注意」這個字也挺難翻譯的
[00:05:58.000 --> 00:06:00.000]  如果你看和合本和其他合本
[00:06:00.000 --> 00:06:02.000]  又不同翻譯法
[00:06:02.000 --> 00:06:03.000]  如果用廣東話翻譯
[00:06:03.000 --> 00:06:05.000]  我相信在這個處境之下
[00:06:05.000 --> 00:06:07.000]  可能是說「小心啊」
[00:06:07.000 --> 00:06:09.000]  可能更加「堵辱」
[00:06:09.000 --> 00:06:11.000]  無論怎樣翻譯也好
[00:06:11.000 --> 00:06:14.000]  「一開始」始終是一個警告
[00:06:14.000 --> 00:06:16.000]  「矛頭」指的是哪些人?
[00:06:16.000 --> 00:06:19.000]  就是你們這些富足的人
[00:06:19.000 --> 00:06:22.000]  「浩圖」這個字很有意思
[00:06:22.000 --> 00:06:27.000]  這個字特別形容一些面臨死刑、宣判、死囚
[00:06:27.000 --> 00:06:32.000]  死到臨頭的那種驚慌和恐慌
[00:06:32.000 --> 00:06:35.000]  「我警告這些富足的人」
[00:06:35.000 --> 00:06:39.000]  「你們這些富足的人」
[00:06:39.000 --> 00:06:41.000]  「你們死到臨頭」
[00:06:41.000 --> 00:06:44.000]  「你們應該浩圖大哭」
[00:06:44.000 --> 00:06:50.000]  「注意,我不是警告所有的富足人」
[00:06:50.000 --> 00:06:53.000]  「他們不是憎人富貴」
[00:06:53.000 --> 00:06:57.000]  「他們是警告你們這些有特別的指向」
[00:06:57.000 --> 00:06:59.000]  「你們這些富足的人」
[00:06:59.000 --> 00:07:04.000]  是哪些人呢?就是下面第二到第六節所描述的那些人
[00:07:04.000 --> 00:07:07.000]  是特別針對這種的人
[00:07:07.000 --> 00:07:13.000]  以下我為了方便,不想再慢慢解釋這些譯本
[00:07:13.000 --> 00:07:16.000]  我會用新漢語譯本跟大家分享
[00:07:16.000 --> 00:07:21.000]  第二、第三節一落筆就說什麼呢?
[00:07:21.000 --> 00:07:22.000]  「你們這些人」
[00:07:22.000 --> 00:07:23.000]  「你們的財物腐爛」
[00:07:23.000 --> 00:07:25.000]  「你們的衣服被蟲子蛀」
[00:07:25.000 --> 00:07:27.000]  「你們的金銀都生了手」
[00:07:27.000 --> 00:07:30.000]  很多時候,我們記憶圖一看到這些論述
[00:07:30.000 --> 00:07:32.000]  就很容易自動跳制
[00:07:32.000 --> 00:07:34.000]  立即套合公式
[00:07:34.000 --> 00:07:36.000]  是,聖經不斷教導我們
[00:07:36.000 --> 00:07:38.000]  地上的財寶是不可靠的
[00:07:38.000 --> 00:07:40.000]  於是乎我們要積財寶在天
[00:07:40.000 --> 00:07:43.000]  沒錯,耶穌這樣教導我們
[00:07:43.000 --> 00:07:45.000]  但是,不要捉錯路
[00:07:45.000 --> 00:07:47.000]  我這裡不是說這個重點
[00:07:47.000 --> 00:07:51.000]  他說要指控你們這些富足的人是誰呢?
[00:07:51.000 --> 00:07:55.000]  「擁有財物、衣服、金銀」
[00:07:55.000 --> 00:07:58.000]  「是多到」什麼呢?
[00:07:58.000 --> 00:08:01.000]  「是多到已經爛了」
[00:08:01.000 --> 00:08:04.000]  「被蟲蛀了,生了手」
[00:08:04.000 --> 00:08:06.000]  根本就用不著
[00:08:06.000 --> 00:08:09.000]  遠遠超過實際上的需要
[00:08:09.000 --> 00:08:12.000]  但是,還要去死活
[00:08:12.000 --> 00:08:15.000]  還要霸佔這些過多的資源
[00:08:15.000 --> 00:08:17.000]  寧願浪費
[00:08:17.000 --> 00:08:20.000]  這些是不是罪惡?
[00:08:20.000 --> 00:08:25.000]  他說,「這些手要成為指控你們的罪證」
[00:08:25.000 --> 00:08:26.000]  這是證據
[00:08:26.000 --> 00:08:28.000]  「你們腐爛了的財物」
[00:08:28.000 --> 00:08:30.000]  「被蟲蛀了的衣服」
[00:08:30.000 --> 00:08:32.000]  「生了手的金銀」
[00:08:32.000 --> 00:08:35.000]  「就是你們壟斷財富」
[00:08:35.000 --> 00:08:37.000]  「浪費資源」
[00:08:37.000 --> 00:08:42.000]  「搜刮別人的財富的罪證」
[00:08:42.000 --> 00:08:45.000]  「要像火一樣」
[00:08:45.000 --> 00:08:48.000]  「吞下你們的肉」
[00:08:48.000 --> 00:08:51.000]  是一幅審判的圖畫
[00:08:51.000 --> 00:08:53.000]  是把第一節所說的
[00:08:53.000 --> 00:08:55.000]  「有災難臨到你們的災難」
[00:08:55.000 --> 00:08:57.000]  更加具體化
[00:08:57.000 --> 00:08:59.000]  但是更加諷刺的是什麼呢?
[00:08:59.000 --> 00:09:02.000]  這些人,雖然大難臨頭
[00:09:02.000 --> 00:09:04.000]  但是他們還不會死
[00:09:04.000 --> 00:09:07.000]  還要積聚財寶
[00:09:07.000 --> 00:09:09.000]  在抹黑日子裡也要這樣做
[00:09:09.000 --> 00:09:11.000]  他們積聚財寶
[00:09:11.000 --> 00:09:14.000]  同時是累積上帝的憤怒
[00:09:14.000 --> 00:09:16.000]  第四到第六節
[00:09:16.000 --> 00:09:20.000]  繼續說這些人的罪狀
[00:09:20.000 --> 00:09:22.000]  第四節是說他們
[00:09:22.000 --> 00:09:26.000]  「黑扣工人的工資」
[00:09:26.000 --> 00:09:28.000]  雖然這些權貴
[00:09:28.000 --> 00:09:31.000]  坐擁豐厚的身家
[00:09:31.000 --> 00:09:33.000]  但是仍然貪得無厭
[00:09:33.000 --> 00:09:35.000]  他們不理會別人的死活
[00:09:35.000 --> 00:09:39.000]  還要「黑扣工人的工資」賺到盡
[00:09:39.000 --> 00:09:41.000]  第五節
[00:09:41.000 --> 00:09:44.000]  就是說他們窮奢極恥的生活
[00:09:44.000 --> 00:09:46.000]  「生活放縱」
[00:09:46.000 --> 00:09:50.000]  「將自己養肥」
[00:09:50.000 --> 00:09:52.000]  這不是說
[00:09:52.000 --> 00:09:54.000]  「吃得好好」這麼簡單
[00:09:54.000 --> 00:09:57.000]  是說一種生活方式
[00:09:57.000 --> 00:09:59.000]  是無道的揮霍
[00:09:59.000 --> 00:10:01.000]  還有「將自己養肥」
[00:10:01.000 --> 00:10:04.000]  其實是剝削自肥的罪證
[00:10:04.000 --> 00:10:06.000]  是不是?
[00:10:06.000 --> 00:10:08.000]  第六節更令人害怕
[00:10:08.000 --> 00:10:10.000]  他們「定義人的罪」
[00:10:10.000 --> 00:10:14.000]  他們有權操控法律
[00:10:14.000 --> 00:10:16.000]  他們利用法律的司法系統
[00:10:16.000 --> 00:10:19.000]  去扭曲是非
[00:10:19.000 --> 00:10:21.000]  去剷除一些
[00:10:21.000 --> 00:10:23.000]  指控他們不義的人
[00:10:23.000 --> 00:10:25.000]  阻礙他們發達的人
[00:10:25.000 --> 00:10:28.000]  他們將「義人」定罪
[00:10:28.000 --> 00:10:32.000]  殺害「義人」變成合法
