
[00:00:00.000 --> 00:00:01.820]  今天我們一起去看這段經文
[00:00:01.820 --> 00:00:04.660]  耶穌基督在這段經文裡
[00:00:04.660 --> 00:00:07.660]  《盧家福音》十四章一至十四節
[00:00:07.660 --> 00:00:10.540]  有一班很驕傲的法律才人
[00:00:10.540 --> 00:00:13.860]  很想要別人稱讚這班人的生命
[00:00:13.860 --> 00:00:15.000]  我們來看看他們怎樣
[00:00:15.000 --> 00:00:18.160]  然後耶穌怎樣用祂的教導
[00:00:18.160 --> 00:00:21.440]  希望幫助他們走回正路
[00:00:21.440 --> 00:00:24.340]  這給我們很多的提醒
[00:00:24.340 --> 00:00:25.660]  在這段經文之前
[00:00:25.660 --> 00:00:27.760]  其實主耶穌已經很緊張
[00:00:27.760 --> 00:00:29.460]  很多時候我們看到
[00:00:29.460 --> 00:00:32.060]  祂要叫人們快點回轉
[00:00:32.060 --> 00:00:34.440]  祂曾經說過特別對宗教領袖
[00:00:34.440 --> 00:00:37.040]  我多次呼召你們
[00:00:37.040 --> 00:00:39.460]  希望招聚你們
[00:00:39.460 --> 00:00:41.200]  但是你們不願意
[00:00:41.200 --> 00:00:43.100]  並且主耶穌警告
[00:00:43.100 --> 00:00:45.980]  其實神的審判快要來到
[00:00:45.980 --> 00:00:48.760]  所以我們這段經文也看到
[00:00:48.760 --> 00:00:53.540]  主耶穌基督雖然面對很多難阻
[00:00:53.540 --> 00:00:59.040]  但祂仍然對這些法律才人有教導的工作
[00:00:59.040 --> 00:01:00.360]  或者我們看看這段經文
[00:01:00.360 --> 00:01:03.200]  首先我們看第一節到第六節
[00:01:03.200 --> 00:01:05.300]  就是我們看到主耶穌
[00:01:05.300 --> 00:01:08.100]  做了一個滿有憐憫的「依」字
[00:01:08.100 --> 00:01:09.800]  或者這段經文的背景
[00:01:09.800 --> 00:01:12.800]  我們首先看第一第二節
[00:01:12.800 --> 00:01:14.040]  這個說
[00:01:14.040 --> 00:01:18.900]  「安息日 耶穌到一個法律才人的領袖家裡吃飯」
[00:01:18.900 --> 00:01:20.600]  這是其中一個
[00:01:20.600 --> 00:01:22.500]  就請他們吃飯
[00:01:22.500 --> 00:01:25.140]  「他們就窺探他
[00:01:25.140 --> 00:01:32.760]  這時在他面前有一個患水腫病的人」
[00:01:32.760 --> 00:01:34.760]  這就是背景開始的時候
[00:01:34.760 --> 00:01:36.160]  我們知道法律才人
[00:01:36.160 --> 00:01:39.900]  他們表面上是很謹守神的律法
[00:01:39.900 --> 00:01:41.060]  很遵守神的律法
[00:01:41.060 --> 00:01:42.420]  很敬畏神
[00:01:42.420 --> 00:01:44.300]  但是他們加了很多
[00:01:44.300 --> 00:01:46.600]  是一些傳統的規例在裡面
[00:01:46.600 --> 00:01:50.940]  超出了聖經律法本來所說的東西
[00:01:50.940 --> 00:01:53.220]  這些是根據人的遺傳
[00:01:53.220 --> 00:01:57.360]  但是主耶穌經常去挑戰這些人的遺傳
[00:01:57.360 --> 00:02:01.260]  譬如之前的蝙蝠
[00:02:01.260 --> 00:02:02.560]  在《路加福音》
[00:02:02.560 --> 00:02:06.160]  說到又有一個法律才人請他去吃飯
[00:02:06.160 --> 00:02:07.860]  他就一直留意
[00:02:07.860 --> 00:02:09.220]  原來耶穌沒有洗手
[00:02:09.220 --> 00:02:10.760]  沒有跟著他的洗手
[00:02:10.760 --> 00:02:12.560]  不是我們今天好像那些衛生那些
[00:02:12.560 --> 00:02:14.060]  而是他要潔淨
[00:02:14.060 --> 00:02:16.260]  有些禮儀特別要做的
[00:02:16.260 --> 00:02:18.060]  主耶穌沒有這樣做
[00:02:18.060 --> 00:02:19.220]  他們就很詫異
[00:02:19.220 --> 00:02:20.660]  聖經就說他們很詫異
[00:02:20.660 --> 00:02:22.160]  這幫法律才人
[00:02:22.160 --> 00:02:26.700]  耶穌基督就說
[00:02:26.700 --> 00:02:29.160]  你洗乾淨外面的東西
[00:02:29.160 --> 00:02:34.620]  但是你裡面藏了很多貪婪和邪惡
[00:02:34.620 --> 00:02:35.700]  沒有什麼好處
[00:02:35.700 --> 00:02:36.860]  祂說唯有
[00:02:36.860 --> 00:02:38.060]  祂會給一個比喻
[00:02:38.060 --> 00:02:41.100]  如果杯盤洗了裡面的時候
[00:02:41.100 --> 00:02:43.160]  所有都乾淨
[00:02:43.160 --> 00:02:44.860]  耶穌已經屢屢這樣去說
[00:02:44.860 --> 00:02:50.000]  但是這幫人反而越來越對耶穌基督敵視
[00:02:50.000 --> 00:02:52.360]  來到這裡的時候我們會看到
[00:02:52.360 --> 00:02:53.520]  在安息日裡面
[00:02:53.520 --> 00:02:57.660]  又有一個法律才人請他
[00:02:57.660 --> 00:03:01.300]  在其中一個領袖的家裡面去吃飯
[00:03:01.300 --> 00:03:01.960]  我們會看到
[00:03:01.960 --> 00:03:06.420]  但是他們就窺探他
[00:03:06.420 --> 00:03:08.560]  窺探的意思就是說
[00:03:08.560 --> 00:03:09.960]  是暗地裡
[00:03:09.960 --> 00:03:11.460]  我不和你出聲的
[00:03:11.460 --> 00:03:13.660]  總之就一直看著你
[00:03:13.660 --> 00:03:15.020]  如果有什麼出錯
[00:03:15.020 --> 00:03:17.300]  就來控告我這樣
[00:03:17.300 --> 00:03:19.800]  有這樣的一個場面
[00:03:19.800 --> 00:03:21.520]  然後接著就說
[00:03:21.520 --> 00:03:23.200]  經文就提到
[00:03:23.200 --> 00:03:24.860]  突然間一個人物出現了
[00:03:24.860 --> 00:03:26.600]  原文裡面的「看」
[00:03:26.600 --> 00:03:28.100]  就是說
[00:03:28.100 --> 00:03:29.260]  特別留意
[00:03:29.260 --> 00:03:33.320]  這個人物出現會引起更多的張力
[00:03:33.320 --> 00:03:35.320]  這裡就說
[00:03:35.320 --> 00:03:39.220]  這時在他面前有一個患水腫的病人
[00:03:39.220 --> 00:03:41.320]  來到這裡當中
[00:03:41.320 --> 00:03:44.460]  你會發覺什麼叫患水腫呢?
[00:03:44.460 --> 00:03:46.420]  患水腫本身不是一個病來的
[00:03:46.420 --> 00:03:47.420]  是一個病徵來的
[00:03:47.420 --> 00:03:50.220]  你會不會看到一些患病的人
[00:03:50.220 --> 00:03:53.120]  其實他身體的機能裡面
[00:03:53.120 --> 00:03:56.220]  內裡面有些器官有些問題
[00:03:56.220 --> 00:03:57.720]  譬如心臟
[00:03:57.720 --> 00:04:01.760]  或者腎裡面失去了它的功能的時候
[00:04:01.760 --> 00:04:02.900]  他有水腫
[00:04:02.900 --> 00:04:04.800]  其實這種病人很慘的
[00:04:04.800 --> 00:04:08.520]  你看他的皮膚要脹得很緊
[00:04:08.520 --> 00:04:11.000]  其實是很辛苦的
[00:04:11.000 --> 00:04:12.100]  就是一個這樣的病人
[00:04:12.100 --> 00:04:16.020]  就擺在這幫現殖的前面
[00:04:16.020 --> 00:04:17.900]  這個現殖在安息日
[00:04:17.900 --> 00:04:24.120]  大概應該是一個比較盛大一點的現殖
[00:04:24.120 --> 00:04:29.520]  以致有些人這些社交禮儀
[00:04:29.520 --> 00:04:31.700]  其他人可以進來都可以
[00:04:31.700 --> 00:04:33.020]  譬如在第七章《路過福音》
[00:04:33.020 --> 00:04:36.000]  我們看到有一個婦女進去一個宴會當中
[00:04:36.000 --> 00:04:38.660]  這個人物他患了這樣的病
[00:04:38.660 --> 00:04:40.360]  可能他去到他都不知道怎樣
[00:04:40.360 --> 00:04:42.520]  可能正在找一些幫助也不一定
[00:04:42.520 --> 00:04:46.500]  在一個很需要人的幫助的一個地方
[00:04:46.500 --> 00:04:49.360]  他希望會不會他的問題
[00:04:49.360 --> 00:04:51.260]  可以得到一些的舒緩
[00:04:51.260 --> 00:04:55.120]  可能是這樣的處境也不一定
[00:04:55.120 --> 00:04:56.000]  但是你想一下
[00:04:56.000 --> 00:04:58.300]  耶穌基督對這幫法理賽人
[00:04:58.300 --> 00:05:01.860]  已經有一個張力在裡面
[00:05:01.860 --> 00:05:04.360]  這個人的出現更加是帶來
[00:05:04.360 --> 00:05:06.660]  耶穌基督和法理賽人對立的張力
[00:05:06.660 --> 00:05:10.360]  因為這個是安息日
[00:05:10.360 --> 00:05:13.060]  猶太人就覺得當時的領袖
[00:05:13.060 --> 00:05:14.260]  安息日不可以治病
[00:05:14.260 --> 00:05:17.160]  如果我們看到之前 我們都知道
[00:05:17.160 --> 00:05:21.460]  其實安息日是神叫人放下他日常的工作
[00:05:21.460 --> 00:05:26.700]  讓人有安舒享受或者讚美神的創造
[00:05:26.700 --> 00:05:27.660]  如果我們看到安息日
[00:05:27.660 --> 00:05:28.660]  還有一個意義就是
[00:05:28.660 --> 00:05:36.360]  以色列人曾經被神從黑暗的埃及圍爐之地拯救出來
[00:05:36.360 --> 00:05:38.820]  也是叫他們守了安息日
[00:05:38.820 --> 00:05:42.060]  能夠從圍爐之地進入去安舒
[00:05:42.060 --> 00:05:44.760]  能夠不受再捆綁有自由
[00:05:44.760 --> 00:05:49.060]  是一個這樣的紀念日子
[00:05:49.060 --> 00:05:50.820]  紀念神的美善
[00:05:50.820 --> 00:05:52.360]  並且人得到安舒
