
[00:00:00.000 --> 00:00:04.480]  你覺得我們人類是越來越聰明還是越來越蠢呢?
[00:00:04.480 --> 00:00:07.520]  我們人類是越來越聰明還是越來越笨呢?
[00:00:07.520 --> 00:00:09.400]  在我小時候的年代
[00:00:09.400 --> 00:00:10.520]  在我小的時候呢
[00:00:10.520 --> 00:00:12.680]  很多老人家都是不識字的
[00:00:12.680 --> 00:00:15.000]  許多老人家都不會識字
[00:00:15.000 --> 00:00:17.400]  那就不是很出奇而已
[00:00:17.400 --> 00:00:18.680]  那也不是很奇怪
[00:00:18.680 --> 00:00:22.080]  我經常都會幫他們寫信回鄉下的
[00:00:22.080 --> 00:00:26.080]  我經常幫他們寫信回鄉下
[00:00:26.080 --> 00:00:27.920]  其實我的中文也是一般般的
[00:00:27.920 --> 00:00:29.400]  其實我的中文也不是很好的
[00:00:29.400 --> 00:00:31.400]  因為我讀英文學校
[00:00:31.400 --> 00:00:33.200]  因為我唸的是英文學校
[00:00:33.200 --> 00:00:35.560]  但是我雖然一般般
[00:00:35.560 --> 00:00:37.480]  但我起碼會識幾個字
[00:00:37.480 --> 00:00:38.400]  雖然不是很好
[00:00:38.400 --> 00:00:40.080]  但是我還懂幾個字
[00:00:40.080 --> 00:00:42.640]  那些老人家讀一句我就寫一句
[00:00:42.640 --> 00:00:45.560]  那些老人家讀一句我就寫一句
[00:00:45.560 --> 00:00:48.440]  寫到不識那個字我就漏空他
[00:00:48.440 --> 00:00:51.080]  寫到不會的字我就空著
[00:00:51.080 --> 00:00:53.000]  但今天很少人不識字了
[00:00:53.000 --> 00:00:54.840]  今天很少人是不會字
[00:00:54.840 --> 00:00:56.480]  但原來不是的
[00:00:56.480 --> 00:00:58.520]  原來很多人雖然識字
[00:00:58.520 --> 00:01:02.440]  但是聽過一個統計學說過
[00:01:02.440 --> 00:01:04.480]  原來那些人會寫字
[00:01:04.480 --> 00:01:06.400]  但是根據寵具學
[00:01:06.400 --> 00:01:07.760]  英國其實有五個人
[00:01:07.760 --> 00:01:10.120]  有一個人他識字
[00:01:10.120 --> 00:01:12.040]  認字是不達標準的
[00:01:12.040 --> 00:01:14.240]  英國五個人原來有一個人
[00:01:14.240 --> 00:01:17.240]  是他們的認字是不達標準的
[00:01:17.240 --> 00:01:18.000]  但無論如何
[00:01:18.000 --> 00:01:20.800]  今天我們的知識一定是比上一代好
[00:01:20.800 --> 00:01:21.440]  無論如何
[00:01:21.440 --> 00:01:23.920]  我們今天的知識一定是比上一代好
[00:01:23.920 --> 00:01:26.720]  尤其是今天我們在一個
[00:01:26.720 --> 00:01:29.040]  資訊科技發達的時代
[00:01:29.040 --> 00:01:31.680]  尤其是我們在資訊發達的時代裡面
[00:01:31.680 --> 00:01:35.040]  我們可以說知識是爆棚
[00:01:35.040 --> 00:01:37.760]  我們可以說知識是很厲害的
[00:01:37.760 --> 00:01:40.960]  但是如果大家想找一些
[00:01:40.960 --> 00:01:42.880]  參考找一些知識呢
[00:01:42.880 --> 00:01:45.480]  如果大家想要一些知識的話
[00:01:45.480 --> 00:01:48.240]  我們一上網去Google查一下就知道了
[00:01:48.240 --> 00:01:49.760]  我們上網就是
[00:01:49.760 --> 00:01:51.160]  閱覽一下就知道了
[00:01:51.160 --> 00:01:53.760]  又有Wikipedia
[00:01:53.760 --> 00:01:55.120]  還有那個維基百科
[00:01:55.120 --> 00:01:57.120]  是一個維基百科是不是?
[00:01:57.120 --> 00:01:58.080]  是維基百科
[00:01:58.080 --> 00:02:02.400]  以前我很想有一套叫做百科傳書的
[00:02:02.400 --> 00:02:05.960]  我以前是很想有一套叫做百科傳書
[00:02:05.960 --> 00:02:08.200]  有一個叫做大英百科傳書聽過沒有?
[00:02:08.200 --> 00:02:10.000]  那個叫做大英百科傳書
[00:02:10.000 --> 00:02:11.920]  那套書很漂亮的
[00:02:11.920 --> 00:02:13.280]  那一套書是很漂亮的
[00:02:13.280 --> 00:02:15.080]  有十幾二十本的
[00:02:15.080 --> 00:02:16.080]  有十多二十本
[00:02:16.080 --> 00:02:17.840]  全部都是硬皮書
[00:02:17.840 --> 00:02:19.040]  都是硬皮版
[00:02:19.040 --> 00:02:20.240]  很厚的
[00:02:20.240 --> 00:02:20.800]  很厚的一本
[00:02:20.800 --> 00:02:25.360]  供應為標準百科傳書的標準
[00:02:25.360 --> 00:02:28.080]  它是供應為標準的百科傳書
[00:02:28.080 --> 00:02:30.120]  但是很貴
[00:02:30.120 --> 00:02:31.200]  但是它這個是很貴的
[00:02:31.200 --> 00:02:33.320]  私人很少會擁有的
[00:02:33.320 --> 00:02:34.600]  如果私人是很少擁有
[00:02:34.600 --> 00:02:37.560]  因為當時是要幾個月人工才可以買到
[00:02:37.560 --> 00:02:41.360]  因為當時要幾個月的工錢才可以買得到
[00:02:41.360 --> 00:02:44.720]  但是似乎所有的知識都在裡面了
[00:02:44.720 --> 00:02:47.240]  但似乎所有的知識都是在裡面
[00:02:47.240 --> 00:02:49.080]  但一個最大的問題是什麼呢?
[00:02:49.080 --> 00:02:50.520]  但有一個最大的問題
[00:02:50.520 --> 00:02:53.400]  就是會過時的知識
[00:02:53.400 --> 00:02:55.120]  它的知識會過時
[00:02:55.120 --> 00:02:58.840]  有些今天真理認為是一定對的
[00:02:58.840 --> 00:03:00.600]  可能遲些就會被人推翻了
[00:03:00.600 --> 00:03:03.640]  就是有些今天認為是真理一定是對的
[00:03:03.640 --> 00:03:06.760]  就是以後會被人催返
[00:03:06.760 --> 00:03:09.520]  過去的理論以為是絕對的
[00:03:09.520 --> 00:03:11.000]  現在已經不是絕對了
[00:03:11.000 --> 00:03:13.320]  過去的理論是以為是絕對的
[00:03:13.320 --> 00:03:14.640]  現在已經不是絕對了
[00:03:14.640 --> 00:03:16.120]  今天不同了
[00:03:16.120 --> 00:03:17.120]  今天不一樣了
[00:03:17.120 --> 00:03:21.360]  今天我們每一個人的手機已經是一套百科全書
[00:03:21.360 --> 00:03:25.640]  今天我們每手上的一部手機已經是百科全書了
[00:03:25.640 --> 00:03:27.240]  但有一個很大的問題
[00:03:27.240 --> 00:03:28.440]  但它有一個很大的問題
[00:03:28.440 --> 00:03:30.200]  有些資料是不正確的
[00:03:30.200 --> 00:03:31.640]  有些資料是不正確的
[00:03:31.640 --> 00:03:33.040]  有些資料是假的
[00:03:33.040 --> 00:03:34.320]  有些資料是假的
[00:03:34.320 --> 00:03:38.320]  所以今天我們怎樣能夠分辨哪些資料是真哪些資料是假呢?
[00:03:38.320 --> 00:03:41.640]  所以我們今天怎樣分辨哪些資料是真還是假呢?
[00:03:41.640 --> 00:03:43.840]  這個要很大的智慧才可以做到
[00:03:43.840 --> 00:03:45.280]  那需要很大的智慧
[00:03:45.280 --> 00:03:49.280]  我們很多時候以為印出來的東西一定是對的
[00:03:49.280 --> 00:03:51.840]  許多時候我們以為印出來的東西一定是對的
[00:03:51.840 --> 00:03:54.360]  上網的東西不會是假的
[00:03:54.360 --> 00:03:56.040]  可以上網一定不是假的
[00:03:56.040 --> 00:03:59.240]  以前我們說白紙黑字寫出來一定是對的
[00:03:59.240 --> 00:04:03.960]  以前我們說白紙黑字寫出來就一定是對的
[00:04:03.960 --> 00:04:05.440]  但以前就是
[00:04:05.440 --> 00:04:07.760]  以前是我初出來工作的時候
[00:04:07.760 --> 00:04:08.840]  我剛出來工作的時候
[00:04:08.840 --> 00:04:12.120]  我都參加了很多學術的研究
[00:04:12.120 --> 00:04:14.200]  我參加了許多學術的研究
[00:04:14.200 --> 00:04:16.680]  那時候都是用自己的時間去做的
[00:04:16.680 --> 00:04:18.520]  那時候是用自己的時間去做的
[00:04:18.520 --> 00:04:21.480]  那時候是用自己的時間去做的 但現在年輕的時候覺得時間多了一點
[00:04:21.480 --> 00:04:25.000]  不知道為什麼覺得以前年輕的時候時間特別多
[00:04:25.000 --> 00:04:27.560]  是不是年紀大了覺得時間好像不夠用
[00:04:27.560 --> 00:04:29.880]  現在年紀大了就覺得時間不夠
[00:04:29.880 --> 00:04:32.680]  那時候我做了很多醫學的研究
[00:04:32.680 --> 00:04:34.280]  以前做一些醫學研究
[00:04:34.280 --> 00:04:38.080]  要在醫學雜誌發表一些文章呢?
[00:04:38.080 --> 00:04:40.040]  要在醫學雜誌發表一些文章
[00:04:40.040 --> 00:04:41.560]  是不容易的
[00:04:41.560 --> 00:04:42.600]  那不是一定容易的
[00:04:42.600 --> 00:04:45.000]  首先你寫的東西要有創意
[00:04:45.000 --> 00:04:46.520]  首先你寫的東西要有創意
[00:04:46.520 --> 00:04:52.200]  或者你做的實驗是要有很多人參與的
[00:04:52.200 --> 00:04:54.760]  因為你做的實驗要有很多人參與
[00:04:54.760 --> 00:04:58.360]  要經過很多關的
[00:04:58.360 --> 00:05:00.040]  要通過許多關
[00:05:00.040 --> 00:05:03.040]  就是你做的實驗是要經過你的 Ethics Committee
[00:05:03.040 --> 00:05:07.640]  可以說是道德上達到標才可以去做實驗
[00:05:07.640 --> 00:05:11.520]  你的實驗要道德標準達到才可以做
[00:05:11.520 --> 00:05:15.960]  又要找一些 statistician 統計學家去檢查你的數目
[00:05:15.960 --> 00:05:18.160]  是對的你才可以發表
[00:05:18.160 --> 00:05:20.080]  要從具實際的計算
[00:05:20.080 --> 00:05:21.920]  如果你是對的才可以發表
[00:05:21.920 --> 00:05:24.120]  還有一個很重要的事情就是
[00:05:24.120 --> 00:05:25.520]  還有一件更重要的事情就是
[00:05:25.520 --> 00:05:26.960]  在你發表之前
[00:05:26.960 --> 00:05:27.920]  在你發表之前
[00:05:27.920 --> 00:05:29.640]  就是那些醫學雜誌
[00:05:29.640 --> 00:05:32.760]  印你那篇論文之前
[00:05:32.760 --> 00:05:36.760]  是醫學雜誌在打印你那篇論文之前
[00:05:36.760 --> 00:05:39.520]  它一定要經過同行評審
[00:05:39.520 --> 00:05:40.680]  peer review
[00:05:40.680 --> 00:05:43.320]  它一定要通過同行評審
[00:05:43.320 --> 00:05:46.760]  就是你做這一科的東西
[00:05:46.760 --> 00:05:52.000]  找一大堆的專家來評核你這篇論文
[00:05:52.000 --> 00:05:56.280]  你讀這一科一定要從一科的專家來評論你的論文
[00:05:56.280 --> 00:05:59.640]  所以你不是說人人都可以寫一些東西
[00:05:59.640 --> 00:06:01.600]  就放上去雜誌刊登出來
[00:06:01.600 --> 00:06:05.200]  所以不是每個人寫一些東西就可以寫在雜誌上面
[00:06:05.200 --> 00:06:06.800]  報紙也是
[00:06:06.800 --> 00:06:07.560]  報紙也是這樣
[00:06:07.560 --> 00:06:09.760]  報紙裏面有編輯的
[00:06:09.760 --> 00:06:11.000]  報紙也有編輯
[00:06:11.000 --> 00:06:12.720]  每個部門有編輯
[00:06:12.720 --> 00:06:14.240]  每個部門也有編輯
[00:06:14.240 --> 00:06:17.160]  不是說寫作的記者想寫甚麼就可以了
[00:06:17.160 --> 00:06:19.640]  不是寫作的作者想要寫甚麼就可以了
[00:06:19.640 --> 00:06:22.160]  編輯要肯定他寫的東西是正確的
[00:06:22.160 --> 00:06:24.960]  編輯一定要寫的東西都是正確的
[00:06:24.960 --> 00:06:26.440]  不會毀謗人的
[00:06:26.440 --> 00:06:27.480]  不是毀謗人的
[00:06:27.480 --> 00:06:30.840]  編輯通過之後有總編輯去看一下的
[00:06:30.840 --> 00:06:34.840]  編輯還有總編輯來審查一下
[00:06:34.840 --> 00:06:36.000]  今天不是
