
[00:00:00.000 --> 00:00:01.840]  令姐妹平安
[00:00:01.840 --> 00:00:04.620]  好 多謝韋鴻今早帶我們唱了幾首
[00:00:04.620 --> 00:00:07.780]  非常有意思和很好的詩歌
[00:00:07.780 --> 00:00:10.900]  今天大年初一 我都在這裡祝福大家
[00:00:10.900 --> 00:00:15.360]  每一個人都成為一個真正有福的人
[00:00:15.360 --> 00:00:17.620]  我相信說起福
[00:00:17.620 --> 00:00:20.160]  其實每一個人都很想得到福氣的 是不是?
[00:00:20.160 --> 00:00:23.220]  而且這個福氣越多越好 是不是?
[00:00:23.220 --> 00:00:26.140]  我記得特別過去這幾年
[00:00:26.140 --> 00:00:30.620]  我們經常會有一個姐妹夫婦
[00:00:30.620 --> 00:00:32.940]  他們幫我們寫了很多福字的揮春
[00:00:32.940 --> 00:00:34.620]  我們拿出去派
[00:00:34.620 --> 00:00:36.620]  我發覺每一次走出去派的時候
[00:00:36.620 --> 00:00:40.120]  你平時派單張 可能那些人就會走開
[00:00:40.120 --> 00:00:43.660]  但是一看到 他們主動都會走過來拿的
[00:00:43.660 --> 00:00:46.700]  而且有些人拿完一張都很想問你
[00:00:46.700 --> 00:00:49.820]  要不要多給我一張 我想送給誰誰
[00:00:49.820 --> 00:00:54.420]  你可以看到 原來這個福氣是大家都很渴求的
[00:00:54.420 --> 00:00:58.020]  弟兄姊妹 不知道你又很想得到什麼福氣呢?
[00:00:58.020 --> 00:00:59.340]  我想問一下大家
[00:00:59.340 --> 00:01:03.840]  你家裡貼了什麼內容的揮春?
[00:01:03.840 --> 00:01:06.140]  福字就一個福 是不是?
[00:01:06.140 --> 00:01:08.580]  還有沒有?
[00:01:08.580 --> 00:01:12.420]  身體健康 還有沒有?
[00:01:12.420 --> 00:01:14.020]  主恩豐富
[00:01:14.020 --> 00:01:15.980]  不論我們貼什麼
[00:01:15.980 --> 00:01:17.740]  但是其實我們的寓意
[00:01:17.740 --> 00:01:20.740]  都是希望未來的一年是很好的
[00:01:20.740 --> 00:01:23.100]  特別在過去這近幾年
[00:01:23.100 --> 00:01:24.380]  整個社會的情況
[00:01:24.380 --> 00:01:28.860]  我相信很多人很希望「五谷風燈」
[00:01:28.860 --> 00:01:31.160]  「吹入平安」 是不是?
[00:01:31.160 --> 00:01:32.760]  甚至有人說「百毒不侵」
[00:01:32.760 --> 00:01:35.900]  我相信這些都是大家所渴望的
[00:01:35.900 --> 00:01:39.900]  不過今天我希望藉著這一篇的詩篇
[00:01:39.900 --> 00:01:44.260]  我們去明白怎樣才成為一個真正蒙福的人之後
[00:01:44.260 --> 00:01:46.700]  我們不需要再靠揭揮春
[00:01:46.700 --> 00:01:50.540]  更加也都不用靠大年初一的凌晨
[00:01:50.540 --> 00:01:54.260]  走去黃大仙池那裡 上頭炷香
[00:01:54.260 --> 00:01:56.460]  更加不用 不知道是不是明天
[00:01:56.460 --> 00:02:00.060]  又說去車公廟那些去轉風車
[00:02:00.060 --> 00:02:01.660]  我們不需要靠這些
[00:02:01.660 --> 00:02:03.700]  因為今天這一篇的詩篇
[00:02:03.700 --> 00:02:09.860]  已經為我們展示了那條真正蒙福的道路
[00:02:09.860 --> 00:02:11.340]  我都希望我們都知道
[00:02:11.340 --> 00:02:15.700]  原來一個真正蒙福的人是這樣的
[00:02:18.660 --> 00:02:21.420]  今天我們講的詩篇16篇
[00:02:21.420 --> 00:02:23.180]  剛才韋宏幫我們讀過
[00:02:23.180 --> 00:02:25.420]  不知道大家看這篇詩篇的時候
[00:02:25.420 --> 00:02:28.340]  你有沒有留意到一些的細字?
[00:02:28.340 --> 00:02:31.580]  它在標題上有幾個細字
[00:02:31.580 --> 00:02:34.660]  它就寫著「大衛的金絲」
[00:02:34.660 --> 00:02:37.780]  不知道你看到「金絲」這兩個字
[00:02:37.780 --> 00:02:39.100]  你覺得是什麼來的呢?
[00:02:39.100 --> 00:02:42.260]  不是那隻武師的那隻「師」字
[00:02:42.260 --> 00:02:44.140]  金色的「師」字
[00:02:44.140 --> 00:02:46.060]  原來「金絲」這兩個字
[00:02:46.060 --> 00:02:47.740]  其實很多學者都說
[00:02:47.740 --> 00:02:51.380]  不知道它真正的意思是怎麼樣的
[00:02:51.380 --> 00:02:55.940]  不過這個詞「金絲」這個詞
[00:02:55.940 --> 00:03:01.100]  它可能是源自一個解作「遮蓋」的動詞
[00:03:01.100 --> 00:03:05.900]  是用來指導人受到保護或者遮蓋
[00:03:05.900 --> 00:03:10.180]  而免受敵人的傷害這樣的詩篇
[00:03:10.180 --> 00:03:11.620]  如果大家有留意
[00:03:11.620 --> 00:03:15.860]  其實詩篇56到60篇都是叫做「金絲」的
[00:03:15.860 --> 00:03:20.940]  這幾首都是講到大衛向神祈禱
[00:03:20.940 --> 00:03:22.740]  脫離危險
[00:03:22.740 --> 00:03:25.900]  所以其實我們可以去推算
[00:03:25.900 --> 00:03:28.300]  這個詩篇16篇
[00:03:28.300 --> 00:03:32.060]  也可能是大衛在面對危難的時候
[00:03:32.060 --> 00:03:34.660]  寫成的這首詩篇
[00:03:34.660 --> 00:03:38.020]  而它的背景很有可能就是當年
[00:03:38.020 --> 00:03:41.780]  大衛他是被掃羅王追殺的時候
[00:03:41.780 --> 00:03:45.060]  所以他向神祈求保護
[00:03:45.060 --> 00:03:47.060]  表面上這首詩篇
[00:03:47.060 --> 00:03:48.060]  大家留意的時候
[00:03:48.060 --> 00:03:51.380]  第一句就說求你保守我
[00:03:51.380 --> 00:03:56.140]  表面上看大衛是向神祈求任備
[00:03:56.140 --> 00:03:58.100]  但更加深層的意思
[00:03:58.100 --> 00:04:03.500]  其實就是他表達他對上帝那份傳言的信靠
[00:04:03.500 --> 00:04:10.260]  可以說詩篇16篇是大衛和神的一個信仰的告白
[00:04:10.260 --> 00:04:15.140]  也給我們看到一個真正有福的人是怎樣的
[00:04:15.140 --> 00:04:18.020]  現在我們就來細心去看看
[00:04:18.020 --> 00:04:20.700]  一個真正有福的人是怎樣的
[00:04:20.700 --> 00:04:23.500]  首先我們留意一個真正有福的人
[00:04:23.500 --> 00:04:25.820]  他是很專一、很專注的
[00:04:25.820 --> 00:04:28.900]  他是注目在真神那裡
[00:04:28.900 --> 00:04:31.060]  我們經常都聽到人說
[00:04:31.060 --> 00:04:33.260]  拜得神多自有神庇佑
[00:04:33.260 --> 00:04:34.620]  今天早上回來講起的時候
[00:04:34.620 --> 00:04:38.140]  我清清都聽到有朋友認為
[00:04:38.140 --> 00:04:39.740]  拜得神多自有神庇佑
[00:04:39.740 --> 00:04:42.500]  不知道你同不同意這句呢?
[00:04:42.500 --> 00:04:44.860]  你贊不贊成?
[00:04:44.860 --> 00:04:47.020]  我自己就不是很同意
[00:04:47.020 --> 00:04:49.580]  因為如果你拜的是假神
[00:04:49.580 --> 00:04:51.020]  你拜多多都沒用
[00:04:51.020 --> 00:04:55.420]  你給多少燒豬、添多少香油都沒用
[00:04:55.420 --> 00:05:00.620]  你拜的神只能夠是拜真神
[00:05:00.620 --> 00:05:03.580]  否則的話是徒勞無功的
[00:05:03.580 --> 00:05:06.700]  而且羅馬書都告訴我們
[00:05:06.700 --> 00:05:10.460]  其實很多時候我們這麼多的神
[00:05:10.460 --> 00:05:13.460]  都是因為我們世人自以為聰明
[00:05:13.460 --> 00:05:16.420]  我們忘記了那位創造天地的真神
[00:05:16.420 --> 00:05:21.340]  但就用自己的人手做了很多會扭壞的
[00:05:21.340 --> 00:05:24.780]  用人飛琴走獸昆蟲的形象
[00:05:24.780 --> 00:05:29.460]  做了一些我們覺得是神這樣的假神出來
[00:05:29.460 --> 00:05:33.020]  還有原來我們拜神的態度都很重要
[00:05:33.020 --> 00:05:35.140]  如果你拜錯假神就多好態度
[00:05:35.140 --> 00:05:36.380]  其實都沒用
[00:05:36.380 --> 00:05:38.380]  但就算你說我拜神
[00:05:38.380 --> 00:05:40.180]  如果我的態度是想著
[00:05:40.180 --> 00:05:43.980]  我拜這個神是希望祂做我的工具
[00:05:43.980 --> 00:05:46.780]  我想祂怎樣就怎樣
[00:05:46.780 --> 00:05:50.140]  原來如果你是為了利用這個神
[00:05:50.140 --> 00:05:52.220]  為自己去拿著數的話
[00:05:52.220 --> 00:05:55.940]  我相信同樣的你拜的神多
[00:05:55.940 --> 00:05:58.260]  這個神都未必保佑你
[00:05:58.260 --> 00:06:03.220]  跟大衛的禱告就很不同
[00:06:03.220 --> 00:06:05.620]  大衛的信仰宣言
[00:06:05.620 --> 00:06:09.180]  可以說在第一到第四節可以看到出來
[00:06:09.180 --> 00:06:10.580]  他這裡說的
[00:06:10.580 --> 00:06:11.940]  神啊求你保守我
[00:06:11.940 --> 00:06:14.620]  因為我投靠你
[00:06:14.620 --> 00:06:16.420]  其實在這一句
[00:06:16.420 --> 00:06:18.020]  他說這句的時候
[00:06:18.020 --> 00:06:20.420]  大衛是在逃難的
[00:06:20.420 --> 00:06:22.100]  他在被人追殺
[00:06:22.100 --> 00:06:24.340]  面對困苦的時候
[00:06:24.340 --> 00:06:26.300]  他仍然表達出
[00:06:26.300 --> 00:06:28.940]  他對上帝一個傳言的信靠
[00:06:28.940 --> 00:06:31.260]  而不是說我有一些逆境
[00:06:31.260 --> 00:06:33.260]  我馬上就逃離上帝
[00:06:33.260 --> 00:06:34.820]  不是這樣
[00:06:34.820 --> 00:06:36.260]  而且他這裡說
[00:06:36.260 --> 00:06:37.420]  你是我的主
[00:06:37.420 --> 00:06:40.420]  我的好處不在你以外
[00:06:40.420 --> 00:06:42.060]  大衛
[00:06:42.060 --> 00:06:44.140]  他真是以神為神
[00:06:44.140 --> 00:06:47.620]  就不是以上帝為一個工具
[00:06:47.620 --> 00:06:49.540]  他承認只有神自己
[00:06:49.540 --> 00:06:51.660]  才是他一切幸福
[00:06:51.660 --> 00:06:54.660]  一切好處的源頭
[00:06:54.660 --> 00:06:57.020]  沒有了神就沒有幸福
[00:06:57.020 --> 00:06:59.260]  甚至有人將這句翻譯為
[00:06:59.260 --> 00:07:00.620]  除你以外
[00:07:00.620 --> 00:07:04.380]  我再沒有好處
[00:07:04.380 --> 00:07:05.580]  對大衛來說
[00:07:05.580 --> 00:07:06.820]  神只有一位
[00:07:06.820 --> 00:07:09.900]  就是那位創造天地獨一的主
[00:07:09.900 --> 00:07:11.900]  他在這裡更加表明
[00:07:11.900 --> 00:07:15.500]  他要跟所有的假神劃清界線
[00:07:15.500 --> 00:07:17.820]  不單止提都不提他們的名字
