
[00:00:00.000 --> 00:00:06.000]  今日宣講的一段經文,就是我們生命記裏面,
[00:00:06.000 --> 00:00:10.000]  我們一路講到生命記,去到第二十二章,
[00:00:10.000 --> 00:00:14.000]  我們就講到第一到第八節。
[00:00:14.000 --> 00:00:18.000]  這段經文,給我一路準備的時候,
[00:00:18.000 --> 00:00:20.000]  我有這樣的感受,
[00:00:20.000 --> 00:00:24.000]  神真是太愛祂自己的子民,
[00:00:24.000 --> 00:00:27.000]  祂太愛人類,
[00:00:27.000 --> 00:00:30.000]  以至到超過三千年前,
[00:00:30.000 --> 00:00:33.000]  祂頒佈一些律法,
[00:00:33.000 --> 00:00:38.000]  這幾節經文,是一些條例的律法,
[00:00:38.000 --> 00:00:40.000]  在這些律法裏面,
[00:00:40.000 --> 00:00:46.000]  祂教導我們,就是我們怎樣去尊重生命,
[00:00:46.000 --> 00:00:48.000]  尊重人所擁有的,
[00:00:48.000 --> 00:00:52.000]  我們要有一個幫助人心,
[00:00:52.000 --> 00:00:55.000]  愛我們淪陷的心,
[00:00:55.000 --> 00:00:59.000]  更加就是我們信仰的群體,
[00:00:59.000 --> 00:01:03.000]  我們要有我們聖潔的生活,
[00:01:03.000 --> 00:01:08.000]  我們要關顧我們周圍大地的需要,
[00:01:08.000 --> 00:01:10.000]  這些就是這八節經文,
[00:01:10.000 --> 00:01:14.000]  想跟大家去分享的。
[00:01:14.000 --> 00:01:17.000]  我們活在這個世界上,
[00:01:17.000 --> 00:01:19.000]  如果我們能夠,
[00:01:19.000 --> 00:01:23.000]  以耶穌基督的話語去過的時候,
[00:01:23.000 --> 00:01:27.000]  我們這個團體會是一個很美麗的團體,
[00:01:27.000 --> 00:01:29.000]  我們之間的關係,
[00:01:29.000 --> 00:01:31.000]  被人看到的就是說,
[00:01:31.000 --> 00:01:34.000]  我們是一個很有情的群體,
[00:01:34.000 --> 00:01:39.000]  我們希望我們能夠對社會有感染,
[00:01:39.000 --> 00:01:43.000]  就是變成一個有情的社會,
[00:01:43.000 --> 00:01:45.000]  記得在八月份的時候,
[00:01:45.000 --> 00:01:50.000]  我們都會去間中看一下奧運會,
[00:01:50.000 --> 00:01:56.000]  在里奧的世運會有一個中距離五千米的競賽裡面,
[00:01:56.000 --> 00:02:01.000]  有兩個人物是特別受人重視,
[00:02:01.000 --> 00:02:03.000]  他們所發生的事,
[00:02:03.000 --> 00:02:11.000]  那段時間被認為是整個奧運會最美的時刻,
[00:02:11.000 --> 00:02:16.000]  這個事的就是兩個運動員的碰撞,
[00:02:16.000 --> 00:02:21.000]  碰撞之後他們彼此幫助,
[00:02:21.000 --> 00:02:27.000]  他們得到獎牌的心已經完全放下了,
[00:02:27.000 --> 00:02:31.000]  為的就是對方會不會受傷,
[00:02:31.000 --> 00:02:33.000]  會不會要幫助,
[00:02:33.000 --> 00:02:37.000]  因此吸引了全世界不少的眼球,
[00:02:37.000 --> 00:02:42.000]  這個犧牲自己互相幫助的心,
[00:02:42.000 --> 00:02:47.000]  就在兩位選手Abby Agustino,
[00:02:47.000 --> 00:02:49.000]  這個就是美國的選手,
[00:02:49.000 --> 00:02:53.000]  和紐西蘭的選手Nikki Hamlin裡面,
[00:02:53.000 --> 00:02:55.000]  很清楚可以看到,
[00:02:55.000 --> 00:02:59.000]  在左上角有兩位的選手,
[00:02:59.000 --> 00:03:02.000]  兩位的右手邊裡面,
[00:03:02.000 --> 00:03:11.000]  就是美國的選手她被左手邊的Nikki卡住了,
[00:03:11.000 --> 00:03:13.000]  她首先去幫助她,
[00:03:13.000 --> 00:03:18.000]  幫助紐西蘭的選手Nikki起身,
[00:03:18.000 --> 00:03:20.000]  但跟著她跑了幾步之後,
[00:03:20.000 --> 00:03:22.000]  她的右腳劇痛,
[00:03:22.000 --> 00:03:25.000]  所以左上角就有幅圖畫,
[00:03:25.000 --> 00:03:26.000]  她跑不動了,
[00:03:26.000 --> 00:03:29.000]  跟著她躺在地上,
[00:03:29.000 --> 00:03:35.000]  左下角就是這個澳洲的選手,
[00:03:35.000 --> 00:03:41.000]  也看到Abby原來這麼肯幫自己,
[00:03:41.000 --> 00:03:43.000]  先富起自己,
[00:03:43.000 --> 00:03:46.000]  於是她也寧願不跑,
[00:03:46.000 --> 00:03:49.000]  去幫助Abby,
[00:03:49.000 --> 00:03:52.000]  在2015年,
[00:03:52.000 --> 00:03:54.000]  就是上一年,
[00:03:54.000 --> 00:03:55.000]  2015年,
[00:03:55.000 --> 00:04:02.000]  Abby姐妹受一個基督徒的雜誌訪問,
[00:04:02.000 --> 00:04:04.000]  在這個訪問裡面,
[00:04:04.000 --> 00:04:06.000]  她就說到,
[00:04:06.000 --> 00:04:10.000]  她以前就是很緊張她的比賽,
[00:04:10.000 --> 00:04:12.000]  所以很多焦慮,
[00:04:12.000 --> 00:04:16.000]  但是當她生命交託給主的時候,
[00:04:16.000 --> 00:04:20.000]  她再不為自己跑成怎樣而焦慮,
[00:04:20.000 --> 00:04:24.000]  她把生命完全給神去掌管之後,
[00:04:24.000 --> 00:04:25.000]  她又平安,
[00:04:25.000 --> 00:04:28.000]  她睡覺睡得好,
[00:04:28.000 --> 00:04:34.000]  因此她能夠主動的去幫助紐西蘭的選手Nicky,
[00:04:34.000 --> 00:04:36.000]  讓她能夠起身,
[00:04:36.000 --> 00:04:41.000]  而她的行動竟然都是吸引著Nicky,
[00:04:41.000 --> 00:04:43.000]  去幫回頭,
[00:04:43.000 --> 00:04:47.000]  右手邊那個圖畫就是,
[00:04:47.000 --> 00:04:50.000]  當他們去到終點的時候,
[00:04:50.000 --> 00:04:55.000]  他們雖然尤其是Abby是非常痛楚,
[00:04:55.000 --> 00:05:01.000]  但是她帶著感恩的心互相欣賞去擁抱,
[00:05:01.000 --> 00:05:04.000]  這個就是一個很美的一幅圖畫,
[00:05:04.000 --> 00:05:11.000]  我們基督徒有多少能夠放下我們世上的慾望,
[00:05:11.000 --> 00:05:13.000]  無論是權,
[00:05:13.000 --> 00:05:16.000]  無論是利,
[00:05:16.000 --> 00:05:19.000]  或者其他的人有,
[00:05:19.000 --> 00:05:27.000]  給人看到我們一個清純的心去過我們每一日的日子,
[00:05:27.000 --> 00:05:32.000]  以致到我們能夠過一個友情的生活,
[00:05:32.000 --> 00:05:34.000]  友情的社會,
[00:05:34.000 --> 00:05:38.000]  這個就是今天想和大家去分享的,
[00:05:38.000 --> 00:05:42.000]  而這兩個人很好的體育精神,
[00:05:42.000 --> 00:05:47.000]  也都受到奧組委會的特別的嘉許,
[00:05:47.000 --> 00:05:50.000]  在歷史以來第十七次,
[00:05:50.000 --> 00:05:51.000]  不是常有的,
[00:05:51.000 --> 00:05:55.000]  就有國際公平競賽獎,
[00:05:55.000 --> 00:05:58.000]  特別嘉許他們兩個,
[00:05:58.000 --> 00:06:03.000]  做出一般人未必能夠做到的一些動作,
[00:06:03.000 --> 00:06:05.000]  愛心,
[00:06:05.000 --> 00:06:09.000]  這個例子是給我們看到,
[00:06:09.000 --> 00:06:15.000]  其實在生命的神已經是給我們教訓的,
[00:06:15.000 --> 00:06:17.000]  我們要尊重人的生命,
[00:06:17.000 --> 00:06:20.000]  尊重人所擁有的,
[00:06:20.000 --> 00:06:22.000]  要有關愛人的心,
[00:06:22.000 --> 00:06:25.000]  我們首先看這段經文,
[00:06:25.000 --> 00:06:28.000]  用我體驗的方式來讀,
[00:06:28.000 --> 00:06:32.000]  你若看見弟兄的牛和羊,
[00:06:32.000 --> 00:06:33.000]  失迷了路,
[00:06:33.000 --> 00:06:36.000]  不可讓為不見,
[00:06:36.000 --> 00:06:38.000]  總要把他牽回來,
[00:06:38.000 --> 00:06:41.000]  交給你的弟兄。
[00:06:45.000 --> 00:06:47.000]  你若看見弟兄的牛和羊,
[00:06:47.000 --> 00:06:48.000]  失迷了路,
[00:06:48.000 --> 00:06:50.000]  不可讓為不見,
[00:06:50.000 --> 00:06:52.000]  總要把他牽回來,
[00:06:52.000 --> 00:06:54.000]  交給你的弟兄。
[00:06:54.000 --> 00:06:57.000]  你的弟兄無論失落什麼,
[00:06:57.000 --> 00:06:58.000]  或是路,
[00:06:58.000 --> 00:06:59.000]  或是衣服,
[00:06:59.000 --> 00:07:02.000]  你若遇見都要這樣行,
[00:07:02.000 --> 00:07:05.000]  不可讓為不見,
[00:07:05.000 --> 00:07:08.000]  你若看見弟兄的牛和羊,
[00:07:08.000 --> 00:07:09.000]  失迷了路,
[00:07:09.000 --> 00:07:12.000]  不可讓為不見,
[00:07:12.000 --> 00:07:15.000]  總要把他牽回來,
[00:07:15.000 --> 00:07:19.000]  婦女不可穿戴男子所穿戴的,
[00:07:19.000 --> 00:07:23.000]  男子也不可穿婦女的衣服,
[00:07:23.000 --> 00:07:25.000]  因為這樣行,
[00:07:25.000 --> 00:07:30.000]  都是耶和華李神所憎惡的。
[00:07:30.000 --> 00:07:33.000]  你若看見弟兄的牛和羊,
[00:07:33.000 --> 00:07:34.000]  失迷了路,
[00:07:34.000 --> 00:07:36.000]  不可讓為不見,
[00:07:36.000 --> 00:07:39.000]  總要把他牽回來,
[00:07:39.000 --> 00:07:42.000]  交給你的弟兄。
[00:07:42.000 --> 00:07:44.000]  你的弟兄無論失落什麼,
[00:07:44.000 --> 00:07:45.000]  或是路,
[00:07:45.000 --> 00:07:46.000]  或是衣服,
[00:07:46.000 --> 00:07:48.000]  你若看見弟兄的牛和羊,
[00:07:48.000 --> 00:07:49.000]  失迷了路,
[00:07:49.000 --> 00:07:51.000]  不可讓為不見,
[00:07:51.000 --> 00:07:53.000]  你若看見弟兄的牛和羊,
[00:07:53.000 --> 00:07:54.000]  失迷了路,
[00:07:54.000 --> 00:07:56.000]  不可讓為不見,
[00:07:56.000 --> 00:07:58.000]  總要把他牽回來,
[00:07:58.000 --> 00:08:00.000]  交給你的弟兄。
[00:08:00.000 --> 00:08:02.000]  你的弟兄無論失落什麼,
[00:08:02.000 --> 00:08:03.000]  或是路,
[00:08:03.000 --> 00:08:04.000]  或是衣服,
[00:08:04.000 --> 00:08:06.000]  你若看見弟兄的牛和羊,
[00:08:06.000 --> 00:08:07.000]  失迷了路,
[00:08:07.000 --> 00:08:09.000]  不可讓為不見,
[00:08:09.000 --> 00:08:10.000]  總要把他牽回來,
[00:08:10.000 --> 00:08:12.000]  交給你的弟兄。
[00:08:12.000 --> 00:08:14.000]  當我準備這段經文的時候,
[00:08:14.000 --> 00:08:15.000]  我說:「神啊,
[00:08:15.000 --> 00:08:17.000]  祢真是很偉大,
[00:08:17.000 --> 00:08:20.000]  在多過三千年之前,
[00:08:20.000 --> 00:08:23.000]  祢已經教導我們人,
[00:08:23.000 --> 00:08:25.000]  祢自己的子民,
[00:08:25.000 --> 00:08:28.000]  做那麼多我們想不到的。」
[00:08:28.000 --> 00:08:29.000]  這些原則,
[00:08:29.000 --> 00:08:33.000]  可能我們到現在還有很多事情做不到,
[00:08:33.000 --> 00:08:34.000]  人做不到,
[00:08:34.000 --> 00:08:36.000]  政府做不到,
[00:08:36.000 --> 00:08:38.000]  一些條例,
[00:08:38.000 --> 00:08:40.000]  個案的律法,
[00:08:40.000 --> 00:08:43.000]  我們看到神的心意更多,
[00:08:43.000 --> 00:08:47.000]  讓我們弟兄姊妹能夠照著神的吩咐,
[00:08:47.000 --> 00:08:50.000]  去過每天的生活。
[00:08:50.000 --> 00:08:52.000]  首先我們看到就是,
[00:08:52.000 --> 00:08:54.000]  神給我們的心意就是,
[00:08:54.000 --> 00:08:57.000]  我們要關愛眾人,
[00:08:57.000 --> 00:09:00.000]  我們要尊重生命,
[00:09:00.000 --> 00:09:03.000]  神和人納約的時候,
[00:09:03.000 --> 00:09:05.000]  這個聖約是給我們,
[00:09:05.000 --> 00:09:10.000]  首先我們要搞定神人這個直線的關係,
[00:09:10.000 --> 00:09:11.000]  敬畏神,
[00:09:11.000 --> 00:09:12.000]  愛神,
[00:09:12.000 --> 00:09:16.000]  遵行神的誡命教訓。
[00:09:16.000 --> 00:09:19.000]  所以我們看看這段經文,
[00:09:19.000 --> 00:09:21.000]  如果我們直的關係,
[00:09:21.000 --> 00:09:23.000]  可以做得好的時候,
[00:09:23.000 --> 00:09:26.000]  我們橫的關係,
[00:09:26.000 --> 00:09:28.000]  我們要做得好。
[00:09:28.000 --> 00:09:30.000]  在這節的經文裡面我們看到,
[00:09:30.000 --> 00:09:36.000]  你若建造房屋,要在房上的四圍安欄杆,
[00:09:36.000 --> 00:09:40.000]  免得有人從房上掉下來,
[00:09:40.000 --> 00:09:44.000]  流血的罪就歸於你家。
[00:09:44.000 --> 00:09:49.000]  這個是相當前衛前進的一個律法。
[00:09:49.000 --> 00:09:53.000]  你現在在想秦始皇之前的事,
[00:09:53.000 --> 00:09:54.000]  那你就知道了,
[00:09:54.000 --> 00:09:56.000]  多久之前的事。
[00:09:56.000 --> 00:10:01.000]  我們要愛生命,
[00:10:01.000 --> 00:10:03.000]  神所造的生命,
[00:10:03.000 --> 00:10:06.000]  一條也不可少,
[00:10:06.000 --> 00:10:10.000]  一條生命都不能少。
[00:10:10.000 --> 00:10:14.000]  這個就是聖經給我們的教導,
[00:10:14.000 --> 00:10:17.000]  人既然是神所造的,
[00:10:17.000 --> 00:10:21.000]  神希望我們的就能夠彼此相愛。
[00:10:21.000 --> 00:10:28.000]  因此,這個是違反我們人性的罪性。
[00:10:28.000 --> 00:10:32.000]  我們罪性首先保護了自己的利益,
[00:10:32.000 --> 00:10:33.000]  我建屋的時候,
[00:10:33.000 --> 00:10:35.000]  怎樣省錢,
[00:10:35.000 --> 00:10:37.000]  省得最多就最好,
[00:10:37.000 --> 00:10:39.000]  怎樣賺得最多,
[00:10:39.000 --> 00:10:41.000]  就是最好。
[00:10:41.000 --> 00:10:43.000]  有時因為我們這樣做的時候,
[00:10:43.000 --> 00:10:45.000]  有意無意的,
[00:10:45.000 --> 00:10:47.000]  就會令到人受傷,
[00:10:47.000 --> 00:10:49.000]  有意外。
[00:10:49.000 --> 00:10:52.000]  這些並非神的心意。
[00:10:52.000 --> 00:10:55.000]  我們看到以色列人的房屋,
[00:10:55.000 --> 00:11:01.000]  最底層就是牛羊他們居住的地方,
[00:11:01.000 --> 00:11:03.000]  他們要休息的地方,
[00:11:03.000 --> 00:11:07.000]  然後上一層就是人住的地方。
[00:11:07.000 --> 00:11:10.000]  在這個圖畫裡面我們看到的就是,
[00:11:10.000 --> 00:11:13.000]  頂上面有一個高一點的牆,
