
[00:00:00.000 --> 00:00:02.000]  在這裡問大家一個問題
[00:00:02.000 --> 00:00:07.000]  在現在在目前
[00:00:07.000 --> 00:00:09.000]  你有沒有什麼事情
[00:00:09.000 --> 00:00:12.000]  你是一直在堅持的?
[00:00:12.000 --> 00:00:14.000]  有沒有?
[00:00:14.000 --> 00:00:17.000]  短期也好
[00:00:17.000 --> 00:00:19.000]  長期也有的
[00:00:19.000 --> 00:00:22.000]  長期那些叫長期鬥爭
[00:00:22.000 --> 00:00:24.000]  短期的有沒有?
[00:00:24.000 --> 00:00:27.000]  有沒有什麼在堅持呢?
[00:00:27.000 --> 00:00:29.000]  可能我相信有不同的人
[00:00:29.000 --> 00:00:31.000]  都有不同的答案
[00:00:31.000 --> 00:00:33.000]  有些減肥
[00:00:33.000 --> 00:00:34.000]  我堅持的
[00:00:34.000 --> 00:00:35.000]  保持狀態
[00:00:35.000 --> 00:00:36.000]  我堅持的
[00:00:36.000 --> 00:00:38.000]  有些可能你是
[00:00:38.000 --> 00:00:39.000]  考試讀書
[00:00:39.000 --> 00:00:40.000]  我堅持的
[00:00:40.000 --> 00:00:42.000]  我要去考好成績
[00:00:42.000 --> 00:00:45.000]  或者我們一生長久裡面
[00:00:45.000 --> 00:00:46.000]  我堅持的
[00:00:46.000 --> 00:00:47.000]  在我的婚姻
[00:00:47.000 --> 00:00:49.000]  在家庭裡面
[00:00:49.000 --> 00:00:51.000]  或者在工作裡面
[00:00:51.000 --> 00:00:53.000]  今天跟大家看這段經文
[00:00:55.000 --> 00:00:58.000]  相反我看是神的堅持
[00:00:58.000 --> 00:00:59.000]  神的堅持
[00:00:59.000 --> 00:01:02.000]  原來神是堅持
[00:01:02.000 --> 00:01:05.000]  去保護我們
[00:01:05.000 --> 00:01:07.000]  賜給我們平安
[00:01:07.000 --> 00:01:09.000]  以致我們
[00:01:09.000 --> 00:01:13.000]  我們走人生的道路的時候
[00:01:13.000 --> 00:01:15.000]  我們可以很放心
[00:01:15.000 --> 00:01:17.000]  將自己教託
[00:01:17.000 --> 00:01:18.000]  有時我們說
[00:01:18.000 --> 00:01:20.000]  我們要堅持信仰是事實的
[00:01:20.000 --> 00:01:21.000]  有時我們說
[00:01:21.000 --> 00:01:23.000]  我們要很努力
[00:01:23.000 --> 00:01:26.000]  去繼續過每一天
[00:01:26.000 --> 00:01:28.000]  過每一個基督徒的生活
[00:01:28.000 --> 00:01:31.000]  但是在詩篇125篇裡面
[00:01:31.000 --> 00:01:33.000]  它是提醒我們
[00:01:33.000 --> 00:01:35.000]  原來更大的堅持
[00:01:35.000 --> 00:01:38.000]  是神已經幫助我們
[00:01:38.000 --> 00:01:39.000]  神是定義
[00:01:39.000 --> 00:01:43.000]  要我們能夠在祂的保護
[00:01:43.000 --> 00:01:44.000]  在祂的裡面
[00:01:44.000 --> 00:01:47.000]  得享平安
[00:01:47.000 --> 00:01:49.000]  得享穩妥
[00:01:49.000 --> 00:01:52.000]  以致我們走一條生命的路
[00:01:52.000 --> 00:01:53.000]  信仰的路的時候
[00:01:53.000 --> 00:01:55.000]  其實我們可以很放心
[00:01:55.000 --> 00:01:57.000]  將自己教託
[00:01:57.000 --> 00:02:00.000]  或者我再用和合本修訂版
[00:02:00.000 --> 00:02:04.000]  再讀一次詩篇125篇給大家聽
[00:02:23.000 --> 00:02:24.000]  惡人的象
[00:02:24.000 --> 00:02:27.000]  必不在二人的土地上停留
[00:02:27.000 --> 00:02:31.000]  免得二人伸手作惡
[00:02:31.000 --> 00:02:36.000]  耶和華求你善待行善和心裡正直的人
[00:02:36.000 --> 00:02:39.000]  至於那偏行彎曲道路的人
[00:02:39.000 --> 00:02:44.000]  耶和華必將他們與作惡的人一同驅逐出去
[00:02:44.000 --> 00:02:48.000]  願平安歸於以色列
[00:02:49.000 --> 00:02:54.000]  這個仍然是上行之師
[00:02:54.000 --> 00:02:57.000]  仍然是一班朝聖者
[00:02:57.000 --> 00:03:01.000]  他們要去耶路撒冷守禦節
[00:03:01.000 --> 00:03:07.000]  他們現在越來越近耶路撒冷
[00:03:07.000 --> 00:03:10.000]  越來越近石安山
[00:03:10.000 --> 00:03:13.000]  越來越近聖殿
[00:03:13.000 --> 00:03:15.000]  所以這些人的眼中
[00:03:15.000 --> 00:03:21.000]  心裡都想著快點見到石安山
[00:03:21.000 --> 00:03:24.000]  快點見到聖殿
[00:03:24.000 --> 00:03:26.000]  進入耶路撒冷
[00:03:26.000 --> 00:03:31.000]  所以對於他們已經開始踏入石安山的人
[00:03:31.000 --> 00:03:37.000]  他們聯想感受到石安山原來這麼堅固
[00:03:37.000 --> 00:03:39.000]  這麼穩固
[00:03:39.000 --> 00:03:42.000]  因為石安山耶路撒冷的山
[00:03:42.000 --> 00:03:49.000]  是一些地底裡的岩石湧出來
[00:03:49.000 --> 00:03:52.000]  而成為一個很堅固的山
[00:03:52.000 --> 00:03:55.000]  所以他們去到這個山裡
[00:03:55.000 --> 00:03:57.000]  會感受到這個山很堅固
[00:03:57.000 --> 00:03:59.000]  再看看這些岩石
[00:03:59.000 --> 00:04:02.000]  看到這個很堅固的山
[00:04:02.000 --> 00:04:08.000]  他們又會聯想自己置身在這個山裡
[00:04:08.000 --> 00:04:13.000]  又感受到他們好像在依靠耶和華
[00:04:13.000 --> 00:04:15.000]  在神的裡面一樣
[00:04:15.000 --> 00:04:17.000]  同樣在神的裡面
[00:04:17.000 --> 00:04:22.000]  應該擁有一個很堅固不動搖的信心
[00:04:22.000 --> 00:04:25.000]  這個就是他們這班朝聖者
[00:04:25.000 --> 00:04:30.000]  來到這個山裡會感受到的
[00:04:30.000 --> 00:04:33.000]  所以開始施人提醒
[00:04:33.000 --> 00:04:35.000]  我們這班都是什麼人呢
[00:04:35.000 --> 00:04:37.000]  是依靠耶和華的人
[00:04:37.000 --> 00:04:39.000]  依靠神的人
[00:04:39.000 --> 00:04:41.000]  所以一開始我們看
[00:04:41.000 --> 00:04:48.000]  何謂一些依靠耶和華的人
[00:04:48.000 --> 00:04:51.000]  他們的情況是如何
[00:04:51.000 --> 00:04:54.000]  他們不是依靠一些行為
[00:04:54.000 --> 00:04:56.000]  依靠一些自己的德行
[00:04:56.000 --> 00:04:58.000]  依靠自己一些的好處
[00:04:58.000 --> 00:05:02.000]  或者依靠一些人物
[00:05:02.000 --> 00:05:04.000]  或者他們一些金錢
[00:05:04.000 --> 00:05:08.000]  一些物質去過他們的生活
[00:05:08.000 --> 00:05:11.000]  因為他們是依靠耶和華
[00:05:11.000 --> 00:05:13.000]  所以有首詩歌我很喜歡
[00:05:13.000 --> 00:05:15.000]  靠耶穌渡過一生
[00:05:15.000 --> 00:05:17.000]  我們要依靠耶和華
[00:05:17.000 --> 00:05:20.000]  要靠耶和華走我們每一日的道路
[00:05:20.000 --> 00:05:23.000]  所以詩篇125篇的重點
[00:05:23.000 --> 00:05:28.000]  不是說基督徒的生活會很不穩定
[00:05:28.000 --> 00:05:30.000]  基督徒會有很多掙扎
[00:05:30.000 --> 00:05:34.000]  基督徒有很多困難
[00:05:34.000 --> 00:05:37.000]  而重點反而很正面地告訴我們
[00:05:37.000 --> 00:05:40.000]  我們成為基督徒
[00:05:40.000 --> 00:05:44.000]  我們是多麼穩定
[00:05:44.000 --> 00:05:46.000]  是多麼穩固
