
[00:00:00.000 --> 00:00:03.320]  過去一個星期我們經歷了很不平常
[00:00:03.320 --> 00:00:06.480]  或者應該說很不平安的幾天
[00:00:06.480 --> 00:00:07.960]  在講道開始的意思是
[00:00:07.960 --> 00:00:10.040]  讓我們先安靜自己
[00:00:10.040 --> 00:00:12.400]  接著禱告安頓我們的心靈
[00:00:12.400 --> 00:00:15.880]  讓我們都能夠聽到上帝要向我們說的話
[00:00:15.880 --> 00:00:18.120]  讓我們先安靜片刻
[00:00:18.120 --> 00:00:23.200]  我們動心祈禱
[00:00:23.200 --> 00:00:26.240]  天父上帝祢永遠是我們
[00:00:26.240 --> 00:00:30.800]  最可靠的避難所
[00:00:30.800 --> 00:00:35.000]  是我們生命裏面的盤石
[00:00:35.000 --> 00:00:36.800]  是我們的高台
[00:00:36.800 --> 00:00:39.440]  讓我們在似乎幽暗
[00:00:39.440 --> 00:00:42.240]  看不到遠處的光景裏面
[00:00:42.240 --> 00:00:45.840]  知道有祢去看顧著我們
[00:00:45.840 --> 00:00:49.360]  我們心裏面就可以得平安
[00:00:49.360 --> 00:00:51.320]  如果我們看見在街頭上
[00:00:51.320 --> 00:00:55.080]  有很多大大小小的流血衝突
[00:00:55.080 --> 00:00:57.920]  交通異常的困難
[00:00:57.920 --> 00:01:00.720]  帶來其中的意外
[00:01:00.720 --> 00:01:02.440]  人的受傷
[00:01:02.440 --> 00:01:05.880]  以及很多生活上的困擾
[00:01:05.880 --> 00:01:09.080]  民生的一些困難
[00:01:09.080 --> 00:01:11.800]  亦都在其中去滋長
[00:01:11.800 --> 00:01:15.520]  主我們見到很多矛盾的加深
[00:01:15.520 --> 00:01:20.120]  很多人彼此為仇的那種敵對的行動
[00:01:20.120 --> 00:01:22.720]  主我們心裏面哀痛
[00:01:22.720 --> 00:01:24.360]  求祢憐憫
[00:01:24.360 --> 00:01:26.000]  求祢赦免
[00:01:26.000 --> 00:01:28.720]  求祢興起祢自己的作為
[00:01:28.720 --> 00:01:31.640]  在看不到任何人
[00:01:31.640 --> 00:01:35.120]  有意志或者方法去解決的裏面
[00:01:35.120 --> 00:01:37.640]  我們向祢仰望
[00:01:37.640 --> 00:01:39.640]  求祢赐下出路
[00:01:39.640 --> 00:01:43.000]  求祢叫到那些彼此傷害
[00:01:43.000 --> 00:01:47.040]  以至於種下仇恨的事情減少
[00:01:47.040 --> 00:01:48.800]  叫到被害的人
[00:01:48.800 --> 00:01:50.320]  可以得到拯救
[00:01:50.320 --> 00:01:51.960]  得到醫治
[00:01:51.960 --> 00:01:53.640]  願祢施恩憐憫
[00:01:53.640 --> 00:01:58.000]  讓眾人在一種迷失的狀態裏面
[00:01:58.000 --> 00:02:01.200]  能夠向祢自己的真光開放
[00:02:01.200 --> 00:02:03.280]  祢的真光照進黑暗
[00:02:03.280 --> 00:02:06.720]  就帶人脫離黑暗的那種捆綁
[00:02:06.720 --> 00:02:08.120]  求祢施恩
[00:02:08.120 --> 00:02:10.440]  幫助我們作為祢自己的兒女
[00:02:10.440 --> 00:02:12.080]  在這個城市裏面
[00:02:12.080 --> 00:02:14.760]  活出那種屬於祢而有的平安
[00:02:14.760 --> 00:02:18.560]  亦都讓我們心裏面愛我們的鄰舍
[00:02:18.560 --> 00:02:20.480]  在聖靈的引導下
[00:02:20.480 --> 00:02:22.440]  在祢自己的同行裏面
[00:02:22.440 --> 00:02:24.840]  知道怎樣去服侍關愛別人
[00:02:24.840 --> 00:02:28.360]  或者起碼我們能夠接納別人多一點
[00:02:28.360 --> 00:02:30.280]  減少衝突矛盾
[00:02:30.280 --> 00:02:31.800]  締造和平
[00:02:31.800 --> 00:02:33.080]  求主施恩幫助我們
[00:02:33.080 --> 00:02:35.120]  我們很需要主在這個時候
[00:02:35.120 --> 00:02:38.160]  讓我們的心靈能夠向著祢
[00:02:38.160 --> 00:02:39.560]  聽到祢的道
[00:02:39.560 --> 00:02:41.680]  因為祢的道可以改變生命
[00:02:41.680 --> 00:02:43.720]  是叫我們可以成長的
[00:02:43.720 --> 00:02:45.960]  求祢就這樣去施下祢的恩賢
[00:02:45.960 --> 00:02:49.160]  亦都幫助我們的心靈能夠去領受
[00:02:49.160 --> 00:02:50.840]  禱告奉耶穌名求
[00:02:50.840 --> 00:02:52.520]  是吧?
[00:03:20.840 --> 00:03:22.560]  一個主題的時候
[00:03:22.560 --> 00:03:25.600]  令我想起我最近去參加兒子學校
[00:03:25.600 --> 00:03:29.640]  的一些家長聚會的一個經歷
[00:03:29.640 --> 00:03:35.480]  去到學校裏面參加一些家長會的講座
[00:03:35.480 --> 00:03:39.880]  裏面學校請了一個名校的校長
[00:03:39.880 --> 00:03:43.360]  來講解中學的課程
[00:03:43.360 --> 00:03:45.680]  這個名校真的挺厲害的
[00:03:45.680 --> 00:03:48.600]  不過你完了不要問我是哪一間
[00:03:48.600 --> 00:03:51.480]  他們真的有數字顯示
[00:03:51.480 --> 00:03:55.440]  他們考完中學文憑試之後
[00:03:55.440 --> 00:04:00.560]  是得到大學聯招的學位取錄的
[00:04:00.560 --> 00:04:02.160]  是佔九成
[00:04:02.160 --> 00:04:05.320]  是一個非常之高的比例
[00:04:05.320 --> 00:04:08.480]  不過我還是不會告訴你的
[00:04:08.480 --> 00:04:10.680]  重點不是在這裏
[00:04:10.680 --> 00:04:12.280]  重點是
[00:04:12.280 --> 00:04:15.560]  我見到很多的家長很安靜
[00:04:15.560 --> 00:04:19.680]  很留心地聽這個校長講完全程
[00:04:19.680 --> 00:04:21.320]  可能一個小時三個字
[00:04:21.320 --> 00:04:24.040]  超時的分享
[00:04:24.040 --> 00:04:26.240]  但是鏡頭一轉
[00:04:26.240 --> 00:04:29.400]  當家長分班去到班裏面
[00:04:29.400 --> 00:04:31.960]  去和班主任見面的時候
[00:04:31.960 --> 00:04:33.880]  人數少很多
[00:04:33.880 --> 00:04:36.320]  十幾二十人的一個班裏面
[00:04:36.320 --> 00:04:38.520]  我坐在前面對著班主任
[00:04:38.520 --> 00:04:42.360]  我聽到後面不斷有人在那裏講話
[00:04:42.360 --> 00:04:44.480]  為什麼會有這麼大的落差呢?
[00:04:44.480 --> 00:04:46.840]  人很多的時候
[00:04:46.840 --> 00:04:49.400]  反而很安靜很專注
[00:04:49.400 --> 00:04:52.160]  人少少少的你稍微嘈吵一點
[00:04:52.160 --> 00:04:53.560]  都很顯眼的
[00:04:53.560 --> 00:04:56.240]  但是似乎又不介意自己會這樣做
[00:04:56.240 --> 00:04:56.960]  為什麼呢?
[00:04:56.960 --> 00:05:00.240]  為什麼這麼尊重這個名校的校長
[00:05:00.240 --> 00:05:04.640]  然後又這麼不尊重班裏面的老師呢?
[00:05:04.640 --> 00:05:06.280]  其實答案很簡單
[00:05:06.280 --> 00:05:07.560]  其實我們做人
[00:05:07.560 --> 00:05:08.640]  尊不尊重別人
[00:05:08.640 --> 00:05:11.360]  很多時候都是看別人的
[00:05:11.360 --> 00:05:12.960]  如果某些人在我心目中
[00:05:12.960 --> 00:05:14.840]  眼中是尊貴一點的
[00:05:14.840 --> 00:05:17.280]  我又想他對我有些好的印象
[00:05:17.280 --> 00:05:20.240]  或者從他身上得到一些好處
[00:05:20.240 --> 00:05:21.960]  那我就尊重他多一點
[00:05:21.960 --> 00:05:24.960]  如果不是也不用太客氣
[00:05:24.960 --> 00:05:27.360]  這些人生的經歷
[00:05:27.360 --> 00:05:30.000]  我們常常都遇到的
[00:05:30.000 --> 00:05:32.920]  弟兄姊妹尊重的相反
[00:05:32.920 --> 00:05:35.440]  就是藐視
[00:05:35.440 --> 00:05:37.280]  尊重的相反就是藐視
[00:05:37.280 --> 00:05:38.960]  在今天我們所讀的經文裏面
