
[00:00:00.000 --> 00:00:09.520]  主我多謝祢,因為祢給我們的英許是何等的多
[00:00:09.520 --> 00:00:15.140]  我們看回聖經,真是超過千幾二千個英許
[00:00:15.140 --> 00:00:19.600]  但是我們很多時候都沒有去到神的話語那邊
[00:00:19.600 --> 00:00:24.480]  來去知取這些的英許,來去信這些的英許
[00:00:24.480 --> 00:00:27.840]  以致我們在人生路上,我們在基督徒的人生那邊
[00:00:27.840 --> 00:00:32.960]  我們很多時候都好像是軟弱無力
[00:00:32.960 --> 00:00:38.360]  主求祢幫助我們,幫助我們真的能夠從祢的話語那邊
[00:00:38.360 --> 00:00:41.320]  來去知取祢給我們的能力
[00:00:41.320 --> 00:00:44.880]  因為祢的話是能力的源頭
[00:00:44.880 --> 00:00:48.960]  因為耶穌自己也說我是生命的藥
[00:00:48.960 --> 00:00:53.200]  耶穌自己也說我是道路真理生命
[00:00:53.200 --> 00:00:57.360]  以致我們能夠在祢的身上學習
[00:00:57.360 --> 00:01:00.720]  感謝天父給我們有機會一齊來崇拜
[00:01:00.720 --> 00:01:05.840]  感謝主給我們一齊可以站在這個地方,來敬拜祢
[00:01:05.840 --> 00:01:08.800]  求祢繼續帶著我們弟弟同學崇拜
[00:01:08.800 --> 00:01:13.600]  聽我們的祈禱,奉主明求,Amen
[00:01:13.600 --> 00:01:18.800]  等一會請坐
[00:01:18.800 --> 00:01:20.840]  我信了耶穌四十幾年
[00:01:20.840 --> 00:01:25.680]  當我自己信耶穌的時候,我的牧師會跟我們講一些說話
[00:01:25.680 --> 00:01:28.720]  而當我們想今天如果突然間會信耶穌
[00:01:28.720 --> 00:01:33.960]  可能我們的牧者,我們的驅牧都會跟你講類似的說話
[00:01:33.960 --> 00:01:37.320]  我四十幾年前當我們信耶穌的時候,牧師跟我們講
[00:01:37.320 --> 00:01:41.120]  他是信耶穌的,你以後一定要每個星期日
[00:01:41.120 --> 00:01:44.240]  在他主一的日子當中,一定要去崇拜
[00:01:44.240 --> 00:01:47.000]  因為在崇拜那邊,我們可以一個群體的
[00:01:47.000 --> 00:01:49.080]  我們一齊去敬拜我們的上帝
[00:01:49.080 --> 00:01:52.600]  不是單獨很孤單地在家裡去敬拜上帝
[00:01:52.600 --> 00:01:55.120]  而是一個群體的去敬拜上帝
[00:01:55.120 --> 00:01:58.680]  當然我們群體的敬拜,跟我們在家裡的敬拜
[00:01:58.680 --> 00:02:00.160]  其實可能都是敬拜
[00:02:00.160 --> 00:02:01.960]  不過能夠在一個群體當中
[00:02:01.960 --> 00:02:05.280]  我們能夠看到,我們能夠可以在一個家庭的感覺
[00:02:05.280 --> 00:02:08.120]  我們可以彼此的輔助,彼此的祝福
[00:02:08.120 --> 00:02:11.960]  甚至我們可以同心的來仰望我們的天父
[00:02:11.960 --> 00:02:14.280]  所以千萬不要停止聚會
[00:02:14.280 --> 00:02:17.560]  我們不能夠好像希伯學書那裡所說
[00:02:17.560 --> 00:02:20.520]  有時停止聚會得太久,習慣了
[00:02:20.520 --> 00:02:22.840]  千萬不要,一定要回崇拜
[00:02:22.840 --> 00:02:24.840]  第二,牧師一定會講
[00:02:24.840 --> 00:02:28.920]  他說我們一定要每天清晨去讀經祈禱
[00:02:28.920 --> 00:02:33.440]  在我們基督徒的術語裡,稱之為一個「靈修」
[00:02:33.440 --> 00:02:35.360]  英文就是Devotion
[00:02:35.360 --> 00:02:40.520]  「靈修」這個字,其實中文的翻譯非常精彩
[00:02:40.520 --> 00:02:43.200]  就是說我們每天早上讀經祈禱
[00:02:43.200 --> 00:02:47.440]  讓上帝的說話來修剪一下我們的屬靈生命
[00:02:47.440 --> 00:02:49.840]  如果我們的生命有些地方不乾淨的
[00:02:49.840 --> 00:02:51.120]  有些地方不好的
[00:02:51.120 --> 00:02:53.960]  我們希望每天早上就讓上帝的說話
[00:02:53.960 --> 00:02:55.320]  來剪一剪我們
[00:02:55.320 --> 00:02:56.680]  修剪是痛的
[00:02:56.680 --> 00:02:58.360]  但另一方面,因為這個修剪
[00:02:58.360 --> 00:03:02.320]  讓你的生命能夠活得更加美麗、更加精彩
[00:03:02.320 --> 00:03:03.480]  就等於一棵植物
[00:03:03.480 --> 00:03:05.680]  有時你想它更加豐盛的時候
[00:03:05.680 --> 00:03:07.480]  生長得更加茂盛的時候
[00:03:07.480 --> 00:03:08.800]  有時你修剪一下它
[00:03:08.800 --> 00:03:11.440]  就讓這棵植物能夠更加茂盛
[00:03:11.440 --> 00:03:13.960]  所以靈修、讀經祈禱
[00:03:13.960 --> 00:03:16.240]  是昔日的牧者對我們的教導
[00:03:16.240 --> 00:03:18.400]  而今天我們也會鼓勵弟兄姊妹
[00:03:18.400 --> 00:03:19.880]  來讀經祈禱
[00:03:19.880 --> 00:03:22.440]  每天清晨去到主的面前
[00:03:22.440 --> 00:03:25.080]  但當我自己進了神學院
[00:03:25.080 --> 00:03:27.400]  我要強調是我自己
[00:03:27.400 --> 00:03:29.400]  當我自己進了神學院之後
[00:03:29.400 --> 00:03:30.800]  我就發覺
[00:03:30.800 --> 00:03:32.440]  我每天回到神學院
[00:03:32.440 --> 00:03:34.440]  我都是讀聖經
[00:03:34.440 --> 00:03:37.440]  每天早上上課到下午放學
[00:03:37.440 --> 00:03:39.680]  我每一課都是讀聖經
[00:03:39.680 --> 00:03:42.800]  我發覺我的老師的聖經教導
[00:03:42.800 --> 00:03:45.440]  給我自己更多的認識
[00:03:45.440 --> 00:03:46.800]  有時我都不明白聖經
[00:03:46.800 --> 00:03:49.640]  我的老師就會在上課教我聖經
[00:03:49.640 --> 00:03:51.280]  於是我就慢慢慢慢去想
[00:03:51.280 --> 00:03:53.680]  究竟我為什麼要早上讀經祈禱呢?
[00:03:53.680 --> 00:03:54.840]  因為早上讀經祈禱
[00:03:54.840 --> 00:03:56.120]  還不是讀聖經
[00:03:56.120 --> 00:03:57.040]  我下午回到學校
[00:03:57.040 --> 00:03:57.840]  早上回到學校
[00:03:57.840 --> 00:03:58.920]  又是讀聖經
[00:03:58.920 --> 00:04:00.600]  於是我就慢慢慢慢覺得
[00:04:00.600 --> 00:04:01.480]  對呀
[00:04:01.480 --> 00:04:03.520]  我都不需要早上起床讀聖經
[00:04:03.520 --> 00:04:04.960]  祈禱我都有其他禱告
[00:04:04.960 --> 00:04:05.960]  都可以的
[00:04:05.960 --> 00:04:07.120]  不如下午上課
[00:04:07.120 --> 00:04:09.560]  老師所教導我們的聖經
[00:04:09.560 --> 00:04:10.600]  更加精彩
[00:04:10.600 --> 00:04:11.520]  有時自己看聖經
[00:04:11.520 --> 00:04:12.760]  可能看錯了
[00:04:12.760 --> 00:04:13.800]  很多的藉口
[00:04:13.800 --> 00:04:18.960]  於是就忘記了早上起床讀經祈禱
[00:04:18.960 --> 00:04:20.240]  直至到神學院畢業
[00:04:20.240 --> 00:04:21.520]  開始侍奉
[00:04:21.520 --> 00:04:24.680]  原來侍奉比讀書更忙
[00:04:24.680 --> 00:04:25.800]  讀書已經夠忙
[00:04:25.800 --> 00:04:26.800]  侍奉更忙
[00:04:26.800 --> 00:04:28.240]  你知道我們是七二四
[00:04:28.240 --> 00:04:31.440]  隨時電話來就要回應特遣節目的需要
[00:04:31.440 --> 00:04:33.120]  有時半夜十二時的電話來
[00:04:33.120 --> 00:04:35.600]  我都可能要去醫院探訪
[00:04:35.600 --> 00:04:36.720]  很忙
[00:04:36.720 --> 00:04:37.440]  但同樣
[00:04:37.440 --> 00:04:38.280]  每個星期
[00:04:38.280 --> 00:04:39.440]  我都要講道
[00:04:39.440 --> 00:04:40.800]  講道又是看聖經
[00:04:40.800 --> 00:04:41.800]  又是講解聖經
[00:04:41.800 --> 00:04:43.240]  我天天都在研經
[00:04:43.240 --> 00:04:45.760]  那為什麼要早上讀經祈禱呢?
[00:04:45.760 --> 00:04:48.120]  於是我一段很長的時間
[00:04:48.120 --> 00:04:49.560]  我都是公開跟特遣節目說
[00:04:49.560 --> 00:04:50.960]  我真是一段很長的時間
[00:04:50.960 --> 00:04:54.120]  我都未必早上起床讀經祈禱
[00:04:54.120 --> 00:04:55.560]  因為我有很多的藉口
[00:04:55.560 --> 00:04:56.600]  因為我上課
[00:04:56.600 --> 00:04:59.080]  上帝透過老師教我聖經
[00:04:59.080 --> 00:05:00.520]  我自己去預備講章
[00:05:00.520 --> 00:05:01.840]  我看很多的解經書
[00:05:01.840 --> 00:05:05.480]  來幫我去認識神的話語
[00:05:05.480 --> 00:05:07.760]  到一年多前
[00:05:07.760 --> 00:05:09.760]  有一天早上我回到教會
[00:05:09.760 --> 00:05:14.400]  忽然之間就跟我們的婦女牧區的牧區牧
[00:05:14.400 --> 00:05:16.320]  Pastor Irene 聊天
[00:05:16.320 --> 00:05:17.200]  聊聊天的時候
[00:05:17.200 --> 00:05:18.520]  她忽然間問我一個問題
[00:05:18.520 --> 00:05:19.840]  她說 何牧師
[00:05:19.840 --> 00:05:22.200]  你的靈修生活怎麼樣?
[00:05:22.200 --> 00:05:24.600]  這麼大膽問我靈修生活
[00:05:24.600 --> 00:05:25.520]  心裡邊第一個反應
[00:05:25.520 --> 00:05:27.600]  嘩 為什麼問我靈修生活?
[00:05:27.600 --> 00:05:29.280]  接著她看到我的樣子
[00:05:29.280 --> 00:05:30.200]  都怪怪的
[00:05:30.200 --> 00:05:31.120]  於是她就說
[00:05:31.120 --> 00:05:33.600]  不如我送一本寶給你
[00:05:33.600 --> 00:05:35.480]  這個叫TWA
[00:05:35.480 --> 00:05:36.360]  我第一個反應
[00:05:36.360 --> 00:05:38.240]  TWA不是遊行修嗎?
[00:05:38.240 --> 00:05:39.560]  有什麼特別的?
[00:05:39.560 --> 00:05:41.320]  沒有特別的 不是遊行修嗎?
[00:05:41.320 --> 00:05:43.240]  當然我的樣子不會這樣
[00:05:43.240 --> 00:05:44.120]  我的樣子當然是
[00:05:44.120 --> 00:05:45.520]  多謝她的
[00:05:45.520 --> 00:05:48.080]  當然那本TWA是沒有中文字的
[00:05:48.080 --> 00:05:50.120]  是一本原裝的TWA
[00:05:50.120 --> 00:05:53.040]  當時我回到家
[00:05:53.040 --> 00:05:55.520]  回到家之後
[00:05:55.520 --> 00:05:56.840]  我第二天
[00:05:56.840 --> 00:05:59.840]  即是我當晚打開前面那幾頁
[00:05:59.840 --> 00:06:01.920]  因為裡面有些東西寫
[00:06:01.920 --> 00:06:03.760]  我打開後看完之後
[00:06:03.760 --> 00:06:05.440]  我第二天開始做
[00:06:05.440 --> 00:06:07.400]  當我第二天開始做的時候
[00:06:07.400 --> 00:06:09.720]  我就到現在還沒停過
[00:06:09.720 --> 00:06:11.640]  接著我拍了師母
[00:06:11.640 --> 00:06:13.440]  師母也是開始做的時候
[00:06:13.440 --> 00:06:15.040]  到現在還沒停過
[00:06:15.040 --> 00:06:16.920]  師母每一天在Facebook
[00:06:16.920 --> 00:06:18.320]  過去一段很長的時間
[00:06:18.320 --> 00:06:20.320]  她在Facebook寫的東西
[00:06:20.320 --> 00:06:22.360]  其實不是因為師母是作家
[00:06:22.360 --> 00:06:24.280]  所以她可以在Facebook寫的東西
[00:06:24.280 --> 00:06:25.600]  而是因為她每天早上
[00:06:25.600 --> 00:06:26.680]  TWA之後
[00:06:26.680 --> 00:06:28.360]  上帝感動她的一些說話
[00:06:28.360 --> 00:06:30.000]  就放在了Facebook裏面
[00:06:30.000 --> 00:06:31.480]  她沒有想過在Facebook裏面
[00:06:31.480 --> 00:06:33.400]  每一天她自己靈修的心得
[00:06:33.400 --> 00:06:34.360]  她每天靈修裏面
[00:06:34.360 --> 00:06:36.200]  那種上帝跟她說話
[00:06:36.200 --> 00:06:37.960]  一些的感動 一些的感受
[00:06:37.960 --> 00:06:39.240]  她寫出來之後
[00:06:39.240 --> 00:06:40.840]  原來她今天的Facebook
[00:06:40.840 --> 00:06:43.640]  可以去到差不多三萬多個Like
[00:06:43.640 --> 00:06:45.240]  是沒什麼可能
[00:06:45.240 --> 00:06:47.120]  她差不多如果用三萬多個Like
[00:06:47.120 --> 00:06:48.200]  傳出去之後
[00:06:48.200 --> 00:06:51.080]  可能有二百多萬人看她的Facebook
[00:06:51.080 --> 00:06:52.400]  但第一次會不是她厲害
[00:06:52.400 --> 00:06:54.640]  不是她了不起 不是一個作家
[00:06:54.640 --> 00:06:56.520]  甚至上個星期她進醫院的時候
[00:06:56.520 --> 00:06:58.720]  剛好那個護士一看到
[00:06:58.720 --> 00:06:59.840]  是師母
[00:06:59.840 --> 00:07:01.080]  他說今早看她的Facebook
[00:07:01.080 --> 00:07:01.920]  說她進醫院
[00:07:01.920 --> 00:07:04.920]  想不到進了她的醫院
[00:07:04.920 --> 00:07:06.560]  她沒有想過
[00:07:06.560 --> 00:07:07.520]  但第一次會
[00:07:07.520 --> 00:07:08.640]  我不是說我們厲害
[00:07:08.640 --> 00:07:09.840]  不是說我們有什麼特別
[00:07:09.840 --> 00:07:11.440]  不是說我們是作家
[00:07:11.440 --> 00:07:12.680]  而是因為
[00:07:12.680 --> 00:07:14.680]  因為兩年 幾個多年前
[00:07:14.680 --> 00:07:17.200]  因為Pastor Irene
[00:07:17.200 --> 00:07:19.480]  那段說話
[00:07:19.480 --> 00:07:21.320]  她送給我這本簿
[00:07:21.320 --> 00:07:23.680]  當時我也是一本簿來的
[00:07:23.680 --> 00:07:25.880]  我就開始一年多沒停過
[00:07:25.880 --> 00:07:28.320]  去到神的面前去親近神
[00:07:28.320 --> 00:07:29.560]  但第一次會
[00:07:29.560 --> 00:07:30.800]  Pastor Irene
[00:07:30.800 --> 00:07:32.800]  當日跟我說些什麼呢
[00:07:32.800 --> 00:07:35.320]  我不想複述她那天說的東西
[00:07:35.320 --> 00:07:37.280]  不過我就請她
[00:07:37.280 --> 00:07:39.040]  將當日說的東西
[00:07:39.040 --> 00:07:40.160]  錄了一個片段
[00:07:40.160 --> 00:07:41.400]  大家看這個片段
[00:07:41.400 --> 00:07:43.400]  是不是
[00:07:45.280 --> 00:07:46.480]  弟兄姊妹 你好
[00:07:46.480 --> 00:07:49.680]  我是婦女牧區的Irene Ho
[00:07:49.680 --> 00:07:51.680]  在2021年的時候
[00:07:51.680 --> 00:07:52.880]  我靈修的時候
[00:07:52.880 --> 00:07:55.760]  讀到《詩篇》一百十九篇
[00:07:55.760 --> 00:07:56.920]  我很羨慕
[00:07:56.920 --> 00:07:58.440]  詩人能夠對神話語
[00:07:58.440 --> 00:08:00.240]  有一份喜愛的時候
[00:08:00.240 --> 00:08:01.760]  所以我就每一天打開詩篇
[00:08:01.760 --> 00:08:03.520]  也都為自己禱告
[00:08:03.520 --> 00:08:04.480]  我向神說
[00:08:04.480 --> 00:08:05.480]  主啊 求祢都讓我
[00:08:05.480 --> 00:08:06.840]  好像詩人一樣
[00:08:06.840 --> 00:08:09.080]  能夠在祢的律例裡面自然
[00:08:09.080 --> 00:08:10.520]  能夠用祢的話語
[00:08:10.520 --> 00:08:12.360]  令到我心裡面甘甜
[00:08:12.360 --> 00:08:14.360]  我要求神打開我的眼睛
[00:08:14.360 --> 00:08:17.200]  讓我看到律法裡面的奇妙
[00:08:17.200 --> 00:08:18.200]  持續的禱告
[00:08:18.200 --> 00:08:21.320]  大概經歷了兩個月的時間
[00:08:21.320 --> 00:08:23.000]  在一個很偶然的機會
[00:08:23.000 --> 00:08:23.680]  我認識一對
[00:08:23.680 --> 00:08:26.320]  在美國回來的牧師夫婦
[00:08:26.320 --> 00:08:27.040]  他們跟我分享
[00:08:27.040 --> 00:08:29.240]  在他們美國的教會裡面
[00:08:29.240 --> 00:08:30.640]  每一個早上
[00:08:30.640 --> 00:08:32.880]  無論小朋友以至到大人
[00:08:32.880 --> 00:08:34.880]  他們一起打開神的話語
[00:08:34.880 --> 00:08:36.360]  來做TWA
[00:08:36.360 --> 00:08:39.240]  來做親父試客
[00:08:39.240 --> 00:08:41.240]  我心裡面覺得很奇怪
[00:08:41.240 --> 00:08:43.400]  為什麼可以從小朋友到大人
[00:08:43.400 --> 00:08:45.000]  每一天都能夠堅持地
[00:08:45.000 --> 00:08:46.800]  去親近天父呢
[00:08:46.800 --> 00:08:48.000]  所以我就邀請了他們
[00:08:48.000 --> 00:08:49.600]  來我的牧區
[00:08:49.600 --> 00:08:51.240]  和八十個弟妹
[00:08:51.240 --> 00:08:52.360]  一起來分享
[00:08:52.360 --> 00:08:54.080]  一起來學習
[00:08:54.080 --> 00:08:57.040]  TWA不是一套魔法
[00:08:57.040 --> 00:08:58.720]  乃是作為神的兒女
[00:08:58.720 --> 00:09:00.360]  我們認定
[00:09:00.360 --> 00:09:01.560]  用我們的行動
[00:09:01.560 --> 00:09:05.000]  每一天持續地去親近天父
[00:09:05.000 --> 00:09:06.480]  也都重新排列
[00:09:06.480 --> 00:09:08.800]  我們生活的次序
[00:09:08.800 --> 00:09:10.840]  所以當你做TWA的時候
[00:09:10.840 --> 00:09:14.000]  我自己就定義每一天早起
[00:09:14.000 --> 00:09:14.920]  第一件事
[00:09:14.920 --> 00:09:16.240]  去親近天父
[00:09:16.240 --> 00:09:17.720]  去讀神的話
[00:09:17.720 --> 00:09:18.240]  另一方面
[00:09:18.240 --> 00:09:19.320]  你要認定
[00:09:19.320 --> 00:09:21.280]  神是每一個早上
[00:09:21.280 --> 00:09:22.960]  藉著不同的經文
[00:09:22.960 --> 00:09:24.520]  向我說話
[00:09:24.520 --> 00:09:25.240]  就好像昔日
[00:09:25.240 --> 00:09:27.160]  以色列人在抗疫一樣
[00:09:27.160 --> 00:09:27.960]  他們每一天
[00:09:27.960 --> 00:09:29.760]  就出去拾水麻藍
[00:09:29.760 --> 00:09:31.520]  成為他們生命的量
[00:09:31.520 --> 00:09:32.400]  能夠滿足他們
[00:09:32.400 --> 00:09:35.440]  每一天的需要
[00:09:35.440 --> 00:09:36.720]  第二方面
[00:09:36.720 --> 00:09:38.800]  當我每一次做TWA的時候
[00:09:38.800 --> 00:09:41.080]  我都會抄寫聖經
[00:09:41.080 --> 00:09:43.680]  當我拿著一筆一畫的
[00:09:43.680 --> 00:09:44.880]  抄寫詩篇
[00:09:44.880 --> 00:09:46.920]  抄寫真言的時候
[00:09:46.920 --> 00:09:49.240]  我就想起耶穌曾經說過
[00:09:49.240 --> 00:09:51.360]  祂說天地都要廢去
[00:09:51.360 --> 00:09:54.360]  但是我的畫卻不能夠廢去
[00:09:54.360 --> 00:09:56.200]  當我抄寫經文的時候
[00:09:56.200 --> 00:09:58.320]  讓我重拾對神話語
[00:09:58.320 --> 00:10:01.520]  那份敬畏的心
[00:10:01.520 --> 00:10:02.960]  在這一年多以來
[00:10:02.960 --> 00:10:05.200]  我們持續地做TWA
[00:10:05.200 --> 00:10:07.880]  對我生命最大最大的幫助
[00:10:07.880 --> 00:10:08.800]  就在我裡面
[00:10:08.800 --> 00:10:10.280]  在我生命的裡頭
[00:10:10.280 --> 00:10:12.640]  我覺得越來越穩妥
[00:10:12.640 --> 00:10:14.040]  對神的信心
[00:10:14.040 --> 00:10:15.040]  越來越知道
[00:10:15.040 --> 00:10:16.960]  什麼叫做「有根有記」
[00:10:16.960 --> 00:10:18.320]  因為神將很多話語
[00:10:18.320 --> 00:10:21.080]  放在我身上
[00:10:21.080 --> 00:10:21.840]  弟兄姊妹
