
[00:00:00.000 --> 00:00:03.500]  正如上星期如果大家有回,或者沒有回也好
[00:00:03.500 --> 00:00:05.500]  上星期Sandy有說的
[00:00:05.500 --> 00:00:07.000]  其實關於
[00:00:07.000 --> 00:00:10.000]  我們這幾個星期會說關於逆境的事情
[00:00:10.000 --> 00:00:11.000]  怎樣去面對逆境
[00:00:11.000 --> 00:00:14.000]  我覺得面對逆境這件事其實是一個
[00:00:14.000 --> 00:00:17.000]  做人的一個很大的功課
[00:00:17.000 --> 00:00:18.500]  是我們需要去學習的
[00:00:18.500 --> 00:00:21.500]  因為逆境其實可以帶給我們的生命
[00:00:21.500 --> 00:00:22.500]  有很大的影響
[00:00:22.500 --> 00:00:27.000]  有些人因為逆境而變得非常成熟
[00:00:27.000 --> 00:00:32.500]  但也有些人會因為困在逆境當中而不能脫離
[00:00:32.500 --> 00:00:36.500]  所以我們需要一起去學習關於逆境的事情
[00:00:36.500 --> 00:00:37.500]  怎樣去面對
[00:00:37.500 --> 00:00:42.000]  而感恩我們今天可以一同透過上帝的話語去學習
[00:00:42.000 --> 00:00:45.500]  對我來說為了我們能夠更好地應對
[00:00:45.500 --> 00:00:47.500]  我們生命當中的逆境
[00:00:47.500 --> 00:00:49.000]  我們首先需要理解的是
[00:00:49.000 --> 00:00:51.500]  逆境究竟是甚麼
[00:00:51.500 --> 00:00:57.000]  而令我們可以更加好更加有效率地面對逆境
[00:00:57.000 --> 00:01:00.000]  我希望透過聖經當中的一個記載
[00:01:00.000 --> 00:01:02.500]  去思想這個課題
[00:01:02.500 --> 00:01:04.500]  不過在我們進入經文之前
[00:01:04.500 --> 00:01:07.500]  我們一起祈禱
[00:01:07.500 --> 00:01:08.500]  真是天父感謝你
[00:01:08.500 --> 00:01:13.500]  今天我們可以有一段時間去思想你的話語
[00:01:13.500 --> 00:01:16.500]  特別在今天我們也會一同去思想
[00:01:16.500 --> 00:01:19.000]  有關面對逆境的這個課題
[00:01:19.000 --> 00:01:23.500]  求主能夠幫助我們去明白有所得著
[00:01:23.500 --> 00:01:27.500]  使我們在面對生命當中的逆境的時候
[00:01:27.500 --> 00:01:30.000]  是能夠更加好的
[00:01:30.000 --> 00:01:34.500]  也能夠更加幫助我們自己懂得怎樣去面對
[00:01:34.500 --> 00:01:37.500]  求主能夠帶領我們以下思想上帝話語的時間
[00:01:37.500 --> 00:01:39.000]  憑主耶穌聖名祈求
[00:01:39.000 --> 00:01:40.000]  Amen
[00:01:40.000 --> 00:01:42.000]  好,今天我們所看的經文
[00:01:42.000 --> 00:01:46.000]  取自於《馬可福音》4章35到41節
[00:01:46.000 --> 00:01:49.500]  馬可福音4章35到41節
[00:01:49.500 --> 00:01:52.500]  我們會一起先讀這段經文
[00:01:52.500 --> 00:01:54.500]  我們一二三起
[00:01:54.500 --> 00:01:56.500]  當那天晚上
[00:01:56.500 --> 00:01:58.500]  耶穌對門徒說
[00:01:58.500 --> 00:02:01.000]  我們到那邊去吧
[00:02:01.000 --> 00:02:03.000]  門徒離開眾人
[00:02:03.000 --> 00:02:05.500]  耶穌仍在船上
[00:02:05.500 --> 00:02:08.500]  他們就把他一同帶去
[00:02:08.500 --> 00:02:11.500]  也有別的船和他同行
[00:02:11.500 --> 00:02:13.500]  不言起了暴風
[00:02:13.500 --> 00:02:15.500]  波浪打入船內
[00:02:15.500 --> 00:02:18.500]  甚至船要滿了水
[00:02:18.500 --> 00:02:20.500]  耶穌在船尾上
[00:02:20.500 --> 00:02:23.000]  枕著枕頭睡覺
[00:02:23.000 --> 00:02:25.000]  門徒叫醒了他
[00:02:25.000 --> 00:02:29.000]  說:夫子,我們喪命,你不顧嗎?
[00:02:29.000 --> 00:02:31.000]  耶穌醒了
[00:02:31.000 --> 00:02:33.000]  斥責風向海說:
[00:02:33.000 --> 00:02:35.000]  住了吧?
[00:02:35.000 --> 00:02:37.000]  風就止住
[00:02:37.000 --> 00:02:39.000]  大大地平靜了
[00:02:39.000 --> 00:02:41.000]  耶穌對他們說
[00:02:41.000 --> 00:02:43.000]  為什麼膽怯
[00:02:43.000 --> 00:02:45.000]  你們還沒有信心嗎?
[00:02:45.000 --> 00:02:48.000]  他們就大大地懼怕
[00:02:48.000 --> 00:02:50.500]  耶穌者到底是誰?
[00:02:50.500 --> 00:02:54.000]  連風和海都聽從他了
[00:02:54.000 --> 00:02:57.000]  無論你有沒有回教會
[00:02:57.000 --> 00:02:59.500]  我想你都有可能聽過
[00:02:59.500 --> 00:03:02.000]  耶穌平靜風浪的故事
[00:03:02.000 --> 00:03:04.000]  在四卷福音當中
[00:03:04.000 --> 00:03:06.000]  四卷福音書當中
[00:03:06.000 --> 00:03:07.500]  除了我們今天所讀的
[00:03:07.500 --> 00:03:09.000]  《馬赫福音》之外
[00:03:09.000 --> 00:03:12.000]  在《馬太》以及《路加福音》
[00:03:12.000 --> 00:03:14.000]  都有記載這件事
[00:03:14.000 --> 00:03:15.000]  對我來說
[00:03:15.000 --> 00:03:17.000]  其實這個故事是一個
[00:03:17.000 --> 00:03:19.000]  可以有不同的角度
[00:03:19.000 --> 00:03:21.000]  或者不同的切入點去看
[00:03:21.000 --> 00:03:23.000]  去學習很多不同的事情
[00:03:23.000 --> 00:03:25.000]  我上個月
[00:03:25.000 --> 00:03:27.000]  我記得我都有講了兩篇
[00:03:27.000 --> 00:03:29.000]  是拿了在《路加福音》那段經文
[00:03:29.000 --> 00:03:32.000]  學習的亦都是兩個不同的課題
[00:03:32.000 --> 00:03:34.000]  但是在這段經文當中
[00:03:34.000 --> 00:03:36.000]  我們都可以學習到
[00:03:36.000 --> 00:03:37.000]  所以我覺得這段經文
[00:03:37.000 --> 00:03:39.000]  其實是很豐富的
[00:03:39.000 --> 00:03:40.000]  在今天
[00:03:40.000 --> 00:03:42.000]  我們就會透過這段經文
[00:03:42.000 --> 00:03:44.000]  學習這段《逆境》的課題
[00:03:44.000 --> 00:03:46.000]  如果我們看回這段經文
[00:03:46.000 --> 00:03:48.000]  我想我們都同意的一件事
[00:03:48.000 --> 00:03:50.000]  就是這裡的《逆境》
[00:03:50.000 --> 00:03:52.000]  就是這一節的經文
[00:03:52.000 --> 00:03:54.000]  就是第37節
[00:03:54.000 --> 00:03:57.000]  就講到忽然起了暴風
[00:03:57.000 --> 00:03:59.000]  波浪打入船內
[00:03:59.000 --> 00:04:01.000]  甚至船要滿水
[00:04:01.000 --> 00:04:03.000]  如果要講這個《逆境》當中的
[00:04:03.000 --> 00:04:04.000]  客觀事實
[00:04:04.000 --> 00:04:05.000]  我想就是暴風
[00:04:05.000 --> 00:04:06.000]  以及波浪
[00:04:06.000 --> 00:04:09.000]  當然如果我們研究它的原文的話
[00:04:09.000 --> 00:04:12.000]  很多東西是可以去探討的
[00:04:12.000 --> 00:04:14.000]  不過現在我不是想和大家探討
[00:04:14.000 --> 00:04:16.000]  它的原文是什麼
[00:04:16.000 --> 00:04:19.000]  但是我想大家去看一下
[00:04:19.000 --> 00:04:20.000]  這些暴風
[00:04:20.000 --> 00:04:22.000]  或者波浪這裡的暴風
[00:04:22.000 --> 00:04:25.000]  和波浪出現的時機
[00:04:25.000 --> 00:04:27.000]  就是這節經文當中
[00:04:27.000 --> 00:04:29.000]  頭那兩個字
[00:04:29.000 --> 00:04:32.000]  就是經文當中的忽然這兩個字
[00:04:32.000 --> 00:04:35.000]  突如其來的出現
[00:04:35.000 --> 00:04:36.000]  就是說這些暴風
[00:04:36.000 --> 00:04:39.000]  和波浪所做的《逆境》是突然出現的
[00:04:39.000 --> 00:04:41.000]  我不知道大家有沒有
[00:04:41.000 --> 00:04:44.000]  這樣的經歷或者體會
[00:04:44.000 --> 00:04:46.000]  大部分對於我們來說
[00:04:46.000 --> 00:04:47.000]  更加難
[00:04:47.000 --> 00:04:49.000]  或者比較難去面對的《逆境》
[00:04:49.000 --> 00:04:52.000]  就是一些突然間出現的《逆境》
[00:04:52.000 --> 00:04:55.000]  如果你覺得那個《逆境》是
[00:04:55.000 --> 00:04:57.000]  你能夠預計的話
