
[00:00:00.000 --> 00:00:01.280]  第一姐妹平安
[00:00:30.000 --> 00:00:32.920]  約書亞代表耶和華
[00:00:32.920 --> 00:00:36.380]  讓百姓選擇究竟他們想侍奉哪一位
[00:00:36.380 --> 00:00:38.580]  百姓聽完之後就說
[00:00:38.580 --> 00:00:40.580]  我們要侍奉耶和華
[00:00:40.580 --> 00:00:42.580]  不過約書亞之後就重申
[00:00:42.580 --> 00:00:45.580]  如果你真的選擇侍奉耶和華的話
[00:00:45.580 --> 00:00:47.580]  你要很專一侍奉他
[00:00:47.580 --> 00:00:50.080]  以及背叛了他之後的後果
[00:00:50.080 --> 00:00:52.080]  是可以很嚴重的
[00:00:52.080 --> 00:00:55.280]  不過百姓仍然堅決表明
[00:00:55.280 --> 00:00:57.280]  我們要侍奉耶和華
[00:00:57.280 --> 00:00:58.780]  之後約書亞就說
[00:00:58.780 --> 00:01:00.280]  好啊,如果是這樣的話
[00:01:00.280 --> 00:01:01.780]  你們自己作證
[00:01:01.780 --> 00:01:04.280]  再加上我們納錫為證
[00:01:04.280 --> 00:01:06.280]  他們說好,沒問題
[00:01:06.280 --> 00:01:11.280]  於是最後約書亞道出了一番苦口婆心的說話
[00:01:11.280 --> 00:01:15.280]  最後在二十八節解散了百姓
[00:01:15.280 --> 00:01:19.280]  至於我和我家
[00:01:19.280 --> 00:01:21.280]  我們必定侍奉耶和華
[00:01:21.280 --> 00:01:22.780]  這一句說話
[00:01:22.780 --> 00:01:26.780]  或許在座當中都頗有印象
[00:01:26.780 --> 00:01:30.780]  但我們不能忽略了約書亞這一句
[00:01:30.780 --> 00:01:36.280]  他臨死準備解散以色列民之前
[00:01:36.280 --> 00:01:39.780]  有關納錫為證中間的一些細節
[00:01:39.780 --> 00:01:41.780]  以及當中的教導
[00:01:41.780 --> 00:01:45.780]  盼望我們都能夠從今天的《講道經文》裡
[00:01:45.780 --> 00:01:47.280]  得到亮光
[00:01:47.280 --> 00:01:49.780]  請各位頂子們我們一起祈禱
[00:01:56.780 --> 00:01:58.780]  讓我們同感一靈
[00:01:58.780 --> 00:02:01.780]  也求祢賜下智慧
[00:02:01.780 --> 00:02:03.780]  讓我們能夠明白
[00:02:03.780 --> 00:02:07.780]  祢話語當中的奧秘啟迪
[00:02:07.780 --> 00:02:11.780]  讓祢自己的說話親自滋潤我們提醒我們
[00:02:11.780 --> 00:02:14.780]  免得我們偏行己路
[00:02:14.780 --> 00:02:19.780]  最後求祢使到所講的所聽的
[00:02:19.780 --> 00:02:21.780]  都能夠得著同樣的益處
[00:02:21.780 --> 00:02:22.780]  祈禱感恩
[00:02:22.780 --> 00:02:25.780]  直賴救主耶穌基督得勝明智
[00:02:25.780 --> 00:02:26.780]  阿門
[00:02:56.780 --> 00:03:01.780]  這段說話提醒了他們
[00:03:01.780 --> 00:03:03.780]  他們要記住耶和華
[00:03:03.780 --> 00:03:06.780]  是如何帶領著他們的民族
[00:03:06.780 --> 00:03:07.780]  如何保護他們
[00:03:07.780 --> 00:03:10.780]  以及如何公認以色列民
[00:03:10.780 --> 00:03:11.780]  而之後
[00:03:11.780 --> 00:03:13.780]  年紀老邁的約書亞
[00:03:13.780 --> 00:03:15.780]  就要求這些領袖
[00:03:15.780 --> 00:03:18.780]  要認真和嚴肅地
[00:03:18.780 --> 00:03:21.780]  作出一項很重要的選擇
[00:03:21.780 --> 00:03:24.780]  就是要他們親自選擇
[00:03:24.780 --> 00:03:27.780]  究竟要侍奉哪一位神
[00:03:27.780 --> 00:03:31.780]  如果選擇侍奉耶和華的話
[00:03:31.780 --> 00:03:34.780]  以色列民就要敬畏耶和華
[00:03:34.780 --> 00:03:37.780]  誠心誠意侍奉祂
[00:03:37.780 --> 00:03:40.780]  我們一起看看第十四節
[00:03:40.780 --> 00:03:41.780]  約書亞說
[00:03:41.780 --> 00:03:44.780]  現在
[00:03:44.780 --> 00:03:45.780]  要敬畏耶和華
[00:03:45.780 --> 00:03:47.780]  誠心誠意侍奉祂
[00:03:47.780 --> 00:03:50.780]  除掉你們列祖在大河那邊
[00:03:50.780 --> 00:03:55.780]  和在埃及侍奉的神明侍奉耶和華
[00:03:55.780 --> 00:03:57.780]  這句話說明了什麼呢?
[00:03:57.780 --> 00:04:00.780]  就是以色列民他們現在
[00:04:00.780 --> 00:04:04.780]  並未做到敬畏耶和華
[00:04:04.780 --> 00:04:08.780]  未做到誠心誠意侍奉耶和華
[00:04:08.780 --> 00:04:12.780]  他們甚至沒有除掉列祖在大河那邊
[00:04:12.780 --> 00:04:16.780]  和在埃及侍奉的神明
[00:04:16.780 --> 00:04:18.780]  約書亞深深地知道
[00:04:18.780 --> 00:04:20.780]  以色列民外表上
[00:04:20.780 --> 00:04:22.780]  好像對拜偶像這件事情
[00:04:22.780 --> 00:04:25.780]  表現得很深惡痛絕
[00:04:25.780 --> 00:04:27.780]  但實情是什麼呢?
[00:04:27.780 --> 00:04:29.780]  實情就是原來百姓裡面
[00:04:29.780 --> 00:04:33.780]  有人偷偷地在拜偶像
[00:04:33.780 --> 00:04:35.780]  原來離開了曠野
[00:04:35.780 --> 00:04:37.780]  進入迦南的以色列新一代
[00:04:37.780 --> 00:04:39.780]  他們除了侍奉耶和華之外
[00:04:39.780 --> 00:04:43.780]  原來當中仍然有人偷偷地
[00:04:43.780 --> 00:04:45.780]  侍奉列祖在大河那邊
[00:04:45.780 --> 00:04:48.780]  即是右法拉底河那邊
[00:04:48.780 --> 00:04:49.780]  所信奉的神明
[00:04:49.780 --> 00:04:51.780]  仍然有人偷偷地
[00:04:51.780 --> 00:04:53.780]  來侍奉埃及的偶像
[00:04:53.780 --> 00:04:55.780]  也有一群人
[00:04:55.780 --> 00:04:59.780]  悄悄地侍奉阿摩利人的神明
[00:04:59.780 --> 00:05:01.780]  也就是進入迦南地的那群
[00:05:01.780 --> 00:05:05.780]  其中的一群阿摩利人的神明
[00:05:05.780 --> 00:05:08.780]  以色列民沒有遵照
[00:05:08.780 --> 00:05:11.780]  除了我以外你們不可有別的神
[00:05:11.780 --> 00:05:14.780]  十誡的第一誡
[00:05:14.780 --> 00:05:17.780]  作為摩西的接棒人
[00:05:17.780 --> 00:05:20.780]  約書亞對這種情況
[00:05:20.780 --> 00:05:22.780]  已經達到寧容忍
[00:05:22.780 --> 00:05:24.780]  不能夠再忍耐的程度
[00:05:24.780 --> 00:05:25.780]  於是乎
[00:05:25.780 --> 00:05:28.780]  他在這裡就要問清楚那群以色列民
[00:05:28.780 --> 00:05:31.780]  如果你們認為侍奉耶和華是不好的
[00:05:31.780 --> 00:05:35.780]  你們今天可以選擇侍奉其他神明
[00:05:35.780 --> 00:05:37.780]  值得注意的是什麼呢
[00:05:37.780 --> 00:05:41.780]  就是當約書亞拋出了這條問題之後
[00:05:41.780 --> 00:05:44.780]  約書亞沒有先看看
[00:05:44.780 --> 00:05:47.780]  大多數的以色列人的取向是怎樣
[00:05:47.780 --> 00:05:51.780]  然後才決定自己會不會跟大隊
[00:05:51.780 --> 00:05:54.780]  他一開始就清晰表明
[00:05:54.780 --> 00:05:57.780]  自己和家人的選擇
[00:05:57.780 --> 00:05:59.780]  至於我和我家
[00:05:59.780 --> 00:06:02.780]  我們必定侍奉耶和華
[00:06:02.780 --> 00:06:05.780]  從這裡可以看到
[00:06:05.780 --> 00:06:08.780]  約書亞和他家人對於侍奉耶和華
[00:06:08.780 --> 00:06:10.780]  這件事情是堅定不移
[00:06:10.780 --> 00:06:13.780]  即使所有的以色列民
[00:06:13.780 --> 00:06:15.780]  他們都選擇不侍奉耶和華
