
[00:00:00.000 --> 00:00:04.000]  如果你有聖經的話,請你一同去擁抱神教話語,我們一起去祈禱
[00:00:04.000 --> 00:00:12.000]  天皇上帝,我們感謝祢,讓我們可以在祢的殿中很安恕、很專注地去敬拜祢
[00:00:12.000 --> 00:00:20.000]  我們為祢所供應給我們的年信感謝,但我們也紀念到有缺乏的肢體和未信的朋友
[00:00:20.000 --> 00:00:27.000]  可能在香港,或者可能在外地,因著風災的緣故,失去家園,或者受傷害的
[00:00:27.000 --> 00:00:31.000]  最後,我們也求祢紀念他們,讓他們得到醫治
[00:00:31.000 --> 00:00:35.000]  我們也求祢讓我們懂得去與愛香港人同哀哭
[00:00:35.000 --> 00:00:39.000]  也懂得去因著祢賜給我們的豐富,我們獻上感謝
[00:00:39.000 --> 00:00:42.000]  我們也將以後的時間,恭敬在祢的手中
[00:00:42.000 --> 00:00:47.000]  祢親自向我們說話,讓我們更加明白你的華語裡面的道理
[00:00:47.000 --> 00:00:50.000]  讓我們更多去思想人生的意義
[00:00:50.000 --> 00:00:55.000]  我們也求祢觸動我們的心靈,改變我們的生命
[00:00:55.000 --> 00:01:00.000]  聽我們的祈禱,奉靠耶穌基督的名字祈求,阿們
[00:01:25.000 --> 00:01:30.000]  我教會有些事情,我要做完教會的事情才去
[00:01:30.000 --> 00:01:32.000]  會有一點趕,但應該來得及
[00:01:32.000 --> 00:01:37.000]  那個年代還沒有手機可以看到,還有幾十分鐘的巴士會到
[00:01:37.000 --> 00:01:41.000]  我就離開教會,走出窩打路道
[00:01:41.000 --> 00:01:46.000]  然後過了橋的位置,去到亞皆佬街,乘2號A去這個方向
[00:01:46.000 --> 00:01:50.000]  時間有一點趕,我就在去
[00:01:50.000 --> 00:01:55.000]  在去的途中,我過天橋底那條馬路,一過我看左邊
[00:01:55.000 --> 00:02:00.000]  咦,2號A已經離站了,已經在走
[00:02:00.000 --> 00:02:05.000]  在那一剎那,一兩秒之間,我腦海裡不斷在賠償
[00:02:05.000 --> 00:02:10.000]  我馬上數,他現在紅燈,我是綠燈,他還有兩盞燈
[00:02:10.000 --> 00:02:13.000]  我過之後,也還有兩盞燈,我和他一起的那盞燈
[00:02:13.000 --> 00:02:16.000]  追不追得及呢?
[00:02:16.000 --> 00:02:21.000]  在我過馬路的時候,我想,轉左還是轉右?
[00:02:21.000 --> 00:02:24.000]  轉左下一輛,轉右最後一輛
[00:02:24.000 --> 00:02:28.000]  轉右,衝啊,馬上跑跑跑
[00:02:28.000 --> 00:02:34.000]  燈位,快點轉,快點轉,我去,快他快他
[00:02:34.000 --> 00:02:38.000]  我感覺是返回我中學時代跑步的日子一樣
[00:02:38.000 --> 00:02:42.000]  搓手,高抬腿,一路跑,奉引了個人,奉引了個人
[00:02:42.000 --> 00:02:45.000]  巴士在我後面,後面,跑跑跑
[00:02:45.000 --> 00:02:47.000]  巴士過了我,跑跑跑
[00:02:47.000 --> 00:02:50.000]  在前面,麻煩有人上車,有人上車
[00:02:50.000 --> 00:02:53.000]  等我,等我,司機,麻煩你等我
[00:02:53.000 --> 00:02:56.000]  衝上去,看不看得到我,看不看得到我
[00:02:56.000 --> 00:03:01.000]  不怪司機,追了,嘩,很有成功感
[00:03:01.000 --> 00:03:04.000]  我不知道我過了多少個人,總之我沒有撞到人
[00:03:04.000 --> 00:03:07.000]  我追了一輛車,上了去
[00:03:07.000 --> 00:03:12.000]  差不多下車,我的脾氣才順了
[00:03:12.000 --> 00:03:15.000]  很辛苦,但是我覺得
[00:03:15.000 --> 00:03:20.000]  我過去在田徑努力的練習並不是白費的
[00:03:20.000 --> 00:03:23.000]  還有一點點剩
[00:03:23.000 --> 00:03:27.000]  總算去到,下車,我看著巴士
[00:03:27.000 --> 00:03:31.000]  辛苦了,拜拜,我去燒烤了
[00:03:31.000 --> 00:03:33.000]  我一轉頭,我看一看
[00:03:33.000 --> 00:03:40.000]  這輛巴士走了,馬上就在轉,駕2號A道
[00:03:40.000 --> 00:03:45.000]  這麼辛苦,為了什麼都站不到一分鐘
[00:03:45.000 --> 00:03:48.000]  頂尖的我不知道你有沒有這樣的經歷
[00:03:48.000 --> 00:03:51.000]  不是這樣追巴士的經歷
[00:03:51.000 --> 00:03:53.000]  但是在你人生裡,你會不會覺得
[00:03:53.000 --> 00:03:56.000]  我很努力去做這個事情
[00:03:56.000 --> 00:03:59.000]  不過呢,其實沒什麼用的
[00:03:59.000 --> 00:04:03.000]  很辛苦,以為很有成就地做了事
[00:04:03.000 --> 00:04:06.000]  原來很短暫的
[00:04:06.000 --> 00:04:10.000]  會不會你以為自己很厲害
[00:04:10.000 --> 00:04:14.000]  但是其實你所做的事,很沒意義的呢
[00:04:14.000 --> 00:04:20.000]  人生彷彿就是,有些時候就是這麼諷刺的
[00:04:20.000 --> 00:04:22.000]  你付出很多的努力
[00:04:22.000 --> 00:04:28.000]  你做到的事,其實做了和沒做是沒分別的
[00:04:28.000 --> 00:04:32.000]  我見過一些人在賣洗髮水廣告
[00:04:32.000 --> 00:04:34.000]  賣完之後,哇,長了很多頭髮
[00:04:34.000 --> 00:04:36.000]  賣完之後,他就只剩下頭髮
[00:04:36.000 --> 00:04:39.000]  長了也是沒用的
[00:04:39.000 --> 00:04:45.000]  我認識有人很努力去逼女兒學琴
[00:04:45.000 --> 00:04:47.000]  要她彈得好
[00:04:47.000 --> 00:04:50.000]  最後很厲害,八級鋼琴
[00:04:50.000 --> 00:04:53.000]  他考完八級之後,女兒從來沒碰過鋼琴
[00:04:53.000 --> 00:04:56.000]  那有什麼用呢
[00:04:56.000 --> 00:04:58.000]  又或者我認識一個人
[00:04:58.000 --> 00:05:01.000]  他的媽媽告訴我
[00:05:01.000 --> 00:05:03.000]  窮盡一生的積蓄,很辛苦
[00:05:03.000 --> 00:05:06.000]  終於買了一層樓,很開心在外國
[00:05:06.000 --> 00:05:10.000]  哇,很安心,覺得終於可以無憂了
[00:05:10.000 --> 00:05:13.000]  過了幾年,發覺整間屋子被白米住了
[00:05:13.000 --> 00:05:15.000]  什麼都沒有
[00:05:15.000 --> 00:05:17.000]  那有什麼意思呢
[00:05:17.000 --> 00:05:20.000]  又或者你也認識到不少人
[00:05:20.000 --> 00:05:26.000]  在年輕的時候,付上健康,為了可以賺取財富
[00:05:26.000 --> 00:05:32.000]  直到他年老的時候,可以付上財富,去找回健康
[00:05:32.000 --> 00:05:35.000]  人生是否就是這樣兜兜轉轉
[00:05:35.000 --> 00:05:38.000]  我們花很多時間去做很多事情
[00:05:38.000 --> 00:05:43.000]  但是其實做了和沒做,彷彿好像沒什麼分別
[00:05:43.000 --> 00:05:47.000]  如果是的話,人生的意義在哪裡呢
[00:05:47.000 --> 00:05:51.000]  今天我想和大家一起傳道書
[00:05:51.000 --> 00:05:56.000]  我們從傳道書中一起思想人生的意義
[00:05:56.000 --> 00:06:00.000]  我們怎樣可以在人生中找到人生的意義
[00:06:00.000 --> 00:06:04.000]  我們講完馬漢福音,我們開始新的系列
[00:06:04.000 --> 00:06:09.000]  在傳道書中,我們和作者一同去探討
[00:06:09.000 --> 00:06:14.000]  彷彿有很多不同的問題,好像未必有簡單的答案
[00:06:14.000 --> 00:06:18.000]  但是在這個過程中,我們一起去探索人生的意義
[00:06:18.000 --> 00:06:22.000]  所以如果你有聖經的話,你可以打開傳道書的舊約
[00:06:22.000 --> 00:06:25.000]  或者你可以打開程序表的內頁
[00:06:25.000 --> 00:06:31.000]  傳道書一般人覺得作者是所羅門
[00:06:31.000 --> 00:06:33.000]  因為所講的描述有點相近
[00:06:33.000 --> 00:06:37.000]  但是有不少學者覺得這未必是所羅門所講的
[00:06:37.000 --> 00:06:41.000]  由於他所講的用詞會有點不同
[00:06:41.000 --> 00:06:45.000]  所以簡單來說,我們不是很清楚傳道書的作者是誰
[00:06:45.000 --> 00:06:49.000]  不過似乎作者,無論是不是所羅門也好
[00:06:49.000 --> 00:06:52.000]  他都沒有提及所羅門的名字
[00:06:52.000 --> 00:06:55.000]  所以作者都是刻意隱瞞這個身份
[00:06:55.000 --> 00:07:00.000]  就是想有一點點,不是很清楚是誰寫的意義
[00:07:00.000 --> 00:07:03.000]  所以今天我們作為讀者去看的時候
[00:07:03.000 --> 00:07:06.000]  我們都可以知道,我們不需要知道誰是作者
[00:07:06.000 --> 00:07:09.000]  我們同樣可以領會書中的意義
[00:07:09.000 --> 00:07:14.000]  換句話說,正等於不需要知道誰是作者
[00:07:14.000 --> 00:07:16.000]  因為作者是不想讓我們知道
[00:07:16.000 --> 00:07:22.000]  所以我們一同去探索他所講的很多問題
[00:07:22.000 --> 00:07:25.000]  對於人生的反思
[00:07:25.000 --> 00:07:30.000]  至於寫作的時期,是否跟所羅門寫作有關
[00:07:30.000 --> 00:07:34.000]  如果是所羅門寫的話,大概是主前九百多年
[00:07:34.000 --> 00:07:37.000]  如果不是所羅門,有不少人覺得可能是秘魯之後的
[00:07:37.000 --> 00:07:39.000]  大概是主前五百多年
[00:07:39.000 --> 00:07:43.000]  甚至有人推論再遲一點,是主前三百多年
[00:07:43.000 --> 00:07:45.000]  但這是比較偏激的看法
[00:07:45.000 --> 00:07:47.000]  時間上我們都不太清楚
[00:07:47.000 --> 00:07:50.000]  寫了一個文體,是一種智慧文學
[00:07:50.000 --> 00:07:52.000]  是詩歌的文體
[00:07:52.000 --> 00:07:58.000]  當中帶出很多,帶我們去反思人生的意義
[00:07:58.000 --> 00:08:00.000]  人生的價值在哪裡
[00:08:00.000 --> 00:08:03.000]  作者有時所講的,是比較正面一點的
[00:08:03.000 --> 00:08:06.000]  但有時又是比較負面的
[00:08:06.000 --> 00:08:08.000]  彷彿令我們想,那是什麼意思?
[00:08:08.000 --> 00:08:11.000]  究竟人生是正面還是負面的?
[00:08:11.000 --> 00:08:13.000]  好像充斥著很多的矛盾
[00:08:13.000 --> 00:08:16.000]  是因為人生實在有很多的矛盾
[00:08:16.000 --> 00:08:19.000]  是到了最後,他才給我們答案
[00:08:19.000 --> 00:08:22.000]  所以如果你等不到的話,你可以直接去看第十二章
[00:08:22.000 --> 00:08:25.000]  但我們會逐章逐字去講
[00:08:25.000 --> 00:08:30.000]  我們在全圖書探索人生意義的過程中
[00:08:30.000 --> 00:08:32.000]  我和作者一同在想
[00:08:32.000 --> 00:08:36.000]  很難可以有一個很清楚的大綱
[00:08:36.000 --> 00:08:41.000]  有不少解經家都嘗試為全圖書去量度出一個大綱
[00:08:41.000 --> 00:08:44.000]  都發覺所作的勞苦都是很虛空的
[00:08:44.000 --> 00:08:48.000]  彷彿是一些跟我們對話
[00:08:48.000 --> 00:08:51.000]  或者是他自己的一些思緒去組織出來
[00:08:51.000 --> 00:08:55.000]  所以未必有一個很明確的寫作大綱
[00:08:55.000 --> 00:08:59.000]  但不代表他所講的內容是不清晰的
[00:08:59.000 --> 00:09:03.000]  你就當作是一個作者坐下來和你喝一杯茶
[00:09:03.000 --> 00:09:06.000]  吃個麵包,和你探討人生的過程中
[00:09:06.000 --> 00:09:10.000]  有很多不同的角度,不同的反思
[00:09:10.000 --> 00:09:14.000]  有時見到正面的,有時見到負面的
[00:09:14.000 --> 00:09:17.000]  一起去想人生的意義在哪裡
[00:09:17.000 --> 00:09:21.000]  今天我們只是看第十一章的第一節至第十一節
[00:09:21.000 --> 00:09:27.000]  在過程中,我們會先看看那段經文本身所講的是什麼
[00:09:27.000 --> 00:09:33.000]  然後我們會探討一下當中有沒有什麼信學的訊息
[00:09:33.000 --> 00:09:35.000]  讓我們可以明白到
[00:09:35.000 --> 00:09:40.000]  以致我們再看今時今日我們可以作出一個怎樣的應用
[00:09:40.000 --> 00:09:44.000]  我們先看看這段經文當時所講的東西
[00:09:44.000 --> 00:09:46.000]  就是講出人生的虛空
[00:09:46.000 --> 00:09:51.000]  人生裡面的虛空是因為有很多虛空很無意義的事情
[00:09:51.000 --> 00:09:53.000]  第一章第一節
[00:09:53.000 --> 00:09:58.000]  在耶路撒冷作王大衛的兒子傳道者的言語
[00:09:58.000 --> 00:10:00.000]  這裡講到作者
[00:10:00.000 --> 00:10:03.000]  作者在耶路撒冷作王,是大衛的兒子
[00:10:03.000 --> 00:10:06.000]  你照字面看的話,這個一定是所羅門
[00:10:06.000 --> 00:10:07.000]  因為沒有別人
[00:10:07.000 --> 00:10:11.000]  但是很明顯我們知道大衛的兒子不一定是指大衛的兒子
[00:10:11.000 --> 00:10:13.000]  他是指大衛的子孫
[00:10:13.000 --> 00:10:17.000]  但是大衛的子孫在耶路撒冷作王
[00:10:17.000 --> 00:10:22.000]  在第十二節,他講到他在耶路撒冷作以色列的王
[00:10:22.000 --> 00:10:25.000]  如果是作傳以色列的王
[00:10:25.000 --> 00:10:28.000]  而是大衛的子孫,他在耶路撒冷作王的話
[00:10:28.000 --> 00:10:30.000]  也是只有所羅門一個
[00:10:30.000 --> 00:10:32.000]  因為所羅門死了之後,王國就分裂了
[00:10:32.000 --> 00:10:35.000]  所以不是作整個以色列的王
[00:10:35.000 --> 00:10:38.000]  所以很多人覺得從這個角度去看
[00:10:38.000 --> 00:10:40.000]  這個作者應該是所羅門
[00:10:40.000 --> 00:10:44.000]  但是也有可能是有一個人
[00:10:44.000 --> 00:10:47.000]  他彷彿所羅門就會這樣說
[00:10:47.000 --> 00:10:50.000]  我代所羅門,也不出奇
[00:10:50.000 --> 00:10:52.000]  再加上他的用詞
[00:10:52.000 --> 00:10:56.000]  有不少人覺得這是比較後期的希伯來文
[00:10:56.000 --> 00:10:58.000]  未必是所羅門的時代
[00:10:58.000 --> 00:11:01.000]  但是無論如何,作者是誰不是最重要
[00:11:01.000 --> 00:11:03.000]  我們就叫他做傳道者
[00:11:03.000 --> 00:11:06.000]  這個彷彿是作者想給我們這樣的稱呼
[00:11:06.000 --> 00:11:08.000]  他的身份不是最重要
[00:11:08.000 --> 00:11:10.000]  最重要的是他是一個傳道者
[00:11:10.000 --> 00:11:12.000]  什麼是傳道者呢?
[00:11:12.000 --> 00:11:15.000]  傳道者不是我們今時今日的傳道人
[00:11:15.000 --> 00:11:18.000]  不是上台講道的傳道人
[00:11:18.000 --> 00:11:20.000]  也不是傳福音的傳道人
[00:11:20.000 --> 00:11:24.000]  傳道者是來自傳道這個動詞
[00:11:24.000 --> 00:11:26.000]  而帶出這個名詞傳道者
[00:11:26.000 --> 00:11:31.000]  這個用法有不同的角度去用
[00:11:31.000 --> 00:11:35.000]  有些譯本是譯作teacher 教師
[00:11:35.000 --> 00:11:37.000]  因為他會教導
[00:11:37.000 --> 00:11:39.000]  有些是譯作preacher 講員
[00:11:39.000 --> 00:11:41.000]  因為他在講解
[00:11:41.000 --> 00:11:45.000]  有些是譯作assembler 召集者
[00:11:45.000 --> 00:11:48.000]  因為傳道的意思也是召集的意思
[00:11:48.000 --> 00:11:51.000]  所以換句話說,也挺不同的
[00:11:51.000 --> 00:11:54.000]  就不像我們中文看傳道的意思那麼簡單
[00:11:54.000 --> 00:11:56.000]  但是無論怎樣也好
[00:11:56.000 --> 00:11:58.000]  很明顯就是他是一個領袖
[00:11:58.000 --> 00:12:03.000]  他是一個能夠有權並呼召人們召集
[00:12:03.000 --> 00:12:05.000]  向他們講說話
[00:12:05.000 --> 00:12:08.000]  向他們教導的領袖
[00:12:08.000 --> 00:12:10.000]  所以他所講的東西
[00:12:10.000 --> 00:12:12.000]  都有點像是一個王
[00:12:12.000 --> 00:12:16.000]  以致他才能夠這樣叫人們來聽我講
[00:12:16.000 --> 00:12:21.000]  去講及對於整個國家需要知道的事情
[00:12:21.000 --> 00:12:23.000]  這個就是一個傳道者
[00:12:23.000 --> 00:12:25.000]  傳道者講什麼呢?
[00:12:25.000 --> 00:12:27.000]  第二節說到
[00:12:27.000 --> 00:12:32.000]  傳道者說:虛空的虛空,虛空的虛空,全是虛空
[00:12:32.000 --> 00:12:34.000]  嘩!很虛也很空
[00:12:34.000 --> 00:12:38.000]  這裡短短幾句就不斷講虛空
[00:12:38.000 --> 00:12:40.000]  虛空的虛空
[00:12:40.000 --> 00:12:42.000]  這個文化上的用詞
[00:12:42.000 --> 00:12:46.000]  就是在講最重要最厲害的東西
[00:12:46.000 --> 00:12:48.000]  在其他地方我們也見過
[00:12:48.000 --> 00:12:52.000]  譬如中文我們譯作會幕裡的致勝所
[00:12:52.000 --> 00:12:55.000]  英文就譯作holy of holies
[00:12:55.000 --> 00:12:57.000]  就彷彿像這裡
[00:12:57.000 --> 00:13:01.000]  虛空的虛空,英文有時譯作vanity of vanity
[00:13:01.000 --> 00:13:03.000]  就是致勝所,holy of holy
[00:13:03.000 --> 00:13:07.000]  就是聖潔的聖潔,最聖潔的地方
[00:13:07.000 --> 00:13:12.000]  又或者啞歌譯作歌中之歌,song of song
[00:13:12.000 --> 00:13:14.000]  就是虛空的虛空的用法
[00:13:14.000 --> 00:13:16.000]  都是最好聽的歌
[00:13:16.000 --> 00:13:18.000]  又或者在舊教裡面講到神
[00:13:18.000 --> 00:13:21.000]  是萬神之神,萬主之主
[00:13:21.000 --> 00:13:24.000]  就是最厲害的神,最厲害的主
[00:13:24.000 --> 00:13:26.000]  所以彷彿虛空的虛空
[00:13:26.000 --> 00:13:31.000]  就是自虛空的虛空
[00:13:31.000 --> 00:13:34.000]  仍然是很虛和很空
[00:13:34.000 --> 00:13:37.000]  這個虛空的虛空,全是虛空
[00:13:37.000 --> 00:13:42.000]  全是虛空不是在講所有東西都是虛空
[00:13:42.000 --> 00:13:47.000]  不過是很籠統地說很多東西都是很虛空
