
[00:00:00.000 --> 00:00:02.300]  剛才聽馬祈宣教士說
[00:00:02.300 --> 00:00:07.000]  在鄉下的人是會因為信耶穌而被趕走
[00:00:07.000 --> 00:00:10.800]  我都想起自己的媽媽信耶穌的時候
[00:00:10.800 --> 00:00:12.800]  被我阿婆
[00:00:12.800 --> 00:00:16.200]  踢下床不給飯吃
[00:00:16.200 --> 00:00:19.300]  所以恩爵做基督徒
[00:00:19.300 --> 00:00:21.900]  受苦在這個世界上
[00:00:21.900 --> 00:00:23.800]  是真有其事的
[00:00:23.800 --> 00:00:27.300]  不知道大家自己做基督徒
[00:00:27.300 --> 00:00:29.300]  有沒有受過苦
[00:00:29.500 --> 00:00:30.900]  我在想這個問題
[00:00:30.900 --> 00:00:32.900]  在香港這個地方
[00:00:32.900 --> 00:00:34.900]  可能你做基督徒
[00:00:34.900 --> 00:00:38.900]  是沒有受過苦也說不定
[00:00:38.900 --> 00:00:41.400]  或者你做基督徒做到現在
[00:00:41.400 --> 00:00:45.400]  你都覺得很自在很舒服
[00:00:45.400 --> 00:00:47.400]  那我就想
[00:00:47.400 --> 00:00:50.900]  其實如果做基督徒從來都沒有苦過
[00:00:50.900 --> 00:00:54.900]  是不是會有一點牙癢呢
[00:00:54.900 --> 00:00:57.900]  是不是有一點問題呢
[00:00:57.900 --> 00:01:01.900]  因為當你有與人不同的時候
[00:01:01.900 --> 00:01:05.900]  或多或少總會受過一點苦的
[00:01:05.900 --> 00:01:07.900]  是不是
[00:01:07.900 --> 00:01:10.900]  如果由始至終從來沒有受過苦
[00:01:10.900 --> 00:01:13.900]  可能問題都不在於你
[00:01:13.900 --> 00:01:15.900]  可能你真是很幸運
[00:01:15.900 --> 00:01:18.900]  不過我想在我們思想這個
[00:01:18.900 --> 00:01:20.900]  彼得書信的時候
[00:01:20.900 --> 00:01:22.900]  一個很清晰的主題就是說
[00:01:22.900 --> 00:01:29.900]  凡是跟隨主的人是預了受苦的
[00:01:29.900 --> 00:01:31.900]  如果你再讀彼得
[00:01:31.900 --> 00:01:32.900]  你讀來讀去
[00:01:32.900 --> 00:01:35.900]  你覺得其實彼得為什麼你這麼沉氣
[00:01:35.900 --> 00:01:38.900]  你這段又說了苦
[00:01:38.900 --> 00:01:39.900]  那段又說了苦
[00:01:39.900 --> 00:01:41.900]  再隔不久又再說苦
[00:01:41.900 --> 00:01:42.900]  我告訴你
[00:01:42.900 --> 00:01:47.900]  你今天聽彼得書信關於苦的這個題目
[00:01:47.900 --> 00:01:49.900]  不是最後
[00:01:49.900 --> 00:01:51.900]  接下來還會說的
[00:01:51.900 --> 00:01:54.900]  那你不要覺得沉
[00:01:54.900 --> 00:01:56.900]  其實之所以要這樣說
[00:01:56.900 --> 00:01:59.900]  是因為重要
[00:01:59.900 --> 00:02:02.900]  為什麼會苦
[00:02:02.900 --> 00:02:04.900]  鄧教師提醒我們
[00:02:04.900 --> 00:02:05.900]  他說
[00:02:05.900 --> 00:02:08.900]  如果你自己拿來的
[00:02:08.900 --> 00:02:10.900]  那你就要反省
[00:02:10.900 --> 00:02:14.900]  我們不是說這些自討苦吃的那種苦
[00:02:14.900 --> 00:02:17.900]  有時候我們開口急著利說錯話
[00:02:17.900 --> 00:02:19.900]  有時候我們自己小器
[00:02:19.900 --> 00:02:21.900]  有時候我們自己不會做人
[00:02:21.900 --> 00:02:23.900]  有時候我們做錯事
[00:02:23.900 --> 00:02:25.900]  我們都犯罪
[00:02:25.900 --> 00:02:31.900]  那些苦不是入於這裡所說的範圍
[00:02:31.900 --> 00:02:33.900]  這裡所說的受苦
[00:02:33.900 --> 00:02:37.900]  是彼得在第三章那裡說
[00:02:37.900 --> 00:02:39.900]  如果你是做好的
[00:02:39.900 --> 00:02:42.900]  你是很認真地
[00:02:42.900 --> 00:02:44.900]  經常都行善的
[00:02:44.900 --> 00:02:45.900]  做對的事
[00:02:45.900 --> 00:02:46.900]  做好的事
[00:02:46.900 --> 00:02:49.900]  前面那些已經說了
[00:02:49.900 --> 00:02:50.900]  二章那裡一直說
[00:02:50.900 --> 00:02:52.900]  說夫妻如何相處
[00:02:52.900 --> 00:02:55.900]  說面對不好的老闆又如何
[00:02:55.900 --> 00:02:57.900]  說在這個有壓迫的
[00:02:57.900 --> 00:03:06.900]  甚至是在一個國家裡面有問題的時候
[00:03:06.900 --> 00:03:08.900]  你要如何做
[00:03:08.900 --> 00:03:09.900]  總而言之
[00:03:09.900 --> 00:03:12.900]  在上你敬重他
[00:03:12.900 --> 00:03:13.900]  老闆
[00:03:13.900 --> 00:03:14.900]  主人
[00:03:14.900 --> 00:03:15.900]  你服侍他
[00:03:15.900 --> 00:03:17.900]  你自己的口舌
[00:03:17.900 --> 00:03:19.900]  能夠勒住舌頭
[00:03:19.900 --> 00:03:20.900]  不出惡言
[00:03:20.900 --> 00:03:23.900]  你是時常追求和睦的
[00:03:23.900 --> 00:03:24.900]  彼得說
[00:03:24.900 --> 00:03:27.900]  你若是熱心行善
[00:03:27.900 --> 00:03:29.900]  是在說這一切
[00:03:29.900 --> 00:03:30.900]  不是自討苦吃
[00:03:30.900 --> 00:03:32.900]  是行對了
[00:03:32.900 --> 00:03:36.900]  不過彼得在這裡是鼓勵我們
[00:03:36.900 --> 00:03:38.900]  其實你不用這麼怕苦
[00:03:38.900 --> 00:03:39.900]  第一
[00:03:39.900 --> 00:03:41.900]  就是說
[00:03:41.900 --> 00:03:43.900]  熱心行善
[00:03:43.900 --> 00:03:44.900]  第三章十三節
[00:03:44.900 --> 00:03:46.900]  熱心行善
[00:03:46.900 --> 00:03:49.900]  有誰害你呢
[00:03:49.900 --> 00:03:50.900]  基本上就是說
[00:03:50.900 --> 00:03:53.900]  你最重要的弟兄姊妹
[00:03:53.900 --> 00:03:56.900]  面對著多大的挑戰
[00:03:56.900 --> 00:03:58.900]  多大的不公平
[00:03:58.900 --> 00:04:00.900]  多大的困難
[00:04:00.900 --> 00:04:04.900]  你最重要不要退下來
[00:04:04.900 --> 00:04:10.900]  改變你基督徒應有的思想和行為
[00:04:10.900 --> 00:04:12.900]  變成要不就同流合污
[00:04:12.900 --> 00:04:14.900]  要不就滿心苦澀
[00:04:14.900 --> 00:04:16.900]  想以牙還牙
[00:04:16.900 --> 00:04:17.900]  想你做初一
[00:04:17.900 --> 00:04:19.900]  我做十五
[00:04:19.900 --> 00:04:21.900]  彼得是一直這樣說
[00:04:21.900 --> 00:04:24.900]  若果熱心行善
[00:04:24.900 --> 00:04:28.900]  有誰害你呢
[00:04:28.900 --> 00:04:31.900]  好像父母對子女說
[00:04:31.900 --> 00:04:35.900]  你最重要不要怕吃虧
[00:04:35.900 --> 00:04:38.900]  不要怕吃虧
[00:04:38.900 --> 00:04:39.900]  做好本份
[00:04:39.900 --> 00:04:42.900]  再加上一成的力量
[00:04:42.900 --> 00:04:46.900]  這個你遲早一定會有好的結果
