
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹平安!
[00:00:02.000 --> 00:00:05.680]  我們歡喜快樂地回到電影當中去見拜主
[00:00:05.680 --> 00:00:07.280]  剛才主席也提到
[00:00:07.280 --> 00:00:09.080]  如果你信主信得久的話
[00:00:09.080 --> 00:00:11.600]  復活節可能聽了很多次復活節的訊息
[00:00:11.600 --> 00:00:13.600]  但是求神幫助我們
[00:00:13.600 --> 00:00:18.080]  當復活的主的訊息和祂的生命在我們生命彰顯的時候
[00:00:18.080 --> 00:00:19.880]  我們跟著行事為人
[00:00:19.880 --> 00:00:21.080]  就會有分別
[00:00:21.080 --> 00:00:23.280]  與蒙召的因來相稱
[00:00:23.280 --> 00:00:24.920]  第一個復活節的時候
[00:00:24.920 --> 00:00:27.120]  或者我們今天看這段經文
[00:00:27.120 --> 00:00:30.720]  其實不是很正路的復活經文
[00:00:30.720 --> 00:00:33.080]  因為今天這段經文不是說耶穌復活
[00:00:33.080 --> 00:00:35.240]  這段經文是說耶穌醫治了
[00:00:35.240 --> 00:00:37.240]  讓拉撒路復活
[00:00:37.240 --> 00:00:40.320]  但是耶穌讀這段經文之後有頭有尾的
[00:00:40.320 --> 00:00:43.400]  前面提到有一個患病的人叫拉撒路
[00:00:43.400 --> 00:00:44.760]  他住在伯大利
[00:00:44.760 --> 00:00:47.600]  他兩個姐姐瑪利亞和瑪大
[00:00:47.600 --> 00:00:49.200]  跟耶穌很友好的
[00:00:49.200 --> 00:00:52.200]  所以當他的弟弟拉撒路病的時候
[00:00:52.200 --> 00:00:53.800]  他派人去找耶穌
[00:00:54.200 --> 00:00:57.720]  每個人來到神的面前都有自己的想望
[00:00:57.720 --> 00:00:59.080]  有自己的期望
[00:00:59.080 --> 00:01:02.680]  但是有時候你的期望未必像預期
[00:01:02.680 --> 00:01:05.680]  我兒子經常都看八號風球
[00:01:05.680 --> 00:01:08.360]  去年他終於看了幾次八號風球
[00:01:08.360 --> 00:01:10.360]  不過全部都是星期天的
[00:01:10.360 --> 00:01:12.360]  所以大失所望
[00:01:12.360 --> 00:01:16.320]  這個瑪利亞祈求主快點來醫他的弟弟
[00:01:16.320 --> 00:01:17.440]  他看就這樣看了
[00:01:17.440 --> 00:01:18.560]  不過看不看得到呢
