
[00:00:00.000 --> 00:00:01.580]  好,各位弟兄姊妹,你們好!
[00:00:01.580 --> 00:00:05.340]  很開心見到大家!
[00:00:05.340 --> 00:00:11.460]  多謝教會給我機會和大家一起分享
[00:00:11.460 --> 00:00:15.660]  也祝福在鏡頭前的弟兄姊妹
[00:00:15.660 --> 00:00:26.340]  因為我知道有些弟兄姊妹在地方較遠,不能到現場聚會
[00:00:26.340 --> 00:00:33.200]  你們能夠在鏡頭前一起參與,是一個祝福
[00:00:33.200 --> 00:00:39.260]  教會邀請我講兩堂培靈會
[00:00:39.260 --> 00:00:48.140]  題目是《從逆境中重新得力,如鷹展翅上騰》
[00:00:48.140 --> 00:00:57.420]  我們經常會來宣講或鼓勵一些人
[00:00:57.420 --> 00:01:04.500]  說「重新得力,如鷹展翅上騰」
[00:01:04.500 --> 00:01:06.260]  是非常好的
[00:01:06.260 --> 00:01:11.300]  但有時候我們不知道出處在哪裡
[00:01:11.300 --> 00:01:17.580]  原來這段經文是來自《以塞亞書》第四十章
[00:01:17.580 --> 00:01:26.380]  但我很擔心有時候基督徒經常犯了一個不太好的錯
[00:01:26.380 --> 00:01:32.580]  就是我們只會抽一段經文去鼓勵人
[00:01:32.580 --> 00:01:39.540]  但我們沒有真正深入瞭解那段經文對當時的人來說是有什麼意義
[00:01:39.540 --> 00:01:43.820]  但是我們並沒有深入瞭解這段經文對當時的人來說是有什麼意義
[00:01:43.820 --> 00:01:50.260]  即是覺得這句話適合我,用適合你,我就給你吧
[00:01:50.260 --> 00:01:52.980]  最簡單舉個例子
[00:01:52.980 --> 00:01:57.340]  基督徒最熟悉有一句說話
[00:01:57.340 --> 00:02:01.340]  「忘記背後努力面前」
[00:02:01.340 --> 00:02:04.540]  我們一定很多時用這句說話
[00:02:04.540 --> 00:02:11.380]  但我們有沒有想過保羅說這句說話的時候是什麼意思呢?
[00:02:11.380 --> 00:02:14.740]  對他來說有什麼意義呢?
[00:02:14.740 --> 00:02:18.020]  原來保羅在還沒有信主之前殺了很多基督徒
[00:02:18.020 --> 00:02:21.860]  原來保羅在還沒有信主之前殺了很多基督徒
[00:02:21.860 --> 00:02:25.220]  但是神赦免了他的罪
[00:02:25.220 --> 00:02:27.900]  所以縱然有些人還會記住這些不好的事
[00:02:27.900 --> 00:02:31.860]  所以縱使有一些人會記住保羅這些不好的事
[00:02:31.860 --> 00:02:35.180]  但是保羅要提醒自己,我要忘記背後
[00:02:35.180 --> 00:02:37.900]  但是保羅要提醒自己,我要忘記背後
[00:02:37.900 --> 00:02:46.420]  忘記自己過去所犯的錯,因為是無心的
[00:02:46.420 --> 00:02:49.420]  神已經赦免了我的罪
[00:02:49.420 --> 00:02:54.500]  我就不再懼怕人們對我的藐視
[00:02:54.500 --> 00:03:00.180]  保羅更加要忘記過去的風光
[00:03:00.180 --> 00:03:06.340]  在還沒有信主之前,他入了羅馬籍
[00:03:06.340 --> 00:03:10.980]  當時的猶太人不容易入籍
[00:03:10.980 --> 00:03:14.860]  現在我們香港來的人
[00:03:14.860 --> 00:03:21.300]  還要等到五年再加一年才有機會入籍
[00:03:21.300 --> 00:03:26.420]  所以保羅是一個很尊貴的身份
[00:03:26.420 --> 00:03:29.260]  很有地位
[00:03:29.260 --> 00:03:33.820]  所以可以帶隊去追殺基督徒
[00:03:33.820 --> 00:03:37.700]  但是當他信了主
[00:03:37.700 --> 00:03:40.820]  為主來侍奉
[00:03:40.820 --> 00:03:46.740]  他說這句話的時候是在做什麼的?
[00:03:46.740 --> 00:03:49.660]  他是在監獄當中
[00:03:49.660 --> 00:03:52.380]  比以前更糟糕
[00:03:52.380 --> 00:03:56.580]  所以他要忘記以前的風光
[00:03:56.580 --> 00:03:58.460]  努力面前
[00:03:58.460 --> 00:04:00.540]  神給了什麼使命
[00:04:00.540 --> 00:04:07.220]  我們解釋了這段經文之後就可以應用了
[00:04:07.220 --> 00:04:11.220]  應用可以在不同的人身上
[00:04:11.220 --> 00:04:13.820]  一個吸毒的人
[00:04:13.820 --> 00:04:16.340]  坐過牢的人
[00:04:16.340 --> 00:04:19.180]  但是神已經赦免了他的罪
[00:04:19.180 --> 00:04:20.820]  他認了罪
[00:04:20.820 --> 00:04:26.900]  雖然在過去的歷史裡有很多不好的事
[00:04:26.900 --> 00:04:31.900]  他都很想改變這個歷史但改變不了
[00:04:31.900 --> 00:04:38.940]  特別他不是一個有權力的人就不能夠篡改歷史
[00:04:38.940 --> 00:04:41.660]  但是不需要懼怕
[00:04:41.660 --> 00:04:44.180]  因為神已經赦免了他
[00:04:44.180 --> 00:04:47.340]  對於一些人來說
[00:04:47.340 --> 00:04:51.180]  以前我在香港多好
[00:04:51.180 --> 00:04:54.380]  我來這裡當經理
[00:04:54.380 --> 00:04:59.820]  現在在三家公司當經紀
[00:04:59.820 --> 00:05:02.900]  真是慘了
[00:05:02.900 --> 00:05:08.820]  如果你常常想以前的事情你就很辛苦
[00:05:08.820 --> 00:05:11.340]  所以我們要忘記背後
[00:05:11.340 --> 00:05:19.380]  意思就是我們需要解釋當時經文的意義
[00:05:19.380 --> 00:05:22.140]  然後再應用在我們今天的生活上
[00:05:22.140 --> 00:05:30.700]  所以我們常常說「重新得利如鷹展翅」
[00:05:30.700 --> 00:05:34.060]  究竟是什麼意思呢?
[00:05:34.060 --> 00:05:41.340]  原來剛才我說的就是來自《以塞亞書》第四十章
[00:05:41.340 --> 00:05:45.500]  《以塞亞書》有多少章?
[00:05:45.500 --> 00:05:47.660]  有六十六章
[00:05:47.660 --> 00:05:52.700]  原來四十章是一個分水嶺
[00:05:52.700 --> 00:05:56.420]  第一到第三十九章
[00:05:56.420 --> 00:06:02.500]  是先知宣告審判的信息
[00:06:02.500 --> 00:06:06.180]  由大國將會滅亡
[00:06:06.180 --> 00:06:10.940]  將會子民被擄
[00:06:10.940 --> 00:06:16.100]  而剛剛的三十六到三十七章
[00:06:16.100 --> 00:06:24.980]  就記載了當時雄霸天下的亞述
[00:06:24.980 --> 00:06:27.820]  攻擊耶路撒冷
[00:06:27.820 --> 00:06:33.500]  已經取了他們四十個城池
[00:06:33.500 --> 00:06:38.460]  他們已經面臨亡國的危險
[00:06:38.460 --> 00:06:42.540]  已經瀕臨城下
[00:06:42.540 --> 00:06:48.380]  但是神用祂自己奇妙的方法
[00:06:48.380 --> 00:06:51.220]  一夜之間
[00:06:51.220 --> 00:06:56.980]  殺了十八萬五千的亞述軍
[00:06:56.980 --> 00:07:00.260]  他們落荒而逃
[00:07:00.260 --> 00:07:04.140]  國家得到解救
[00:07:04.140 --> 00:07:09.300]  廣告時間
[00:07:09.300 --> 00:07:13.820]  我剛剛講了一篇道
[00:07:13.820 --> 00:07:17.700]  「出奇制聖」
[00:07:17.700 --> 00:07:22.140]  「奇」是祈禱的「奇」
[00:07:22.140 --> 00:07:26.380]  透過祈禱得到勝利
[00:07:26.380 --> 00:07:30.540]  就是講述這一段的歷史
[00:07:30.540 --> 00:07:34.740]  大家可以在YouTube裡聽聽
[00:07:34.740 --> 00:07:36.940]  廣告時間完結了
[00:07:36.940 --> 00:07:39.420]  繼續下去
[00:07:39.420 --> 00:07:45.980]  所以他們現在面對著國家的困難
[00:07:45.980 --> 00:07:49.740]  但是經歷了神的解救
[00:07:49.740 --> 00:07:53.620]  轉危為安
[00:07:53.620 --> 00:07:57.460]  轉悲為尊
[00:07:57.460 --> 00:08:02.460]  之後就發出了安慰的信息
[00:08:02.460 --> 00:08:06.660]  大家知道重要的事要講多少次嗎?
[00:08:06.660 --> 00:08:08.660]  講三次
[00:08:08.660 --> 00:08:09.860]  我們來看看
[00:08:09.860 --> 00:08:11.220]  一開始的時候
[00:08:11.220 --> 00:08:14.020]  以塞雅書第四十章的第一第二節
[00:08:14.020 --> 00:08:17.020]  就出現了三次一個的「慈」
[00:08:17.020 --> 00:08:19.820]  所以我們看到以塞雅書四十章的
[00:08:19.820 --> 00:08:23.700]  頭一到二節出現了三次同步的「慈」
[00:08:23.700 --> 00:08:25.220]  我們一切利大去讀出
[00:08:25.220 --> 00:08:27.820]  我們一起來讀出
[00:08:27.820 --> 00:08:29.420]  你們的神說
[00:08:29.420 --> 00:08:33.340]  你們要安慰安慰我的百姓
[00:08:33.340 --> 00:08:37.500]  要對耶路撒冷說「安慰」的話
[00:08:37.500 --> 00:08:39.020]  出現了三次
[00:08:39.020 --> 00:08:44.020]  「安慰安慰安慰我的百姓」
[00:08:44.020 --> 00:08:48.900]  所以我說到剛剛這一章是一個「分水嶺」
[00:08:48.900 --> 00:08:53.220]  一至三十九章是講審判的
[00:08:53.220 --> 00:08:58.500]  接著第四十章開始是「安慰」的信息
[00:08:58.500 --> 00:09:01.620]  有人說以塞雅書是一本小聖經
[00:09:01.620 --> 00:09:03.980]  有人說以塞雅書是一本小聖經
[00:09:03.980 --> 00:09:07.780]  因為有六十六卷
[00:09:07.780 --> 00:09:10.140]  舊約有幾卷?
[00:09:10.140 --> 00:09:11.940]  三十九
[00:09:11.940 --> 00:09:13.460]  新約呢?
[00:09:13.460 --> 00:09:15.060]  二十七
[00:09:15.060 --> 00:09:16.900]  也都很奇妙
[00:09:16.900 --> 00:09:21.340]  三十九加二十七是六十六
[00:09:21.340 --> 00:09:25.140]  一至三十九章是審判
[00:09:25.140 --> 00:09:27.700]  好像舊約
[00:09:27.700 --> 00:09:32.620]  但是接著的二十七章是「安慰」
[00:09:32.620 --> 00:09:37.780]  就好像新約有講解「救贖」
[00:09:37.780 --> 00:09:40.540]  神指出他們
[00:09:40.540 --> 00:09:42.500]  你們不斷地拜偶像
[00:09:42.500 --> 00:09:46.820]  不斷地犯罪
[00:09:46.820 --> 00:09:48.620]  你們不肯聽我的話
[00:09:48.620 --> 00:09:53.940]  所以你們要面對審判
[00:09:53.940 --> 00:09:55.580]  我想我們也會
[00:09:55.580 --> 00:10:01.300]  特別做媽媽的也會經歷過這些事情
[00:10:01.300 --> 00:10:08.260]  你們的孩子很調皮
[00:10:08.260 --> 00:10:09.980]  一直想要玩手機
[00:10:09.980 --> 00:10:12.060]  不好好的用功讀書
[00:10:12.060 --> 00:10:14.380]  你們很溫柔、很有愛心
[00:10:14.380 --> 00:10:20.620]  發出愛的呼喚
[00:10:20.620 --> 00:10:27.460]  你們乖一點好嗎?用心讀書
[00:10:27.460 --> 00:10:30.260]  這個愛的呼喚有沒有改效?
[00:10:30.260 --> 00:10:32.300]  這個愛的呼喚有改效嗎?
[00:10:32.300 --> 00:10:33.380]  有嗎?
[00:10:33.380 --> 00:10:36.820]  有你就要感恩
[00:10:36.820 --> 00:10:38.740]  好了,不要再玩了
[00:10:38.740 --> 00:10:41.300]  不要再玩了
[00:10:41.300 --> 00:10:44.260]  再玩的時候罰你的
[00:10:44.260 --> 00:10:46.500]  繼續打
[00:10:46.500 --> 00:10:49.020]  於是你很生氣
[00:10:49.020 --> 00:10:55.580]  然後你就會打他
[00:10:55.580 --> 00:10:57.820]  但是當你打他的時候
[00:10:57.820 --> 00:11:00.180]  打得太大力,他哭的時候
[00:11:00.180 --> 00:11:04.500]  他開始哭
[00:11:04.500 --> 00:11:08.340]  然後你就開始有一些難受的感覺
[00:11:08.340 --> 00:11:13.260]  雖然你刑罰他,是為了他好
[00:11:13.260 --> 00:11:15.020]  不要再哭了,乖乖
[00:11:15.020 --> 00:11:16.060]  然後又抹乾淨
[00:11:16.060 --> 00:11:18.220]  然後你又開始安慰他
[00:11:18.220 --> 00:11:22.700]  神審判以色列民
[00:11:22.700 --> 00:11:26.780]  無奈地讓他們亡國
[00:11:26.780 --> 00:11:29.540]  但是神指出
[00:11:29.540 --> 00:11:32.660]  我仍然愛你們
[00:11:32.660 --> 00:11:35.940]  你們會復國
[00:11:35.940 --> 00:11:38.380]  所以對他們來說
[00:11:38.380 --> 00:11:44.260]  什麼?亡了國還可以復國?
[00:11:44.260 --> 00:11:50.140]  神就說在我裡面豈有難成的事
[00:11:50.140 --> 00:11:52.500]  一會兒我們會看到這四十章
[00:11:52.500 --> 00:11:53.980]  第四十章經文裡面
[00:11:53.980 --> 00:12:01.700]  有五個問題來挑戰他們
[00:12:01.700 --> 00:12:03.220]  這五個問題
[00:12:03.220 --> 00:12:11.140]  就跟新約羅馬書第八章很相似
[00:12:11.140 --> 00:12:16.980]  大家是否記得保羅曾經說
[00:12:16.980 --> 00:12:18.580]  如果神幫助我們
[00:12:18.580 --> 00:12:22.740]  還有誰可以抵擋我們?
[00:12:22.740 --> 00:12:25.700]  神既然不愛惜祂自己的兒子
[00:12:25.700 --> 00:12:30.860]  為我們而死?
[00:12:30.860 --> 00:12:34.940]  我們還有什麼缺乏神不供應給我們?
[00:12:34.940 --> 00:12:38.420]  有五個問題
[00:12:38.420 --> 00:12:41.060]  廣告時間
[00:12:41.060 --> 00:12:43.060]  我近期也講了一篇道
[00:12:43.060 --> 00:12:47.980]  叫《德聖有恩》
[00:12:47.980 --> 00:12:54.540]  大家可以在梁永善的頻道裡聽到
[00:12:54.540 --> 00:12:55.660]  他在四十章裡面
[00:12:55.660 --> 00:13:00.140]  也同樣問了五個問題
[00:13:00.140 --> 00:13:01.860]  我們就會看到
[00:13:01.860 --> 00:13:03.940]  隨即的訊息
[00:13:03.940 --> 00:13:06.420]  就是講到他們被擄會歸回
[00:13:06.420 --> 00:13:11.940]  這裡就講到隨後的訊息是保證他們被擄可以歸回
[00:13:11.940 --> 00:13:16.340]  神的子民會得到保護
[00:13:16.340 --> 00:13:20.580]  神是萬國的主宰
[00:13:20.580 --> 00:13:25.500]  他們有這個信念的時候
[00:13:25.500 --> 00:13:29.940]  就能夠在逆境裡面繼續支持下去
[00:13:29.940 --> 00:13:33.220]  去面對這個挑戰
[00:13:33.220 --> 00:13:45.100]  所以這篇信息是給當時希西加王朝的子民聽的
[00:13:45.100 --> 00:13:54.020]  也是給一百五十多年後亡國的子民聽的
