
[00:00:00.000 --> 00:00:01.280]  丙姐妹早安
[00:00:01.280 --> 00:00:01.780]  早安
[00:00:01.780 --> 00:00:03.280]  讓我再一次同心祈禱
[00:00:03.280 --> 00:00:09.440]  愛我們的主耶穌
[00:00:09.440 --> 00:00:10.440]  我們都感謝祢
[00:00:10.440 --> 00:00:14.000]  祢不單止道成肉身來到世界
[00:00:14.000 --> 00:00:17.360]  我們感謝祢為我們釘生受死
[00:00:17.360 --> 00:00:20.000]  我們更加感謝祢
[00:00:20.000 --> 00:00:23.680]  因為祢是真是那位戰勝死亡的神
[00:00:23.680 --> 00:00:26.320]  祢從復活裏面
[00:00:26.320 --> 00:00:27.520]  祢去得勝死亡
[00:00:27.520 --> 00:00:28.720]  我們獻上感謝
[00:00:29.600 --> 00:00:30.640]  欣賞祢的復活
[00:00:30.640 --> 00:00:33.440]  我們知道我們今天不再仍然在罪的裏面
[00:00:33.440 --> 00:00:35.120]  因為祢的復活
[00:00:35.120 --> 00:00:37.120]  我們知道我們所信的不是徒然
[00:00:37.120 --> 00:00:38.880]  因為祢的復活
[00:00:38.880 --> 00:00:42.160]  我們知道我們今天能夠所作的見證
[00:00:42.160 --> 00:00:44.480]  是真是滿有意思
[00:00:44.480 --> 00:00:46.240]  而不是枉作見證
[00:00:46.240 --> 00:00:47.920]  欣賞祢的復活
[00:00:47.920 --> 00:00:49.520]  我們能夠依靠祢去跨勝
[00:00:49.520 --> 00:00:50.640]  我們獻上感謝
[00:00:50.640 --> 00:00:53.760]  當我們每一個禮拜回來去敬拜祢的時候
[00:00:53.760 --> 00:00:55.040]  就是因為祢的復活得勝
[00:00:55.040 --> 00:00:58.000]  我們能夠一起去慶祝祢的復活
[00:00:58.000 --> 00:00:58.880]  我們感謝祢
[00:00:59.280 --> 00:01:00.720]  因為祢就是那位永活的神
[00:01:00.720 --> 00:01:02.000]  多謝聽我們祈禱
[00:01:02.000 --> 00:01:04.000]  奉主耶穌的名,阿們
[00:01:29.360 --> 00:01:30.640]  即是powerpoint都可以
[00:01:30.640 --> 00:01:32.480]  路加方第七章
[00:01:32.480 --> 00:01:34.400]  十一到第十七節
[00:01:34.400 --> 00:01:36.160]  我們一起讀這段經文
[00:01:36.160 --> 00:01:37.120]  預備起
[00:02:00.160 --> 00:02:02.800]  主漢見那寡婦就憐憫她
[00:02:02.800 --> 00:02:04.800]  對她說不要哭
[00:02:04.800 --> 00:02:09.200]  於是進前按著貢臺的人就站住了
[00:02:09.200 --> 00:02:12.960]  耶穌說少年人我吩咐你起來
[00:02:12.960 --> 00:02:16.320]  那死人就坐起並且說話
[00:02:16.320 --> 00:02:19.280]  耶穌便把他交給他母親
[00:02:19.280 --> 00:02:22.800]  眾人都稀奇歸榮耀與神
[00:02:22.800 --> 00:02:27.040]  說大老大先知在我們中間興起來了
[00:02:27.600 --> 00:02:30.160]  後說神眷顧了他的百姓
[00:02:30.160 --> 00:02:35.280]  他者時的風聲就傳遍了猶太和周圍地方
[00:02:35.280 --> 00:02:39.600]  今天讀的經文很短,只有七節經文
[00:02:39.600 --> 00:02:47.040]  整段經文主要是講耶穌使那恩城裏面的寡婦的兒子復活
[00:02:47.040 --> 00:02:52.640]  整段記載是講耶穌使那恩城裏面的寡婦的兒子復活
[00:02:52.640 --> 00:02:54.640]  整段經文的記載
[00:02:55.760 --> 00:02:59.280]  當我去看聖經的時候,我發覺去了解一下的時候
[00:02:59.280 --> 00:03:03.280]  其實聖經裏面關於有復活神蹟的記載
[00:03:03.280 --> 00:03:05.280]  其實有十段
[00:03:05.280 --> 00:03:07.840]  雖然在不同的時期裏面
[00:03:07.840 --> 00:03:12.320]  有在以利亞的時候使那恩城裏面的寡婦的兒子復活
[00:03:12.320 --> 00:03:16.720]  在以利沙的時候有使那恩城裏面的婦人的兒子復活
[00:03:16.720 --> 00:03:19.040]  有一個不知名的死人復活
[00:03:19.040 --> 00:03:24.800]  來到路加坊的時候,耶穌使那恩城裏面的寡婦的兒子復活
[00:03:25.360 --> 00:03:28.560]  去到後面,第八章,路加坊裏面,我們之後都會看
[00:03:28.560 --> 00:03:31.520]  耶穌使那恩城裏面的女兒復活
[00:03:31.520 --> 00:03:36.400]  我們很熟悉的,在約翰福音11章1到45節拉薩路的復活
[00:03:36.400 --> 00:03:40.400]  四方裏面用了最多的篇幅,講耶穌不單止上十字架
[00:03:40.400 --> 00:03:43.440]  用了很多篇幅講耶穌復活,四方裏面都有記載
[00:03:43.440 --> 00:03:50.000]  四方裏面,特別是在馬太福音裏面,講到耶穌被釘十字架的時候
[00:03:50.000 --> 00:03:53.040]  當祂斷氣,萬子裂開的時候
[00:03:53.040 --> 00:03:55.040]  當時許多的聖徒復活
[00:03:56.080 --> 00:03:58.560]  四方裏面,剛才講到耶穌自己的復活
[00:03:58.560 --> 00:04:06.880]  然後在彼得的時間,約柏的一個旅途,多加復活
[00:04:06.880 --> 00:04:08.880]  我們有個多加服侍小組
[00:04:08.880 --> 00:04:12.240]  不知道多加的頂姊妹知不知道,其實多加是復活的
[00:04:12.240 --> 00:04:17.520]  亦都有,士同傳第20章,在保羅講道的時候
[00:04:17.520 --> 00:04:20.400]  這個對我們講道的人,是一個最大的安慰
[00:04:20.400 --> 00:04:23.600]  保羅講道講著講著的時候,有特羅亞的少年人
[00:04:24.160 --> 00:04:26.880]  因為太累了,在三樓掉下來,死了
[00:04:26.880 --> 00:04:28.880]  然後保羅繼續講道
[00:04:28.880 --> 00:04:33.600]  講完道的時候,就是第二天,由推古去復活
[00:04:33.600 --> 00:04:41.120]  十段裏面去記載復活的事蹟,其實是在講復活並不是單一的事件
[00:04:41.120 --> 00:04:46.320]  而貫穿整個新教育聖經裏面,時時都有講到一些復活的記載
[00:04:46.320 --> 00:04:52.480]  所以在十段經文裏面,大家有時間可以回去仔細去看一下這十段經文
[00:04:52.960 --> 00:04:57.600]  這十段經文其實我覺得很有意思,都講到那種復活的情況
[00:04:57.600 --> 00:05:01.840]  其實過往我們都不是很多的時間去講復活
[00:05:01.840 --> 00:05:04.880]  但我覺得復活這個主題,其實非常之重要
[00:05:04.880 --> 00:05:07.920]  所以大家有時間可以回去仔細看一下每一段的經文
[00:05:07.920 --> 00:05:16.480]  當講道耶穌在那因城去令寡婦的兒子復活的時候
[00:05:16.480 --> 00:05:18.480]  在路加芬第七章,還是我們讀的記載
[00:05:18.480 --> 00:05:25.360]  其實和獵王記上,以利亞先知令寡婦的兒子復活,其實有很多平衡的描述
[00:05:25.360 --> 00:05:28.320]  這段經文講到寡婦是主角
[00:05:28.320 --> 00:05:32.560]  獵王記上十七章,以利亞的裏面,亦都講到寡婦是主角
[00:05:32.560 --> 00:05:35.920]  寡婦的兒子死,兩段經文都有這樣記載
[00:05:35.920 --> 00:05:43.600]  寡婦在城門裏面與先知相遇,這裏亦都講到在獵王記上十七章裏面,亦都有這樣的記載
