
[00:00:00.000 --> 00:00:03.000]  想和大家思想一個問題
[00:00:03.000 --> 00:00:07.000]  當我們建立一個教會、一個健康的人生的時候
[00:00:07.000 --> 00:00:10.000]  我們應該要做些什麼呢?
[00:00:10.000 --> 00:00:12.000]  有些事我們可以做的
[00:00:12.000 --> 00:00:14.000]  就好像栽種葡萄園一樣
[00:00:14.000 --> 00:00:16.000]  我們可以翻肚
[00:00:16.000 --> 00:00:17.000]  可以播種
[00:00:17.000 --> 00:00:19.000]  可以施肥
[00:00:19.000 --> 00:00:20.000]  可以除蟲
[00:00:20.000 --> 00:00:22.000]  可以拔草
[00:00:22.000 --> 00:00:27.000]  但我們沒辦法可以叫園裡面所有植物都健康生長
[00:00:27.000 --> 00:00:30.000]  我們只能打造一個健康的環境
[00:00:30.000 --> 00:00:34.000]  生長的事情是屬於上帝的
[00:00:34.000 --> 00:00:38.000]  所以保羅這樣說
[00:00:38.000 --> 00:00:40.000]  他說我栽種了
[00:00:40.000 --> 00:00:42.000]  阿波羅就曉冠了
[00:00:42.000 --> 00:00:45.000]  但叫他生長的是誰呢?
[00:00:45.000 --> 00:00:47.000]  是上帝他自己
[00:00:47.000 --> 00:00:49.000]  同樣今天教會一樣
[00:00:49.000 --> 00:00:52.000]  我們做很多的計劃
[00:00:52.000 --> 00:00:54.000]  編排很多的事情
[00:00:54.000 --> 00:00:56.000]  簡約教會
[00:00:56.000 --> 00:00:57.000]  打造一個健康的生態
[00:00:57.000 --> 00:01:00.000]  這些我全部都可以做
[00:01:00.000 --> 00:01:03.000]  但教會會不會增長
[00:01:03.000 --> 00:01:05.000]  不到我們決定
[00:01:05.000 --> 00:01:09.000]  這件事情是屬於上帝的
[00:01:09.000 --> 00:01:13.000]  在剛才主席所讀的一段經文裡面
[00:01:13.000 --> 00:01:16.000]  是說到一個晚上
[00:01:16.000 --> 00:01:19.000]  所羅門王在晚上見到耶和華
[00:01:19.000 --> 00:01:23.000]  神和他所說的話
[00:01:23.000 --> 00:01:25.000]  沒人說這句話的時候
[00:01:25.000 --> 00:01:28.000]  先說說之前發生什麼事
[00:01:28.000 --> 00:01:33.000]  之前是有一個獻殿的禮儀
[00:01:33.000 --> 00:01:36.000]  所羅門王是被上帝篤定
[00:01:36.000 --> 00:01:39.000]  去建立聖殿的人
[00:01:39.000 --> 00:01:42.000]  這是一件大的工程
[00:01:42.000 --> 00:01:45.000]  當殿被建立的時候
[00:01:45.000 --> 00:01:49.000]  所羅門王向耶和華這樣做了一個禱告
[00:01:49.000 --> 00:01:52.000]  禱告很長很長
[00:01:52.000 --> 00:01:55.000]  由六章的歷代之下
[00:01:55.000 --> 00:01:58.000]  第六章第十二節至第四十二節
[00:01:58.000 --> 00:02:01.000]  差不多是三十節的經文
[00:02:01.000 --> 00:02:03.000]  其實那個禱告很長
[00:02:03.000 --> 00:02:06.000]  主題只有一個
[00:02:06.000 --> 00:02:08.000]  就是和上帝說
[00:02:08.000 --> 00:02:13.000]  如果有一天稱為你名下的子民
[00:02:13.000 --> 00:02:15.000]  竟然犯罪得罪你
[00:02:15.000 --> 00:02:18.000]  招來惡果的話
[00:02:18.000 --> 00:02:20.000]  當這一班稱為名下的子民
[00:02:20.000 --> 00:02:23.000]  在你面前向你認罪悔改的時候
[00:02:23.000 --> 00:02:26.000]  耶和華神求你醫治他們
[00:02:26.000 --> 00:02:28.000]  愛他們
[00:02:28.000 --> 00:02:31.000]  祝福他們
[00:02:31.000 --> 00:02:35.000]  所羅門祈禱真的很有意思
[00:02:35.000 --> 00:02:37.000]  在他獻殿禮的時候
[00:02:37.000 --> 00:02:39.000]  不是祈求輝煌
[00:02:39.000 --> 00:02:42.000]  不是再創高峰
[00:02:42.000 --> 00:02:43.000]  是他求的
[00:02:43.000 --> 00:02:47.000]  就是這個殿回到信仰核心的那裡
[00:02:47.000 --> 00:02:51.000]  時時以上帝為先
[00:02:51.000 --> 00:02:54.000]  人檢討自己的罪
[00:02:54.000 --> 00:02:57.000]  回到上帝面前求神赦免
[00:02:57.000 --> 00:03:00.000]  求神賜福
[00:03:00.000 --> 00:03:03.000]  這個禱告都很感動耶和華上帝
[00:03:03.000 --> 00:03:07.000]  所以晚上耶和華上帝
[00:03:07.000 --> 00:03:11.000]  向所羅門顯現和他說話
[00:03:11.000 --> 00:03:15.000]  他說我已聽見你的禱告
[00:03:15.000 --> 00:03:19.000]  我亦選擇這個地方為祭祀我的殿院
[00:03:19.000 --> 00:03:21.000]  如果有一天
[00:03:21.000 --> 00:03:23.000]  天竟然不下雨
[00:03:23.000 --> 00:03:25.000]  蝗蟲為患
[00:03:25.000 --> 00:03:29.000]  瘟疫流行的時候
[00:03:29.000 --> 00:03:31.000]  即是什麼意思
[00:03:31.000 --> 00:03:35.000]  災難來到整個國家的時候
[00:03:35.000 --> 00:03:38.000]  如果稱為我名下的子民
[00:03:38.000 --> 00:03:42.000]  自卑、禱告、尋求我的面
[00:03:42.000 --> 00:03:45.000]  轉來我惡行的話
[00:03:45.000 --> 00:03:47.000]  我會醫治他們
[00:03:47.000 --> 00:03:50.000]  我會從天上垂聽
[00:03:50.000 --> 00:03:52.000]  赦免他們的罪
[00:03:52.000 --> 00:03:56.000]  凡是這個殿裡面的禱告
[00:03:56.000 --> 00:04:00.000]  我都睜眼睇質疑聽
[00:04:00.000 --> 00:04:05.000]  上帝專心聽這個聖殿裡面的人的禱告
[00:04:05.000 --> 00:04:07.000]  如果禱告的人
[00:04:07.000 --> 00:04:10.000]  是帶著自卑、禱告
[00:04:10.000 --> 00:04:12.000]  專心尋求神的面
[00:04:12.000 --> 00:04:14.000]  轉來他惡行的話
[00:04:14.000 --> 00:04:19.000]  上帝說我會扭轉乾坤
[00:04:19.000 --> 00:04:24.000]  改變生命的導向
[00:04:24.000 --> 00:04:30.000]  尖沙咀浸信會立會已經75年
[00:04:30.000 --> 00:04:34.000]  75年來我們飽受上帝的恩典
[00:04:34.000 --> 00:04:36.000]  會不會在恩典裡面
[00:04:36.000 --> 00:04:42.000]  我們慢慢離開了信仰的原初
[00:04:42.000 --> 00:04:46.000]  我們沒有以上帝為上帝
[00:04:46.000 --> 00:04:48.000]  我們以自己的意念
[00:04:48.000 --> 00:04:51.000]  去帶領教會向前行
[00:04:51.000 --> 00:04:56.000]  以自己的想法去管理自己的人生
[00:04:56.000 --> 00:04:59.000]  結果一敗塗地
[00:04:59.000 --> 00:05:04.000]  不斷地倒退
[00:05:04.000 --> 00:05:08.000]  每一間教會都想求復興
[00:05:08.000 --> 00:05:11.000]  每一個傳道人都想教會復興
[00:05:11.000 --> 00:05:13.000]  人數增長
[00:05:13.000 --> 00:05:15.000]  我重複地說
[00:05:15.000 --> 00:05:16.000]  增長不增長
[00:05:16.000 --> 00:05:18.000]  復興不復興
[00:05:18.000 --> 00:05:20.000]  不到我們決定
[00:05:20.000 --> 00:05:22.000]  是上帝的事
[00:05:22.000 --> 00:05:25.000]  但總是有一件事我們可以做的
[00:05:25.000 --> 00:05:27.000]  就是我們被聖令充滿
