
[00:00:00.000 --> 00:00:01.360]  當我們看聖經的時候
[00:00:01.360 --> 00:00:03.360]  我們很多時候讀一些舊約
[00:00:03.360 --> 00:00:04.600]  我們都會想
[00:00:04.600 --> 00:00:07.000]  究竟舊約的記載
[00:00:07.000 --> 00:00:10.400]  是否有約伯這個人物
[00:00:10.400 --> 00:00:12.280]  真的出現過
[00:00:12.280 --> 00:00:13.880]  很多新派的神學家
[00:00:13.880 --> 00:00:15.600]  他們都會想
[00:00:15.600 --> 00:00:18.120]  約伯可能是一個故事
[00:00:18.120 --> 00:00:20.120]  會變成一個角色
[00:00:20.120 --> 00:00:23.480]  未必一定有真人出現過
[00:00:23.480 --> 00:00:24.400]  因為他們覺得
[00:00:24.400 --> 00:00:26.120]  這個世界怎可能一個人
[00:00:26.120 --> 00:00:29.320]  一夜之間可以家破人亡
[00:00:29.320 --> 00:00:30.440]  怎可能一夜之間
[00:00:30.440 --> 00:00:32.960]  身體可以變成這樣
[00:00:32.960 --> 00:00:34.600]  由腳到頭
[00:00:34.600 --> 00:00:36.920]  完全三腕獨創
[00:00:36.920 --> 00:00:40.240]  但當我們看回這個世界的時候
[00:00:40.240 --> 00:00:41.280]  其實這個世界
[00:00:41.280 --> 00:00:43.080]  過去十多二十年
[00:00:43.080 --> 00:00:44.360]  我們發覺
[00:00:44.360 --> 00:00:46.120]  很多的苦難
[00:00:46.120 --> 00:00:48.120]  很多地區的苦難
[00:00:48.120 --> 00:00:50.800]  很多災難性的情景
[00:00:50.800 --> 00:00:53.560]  很多人可能真是一夜之間
[00:00:53.560 --> 00:00:56.800]  真是家破人亡的情況
[00:00:56.800 --> 00:00:59.440]  都是在我們的眼前會出現
[00:00:59.440 --> 00:01:00.520]  過去幾天
[00:01:00.520 --> 00:01:02.240]  在美國的東部
[00:01:02.240 --> 00:01:04.360]  因為一場的風災
[00:01:04.360 --> 00:01:07.840]  帶給無論是紐約這個大都會
[00:01:07.840 --> 00:01:10.360]  或者是附近的一些城鎮
[00:01:10.360 --> 00:01:13.160]  甚至新澤西州這些地區
[00:01:13.160 --> 00:01:15.200]  帶來的災難
[00:01:15.200 --> 00:01:18.360]  是你和我都可能未想過的
[00:01:18.360 --> 00:01:20.080]  甚至在今天的預計
[00:01:20.080 --> 00:01:22.040]  風力的強度
[00:01:22.040 --> 00:01:24.720]  可以預測得很準的
[00:01:24.720 --> 00:01:26.320]  今天這個世代裏面
[00:01:26.320 --> 00:01:29.120]  但是所帶來的災難性的後果
[00:01:29.120 --> 00:01:31.680]  可能今天我們在新聞所看到的
[00:01:31.680 --> 00:01:34.200]  只是皮毛
[00:01:34.200 --> 00:01:36.000]  今天我們在新聞看到
[00:01:36.000 --> 00:01:38.360]  人們要排隊入油
[00:01:38.360 --> 00:01:39.480]  七個小時
[00:01:39.480 --> 00:01:42.760]  甚至十個小時去排隊入油
[00:01:42.760 --> 00:01:46.160]  今天整個東部可能天氣很冷
[00:01:46.160 --> 00:01:47.840]  今天家裏的暖氣
[00:01:47.840 --> 00:01:50.440]  需要一些油
[00:01:50.440 --> 00:01:52.600]  都要配給每個家庭
[00:01:52.600 --> 00:01:54.840]  只有多少公升的油
[00:01:54.840 --> 00:01:57.960]  去幫助家裏能夠有溫暖
[00:01:57.960 --> 00:01:59.640]  我們看到新聞是這樣
[00:01:59.640 --> 00:02:03.040]  而昨天我和我的舅仔
[00:02:03.040 --> 00:02:04.640]  我們在Facebook聊天
[00:02:04.640 --> 00:02:07.200]  我的舅仔在紐約做傳道人
[00:02:07.200 --> 00:02:08.680]  他是一個目者
[00:02:08.680 --> 00:02:10.480]  他就說
[00:02:10.480 --> 00:02:11.840]  今天的紐約
[00:02:11.840 --> 00:02:14.120]  你看到的新聞
[00:02:14.120 --> 00:02:17.560]  只是很輕微
[00:02:17.560 --> 00:02:20.040]  他說今天我們在紐約的人
[00:02:20.040 --> 00:02:22.800]  到今天為止仍然有三百多萬戶人
[00:02:22.800 --> 00:02:24.560]  是沒有電
[00:02:24.560 --> 00:02:26.040]  今天他這樣說
[00:02:26.040 --> 00:02:27.840]  他說如果再過兩天
[00:02:27.840 --> 00:02:29.720]  紐約的交通
[00:02:29.720 --> 00:02:32.000]  未完全恢復的話
[00:02:32.000 --> 00:02:33.120]  兩天之後
[00:02:33.120 --> 00:02:35.240]  其實是不夠糧食
[00:02:35.240 --> 00:02:36.760]  我們看到昨天已經有人
[00:02:36.760 --> 00:02:40.320]  用槍指著那些人入油的人
[00:02:40.320 --> 00:02:41.440]  兩天之後會發生什麼事
[00:02:41.440 --> 00:02:42.680]  我們不知道
[00:02:42.680 --> 00:02:46.120]  但我們真的要為美國的東部祈禱
[00:02:46.120 --> 00:02:47.720]  今天他所面對的風災
[00:02:47.720 --> 00:02:49.200]  所帶來的後果
[00:02:49.200 --> 00:02:54.160]  遠比十多年前911的災難
[00:02:54.160 --> 00:02:56.360]  更嚴峻
[00:02:56.360 --> 00:02:57.440]  911
[00:02:57.440 --> 00:03:00.560]  我們知道是死了三千多人
[00:03:00.560 --> 00:03:04.520]  但今次仍然死了百多人
[00:03:04.520 --> 00:03:06.680]  不過所帶來的損失
[00:03:06.680 --> 00:03:08.080]  到目前為止
[00:03:08.080 --> 00:03:10.680]  是超過五百億美金
[00:03:10.680 --> 00:03:12.320]  所以他們所面對的
[00:03:12.320 --> 00:03:15.920]  其實是很長時間的重建
[00:03:15.920 --> 00:03:18.600]  可能是一場很大的災難
[00:03:18.600 --> 00:03:20.480]  雖然未必是一種海嘯
[00:03:20.480 --> 00:03:23.880]  但海有十多呎的浪
[00:03:23.880 --> 00:03:25.880]  同樣是進入很多的家庭
[00:03:25.880 --> 00:03:27.400]  成為澤國
[00:03:27.400 --> 00:03:29.560]  所以第一姐妹苦難
[00:03:29.560 --> 00:03:31.840]  我們經常說香港人是福地
[00:03:31.840 --> 00:03:32.720]  香港是一個福地
[00:03:32.720 --> 00:03:35.080]  沒有很大的天災
[00:03:35.080 --> 00:03:36.320]  但我們香港看到
[00:03:36.320 --> 00:03:39.680]  同樣有很多的人禍
[00:03:39.680 --> 00:03:41.600]  我們看到10月1日一場海難
[00:03:41.600 --> 00:03:43.600]  同樣奪去了很多人的生命
[00:03:43.600 --> 00:03:46.560]  上星期一場火
[00:03:46.560 --> 00:03:51.600]  帶來有兩個小朋友的死亡
[00:03:51.600 --> 00:03:55.440]  兩天前師母應邀去廣家學校
[00:03:55.440 --> 00:04:00.480]  廣家學校是小朋友讀書的小學
[00:04:00.480 --> 00:04:02.440]  在偏水圍
[00:04:02.440 --> 00:04:05.560]  瀰漫一片的哀傷
[00:04:05.560 --> 00:04:10.040]  很多人都不知道要說什麼
[00:04:10.040 --> 00:04:13.320]  很多老師都不知道有什麼可以說出來
[00:04:13.320 --> 00:04:17.680]  但師母那天剛好是校長請她去廣家學校
[00:04:17.680 --> 00:04:20.840]  跟老師分享一些事情
[00:04:20.840 --> 00:04:25.520]  大家在說那種感受
[00:04:25.520 --> 00:04:27.880]  現在學校沒有宗教信仰
[00:04:27.880 --> 00:04:30.000]  但到最後
[00:04:30.000 --> 00:04:33.880]  每個人都說我們要祈禱
[00:04:33.880 --> 00:04:35.320]  我們要祈禱
[00:04:35.320 --> 00:04:38.720]  因為人是沒有辦法
[00:04:38.720 --> 00:04:42.440]  完全可以了解這些事情發生
[00:04:42.440 --> 00:04:45.840]  一夜之間沒有兩個小朋友
[00:04:45.840 --> 00:04:49.360]  一夜之間同樣可以沒有健康
[00:04:49.360 --> 00:04:52.560]  兩天前有一個Facebook的訊息
[00:04:52.560 --> 00:04:54.160]  有人提醒我
[00:04:54.160 --> 00:04:59.840]  牧師,可不可以為一個21歲的年輕人祈禱
[00:04:59.840 --> 00:05:02.640]  忽然在家裡暈倒
[00:05:02.640 --> 00:05:04.000]  去醫院一看
[00:05:04.000 --> 00:05:07.880]  先天性的血管畸形
[00:05:07.880 --> 00:05:10.360]  搶救
[00:05:10.360 --> 00:05:11.920]  始中風
