
[00:00:00.000 --> 00:00:05.000]  靜姐妹,我們今日一起敬拜的時候
[00:00:05.000 --> 00:00:09.000]  容許我透過錄像跟大家一起
[00:00:09.000 --> 00:00:14.000]  雖然我們相隔在地球上很遠
[00:00:14.000 --> 00:00:16.000]  不過我們相信在主裡面
[00:00:16.000 --> 00:00:17.000]  我們是合而一體的
[00:00:17.000 --> 00:00:20.000]  因為我們有神與我們同在
[00:00:20.000 --> 00:00:25.000]  今天我很想和大家延續上一次
[00:00:25.000 --> 00:00:28.000]  教會提議我們所講的主題
[00:00:28.000 --> 00:00:31.000]  叫做「再遇耶穌」
[00:00:31.000 --> 00:00:33.000]  在這一講裡面
[00:00:33.000 --> 00:00:35.000]  我們轉向另外一段聖經
[00:00:35.000 --> 00:00:38.000]  大家如果心裡面還有記憶
[00:00:38.000 --> 00:00:40.000]  或者上一次有來的時候
[00:00:40.000 --> 00:00:41.000]  有聽的時候
[00:00:41.000 --> 00:00:43.000]  你會記得我們看到
[00:00:43.000 --> 00:00:45.000]  這個盧家福音
[00:00:45.000 --> 00:00:50.000]  二媽五師路上的兩位門徒的經歷
[00:00:50.000 --> 00:00:52.000]  他們遇見耶穌
[00:00:52.000 --> 00:00:54.000]  今天我們看另外一個人
[00:00:54.000 --> 00:00:55.000]  他遇見耶穌
[00:00:55.000 --> 00:00:58.000]  這個人對於大家來說熟悉很多
[00:00:58.000 --> 00:01:01.000]  這個叫做彼得
[00:01:01.000 --> 00:01:04.000]  這位大使徒彼得
[00:01:04.000 --> 00:01:05.000]  我給了一個題目
[00:01:05.000 --> 00:01:07.000]  今天這個經歷
[00:01:07.000 --> 00:01:14.000]  叫做「我還有勇氣向前闖嗎?」
[00:01:14.000 --> 00:01:18.000]  這個都是一個不容易走的路
[00:01:18.000 --> 00:01:19.000]  今天我們同樣地
[00:01:19.000 --> 00:01:24.000]  去試一下首先追隨彼得的心路歷程
[00:01:24.000 --> 00:01:26.000]  然後我們又看看彼得
[00:01:26.000 --> 00:01:29.000]  當他碰見耶穌的時候
[00:01:29.000 --> 00:01:33.000]  又是他沒有想過的
[00:01:33.000 --> 00:01:35.000]  都沒有預料的
[00:01:35.000 --> 00:01:39.000]  耶穌就出現在他生命一個最關鍵的時刻
[00:01:39.000 --> 00:01:42.000]  就好像會在你的生命關鍵的時刻
[00:01:42.000 --> 00:01:44.000]  祂突然間出現
[00:01:44.000 --> 00:01:46.000]  因為祂記得你
[00:01:46.000 --> 00:01:48.000]  大家記得我上一次和大家分享過
[00:01:48.000 --> 00:01:51.000]  我們的神真的很好
[00:01:51.000 --> 00:01:52.000]  我想告訴你
[00:01:52.000 --> 00:01:54.000]  我們有時候會忘記祂
[00:01:54.000 --> 00:01:57.000]  但是祂不會忘記我們
[00:01:57.000 --> 00:01:59.000]  有時候我們有很多事務
[00:01:59.000 --> 00:02:00.000]  甚至我們的憂慮
[00:02:00.000 --> 00:02:01.000]  我們的恐懼
[00:02:01.000 --> 00:02:03.000]  甚至我們的情緒
[00:02:03.000 --> 00:02:06.000]  已經將祂等在一旁的時候
[00:02:06.000 --> 00:02:08.000]  大神在這個時間
[00:02:08.000 --> 00:02:11.000]  就是知道我們什麼時候最需要的時間
[00:02:11.000 --> 00:02:14.000]  祂突然間在我們生命裡面出現
[00:02:14.000 --> 00:02:16.000]  不過當祂出現的時候
[00:02:16.000 --> 00:02:19.000]  請祢就好像我們這群可愛的門徒
[00:02:19.000 --> 00:02:20.000]  雖然他們都有弱點
[00:02:20.000 --> 00:02:21.000]  他們都有雜質
[00:02:21.000 --> 00:02:23.000]  但是在這個時間
[00:02:23.000 --> 00:02:24.000]  他們一碰見耶穌
[00:02:24.000 --> 00:02:27.000]  他們就馬上打開他們的心去接受
[00:02:27.000 --> 00:02:30.000]  他們的人生就有一個很大的反彈
[00:02:30.000 --> 00:02:32.000]  今天我們不會再重複上一次
[00:02:32.000 --> 00:02:33.000]  路加福音這兩位
[00:02:33.000 --> 00:02:37.000]  去二馬五師路上的門徒的際遇
[00:02:37.000 --> 00:02:41.000]  今天我想和大家講彼得
[00:02:41.000 --> 00:02:44.000]  正如上一次我和大家讀了一段
[00:02:44.000 --> 00:02:47.000]  我曾經對自己說過的話
[00:02:47.000 --> 00:02:49.000]  我也很想和你們分享
[00:02:49.000 --> 00:02:52.000]  容許我再講一次
[00:02:52.000 --> 00:02:55.000]  作為一個開始點
[00:02:55.000 --> 00:02:57.000]  我曾經對自己說
[00:02:57.000 --> 00:03:04.000]  或者可能你也對自己說過如此的話
[00:03:04.000 --> 00:03:06.000]  我說有時候我以為
[00:03:06.000 --> 00:03:11.000]  已經為自己選了一條前路
[00:03:11.000 --> 00:03:15.000]  其實我自己的心底裡知道
[00:03:15.000 --> 00:03:21.000]  我對這一條前路仍然是茫無頭緒
[00:03:21.000 --> 00:03:26.000]  充滿無奈和恐懼
[00:03:26.000 --> 00:03:29.000]  今天我們所講的主題人物彼得
[00:03:29.000 --> 00:03:34.000]  其實他的經驗就是這樣
[00:03:34.000 --> 00:03:36.000]  剛才讀了一段聖經
[00:03:36.000 --> 00:03:40.000]  記載在約翰福音第21章
[00:03:40.000 --> 00:03:41.000]  約翰福音第21章裡面
[00:03:41.000 --> 00:03:44.000]  記載到這位耶穌復活之後
[00:03:44.000 --> 00:03:49.000]  再見到耶穌的彼得
[00:03:49.000 --> 00:03:51.000]  當時聖經裡面告訴我們
[00:03:51.000 --> 00:03:53.000]  彼得的心情
[00:03:53.000 --> 00:03:57.000]  他的心境究竟是怎樣呢
[00:03:57.000 --> 00:03:59.000]  同樣地我們嘗試用他的行動
[00:03:59.000 --> 00:04:02.000]  和短短所講出來的說話
[00:04:02.000 --> 00:04:04.000]  去進入他的內心世界
[00:04:04.000 --> 00:04:06.000]  我們也可以猜到
[00:04:06.000 --> 00:04:07.000]  如果你和我是彼得
[00:04:07.000 --> 00:04:10.000]  你也很熟悉彼得的際遇
[00:04:10.000 --> 00:04:12.000]  我相信當時彼得的心情
[00:04:12.000 --> 00:04:14.000]  是好不好呢
[00:04:14.000 --> 00:04:15.000]  大家記得
[00:04:15.000 --> 00:04:18.000]  當耶穌被人捉了的時候
[00:04:18.000 --> 00:04:20.000]  因為拍胸口說
[00:04:20.000 --> 00:04:23.000]  所有人都會離開你的時候
[00:04:23.000 --> 00:04:26.000]  我彼得怎樣也不會離開你
[00:04:26.000 --> 00:04:27.000]  他還拿著一把刀
[00:04:27.000 --> 00:04:29.000]  要保護耶穌
[00:04:29.000 --> 00:04:32.000]  怎不知當耶穌最需要他的時候
[00:04:32.000 --> 00:04:33.000]  被審的時候
[00:04:33.000 --> 00:04:35.000]  他三次不認住
[00:04:35.000 --> 00:04:37.000]  聖經說彼得
[00:04:37.000 --> 00:04:39.000]  他自己內心難過到不得了
[00:04:39.000 --> 00:04:41.000]  他很恨自己
[00:04:41.000 --> 00:04:43.000]  他不單是後悔
[00:04:43.000 --> 00:04:45.000]  為何最需要我的時候
[00:04:45.000 --> 00:04:48.000]  我就出賣了我的主
[00:04:48.000 --> 00:04:51.000]  然後聖經說彼得出去哭
[00:04:51.000 --> 00:04:52.000]  哭完之後
[00:04:52.000 --> 00:04:54.000]  我相信他還沒解決問題
[00:04:54.000 --> 00:04:57.000]  因為他對於自己太過失望
[00:04:57.000 --> 00:05:00.000]  你看看我
[00:05:00.000 --> 00:05:02.000]  做到這個地步
[00:05:02.000 --> 00:05:05.000]  然後他就看著他的主
[00:05:05.000 --> 00:05:10.000]  釘在十字架上的殘酷和痛苦
[00:05:11.000 --> 00:05:14.000]  這個就是當時彼得那種
[00:05:14.000 --> 00:05:16.000]  心情裏面的低落
[00:05:16.000 --> 00:05:18.000]  我用了兩個字來形容他
[00:05:18.000 --> 00:05:23.000]  可以說彼得還充滿了失落和迷惘
[00:05:23.000 --> 00:05:25.000]  這個失落和迷惘
[00:05:25.000 --> 00:05:27.000]  不單單他因為做了一件錯事
[00:05:27.000 --> 00:05:28.000]  說失敗了
[00:05:28.000 --> 00:05:30.000]  是他三次不認住
[00:05:30.000 --> 00:05:33.000]  其實我試一下追溯彼得
