
[00:00:00.000 --> 00:00:02.000]  Hallelujah
[00:00:02.000 --> 00:00:04.000]  多謝主
[00:00:04.000 --> 00:00:11.500]  我們今天的講題是關於敬拜的
[00:00:11.500 --> 00:00:14.500]  話說在尋求營的時候
[00:00:14.500 --> 00:00:18.500]  主提醒我們 結婚給我們
[00:00:18.500 --> 00:00:21.500]  要繼續要更多的祈禱
[00:00:21.500 --> 00:00:24.500]  大家知道為那七個斯坦祈禱
[00:00:24.500 --> 00:00:28.500]  也要去到為這個城市守望
[00:00:28.500 --> 00:00:34.500]  這一年會有其中一個重心講到的主題
[00:00:34.500 --> 00:00:37.500]  就是會講到敬拜
[00:00:37.500 --> 00:00:42.500]  今天就用詩篇二十四篇這段經文來分享
[00:00:42.500 --> 00:00:46.500]  題目是敬拜榮耀得勝的君王
[00:00:46.500 --> 00:00:48.500]  如果你讀詩篇二十四篇
[00:00:48.500 --> 00:00:53.500]  你會發現裡面是講到耶穌基督的再來
[00:00:53.500 --> 00:00:56.500]  是忠聖們 你們抬起頭來
[00:00:56.500 --> 00:00:59.500]  拯救門戶 你們要抬起頭來
[00:00:59.500 --> 00:01:00.500]  要被舉起
[00:01:00.500 --> 00:01:03.500]  是講到榮耀的君王要進來
[00:01:03.500 --> 00:01:07.500]  如果你看詩篇二十二 二十三 二十四篇
[00:01:07.500 --> 00:01:09.500]  大家二十三篇是很熟悉的
[00:01:09.500 --> 00:01:11.500]  我們也很熟悉 耶和華是我們的目者
[00:01:11.500 --> 00:01:14.500]  二十二篇其實是講到耶穌的受苦
[00:01:14.500 --> 00:01:17.500]  我的神啊 我的神啊 為什麼離棄我
[00:01:17.500 --> 00:01:19.500]  所以二十二篇是講到耶穌的受苦
[00:01:19.500 --> 00:01:21.500]  二十三篇是講到耶穌是我們的目者
[00:01:21.500 --> 00:01:22.500]  一生帶領我們
[00:01:22.500 --> 00:01:26.500]  二十四篇是講到耶穌的得勝或再來
[00:01:26.500 --> 00:01:29.500]  所以傳統的也解釋
[00:01:29.500 --> 00:01:34.500]  這篇詩篇應該是大衛迎接約桂
