
[00:00:00.000 --> 00:00:02.000]  我們一起有個祈禱吧
[00:00:02.000 --> 00:00:05.800]  七天賦位多謝您
[00:00:05.800 --> 00:00:12.000]  給我們在網上繼續有崇拜您的時間
[00:00:12.000 --> 00:00:15.000]  在網上有很多阻隔
[00:00:15.000 --> 00:00:17.000]  但是我們靠著您
[00:00:17.000 --> 00:00:19.000]  我們是無所阻隔
[00:00:19.000 --> 00:00:22.000]  因為您是無處不在的神
[00:00:22.000 --> 00:00:24.000]  您在我們的屋裏
[00:00:24.000 --> 00:00:26.000]  您在我們的心裏
[00:00:26.000 --> 00:00:28.000]  主人我們就求主
[00:00:28.000 --> 00:00:31.000]  您的靈超越我們的時間
[00:00:31.000 --> 00:00:32.000]  超越我們的空間
[00:00:32.000 --> 00:00:35.000]  我們是可以同感一靈的
[00:00:35.000 --> 00:00:37.000]  因為我們是宣講您的懷念
[00:00:37.000 --> 00:00:39.000]  因為我們奉您的名
[00:00:39.000 --> 00:00:41.000]  來敬拜我們的神
[00:00:41.000 --> 00:00:44.000]  所以求天父在我們當中
[00:00:44.000 --> 00:00:46.000]  就好像上次講到
[00:00:46.000 --> 00:00:49.000]  您是冠乎我們眾人之中
[00:00:49.000 --> 00:00:51.000]  住在我們眾人之內
[00:00:51.000 --> 00:00:54.000]  我們所有的是一信一主一誓一神
[00:00:54.000 --> 00:00:55.000]  主人我們感謝您
[00:00:55.000 --> 00:00:58.000]  求您今天仍然在我們當中
[00:00:58.000 --> 00:00:59.000]  鼓勵我們
[00:00:59.000 --> 00:01:01.000]  透過這個聖言
[00:01:01.000 --> 00:01:04.000]  再一次使我們明白您的真理之餘
[00:01:04.000 --> 00:01:07.000]  是用心的行在您的真理裏
[00:01:07.000 --> 00:01:09.000]  多謝主聽我們禱告
[00:01:09.000 --> 00:01:10.000]  奉耶穌基督的名字
[00:01:10.000 --> 00:01:11.000]  阿們
[00:01:11.000 --> 00:01:16.000]  不知道您有沒有聽過有些人
[00:01:16.000 --> 00:01:18.000]  說有些人的樣貌
[00:01:18.000 --> 00:01:19.000]  好像活化石
[00:01:19.000 --> 00:01:22.000]  或者叫做吃了牛腐劑
[00:01:22.000 --> 00:01:25.000]  另外一個說法叫做baby face
[00:01:25.000 --> 00:01:28.000]  即是可能他已經有了
[00:01:28.000 --> 00:01:31.000]  差不多人生的閱歷和年紀
[00:01:31.000 --> 00:01:32.000]  但是看上去他的樣貌
[00:01:32.000 --> 00:01:34.000]  比他實際年齡小很多
[00:01:34.000 --> 00:01:37.000]  我想如果您是這樣
[00:01:37.000 --> 00:01:38.000]  我不知道是恭喜您
[00:01:38.000 --> 00:01:39.000]  還是不恭喜您
[00:01:39.000 --> 00:01:41.000]  可能有些人就不喜歡
[00:01:41.000 --> 00:01:43.000]  自己的樣貌這麼年輕
[00:01:43.000 --> 00:01:45.000]  或者有些人就覺得
[00:01:45.000 --> 00:01:46.000]  我多少歲都好
[00:01:46.000 --> 00:01:48.000]  我的樣貌還是很年輕
[00:01:48.000 --> 00:01:52.000]  被人稱讚你年輕、貌美
[00:01:52.000 --> 00:01:54.000]  英俊,我相信每個人都喜歡的
[00:01:54.000 --> 00:01:58.000]  但是如果有一天
[00:01:58.000 --> 00:02:00.000]  有人來到見到我們
[00:02:00.000 --> 00:02:01.000]  是一個基督徒
[00:02:01.000 --> 00:02:04.000]  他體會我們和我們相處
[00:02:04.000 --> 00:02:05.000]  我們這個基督徒
[00:02:05.000 --> 00:02:08.000]  不是樣貌是否年輕
[00:02:08.000 --> 00:02:10.000]  是我們在信仰上
[00:02:10.000 --> 00:02:12.000]  好像一個嬰兒一樣
[00:02:12.000 --> 00:02:15.000]  即是完全信了主很久
[00:02:15.000 --> 00:02:19.000]  仍然好像一個在屬靈裡面的小孩子
[00:02:19.000 --> 00:02:22.000]  嬰孩,不長進的
[00:02:22.000 --> 00:02:24.000]  那就糟糕了
[00:02:24.000 --> 00:02:26.000]  今天我的題目叫
[00:02:26.000 --> 00:02:28.000]  不再幼稚蒙恩長進
[00:02:28.000 --> 00:02:30.000]  都是從這段經文出來的
[00:02:30.000 --> 00:02:31.000]  為什麼呢?
[00:02:31.000 --> 00:02:32.000]  第十四節說
[00:02:32.000 --> 00:02:34.000]  其實我們是要到一個目標
[00:02:34.000 --> 00:02:37.000]  第十三節說得以長大成人
[00:02:37.000 --> 00:02:38.000]  第十四節說
[00:02:38.000 --> 00:02:41.000]  使我們不做小孩子
[00:02:41.000 --> 00:02:43.000]  這個小孩子
[00:02:43.000 --> 00:02:48.000]  這個字其實是BB
[00:02:48.000 --> 00:02:49.000]  嬰孩的意思
[00:02:49.000 --> 00:02:51.000]  當然這個小孩子
[00:02:51.000 --> 00:02:53.000]  這個字也可以指
[00:02:53.000 --> 00:02:55.000]  一些當時的背景
[00:02:55.000 --> 00:02:57.000]  就是有些小孩子
[00:02:57.000 --> 00:02:59.000]  但是他未到一個合法年齡
[00:02:59.000 --> 00:03:01.000]  去承受家裡的產業
[00:03:01.000 --> 00:03:03.000]  所以叫小孩子
[00:03:03.000 --> 00:03:04.000]  無論是怎樣
[00:03:04.000 --> 00:03:07.000]  都是一個小孩子
[00:03:07.000 --> 00:03:10.000]  但是他在形容一個信徒
[00:03:10.000 --> 00:03:14.000]  或者一間教會的信徒群體
[00:03:14.000 --> 00:03:16.000]  是好像小孩子一樣
[00:03:16.000 --> 00:03:20.000]  所以我們不應該再做小孩子
[00:03:20.000 --> 00:03:21.000]  好像第十四節所說
[00:03:21.000 --> 00:03:22.000]  就要怎樣呢?
[00:03:22.000 --> 00:03:24.000]  就要長進成為大人
[00:03:24.000 --> 00:03:26.000]  如果大家記得
[00:03:26.000 --> 00:03:28.000]  在我上個月的講道裡
[00:03:28.000 --> 00:03:30.000]  在那個講道裡
[00:03:30.000 --> 00:03:35.000]  保羅是用什麼來形容教會呢?
[00:03:35.000 --> 00:03:38.000]  所謂教會的表象
[00:03:38.000 --> 00:03:39.000]  他是用什麼呢?
[00:03:39.000 --> 00:03:42.000]  其實就是用神的家
[00:03:42.000 --> 00:03:45.000]  神的殿來形容教會
[00:03:45.000 --> 00:03:49.000]  說到神的教會
[00:03:49.000 --> 00:03:52.000]  其實就是神的屬靈的一個家庭
[00:03:52.000 --> 00:03:55.000]  是敬拜神的一個所在
[00:03:55.000 --> 00:03:57.000]  他講到這種特質
[00:03:57.000 --> 00:04:00.000]  在第四章這段經文
[00:04:00.000 --> 00:04:04.000]  保羅用了另外一種的比喻
[00:04:04.000 --> 00:04:05.000]  或者叫做表象
[00:04:05.000 --> 00:04:07.000]  來形容教會
[00:04:07.000 --> 00:04:09.000]  就是用一個叫做身體的比喻
[00:04:09.000 --> 00:04:11.000]  基督的身體
[00:04:11.000 --> 00:04:14.000]  就是說一個小孩子是會長大成人的
[00:04:14.000 --> 00:04:15.000]  成熟的
[00:04:15.000 --> 00:04:17.000]  用這個比喻
[00:04:17.000 --> 00:04:19.000]  來比喻信徒的成長
[00:04:19.000 --> 00:04:21.000]  以及一個教會群體的成長
[00:04:21.000 --> 00:04:23.000]  是兩樣都有講的
[00:04:23.000 --> 00:04:27.000]  所以我們今天就再去看一看
[00:04:27.000 --> 00:04:29.000]  因為上一段的經文
[00:04:29.000 --> 00:04:30.000]  就是講到其實
[00:04:30.000 --> 00:04:33.000]  我們是能夠透過教會的
[00:04:33.000 --> 00:04:37.000]  能夠透過信心和愛心
[00:04:37.000 --> 00:04:39.000]  就是一路由第一章一路講
[00:04:39.000 --> 00:04:40.000]  一個蒙恩的教會
[00:04:40.000 --> 00:04:42.000]  其實是一個合一的教會
[00:04:42.000 --> 00:04:43.000]  本質上是合一的
[00:04:43.000 --> 00:04:45.000]  其實由第一章一路講到現在
[00:04:45.000 --> 00:04:48.000]  都是在講教會的合一的本質
[00:04:48.000 --> 00:04:50.000]  但是如果落地一點
[00:04:50.000 --> 00:04:52.000]  那你怎樣來建立一個教會
[00:04:52.000 --> 00:04:55.000]  成為一個合一的教會呢?
[00:04:55.000 --> 00:04:57.000]  怎樣為之建立得到呢?
[00:04:57.000 --> 00:04:59.000]  標準在哪裡呢?
[00:04:59.000 --> 00:05:00.000]  目標是什麼呢?
[00:05:00.000 --> 00:05:02.000]  所以來到這段經文
[00:05:02.000 --> 00:05:05.000]  就在講教會建立建造
[00:05:05.000 --> 00:05:07.000]  是應該做什麼目標呢?
[00:05:07.000 --> 00:05:09.000]  其實就是一個成熟的目標
[00:05:09.000 --> 00:05:12.000]  就用基督的身體這個比喻來講
[00:05:12.000 --> 00:05:15.000]  整段第四章第十二至第十六節
[00:05:15.000 --> 00:05:17.000]  都是用這個比喻
[00:05:17.000 --> 00:05:18.000]  孩子長大成人
[00:05:18.000 --> 00:05:20.000]  再講孩子長大成人
[00:05:20.000 --> 00:05:22.000]  先講負面
[00:05:22.000 --> 00:05:25.000]  什麼叫做一個不好
[00:05:25.000 --> 00:05:27.000]  未達到目標就是小孩子
[00:05:27.000 --> 00:05:30.000]  在信仰上面是一個小孩子
[00:05:30.000 --> 00:05:33.000]  你會看到在經文裡面
[00:05:33.000 --> 00:05:36.000]  第四章第十四節
[00:05:36.000 --> 00:05:39.000]  指我們不再作小孩子
[00:05:39.000 --> 00:05:41.000]  什麼情況叫做小孩子呢?
[00:05:41.000 --> 00:05:44.000]  眾了人的詭計和欺騙的法術
[00:05:44.000 --> 00:05:48.000]  被一切異教之風搖動飄來飄去
[00:05:48.000 --> 00:05:50.000]  就隨從各樣的異端
[00:05:50.000 --> 00:05:52.000]  連續連消帶打
[00:05:52.000 --> 00:05:56.000]  講了幾個的詞語和幾個的片語
[00:05:56.000 --> 00:06:00.000]  句子要去講那個情況
[00:06:00.000 --> 00:06:01.000]  簡單來說那個不成熟
[00:06:01.000 --> 00:06:06.000]  就反映在他很容易被其他的所謂異教
[00:06:06.000 --> 00:06:10.000]  這裡講的翻譯不是說其他的宗教
[00:06:10.000 --> 00:06:14.000]  而是其他有別於基督信仰的一些思潮
[00:06:14.000 --> 00:06:17.000]  那些的風來影響
[00:06:17.000 --> 00:06:19.000]  其實本身這個字就是風浪
[00:06:19.000 --> 00:06:20.000]  飄來飄去
[00:06:20.000 --> 00:06:25.000]  是一浪接一浪的思潮去影響
[00:06:25.000 --> 00:06:29.000]  還有這個所謂詭計
[00:06:29.000 --> 00:06:32.000]  其實他本身的字是方形的色仔的意思
[00:06:32.000 --> 00:06:34.000]  就是眾了人的詭計
[00:06:34.000 --> 00:06:37.000]  其實就好像賭錢那些人
[00:06:37.000 --> 00:06:39.000]  那些叫做不是叫扭計式
[00:06:39.000 --> 00:06:41.000]  那些叫做鬼鼠式
[00:06:41.000 --> 00:06:42.000]  或者那些說法
[00:06:42.000 --> 00:06:45.000]  那些色仔其實是可以用來出千的
[00:06:45.000 --> 00:06:48.000]  他這個字很生動
[00:06:48.000 --> 00:06:50.000]  講到人那種的欺騙
[00:06:50.000 --> 00:06:52.000]  用什麼方法
[00:06:52.000 --> 00:06:55.000]  法術那個字欺騙的法術
[00:06:55.000 --> 00:06:57.000]  也是在講一些很聰明的意思
[00:06:57.000 --> 00:06:59.000]  但是那種是一些不好的聰明
[00:06:59.000 --> 00:07:01.000]  一些邪的聰明
[00:07:01.000 --> 00:07:03.000]  騙人的騙人就好了
[00:07:03.000 --> 00:07:06.000]  你看到其實那些騙局都很厲害
[00:07:06.000 --> 00:07:08.000]  現在那些電話騙案
[00:07:08.000 --> 00:07:09.000]  層出不窮
[00:07:09.000 --> 00:07:11.000]  有一個信息傳過來
[00:07:11.000 --> 00:07:14.000]  你要拿郵件
[00:07:14.000 --> 00:07:17.000]  或者在電郵那裡又收到一些東西
[00:07:17.000 --> 00:07:21.000]  又說這個是從PayPal
[00:07:21.000 --> 00:07:24.000]  你要確定你的密碼
[00:07:24.000 --> 00:07:27.000]  這樣去偷去影響
[00:07:27.000 --> 00:07:29.000]  使你來做中招
[00:07:29.000 --> 00:07:30.000]  很聰明的方式
[00:07:30.000 --> 00:07:32.000]  但是用來騙人的
[00:07:32.000 --> 00:07:34.000]  好了各樣的異端
[00:07:34.000 --> 00:07:36.000]  其實他特別
[00:07:36.000 --> 00:07:39.000]  這個所謂異教之風搖動
[00:07:39.000 --> 00:07:41.000]  各樣的異端
[00:07:41.000 --> 00:07:43.000]  其實是特別講一種有組織性
[00:07:43.000 --> 00:07:46.000]  就等於我在之前末世的系列
[00:07:46.000 --> 00:07:48.000]  啟示錄的七教會
[00:07:48.000 --> 00:07:49.000]  都會講到很多這些的
[00:07:49.000 --> 00:07:51.000]  我重複講
[00:07:51.000 --> 00:07:52.000]  那些是有組織的
[00:07:52.000 --> 00:07:54.000]  一些錯誤的信仰
[00:07:54.000 --> 00:07:55.000]  為了什麼呢
[00:07:55.000 --> 00:07:58.000]  為了來去影響人
[00:07:58.000 --> 00:07:59.000]  去敬拜他們
[00:07:59.000 --> 00:08:01.000]  去推動的東西
[00:08:01.000 --> 00:08:03.000]  其實就是他們的斂財
[00:08:03.000 --> 00:08:05.000]  或者很多的假的情況
[00:08:05.000 --> 00:08:07.000]  我去到這裡
[00:08:07.000 --> 00:08:10.000]  其實如果說我們不做小孩子
[00:08:10.000 --> 00:08:12.000]  如果小孩子
[00:08:12.000 --> 00:08:14.000]  是很容易受這些的思潮
[00:08:14.000 --> 00:08:17.000]  很容易受這些信仰
[00:08:17.000 --> 00:08:19.000]  去影響到浪飄來飄去
[00:08:19.000 --> 00:08:22.000]  這個就是不成熟了
[00:08:22.000 --> 00:08:24.000]  所以我們先講不成熟
[00:08:24.000 --> 00:08:26.000]  我們再問
[00:08:26.000 --> 00:08:28.000]  在最近的疫情裡面
[00:08:28.000 --> 00:08:29.000]  在這幾個月
[00:08:29.000 --> 00:08:31.000]  大家在信仰上面
[00:08:31.000 --> 00:08:34.000]  有沒有被一些思潮來搖動呢
[00:08:34.000 --> 00:08:36.000]  或者一些想法呢
[00:08:36.000 --> 00:08:37.000]  譬如說
[00:08:37.000 --> 00:08:39.000]  在這個疫情裡面
[00:08:39.000 --> 00:08:40.000]  你會不會覺得自己的信仰
[00:08:40.000 --> 00:08:42.000]  不太靈
[00:08:42.000 --> 00:08:44.000]  或者
[00:08:44.000 --> 00:08:47.000]  當然我們教會就未必有人
[00:08:47.000 --> 00:08:49.000]  會中了肺炎
[00:08:49.000 --> 00:08:51.000]  但是如果我中了
[00:08:51.000 --> 00:08:54.000]  會不會懷疑神保護我呢
[00:08:54.000 --> 00:08:56.000]  這些都是一些
[00:08:56.000 --> 00:08:58.000]  信仰不成熟的表現
[00:08:58.000 --> 00:09:00.000]  有一些的思想
[00:09:00.000 --> 00:09:02.000]  搖動的時候
[00:09:02.000 --> 00:09:06.000]  我們就會影響了我們的信心
[00:09:06.000 --> 00:09:08.000]  其實
[00:09:08.000 --> 00:09:09.000]  這次疫情
[00:09:09.000 --> 00:09:12.000]  真是對我們信徒的信仰一個考驗
[00:09:12.000 --> 00:09:16.000]  在3月底
[00:09:16.000 --> 00:09:18.000]  就有一個新聞
[00:09:18.000 --> 00:09:21.000]  就有一個叫做
[00:09:21.000 --> 00:09:24.000]  Kenneth Copeland的一個牧師
[00:09:24.000 --> 00:09:26.000]  他所謂的一個電視報道家
[00:09:26.000 --> 00:09:28.000]  他的眼神很凌厲
[00:09:28.000 --> 00:09:30.000]  但是我覺得有點詭異
[00:09:30.000 --> 00:09:32.000]  他最有名的那件事是什麼呢
[00:09:32.000 --> 00:09:34.000]  他說奉主的名
[00:09:34.000 --> 00:09:36.000]  吹走這些病毒
[00:09:36.000 --> 00:09:38.000]  叫這些病毒離開美國
[00:09:38.000 --> 00:09:40.000]  這樣吹
[00:09:40.000 --> 00:09:42.000]  他的眼神
[00:09:42.000 --> 00:09:43.000]  人們說很可怕
[00:09:43.000 --> 00:09:45.000]  我看過影片也有點害怕
[00:09:45.000 --> 00:09:47.000]  你看過圖就知道了
[00:09:47.000 --> 00:09:51.000]  但是人們取笑這件事
[00:09:51.000 --> 00:09:53.000]  當他祈願那一套
[00:09:53.000 --> 00:09:55.000]  美國的疫情直線上升
[00:09:55.000 --> 00:09:57.000]  確診人數倍增
[00:09:57.000 --> 00:09:59.000]  死亡人數倍增
[00:09:59.000 --> 00:10:01.000]  其實我們會看到
[00:10:01.000 --> 00:10:03.000]  在這些情況
[00:10:03.000 --> 00:10:05.000]  好像是說末世的情況
[00:10:05.000 --> 00:10:07.000]  是不斷有這樣的人
[00:10:07.000 --> 00:10:09.000]  其實這個牧師
[00:10:09.000 --> 00:10:11.000]  他是一個所謂電視報道家
[00:10:11.000 --> 00:10:13.000]  其實真是斂財得很厲害
[00:10:13.000 --> 00:10:15.000]  你知道他是怎樣斂財化的嗎
[00:10:15.000 --> 00:10:18.000]  他有7億
[00:10:18.000 --> 00:10:21.000]  7.6億的美金的身價
[00:10:21.000 --> 00:10:23.000]  來維持他奢華的生活
[00:10:23.000 --> 00:10:25.000]  他有三架私人飛機
[00:10:25.000 --> 00:10:27.000]  你看到美國
[00:10:27.000 --> 00:10:29.000]  有時候人們可以說
[00:10:29.000 --> 00:10:31.000]  真的有點愚昧
[00:10:31.000 --> 00:10:34.000]  這樣的一個所謂牧師
[00:10:34.000 --> 00:10:36.000]  都為了
[00:10:36.000 --> 00:10:40.000]  覺得他聽說話好像很有力
[00:10:40.000 --> 00:10:42.000]  聽信了他然後就奉獻
[00:10:42.000 --> 00:10:44.000]  其實他就拿來斂財
[00:10:44.000 --> 00:10:48.000]  這些就看到那種人
[00:10:48.000 --> 00:10:50.000]  那種信仰
[00:10:50.000 --> 00:10:52.000]  仍然很幼稚
[00:10:52.000 --> 00:10:55.000]  但是我們是怎樣呢
[00:10:55.000 --> 00:10:59.000]  有一個牧師
[00:10:59.000 --> 00:11:01.000]  他講開這件事
[00:11:01.000 --> 00:11:03.000]  討論到關於在疫情上
[00:11:03.000 --> 00:11:05.000]  信徒的表現
[00:11:05.000 --> 00:11:07.000]  他也有分享
[00:11:07.000 --> 00:11:09.000]  是台灣的劉曉廷牧師
[00:11:09.000 --> 00:11:11.000]  我看了篇文他講得很好
[00:11:11.000 --> 00:11:13.000]  他引述了
[00:11:13.000 --> 00:11:15.000]  歷史上
[00:11:15.000 --> 00:11:19.000]  在歐洲黑死病橫行的時候
[00:11:19.000 --> 00:11:21.000]  那時候的教皇
[00:11:21.000 --> 00:11:23.000]  曾經鼓吹那些民眾
[00:11:23.000 --> 00:11:25.000]  你奉獻更加多
[00:11:25.000 --> 00:11:27.000]  更加敬虔就可以躲過瘟疫
[00:11:27.000 --> 00:11:29.000]  告訴民眾
[00:11:29.000 --> 00:11:31.000]  你有信心就不會得病
[00:11:31.000 --> 00:11:33.000]  其實這種
[00:11:33.000 --> 00:11:35.000]  基督教不信
[00:11:35.000 --> 00:11:37.000]  我認同這個說法
[00:11:37.000 --> 00:11:39.000]  到了中國改革的時候
[00:11:39.000 --> 00:11:41.000]  馬丁路德其實講過一句話
[00:11:41.000 --> 00:11:43.000]  他說盲目的信心
[00:11:43.000 --> 00:11:45.000]  只是鼓勵信徒
[00:11:45.000 --> 00:11:47.000]  在那裡吹口哨壯膽
[00:11:47.000 --> 00:11:49.000]  這個卻是
[00:11:49.000 --> 00:11:51.000]  人類早期歷史那種
[00:11:51.000 --> 00:11:53.000]  無術的手法
[00:11:53.000 --> 00:11:55.000]  馬丁路德就說
[00:11:55.000 --> 00:11:57.000]  面對瘟疫不作防備
[00:11:57.000 --> 00:11:59.000]  只是憑信心其實是對神的一種試探
[00:11:59.000 --> 00:12:01.000]  這個在我
[00:12:01.000 --> 00:12:03.000]  在四月的時候
[00:12:03.000 --> 00:12:05.000]  那個信眾探索班
[00:12:05.000 --> 00:12:07.000]  說到聖經的角度看瘟疫
[00:12:07.000 --> 00:12:09.000]  我也有提過這個觀點
[00:12:09.000 --> 00:12:11.000]  我們看瘟疫是
[00:12:11.000 --> 00:12:13.000]  無可避免的
[00:12:13.000 --> 00:12:15.000]  這個大瘟疫
[00:12:15.000 --> 00:12:17.000]  我們不是信神不保護我們
[00:12:17.000 --> 00:12:19.000]  但是我們不是這樣去祈禱
[00:12:19.000 --> 00:12:21.000]  我們不作防護措施
[00:12:21.000 --> 00:12:23.000]  我們不信醫藥
[00:12:23.000 --> 00:12:25.000]  說好像很敬虔
[00:12:25.000 --> 00:12:27.000]  單憑信心
[00:12:27.000 --> 00:12:29.000]  當然如果像黑死病的教皇
[00:12:29.000 --> 00:12:31.000]  那樣的
[00:12:31.000 --> 00:12:33.000]  你有信心
[00:12:33.000 --> 00:12:35.000]  那就得醫治了
[00:12:35.000 --> 00:12:37.000]  你給我一些水
[00:12:37.000 --> 00:12:39.000]  這樣就可以了
[00:12:39.000 --> 00:12:41.000]  這種完全是錯誤的
[00:12:41.000 --> 00:12:43.000]  當然我們未必去到這個地步
[00:12:43.000 --> 00:12:45.000]  很容易被這些東西欺騙
[00:12:45.000 --> 00:12:47.000]  但是其實會不會有
[00:12:47.000 --> 00:12:49.000]  其他的一些
[00:12:49.000 --> 00:12:51.000]  情況
[00:12:51.000 --> 00:12:53.000]  或者一些東西
[00:12:53.000 --> 00:12:55.000]  是在影響我們的信仰
[00:12:55.000 --> 00:12:57.000]  很容易來搖動
[00:12:57.000 --> 00:12:59.000]  這個是很值得我們反思
[00:12:59.000 --> 00:13:01.000]  我們的信仰在這些衝擊裏面
[00:13:01.000 --> 00:13:03.000]  是不是還是
[00:13:03.000 --> 00:13:05.000]  像小孩子一樣
[00:13:05.000 --> 00:13:07.000]  如果我們
[00:13:07.000 --> 00:13:09.000]  能夠成長的話
[00:13:09.000 --> 00:13:11.000]  我們就會脫離
[00:13:11.000 --> 00:13:13.000]  這個小孩子的情況
[00:13:13.000 --> 00:13:15.000]  信仰就不會那麼容易被搖動
[00:13:15.000 --> 00:13:17.000]  正面
[00:13:17.000 --> 00:13:19.000]  正面的目標是什麼
[00:13:19.000 --> 00:13:21.000]  很簡單 長大成人
[00:13:21.000 --> 00:13:23.000]  長大成人是什麼意思呢
[00:13:23.000 --> 00:13:25.000]  我們看第十三節
[00:13:25.000 --> 00:13:27.000]  我們看第十三節
[00:13:27.000 --> 00:13:29.000]  第十三節那裏說
[00:13:29.000 --> 00:13:31.000]  有一個說法是很有趣的
[00:13:31.000 --> 00:13:33.000]  中文也是很有趣的
[00:13:33.000 --> 00:13:35.000]  直等到我們眾人
[00:13:35.000 --> 00:13:37.000]  在真道上同歸於一
[00:13:37.000 --> 00:13:39.000]  認識神的兒子
[00:13:39.000 --> 00:13:41.000]  得以長大成人
[00:13:41.000 --> 00:13:43.000]  然後怎樣才能長大成人呢
[00:13:43.000 --> 00:13:45.000]  就是滿有
[00:13:45.000 --> 00:13:47.000]  基督長成的新娘
[00:13:47.000 --> 00:13:49.000]  如果你是初讀聖經
[00:13:49.000 --> 00:13:51.000]  我小時候讀都覺得
[00:13:51.000 --> 00:13:53.000]  有些不太明白什麼叫基督長成的新娘
[00:13:53.000 --> 00:13:55.000]  第一 剛才說了
[00:13:55.000 --> 00:13:57.000]  就是整個
[00:13:57.000 --> 00:13:59.000]  是一個比喻
[00:13:59.000 --> 00:14:01.000]  比喻教會這個信徒
[00:14:01.000 --> 00:14:03.000]  屬靈生命的成長
[00:14:03.000 --> 00:14:05.000]  所以一直是用這種說法
[00:14:05.000 --> 00:14:07.000]  一直長大
[00:14:07.000 --> 00:14:09.000]  所以有一個長成的新娘
[00:14:09.000 --> 00:14:11.000]  好像我們小孩子很小
[00:14:11.000 --> 00:14:13.000]  很矮的
[00:14:13.000 --> 00:14:15.000]  你長大成人
[00:14:15.000 --> 00:14:17.000]  就有一定的高度
