
[00:00:00.000 --> 00:00:02.000]  各位頂姐妹 平安
[00:00:02.000 --> 00:00:06.000]  過去很多風雨
[00:00:06.000 --> 00:00:10.000]  能夠平安都是很蒙恩的一件事
[00:00:10.000 --> 00:00:14.000]  而今天我們在敬拜中更加要感謝神
[00:00:14.000 --> 00:00:20.000]  因為祂讓我們繼續可以有主日的崇拜
[00:00:20.000 --> 00:00:24.000]  不只因為打風就打甩了
[00:00:24.000 --> 00:00:26.000]  所以是一件很美好的事
[00:00:26.000 --> 00:00:30.000]  也讓我們知道原來能夠回來主日崇拜
[00:00:30.000 --> 00:00:33.000]  都不是一件偶然的事
[00:00:33.000 --> 00:00:37.000]  讓我們知道是神給我們各方的預備
[00:00:37.000 --> 00:00:42.000]  所以盼望我們都能夠把握每一次的主日崇拜
[00:00:42.000 --> 00:00:45.000]  大家回來一起去敬拜主
[00:00:45.000 --> 00:00:48.000]  去親近我們的神
[00:00:48.000 --> 00:00:56.000]  我不知道大家還記不記得今年我們教會的主題
[00:00:56.000 --> 00:01:00.000]  建立健康教會
[00:01:00.000 --> 00:01:04.000]  發揮團隊動力
[00:01:04.000 --> 00:01:09.000]  其中特別的第一句就很清楚讓我們知道
[00:01:09.000 --> 00:01:12.000]  今年我們努力的方向
[00:01:12.000 --> 00:01:15.000]  至少我們的心願是如此
[00:01:15.000 --> 00:01:20.000]  是去建立健康的教會
[00:01:20.000 --> 00:01:24.000]  一個的目標,一個的方向
[00:01:24.000 --> 00:01:28.000]  希望我們都能夠為此去努力
[00:01:28.000 --> 00:01:32.000]  當我們想健康的教會的時候
[00:01:32.000 --> 00:01:34.000]  我們會問一件事
[00:01:34.000 --> 00:01:38.000]  就是什麼叫做健康呢?
[00:01:38.000 --> 00:01:41.000]  在教會的處境裏面
[00:01:41.000 --> 00:01:43.000]  在我們信仰的了解裏面
[00:01:43.000 --> 00:01:46.000]  什麼叫做健康呢?
[00:01:46.000 --> 00:01:50.000]  今年我們跟頂姐妹一起去思想這件事
[00:01:50.000 --> 00:01:52.000]  也都透過主日崇拜
[00:01:52.000 --> 00:01:56.000]  透過神的話語一起去反省去學習
[00:01:56.000 --> 00:01:58.000]  在我的鋪排中
[00:01:58.000 --> 00:02:00.000]  在我的理解中
[00:02:00.000 --> 00:02:03.000]  將會有七個表現
[00:02:03.000 --> 00:02:06.000]  或者說七個特徵
[00:02:06.000 --> 00:02:10.000]  來表達出一間健康的教會
[00:02:10.000 --> 00:02:13.000]  大概是有哪幾方面
[00:02:13.000 --> 00:02:16.000]  而事實上來到九月
[00:02:16.000 --> 00:02:18.000]  即是過了差不多有八個月
[00:02:18.000 --> 00:02:22.000]  過去我都曾經在主餐的主日崇拜
[00:02:22.000 --> 00:02:25.000]  跟弟兄姊妹思想過
[00:02:25.000 --> 00:02:28.000]  是有三樣的表現
[00:02:28.000 --> 00:02:30.000]  三樣的特徵
[00:02:30.000 --> 00:02:35.000]  作為教會怎樣去表達出它的健康
[00:02:35.000 --> 00:02:38.000]  我不知道大家還有沒有印象
[00:02:38.000 --> 00:02:42.000]  我曾經用兩講去分享
[00:02:42.000 --> 00:02:45.000]  原來在上向的層面
[00:02:45.000 --> 00:02:48.000]  即是我們跟神的關係上
[00:02:48.000 --> 00:02:51.000]  我們切勿遠離神
[00:02:51.000 --> 00:02:55.000]  然後總要親近神
[00:02:55.000 --> 00:02:58.000]  所以我們第一
[00:02:58.000 --> 00:03:01.000]  健康的就是我們整間教會的弟兄姊妹
[00:03:01.000 --> 00:03:07.000]  我們切勿讓自己遠離神
[00:03:07.000 --> 00:03:09.000]  更加從積極的層面
[00:03:09.000 --> 00:03:12.000]  我們總要親近神
[00:03:12.000 --> 00:03:13.000]  要有鬥志的
[00:03:13.000 --> 00:03:14.000]  要有意志的
[00:03:14.000 --> 00:03:17.000]  要操練的
[00:03:17.000 --> 00:03:18.000]  要個人的靈修
[00:03:18.000 --> 00:03:21.000]  回來集體的敬拜
[00:03:21.000 --> 00:03:23.000]  不單止不遠離
[00:03:23.000 --> 00:03:24.000]  還親近
[00:03:24.000 --> 00:03:27.000]  這是一個上向的層面
[00:03:27.000 --> 00:03:30.000]  是一個很重要的健康的表達
[00:03:30.000 --> 00:03:32.000]  但不單止這樣
[00:03:32.000 --> 00:03:33.000]  我們都分享過一樣
[00:03:33.000 --> 00:03:35.000]  就是原來我們個別基督徒
[00:03:35.000 --> 00:03:37.000]  作為沾浸的一份子
[00:03:37.000 --> 00:03:38.000]  作為會友也好
[00:03:38.000 --> 00:03:40.000]  作為會眾也好
[00:03:40.000 --> 00:03:43.000]  有一件事我們是要一生來操練的
[00:03:43.000 --> 00:03:45.000]  是甚麼呢?
