
[00:00:00.000 --> 00:00:02.320]  弟兄姊妹祖內平安
[00:00:02.320 --> 00:00:08.000]  今天我們一起再要來學習彼得前疏
[00:00:08.000 --> 00:00:10.000]  是第四講
[00:00:10.000 --> 00:00:14.000]  就是講到這個夫妻相處之道
[00:00:14.000 --> 00:00:17.000]  夫妻相處之道
[00:00:17.000 --> 00:00:19.000]  這是我們的經文呢
[00:00:19.000 --> 00:00:21.000]  是在這第三章
[00:00:21.000 --> 00:00:23.000]  一節到七節
[00:00:23.000 --> 00:00:26.000]  我們要把這幾節聖經呢
[00:00:26.000 --> 00:00:28.000]  跟弟兄姊妹呢
[00:00:28.000 --> 00:00:30.000]  一起來讀
[00:00:30.000 --> 00:00:32.000]  如果你有聖經的話
[00:00:32.000 --> 00:00:34.000]  你也可以一起同聲來讀
[00:00:34.000 --> 00:00:38.000]  彼得前疏
[00:00:38.000 --> 00:00:41.000]  第三章第一節到第七節
[00:00:41.000 --> 00:00:45.000]  你們做妻子的
[00:00:45.000 --> 00:00:47.000]  要順服自己的丈夫
[00:00:47.000 --> 00:00:50.000]  這樣若有不信從的
[00:00:50.000 --> 00:00:52.000]  道理的丈夫
[00:00:52.000 --> 00:00:55.000]  他們雖然不懂得夫妻道
[00:00:55.000 --> 00:00:58.000]  也可以因妻子的品行
[00:00:58.000 --> 00:01:00.000]  被感化過來
[00:01:00.000 --> 00:01:02.000]  這正是因為
[00:01:02.000 --> 00:01:05.000]  看見你們有貞潔的品行
[00:01:05.000 --> 00:01:08.000]  和敬畏的行
[00:01:08.000 --> 00:01:11.000]  你們不要以外面的變頭髮
[00:01:11.000 --> 00:01:13.000]  戴金絲
[00:01:13.000 --> 00:01:16.000]  穿美衣為裝飾
[00:01:16.000 --> 00:01:19.000]  只要以裡面存著
[00:01:19.000 --> 00:01:21.000]  長久溫柔的
[00:01:21.000 --> 00:01:24.000]  安靜的心為裝飾
[00:01:25.000 --> 00:01:27.000]  這在神面前
[00:01:27.000 --> 00:01:29.000]  是極寶貴的
[00:01:29.000 --> 00:01:31.000]  因為古時
[00:01:31.000 --> 00:01:34.000]  仰賴神的聖潔的婦人
[00:01:34.000 --> 00:01:38.000]  正是以此為裝飾
[00:01:38.000 --> 00:01:41.000]  順服自己的丈夫
[00:01:41.000 --> 00:01:45.000]  就如撒拉聽從亞伯拉罕
[00:01:45.000 --> 00:01:47.000]  稱她為主
[00:01:47.000 --> 00:01:49.000]  你們若行善
[00:01:49.000 --> 00:01:52.000]  不應恐嚇而害怕
[00:01:52.000 --> 00:01:55.000]  便是撒拉的女兒了
[00:01:55.000 --> 00:01:58.000]  你們做丈夫的
[00:01:58.000 --> 00:02:02.000]  也要按情理和妻子同住
[00:02:02.000 --> 00:02:04.000]  因為
[00:02:04.000 --> 00:02:08.000]  因她比你軟弱
[00:02:08.000 --> 00:02:13.000]  與你一同承受生命之恩的
[00:02:13.000 --> 00:02:16.000]  所以要敬重她
[00:02:16.000 --> 00:02:19.000]  這樣便叫你們的禱告
[00:02:19.000 --> 00:02:21.000]  沒有阻礙
[00:02:21.000 --> 00:02:26.000]  我們就先讀這七節聖經
[00:02:26.000 --> 00:02:29.000]  讓我們一同低頭禱告
[00:02:29.000 --> 00:02:31.000]  愛我們的主
[00:02:31.000 --> 00:02:33.000]  我們的父神
[00:02:33.000 --> 00:02:35.000]  我們一同來到你面前
[00:02:35.000 --> 00:02:36.000]  來敬拜你
[00:02:36.000 --> 00:02:37.000]  來讚美你
[00:02:37.000 --> 00:02:40.000]  一同來學習你的話
[00:02:40.000 --> 00:02:42.000]  願你在這個時候
[00:02:42.000 --> 00:02:45.000]  豐富的與我們同在
[00:02:45.000 --> 00:02:47.000]  叫我們在一起
[00:02:47.000 --> 00:02:49.000]  學習你的話的時候
[00:02:49.000 --> 00:02:52.000]  你的靈來開啟我們
[00:02:52.000 --> 00:02:54.000]  叫我們在你的話語裡頭
[00:02:54.000 --> 00:02:58.000]  學習到我們怎樣在生活中間
[00:02:58.000 --> 00:03:02.000]  我們能夠按照你旨意來行
[00:03:02.000 --> 00:03:05.000]  今天我們要分享到的是
[00:03:05.000 --> 00:03:07.000]  夫妻之道
[00:03:07.000 --> 00:03:09.000]  求你與我們同在
[00:03:09.000 --> 00:03:11.000]  給我們在你面前
[00:03:11.000 --> 00:03:13.000]  能夠明白你的話語
[00:03:13.000 --> 00:03:16.000]  也能夠按照你的話語去行
[00:03:16.000 --> 00:03:19.000]  我們這樣禱告感謝
[00:03:19.000 --> 00:03:23.000]  是奉耶穌基督的名
[00:03:23.000 --> 00:03:24.000]  弟兄姊妹
[00:03:24.000 --> 00:03:28.000]  當我們來到彼得前書的第四章
[00:03:28.000 --> 00:03:32.000]  要講到夫妻相處之道
[00:03:32.000 --> 00:03:34.000]  在前面我們講到
[00:03:34.000 --> 00:03:38.000]  我們是在世上是科履是寄居的
[00:03:38.000 --> 00:03:42.000]  我們要對這個自尊掌權
[00:03:42.000 --> 00:03:46.000]  我們要順服它的制度
[00:03:46.000 --> 00:03:53.000]  那麼現在就來到夫妻這個關係了
[00:03:53.000 --> 00:03:58.000]  這是在我們人中間一個很重要的關係
[00:03:58.000 --> 00:04:00.000]  如果我們的夫妻的關係
[00:04:00.000 --> 00:04:04.000]  能夠按照神的旨意來生活的話
[00:04:04.000 --> 00:04:07.000]  這個家必定是能夠和諧
[00:04:07.000 --> 00:04:10.000]  這個家必定是有愛充滿在中間
[00:04:10.000 --> 00:04:14.000]  這個家也必定能夠彰顯神的榮耀
[00:04:14.000 --> 00:04:17.000]  那麼我們怎麼來看
[00:04:17.000 --> 00:04:21.000]  所以彼得就是在第一世紀的時候
[00:04:21.000 --> 00:04:25.000]  他寫了這卷彼得前書
[00:04:25.000 --> 00:04:28.000]  那個時候有很多信徒
