
[00:00:00.000 --> 00:00:04.640]  敬文讀到這裏願神親自祝福他的說話
[00:00:04.640 --> 00:00:06.880]  讓我們能夠明白他的心意
[00:00:06.880 --> 00:00:10.760]  接著說到我們有我們的Calvin
[00:00:10.760 --> 00:00:13.880]  梁牧師在當中分享神的說話
[00:00:13.880 --> 00:00:17.440]  今天講題是健康教會的三寶
[00:00:17.440 --> 00:00:23.320]  各位電影姐妹早安
[00:00:23.320 --> 00:00:24.320]  早安
[00:00:24.320 --> 00:00:28.880]  今天我們的題目這麼快就出來了
[00:00:28.880 --> 00:00:30.440]  對了 三寶
[00:00:30.440 --> 00:00:32.800]  知道這三樣是什麼嗎
[00:00:32.800 --> 00:00:34.440]  這是我們香港
[00:00:34.440 --> 00:00:35.520]  如果你來自香港
[00:00:35.520 --> 00:00:37.560]  街頭很出名的小吃
[00:00:37.560 --> 00:00:39.520]  煎釀三寶
[00:00:39.520 --> 00:00:41.680]  你喜歡吃哪三寶
[00:00:41.680 --> 00:00:44.680]  我就喜歡吃這個釀矮瓜
[00:00:44.680 --> 00:00:47.000]  釀青椒和釀豆腐
[00:00:47.000 --> 00:00:50.640]  我特別喜歡吃釀青椒
[00:00:50.640 --> 00:00:54.120]  將一些好吃的鯪魚肉釀進去
[00:00:54.120 --> 00:00:56.720]  非常好吃
[00:00:56.720 --> 00:00:58.120]  接著我想問一下
[00:00:58.120 --> 00:01:02.640]  今天我們的題目是健康三寶
[00:01:02.640 --> 00:01:04.560]  在座哪位電影姐妹你覺得
[00:01:04.560 --> 00:01:08.160]  哪位朋友你覺得你很健康
[00:01:08.160 --> 00:01:08.880]  有沒有
[00:01:08.880 --> 00:01:09.520]  有
[00:01:09.520 --> 00:01:11.960]  好 一個 還有沒有
[00:01:11.960 --> 00:01:13.040]  有沒有
[00:01:13.040 --> 00:01:15.480]  只有一個人敢認自己很健康
[00:01:15.480 --> 00:01:18.680]  我上網看看健康
[00:01:18.680 --> 00:01:22.080]  我們健康的生活有什麼三寶
[00:01:22.080 --> 00:01:24.440]  他就這麼說
[00:01:24.440 --> 00:01:28.960]  保持早睡早起
[00:01:28.960 --> 00:01:31.880]  其實我們很多年輕的電影姐妹都有
[00:01:31.880 --> 00:01:37.040]  他們早上兩三四點才睡
[00:01:37.040 --> 00:01:38.880]  當然我們說這些是晚上
[00:01:38.880 --> 00:01:41.120]  作息時間是早一點晚上
[00:01:41.120 --> 00:01:43.120]  早點睡早點起床
[00:01:43.120 --> 00:01:44.840]  那些早睡早起
[00:01:44.840 --> 00:01:48.520]  保持均衡飲食的習慣
[00:01:48.520 --> 00:01:50.280]  不煙不酒
[00:01:50.280 --> 00:01:52.120]  就是均衡的飲食
[00:01:52.120 --> 00:02:00.600]  第三就是保持恆常做適當的運動
[00:02:00.600 --> 00:02:01.360]  三樣寶
[00:02:01.360 --> 00:02:05.040]  你有沒有這些健康的習慣呢
[00:02:05.040 --> 00:02:07.320]  今天我們說我們教會
[00:02:07.320 --> 00:02:11.880]  健康的教會都有三寶
[00:02:11.880 --> 00:02:13.000]  什麼寶呢
[00:02:13.000 --> 00:02:14.520]  一會兒我們會看看
[00:02:14.520 --> 00:02:17.480]  今天我們看這封書信是提摩泰前書
[00:02:17.480 --> 00:02:23.880]  提摩泰是保羅一直帶著的一個徒弟
[00:02:23.880 --> 00:02:28.320]  保羅說他是奉主的命做門徒做使徒
[00:02:28.320 --> 00:02:32.400]  他寫信給他屬靈的兒子他的徒弟提摩泰
[00:02:32.400 --> 00:02:34.240]  一開始的時候就問安
[00:02:34.240 --> 00:02:36.680]  因為平安和憐憫淋到他
[00:02:36.680 --> 00:02:39.280]  去到第三節就進入正題
[00:02:39.280 --> 00:02:41.040]  他提醒提摩泰
[00:02:41.040 --> 00:02:44.680]  提摩泰當時面對以弗所教會
[00:02:44.680 --> 00:02:47.360]  以弗所教會面對著很多不同的問題
[00:02:47.360 --> 00:02:51.200]  而以弗所的教會應該要怎樣去做
[00:02:51.200 --> 00:02:54.920]  才能夠保持教會的健康和正常呢
[00:02:54.920 --> 00:02:56.720]  今天我們透過這段經文
[00:02:56.720 --> 00:02:58.440]  也提醒我們教會
[00:02:58.440 --> 00:03:02.120]  我們自己檢視下我們拍攝宣導會
[00:03:02.120 --> 00:03:04.560]  藍堂粵語崇拜的弟兄姊妹
[00:03:04.560 --> 00:03:06.240]  我們健不健康呢
[00:03:06.240 --> 00:03:07.280]  我們正不正常呢
[00:03:07.280 --> 00:03:09.520]  還有我們怎樣可以更加健康正常呢
[00:03:09.520 --> 00:03:10.880]  求聖靈幫助我們
[00:03:10.880 --> 00:03:12.680]  我們一起低頭祈禱
[00:03:14.680 --> 00:03:20.760]  天父今日求你聖靈親自跟我們講說話
[00:03:20.760 --> 00:03:23.600]  讓我們有一個明白的心
[00:03:23.600 --> 00:03:26.480]  讓我們有一個謙卑的心
[00:03:26.480 --> 00:03:28.600]  去聽神的教導
[00:03:28.600 --> 00:03:30.600]  讓我們能夠有一個積極的心
[00:03:30.600 --> 00:03:32.000]  勇敢的心
[00:03:32.000 --> 00:03:35.000]  聽到而能夠走出來
[00:03:35.000 --> 00:03:38.440]  求主帶領這段時間幫助我們
[00:03:38.440 --> 00:03:40.760]  禱告奉耶穌基督的聖名求
[00:03:40.760 --> 00:03:43.240]  阿門
[00:03:43.240 --> 00:03:47.600]  第一點我們看看怎樣保護正統
[00:03:47.600 --> 00:03:49.400]  我們一起再讀第三節
[00:03:49.400 --> 00:03:51.400]  預備 123
[00:03:51.400 --> 00:03:54.080]  我往馬其頓去的時候
[00:03:54.080 --> 00:03:57.320]  曾勸你仍住在二佛所
[00:03:57.320 --> 00:04:01.640]  好祝福那幾個人不可存異教
[00:04:01.640 --> 00:04:04.360]  保羅就告訴他的徒弟提摩泰
[00:04:04.360 --> 00:04:06.080]  你仍然在二佛所
[00:04:06.080 --> 00:04:08.240]  保羅當時就不在二佛所
[00:04:08.240 --> 00:04:11.960]  就提醒他的徒弟提摩泰
[00:04:11.960 --> 00:04:15.120]  你好好祝福那幾個人
[00:04:15.120 --> 00:04:18.200]  不要傳其他的教導
[00:04:18.200 --> 00:04:20.200]  其他不正確的教導
[00:04:20.200 --> 00:04:24.920]  當時保羅有三年時間留在二佛所
[00:04:24.920 --> 00:04:25.960]  三年
[00:04:25.960 --> 00:04:29.160]  一段很長 對於保羅來說很長
[00:04:29.160 --> 00:04:32.440]  他很了解二佛所當中的問題
[00:04:32.440 --> 00:04:35.720]  當他要離開二佛所去馬其頓的時候
[00:04:35.720 --> 00:04:38.720]  他提醒他的徒弟提摩泰
[00:04:38.720 --> 00:04:41.400]  真的要看緊那些人
[00:04:41.400 --> 00:04:44.560]  特別是某幾個人
[00:04:44.560 --> 00:04:46.560]  有什麼問題
[00:04:46.560 --> 00:04:51.200]  不可以傳異教 不可以傳其他的教義
[00:04:51.200 --> 00:04:53.400]  即是一些錯誤的教義
[00:04:53.400 --> 00:04:55.160]  新穎的學說
[00:04:55.160 --> 00:05:00.320]  那些和保羅和耶穌基督所說所做的不同
[00:05:00.320 --> 00:05:03.720]  所以你留意到保羅很強調
[00:05:03.720 --> 00:05:08.840]  我們要不斷地維持信仰上的純正
[00:05:08.840 --> 00:05:12.440]  信仰上的正統
[00:05:12.440 --> 00:05:15.320]  留意下那些人
[00:05:15.320 --> 00:05:18.040]  那些人是什麼人
[00:05:18.040 --> 00:05:20.480]  那些人不是在街外的人
[00:05:20.480 --> 00:05:24.480]  是在教會裡的人
[00:05:24.480 --> 00:05:27.080]  可能他們有意無意地
[00:05:27.080 --> 00:05:32.760]  傳遞錯誤的信仰上的事情給其他人知道
[00:05:32.760 --> 00:05:36.200]  其實這真是可大可小
[00:05:36.200 --> 00:05:38.960]  弟兄姊妹 最近我收到大學
[00:05:38.960 --> 00:05:42.880]  本地大學給我一封電郵
[00:05:42.880 --> 00:05:46.040]  通知我提醒我們
[00:05:46.040 --> 00:05:51.160]  近來在大學裡有一個韓國
[00:05:51.160 --> 00:05:53.320]  叫做新天地教會
[00:05:53.320 --> 00:05:56.880]  被我們一般定為異端邪教的組織
[00:05:56.880 --> 00:06:01.480]  他們在柏斯大學裡開始有一些秘密的活動
[00:06:01.480 --> 00:06:04.720]  這個組織是專門收
[00:06:04.720 --> 00:06:09.600]  專門向亞洲裔年輕人埋首
[00:06:09.600 --> 00:06:12.520]  後來我和不同的人談過
[00:06:12.520 --> 00:06:15.640]  有一些年輕人是被接觸過
[00:06:15.640 --> 00:06:18.920]  而接觸的時候他不會告訴你是來自
[00:06:18.920 --> 00:06:21.400]  哪個組織哪個機構
[00:06:21.400 --> 00:06:23.400]  還是很關心他們
[00:06:23.400 --> 00:06:27.120]  然後不斷和他們電話聯絡 網上見面
[00:06:27.120 --> 00:06:31.880]  然後鼓勵他們一起參加小組活動和查經班
[00:06:31.880 --> 00:06:36.320]  但他們從來沒有說自己是來自哪個組織哪個機構
[00:06:36.320 --> 00:06:41.360]  對這個教會有沒有印象
[00:06:41.360 --> 00:06:44.040]  2020年2月的時候
[00:06:44.040 --> 00:06:47.000]  韓國開始有一個爆發
[00:06:47.000 --> 00:06:48.240]  大邱區有一個爆發
[00:06:48.240 --> 00:06:51.920]  就是因為當時有八成的信徒
[00:06:51.920 --> 00:06:57.120]  八成的感染個案是來自這間組織
[00:06:57.120 --> 00:06:58.720]  這間教會的信徒
[00:06:58.720 --> 00:07:00.640]  因為他們是很秘密的聚會
[00:07:00.640 --> 00:07:09.880]  和當地韓國政府不能及時追蹤他們的傳播鏈
[00:07:09.880 --> 00:07:13.920]  所以當時大規模傳播出去
[00:07:13.920 --> 00:07:17.960]  當然這個異端邪教有很多不同的說法
[00:07:17.960 --> 00:07:21.200]  和我們基督教正統信仰偏離了很多
[00:07:21.200 --> 00:07:24.200]  所以弟兄姊妹我們特別要提醒
[00:07:24.200 --> 00:07:26.840]  身邊的弟兄姊妹留意一下
[00:07:26.840 --> 00:07:30.040]  為何大學會特別聯絡我
[00:07:30.040 --> 00:07:33.120]  因為他們聽到消息
[00:07:33.120 --> 00:07:35.280]  有個Alliance的字
[00:07:35.280 --> 00:07:39.200]  相信他們曾經接觸過Alliance
[00:07:39.200 --> 00:07:41.480]  宣導會的弟兄姊妹
[00:07:41.480 --> 00:07:43.680]  很大機會去了解的時候
[00:07:43.680 --> 00:07:45.400]  原來真的有些是接觸過的
[00:07:45.400 --> 00:07:48.160]  所以弟兄姊妹我們也要留意
[00:07:48.160 --> 00:07:51.760]  要維繫正統信仰
[00:07:51.760 --> 00:07:56.800]  我們不單留意有沒有一些新興的宗教異端邪說
[00:07:56.800 --> 00:08:01.400]  特別我們也要留意現在我們社會上的風氣
[00:08:01.400 --> 00:08:04.200]  我們社會上傳說一些價值觀
[00:08:04.200 --> 00:08:07.240]  我們經常說很多時候這個世界所說的
[00:08:07.240 --> 00:08:08.840]  和我們這裡所指定的
[00:08:08.840 --> 00:08:12.120]  和神所教導我們的是很大的不同
[00:08:12.120 --> 00:08:13.720]  我們作為神的兒女
[00:08:13.720 --> 00:08:15.920]  作為聖潔的子民
[00:08:15.920 --> 00:08:18.360]  雖然面對著這個世界上有很多東西
[00:08:18.360 --> 00:08:20.200]  轉變這個大趨勢
[00:08:20.200 --> 00:08:23.760]  但我們的立場永遠都不會因為世界的潮流
[00:08:23.760 --> 00:08:26.720]  或者因為世界的很多人覺得這樣是好的
[00:08:26.720 --> 00:08:28.400]  我們就去改變
[00:08:28.400 --> 00:08:31.600]  我們唯獨是要看聖經的教導
[00:08:31.600 --> 00:08:33.200]  所以今天弟兄姊妹我們回來的時候
[00:08:33.200 --> 00:08:35.360]  為什麼很強調
[00:08:35.360 --> 00:08:37.360]  我們教會健康很強調弟兄姊妹
[00:08:37.360 --> 00:08:38.960]  你們有沒有受過栽培
[00:08:38.960 --> 00:08:40.160]  初訓的栽培
[00:08:40.160 --> 00:08:41.400]  成長上的栽培
[00:08:41.400 --> 00:08:43.280]  甚至滿途的訓練
[00:08:43.280 --> 00:08:45.280]  因為我們更加重要的就是
[00:08:45.280 --> 00:08:47.320]  我們要紮根在聖經
[00:08:47.320 --> 00:08:49.280]  是神怎樣和我們說
[00:08:49.280 --> 00:08:50.720]  神的話是怎樣
[00:08:50.720 --> 00:08:53.600]  不是人的話是神的話
[00:08:53.600 --> 00:08:56.880]  所以第一個我們是要保護正統
[00:08:56.880 --> 00:08:58.480]  我們的信仰的正統
[00:08:58.480 --> 00:09:00.920]  第二寶
[00:09:00.920 --> 00:09:03.840]  這個寶我相信人人都會做
[00:09:03.840 --> 00:09:05.440]  我們人人都會有
[00:09:05.440 --> 00:09:09.880]  但亦都要我們大家同心協力去做
[00:09:09.880 --> 00:09:11.880]  是什麼呢
[00:09:11.880 --> 00:09:15.120]  是愛
[00:09:15.120 --> 00:09:17.560]  保存真愛
[00:09:17.560 --> 00:09:18.480]  四至六節
[00:09:18.480 --> 00:09:19.640]  我們請姐妹幫我們讀
[00:09:19.640 --> 00:09:21.640]  預備一二三
[00:09:23.600 --> 00:09:49.600]  (教會禮儀)
[00:09:49.600 --> 00:09:53.360]  要保持健康教會
[00:09:53.360 --> 00:09:56.040]  特別要提防一些所謂的專家出現
[00:09:56.040 --> 00:09:58.920]  在當時以弗所教會就出現了一些
[00:09:58.920 --> 00:10:02.720]  他們說他們對律法很熟悉的專家
[00:10:02.720 --> 00:10:04.120]  但其實我們知道
[00:10:04.120 --> 00:10:06.400]  這些就是一些假教師
[00:10:06.400 --> 00:10:08.000]  本來亦都曾經說過
[00:10:08.000 --> 00:10:10.000]  是要提防這些假教師的出現
[00:10:10.000 --> 00:10:12.120]  這些假教師在當時教會
[00:10:12.120 --> 00:10:13.960]  以弗所他們說些什麼
[00:10:13.960 --> 00:10:16.960]  他們傳講一些無稽的傳說
[00:10:16.960 --> 00:10:20.200]  和一些無窮的家譜
[00:10:20.200 --> 00:10:22.680]  一些很長的家譜
[00:10:22.680 --> 00:10:26.240]  接著用這些資料
[00:10:26.240 --> 00:10:32.160]  串連當時很多荒唐的神話故事
[00:10:32.160 --> 00:10:35.680]  將它編出來一個又一個的故事
[00:10:35.680 --> 00:10:39.680]  好像和聖經有關但又不是和聖經一樣
[00:10:39.680 --> 00:10:44.120]  聽上去好像很高深
[00:10:44.120 --> 00:10:46.200]  但他們這些是毫無根據
[00:10:46.200 --> 00:10:48.840]  和聖經是完全不同
[00:10:48.840 --> 00:10:52.280]  結果就引致教會裏面很多的爭論
[00:10:52.280 --> 00:10:54.480]  這個相信那些那個相信那些
[00:10:54.480 --> 00:10:57.120]  聽著聽著的時候就沒有造就性
[00:10:57.120 --> 00:11:01.640]  教會裏面的人都會分裂吵架
[00:11:01.640 --> 00:11:03.640]  弟兄姊妹
[00:11:03.640 --> 00:11:05.760]  今天
[00:11:05.760 --> 00:11:09.960]  相信我們都不會去說這些東西
[00:11:09.960 --> 00:11:11.960]  特別以前的諾斯底主義
[00:11:11.960 --> 00:11:15.600]  他們那個年代有一個叫做諾斯底主義
[00:11:15.600 --> 00:11:17.280]  我們今天都不會有
[00:11:17.280 --> 00:11:20.640]  很大機會有這些情況出現
[00:11:20.640 --> 00:11:23.360]  但今天我們的試探
[00:11:23.360 --> 00:11:25.440]  我們的引誘
[00:11:25.440 --> 00:11:31.520]  我們的問題會在哪裏呢
[00:11:31.520 --> 00:11:36.040]  很多時候會在我們的嘴上面
[00:11:36.040 --> 00:11:41.400]  特別是說是非
[00:11:41.400 --> 00:11:43.880]  有時真是很特別的人把口
[00:11:43.880 --> 00:11:45.680]  雅各書都有提醒我們
[00:11:45.680 --> 00:11:47.400]  可以說出很多造就的說話
[00:11:47.400 --> 00:11:51.840]  但同樣也可以說出很多惡毒的說話
[00:11:51.840 --> 00:11:55.800]  我們每一個人都會面對這個引誘試探
[00:11:55.800 --> 00:11:58.320]  失敗
[00:11:58.320 --> 00:11:59.880]  弟兄姊妹
[00:11:59.880 --> 00:12:02.000]  有時我們說是非
[00:12:02.000 --> 00:12:04.400]  有意無意
[00:12:04.400 --> 00:12:05.720]  對身邊的人
[00:12:05.720 --> 00:12:06.880]  對身邊的弟兄姊妹
[00:12:06.880 --> 00:12:08.640]  有時我們見到一些東西
[00:12:08.640 --> 00:12:11.560]  可能我們覺得他做得不對
[00:12:11.560 --> 00:12:15.320]  但我們有沒有直接用愛心跟他說呢
[00:12:15.320 --> 00:12:19.800]  還是我們在背後不斷去說
[00:12:19.800 --> 00:12:23.560]  不是跟他說是跟其他人去說
[00:12:23.560 --> 00:12:25.800]  我相信這個不是我們教會
[00:12:25.800 --> 00:12:27.920]  或者我們基督徒專有的
[00:12:27.920 --> 00:12:29.440]  是這個世界
[00:12:29.440 --> 00:12:32.560]  有人的地方就有是非
[00:12:32.560 --> 00:12:35.440]  但我們可不可以不跟世界一樣呢
[00:12:35.440 --> 00:12:37.720]  這個都是我自己提醒自己
[00:12:37.720 --> 00:12:39.480]  有時我們都會很容易跟身邊的人
[00:12:39.480 --> 00:12:41.920]  講論其他的人
[00:12:41.920 --> 00:12:46.040]  但講的時候我是出於什麼動機
[00:12:46.040 --> 00:12:48.480]  我有沒有出於真心的愛
[00:12:48.480 --> 00:12:49.880]  其實我很欲緊那個人
[00:12:49.880 --> 00:12:50.840]  很擔心那個人
[00:12:50.840 --> 00:12:52.880]  很想為那個人好
[00:12:52.880 --> 00:12:53.880]  我講那個人的時候
[00:12:53.880 --> 00:12:55.680]  背後我們有沒有用相同的時間
[00:12:55.680 --> 00:12:57.920]  更加多的時間去關心他
[00:12:57.920 --> 00:12:59.840]  去直接跟他談
[00:12:59.840 --> 00:13:04.960]  又或者我在背後為他代禱
[00:13:04.960 --> 00:13:07.760]  以訛傳訛有沒有玩過這個故事
[00:13:07.760 --> 00:13:09.240]  有沒有玩過這個遊戲以訛傳訛
[00:13:09.240 --> 00:13:12.000]  就是首先前面有第一個人
[00:13:12.000 --> 00:13:13.560]  我跟他說了一段說話
[00:13:13.560 --> 00:13:15.800]  然後第二個聽不到
[00:13:15.800 --> 00:13:19.360]  第一個就要小聲告訴第二個人
[00:13:19.360 --> 00:13:20.560]  第二個人聽完那段說話
[00:13:20.560 --> 00:13:21.960]  就要傳到第三個
[00:13:21.960 --> 00:13:24.680]  第四個第五個
[00:13:24.680 --> 00:13:26.000]  我玩了幾十年這個遊戲
[00:13:26.000 --> 00:13:27.960]  沒有一次到最後那個
[00:13:27.960 --> 00:13:32.840]  是跟前面第一個原本的說話是相同的
[00:13:32.840 --> 00:13:37.400]  通常就會越傳越錯越多東西
