
[00:00:00.000 --> 00:00:02.400]  Hey 大家好 我是林牧師
[00:00:02.400 --> 00:00:04.760]  如果最近大家有留意我們的動向
[00:00:04.760 --> 00:00:07.820]  就知道我們開始了網上的小組
[00:00:07.820 --> 00:00:10.760]  而我們所查的就是《創世紀》
[00:00:10.760 --> 00:00:12.920]  我們過去那個禮拜
[00:00:12.920 --> 00:00:19.100]  我一口氣就去了五個組去查《創世紀》第一章
[00:00:19.100 --> 00:00:23.800]  那個題目就是叫做《全能的上帝創造者》
[00:00:23.800 --> 00:00:27.940]  真的是非常非常正的一篇稿
[00:00:27.940 --> 00:00:33.120]  在我們查考當中 我們有很多的討論
[00:00:33.120 --> 00:00:34.780]  也都開始想一下
[00:00:34.780 --> 00:00:39.540]  究竟我們查完之後對生命的應用是什麼
[00:00:39.540 --> 00:00:42.620]  說真的 我們查經最後都是為了應用
[00:00:42.620 --> 00:00:47.680]  於是當然我們當中有很精彩的一些討論
[00:00:47.680 --> 00:00:52.480]  所以我今天都想借這個錄音跟大家分享
[00:00:52.480 --> 00:00:57.340]  我們怎樣去應用這個《全能的上帝創造者》
[00:00:57.340 --> 00:00:59.260]  《創世紀》第一章
[00:00:59.260 --> 00:01:01.100]  《創世紀》第一章第一節這麼說
[00:01:01.100 --> 00:01:04.060]  它說 起初上帝創造天地
[00:01:04.060 --> 00:01:07.600]  第三節 上帝說要有光就有光
[00:01:07.600 --> 00:01:11.220]  如果我問你上帝是怎樣創造這個世界的時候
[00:01:11.220 --> 00:01:12.520]  你會怎麼說呢?
[00:01:12.520 --> 00:01:15.820]  其實你讀了幾次《創世紀》第一章
[00:01:15.820 --> 00:01:18.260]  你大概知道上帝用說話
[00:01:18.260 --> 00:01:20.180]  一句說話就搞定了
[00:01:20.180 --> 00:01:22.720]  就是不用動手 什麼都不用做
[00:01:22.720 --> 00:01:25.940]  一句說話 上帝大能的話語
[00:01:25.940 --> 00:01:29.100]  第十四節 上帝說
[00:01:29.100 --> 00:01:32.600]  天上要有光體來分晝夜
[00:01:32.600 --> 00:01:36.840]  他們要在天空發光照在地上
[00:01:36.840 --> 00:01:38.300]  是就這樣成了
[00:01:38.300 --> 00:01:41.520]  上帝說 然後是就這樣成了
[00:01:41.520 --> 00:01:43.000]  什麼成了呢?第十六節
[00:01:43.000 --> 00:01:46.020]  於是上帝造了兩個大光體
[00:01:46.020 --> 00:01:48.740]  大的管晝 小的管夜
[00:01:48.740 --> 00:01:52.380]  大的就是太陽 小的叫做月亮
[00:01:52.380 --> 00:01:53.680]  又造了星辰
[00:01:53.680 --> 00:01:56.480]  這裡就厲害了 你一開始想星辰的時候
[00:01:56.480 --> 00:02:00.060]  你不是在想兩隻星星
[00:02:00.060 --> 00:02:05.040]  或者是太陽系裡面的八個行星、九個行星
[00:02:05.040 --> 00:02:09.320]  而你在想的是整個宇宙
[00:02:09.320 --> 00:02:18.240]  那種輝煌、那種榮耀的星系
[00:02:18.240 --> 00:02:22.160]  而且無盡不知道多少億的星系
[00:02:22.160 --> 00:02:24.380]  原來人真是很微小
[00:02:24.380 --> 00:02:26.320]  原來地球都很微小
[00:02:26.320 --> 00:02:30.140]  而上帝造了不單只是太陽、月亮
[00:02:30.140 --> 00:02:34.000]  還有所有今天科學家我們所知道的星系
[00:02:34.000 --> 00:02:35.480]  怎麼去造啊?
[00:02:35.480 --> 00:02:40.320]  用一句話 或者用祂的說話就造了它
[00:02:40.320 --> 00:02:42.520]  一滴汗都沒有流
[00:02:42.520 --> 00:02:44.300]  你說上帝多厲害呢?
[00:02:44.300 --> 00:02:48.520]  我們在我們其中的一個分享茶經裡面
[00:02:48.520 --> 00:02:50.680]  其中一個媽媽就這樣跟我們說
[00:02:50.680 --> 00:02:53.640]  她跟一個她自己的兒子
[00:02:53.640 --> 00:02:56.440]  可能八、九歲的去分享
[00:02:56.440 --> 00:02:58.140]  一起去讀《創世紀》
[00:02:58.140 --> 00:03:01.240]  她的兒子很醒目就說
[00:03:01.240 --> 00:03:02.840]  上帝真是厲害
[00:03:02.840 --> 00:03:07.220]  用她一句話就創造了宇宙萬物
[00:03:07.220 --> 00:03:10.080]  當我們看了《創世紀》第一章之後
[00:03:10.080 --> 00:03:12.400]  我們應該怎麼去形容
[00:03:12.400 --> 00:03:15.600]  我們究竟會得著一個怎麼樣的形容呢?
[00:03:15.600 --> 00:03:20.040]  我想大家好多人都會讀過這個OIA
[00:03:20.040 --> 00:03:21.360]  就是有人教過你
[00:03:21.360 --> 00:03:22.640]  你要看《聖經》的時候
[00:03:22.640 --> 00:03:24.400]  無論你靈修或者查經
[00:03:24.400 --> 00:03:27.340]  都去用這個Inductive Bible Study
[00:03:27.340 --> 00:03:29.280]  你不要管它叫什麼中文
[00:03:29.280 --> 00:03:31.420]  它說有三個步驟而已
[00:03:31.420 --> 00:03:33.320]  其實很容易的 每個人都做得到的
[00:03:33.320 --> 00:03:35.320]  第一個叫做Observation
[00:03:35.320 --> 00:03:39.640]  你留意一下那段經文裡面說的東西是什麼
[00:03:39.640 --> 00:03:42.100]  讓我們看到一些很特別的東西
[00:03:42.100 --> 00:03:44.800]  讓我們看到一些上帝特別的詞句
[00:03:44.800 --> 00:03:47.480]  在這裡很明顯那個特別的詞句是
[00:03:47.480 --> 00:03:50.440]  「說就有了」「說就有了」這個話語
[00:03:50.440 --> 00:03:53.760]  第二個你要演繹、你要解釋
[00:03:53.760 --> 00:03:55.400]  這個代表了什麼呢?
[00:03:55.400 --> 00:03:57.800]  代表了上帝很厲害 是吧?
[00:03:57.800 --> 00:03:59.640]  所以我們已經做了兩個步驟
[00:03:59.640 --> 00:04:01.440]  一個就叫做Observation
[00:04:01.440 --> 00:04:02.720]  我們看到是什麼呢?
[00:04:02.720 --> 00:04:05.240]  上帝說就有了 上帝說就有了
[00:04:05.240 --> 00:04:06.760]  不斷重複的句子
[00:04:06.760 --> 00:04:08.320]  第二 我們解釋
[00:04:08.320 --> 00:04:11.480]  就是代表什麼呢?代表上帝很厲害
[00:04:11.480 --> 00:04:14.240]  第三 Application是什麼呢?
[00:04:14.240 --> 00:04:19.240]  如果上帝很厲害 那就什麼呢?
[00:04:19.240 --> 00:04:22.720]  那就「在他沒有難成的事」
[00:04:22.720 --> 00:04:24.720]  有沒有聽過這首歌呢?
[00:04:24.720 --> 00:04:28.240]  Nothing is too difficult for thee
[00:04:28.240 --> 00:04:30.360]  中文是有的
[00:04:30.360 --> 00:04:32.360]  不過是國語版
[00:04:32.360 --> 00:04:35.720]  「在他沒有難成的事」
[00:04:35.720 --> 00:04:36.440]  有沒有唱過呢?
[00:04:36.440 --> 00:04:38.400]  我記得很久之前
[00:04:38.400 --> 00:04:40.520]  我在新加坡工作了幾年
[00:04:40.520 --> 00:04:43.920]  那時候我們祈禱會的飲歌
[00:04:43.920 --> 00:04:46.840]  就是「Nothing is too difficult for thee」
[00:04:46.840 --> 00:04:50.000]  唱到很生氣 然後就去祈禱
[00:04:50.000 --> 00:04:51.640]  有什麼難成的事呢?
[00:04:51.640 --> 00:04:55.400]  耶和華說什麼都做得到
[00:04:55.400 --> 00:04:57.160]  一句話就可以
[00:04:57.160 --> 00:04:58.160]  你看看這張相片
[00:04:58.160 --> 00:05:00.440]  這張是YouTube下載回來的
[00:05:00.440 --> 00:05:01.960]  就是這樣的了
[00:05:01.960 --> 00:05:03.560]  上帝一句話
[00:05:03.560 --> 00:05:05.240]  整個宇宙都可以創造了
[00:05:05.240 --> 00:05:08.480]  「在他哪有難成的事」
[00:05:08.480 --> 00:05:10.440]  於是將所有東西交託給上帝
[00:05:10.440 --> 00:05:12.400]  無論大大小小、多難的事
[00:05:12.400 --> 00:05:14.120]  在上帝的手中
[00:05:14.120 --> 00:05:15.520]  一句話
[00:05:15.520 --> 00:05:17.960]  上帝就可以完成了
[00:05:17.960 --> 00:05:18.800]  我想問問你
[00:05:18.800 --> 00:05:23.640]  如果這個是我們查經OIA的形容
[00:05:23.640 --> 00:05:27.760]  你猜我們是對還是錯呢?
[00:05:27.760 --> 00:05:29.760]  答案當然是錯
[00:05:29.760 --> 00:05:31.440]  一聽就知道了
[00:05:31.440 --> 00:05:32.480]  你一去到新約
[00:05:32.480 --> 00:05:35.080]  你想一下保羅彼得人生
[00:05:35.080 --> 00:05:38.160]  你就知道不多對稱的
[00:05:38.160 --> 00:05:39.720]  「在他沒有難成的事」
[00:05:39.720 --> 00:05:44.480]  那為什麼保羅最後要被人斬首呢?
[00:05:44.480 --> 00:05:47.360]  為什麼彼得要被刀釘十字架呢?
[00:05:47.360 --> 00:05:50.920]  為什麼約翰要九十多歲
[00:05:50.920 --> 00:05:54.240]  還要被放逐去拔摩蹈?
[00:05:54.240 --> 00:05:57.560]  為什麼教會被逼白?
[00:05:57.560 --> 00:06:03.600]  究竟什麼怎樣去形容《創世紀》第一章呢?
[00:06:03.600 --> 00:06:05.240]  你開始想了
[00:06:05.240 --> 00:06:06.400]  那個問題來了
[00:06:06.400 --> 00:06:09.000]  究竟是不是OIA是不對呢?
[00:06:09.000 --> 00:06:11.400]  答案就不是OIA不對
[00:06:11.400 --> 00:06:17.440]  是OIA究竟要看多少才可以OIA成功
[00:06:17.440 --> 00:06:21.840]  答案是整本聖經
[00:06:21.840 --> 00:06:23.040]  有沒有想過
[00:06:23.040 --> 00:06:25.720]  聖經當上帝寫第一章
[00:06:25.720 --> 00:06:26.920]  《創世紀》第一章的時候
[00:06:26.920 --> 00:06:29.920]  他其實已經看完整本聖經
[00:06:29.920 --> 00:06:32.280]  我去寫書的時候
[00:06:32.280 --> 00:06:34.000]  我今天好像寫日記而已
[00:06:34.000 --> 00:06:35.840]  今天有什麼靈感我就寫第一章
[00:06:35.840 --> 00:06:36.640]  我寫第一章的時候
[00:06:36.640 --> 00:06:38.240]  我都不知道我最後會寫多少頁
[00:06:38.240 --> 00:06:40.320]  可能200頁就成書
[00:06:40.320 --> 00:06:41.720]  可能300頁
[00:06:41.720 --> 00:06:43.880]  但是上帝在他寫第一章的時候
[00:06:43.880 --> 00:06:49.000]  其實他已經看完整本聖經1189章
[00:06:49.000 --> 00:06:50.520]  他寫第一章的時候
[00:06:50.520 --> 00:06:55.040]  他已經知道將來的高潮在哪裡
[00:06:55.040 --> 00:06:59.400]  於是他按著高潮寫他第一章
[00:06:59.400 --> 00:07:00.640]  哇!很棒的
[00:07:00.640 --> 00:07:02.560]  所以《創世紀》第一章
[00:07:02.560 --> 00:07:05.880]  不是整本聖經的高潮
[00:07:05.880 --> 00:07:07.480]  高潮在後
[00:07:07.480 --> 00:07:10.240]  甚至我現在可以這樣跟你說
[00:07:10.240 --> 00:07:12.800]  因為有些人聽過我說舊約
[00:07:12.800 --> 00:07:15.520]  我經常都說舊約是影子來的
[00:07:15.520 --> 00:07:16.800]  新約才是實體
[00:07:16.800 --> 00:07:18.720]  舊約是一個pointer來的
[00:07:18.720 --> 00:07:19.840]  它指向新約
[00:07:19.840 --> 00:07:21.880]  所以你不要停留在舊約
[00:07:21.880 --> 00:07:24.040]  如果你讀舊約然後你應用
[00:07:24.040 --> 00:07:25.240]  你很容易
[00:07:25.240 --> 00:07:26.560]  這個叫做什麼呢?
[00:07:26.560 --> 00:07:28.880]  我們叫做short circuit
[00:07:28.880 --> 00:07:31.200]  short circuit就是找了一條捷徑
