
[00:00:00.000 --> 00:00:02.000]  請姐妹生日快樂!
[00:00:02.000 --> 00:00:07.000]  想不到26歲了,這個年紀對某些人來說是很吸引的。
[00:00:07.000 --> 00:00:13.000]  我們今天已經是去到十月份,來到今年的第四季,
[00:00:13.000 --> 00:00:18.000]  所以我們還有一個新的主題,就是「成為活祭」。
[00:00:18.000 --> 00:00:22.000]  面對著這個主題的時候,我們都會回望,
[00:00:22.000 --> 00:00:27.000]  其實在2019年這段時間,我們都是所謂的「ER Plan」的時間,
[00:00:27.000 --> 00:00:31.000]  去年的會慶,大家還記得怎樣過嗎?
[00:00:31.000 --> 00:00:34.000]  剛才中堂的頂智慧還是很激烈,
[00:00:34.000 --> 00:00:37.000]  去年在槍林彈雨之下上車那種情況,
[00:00:37.000 --> 00:00:41.000]  但我們都看到上帝的恩典對我們是很足夠的。
[00:00:41.000 --> 00:00:46.000]  今年我們都是在戰戰兢兢的狀態之下開始實體聚會,
[00:00:46.000 --> 00:00:50.000]  限聚令兩個,我們兩個全部隔1.5米,
[00:00:50.000 --> 00:00:54.000]  警察上來也覺得我們是正常的。
[00:00:54.000 --> 00:00:58.000]  但是到了今天,心情差很遠,
[00:00:58.000 --> 00:01:03.000]  起碼我們有一半的座位是可以使用的。
[00:01:03.000 --> 00:01:09.000]  所以你看到一年艱難,又過了一年。
[00:01:09.000 --> 00:01:14.000]  去年這段時間,我們頂多是覺得香港不穩定,
[00:01:14.000 --> 00:01:17.000]  還有開始有一點病毒的問題,
[00:01:17.000 --> 00:01:21.000]  想著幾個月就過去了,好像沙士一樣。
[00:01:21.000 --> 00:01:26.000]  但真的想都想不到事情會反映到今天這樣的局面,
[00:01:26.000 --> 00:01:30.000]  我們每個人還是要戴著口罩來生活。
[00:01:30.000 --> 00:01:32.000]  所以回顧今年整個主題的時候,
[00:01:32.000 --> 00:01:35.000]  不知道你心裏面有什麼想法,
[00:01:35.000 --> 00:01:41.000]  幸福人生足足過了9個月,進入10月份,
[00:01:41.000 --> 00:01:44.000]  你覺得你幸福嗎?
[00:01:44.000 --> 00:01:47.000]  同堂的時間差不多了,
[00:01:47.000 --> 00:01:51.000]  有些人不知道怎麼辦,但也有些人微微點頭,
[00:01:51.000 --> 00:01:53.000]  覺得自己是幸福的。
[00:01:53.000 --> 00:01:56.000]  我們一邊做講員一邊討論的時候,
[00:01:56.000 --> 00:02:00.000]  想著其實弟兄姊妹在這麼艱難的日子裏面,
[00:02:00.000 --> 00:02:02.000]  面對的問題也不少,
[00:02:02.000 --> 00:02:06.000]  我們還怎麼去覺得自己的生活在幸福當中呢?
[00:02:06.000 --> 00:02:10.000]  要去活出愛是一個更大的挑戰。
[00:02:10.000 --> 00:02:14.000]  我記得我們去年推行幸福小組的時候,
[00:02:14.000 --> 00:02:18.000]  有十萬個難題,這個不行,那個不行,
[00:02:18.000 --> 00:02:21.000]  但是很有趣的,回顧這9個月,
[00:02:21.000 --> 00:02:24.000]  我們發現整間教會整體來說,
[00:02:24.000 --> 00:02:28.000]  活出愛也不是這麼艱難的。
[00:02:28.000 --> 00:02:31.000]  可能正因為外面大風大雨,
[00:02:31.000 --> 00:02:34.000]  其實很多人都有很多的需要,
[00:02:34.000 --> 00:02:37.000]  只要你願意去關心和付出的時候,
[00:02:37.000 --> 00:02:41.000]  其實我們去活出上帝的愛也不是容易。
[00:02:41.000 --> 00:02:44.000]  不過縱觀來說,這一年是難過的,
[00:02:44.000 --> 00:02:46.000]  所以我覺得上帝真的很體貼,
[00:02:46.000 --> 00:02:49.000]  我們教會很少用貴題的,弟兄姊妹也留意,
[00:02:49.000 --> 00:02:52.000]  但是去年的時候,我們竟然預備了,
[00:02:52.000 --> 00:02:54.000]  我們一個一個都封鎖了,
[00:02:54.000 --> 00:02:59.000]  變成整間教會和教育同工都很努力,
[00:02:59.000 --> 00:03:04.000]  很忠心於主題上去鑽研和學習,
[00:03:04.000 --> 00:03:06.000]  在最驚恐的時間,
[00:03:06.000 --> 00:03:08.000]  神提醒我們,我們要敬畏祂,
[00:03:08.000 --> 00:03:12.000]  我們要知道神仍然是掌權的那個。
[00:03:12.000 --> 00:03:14.000]  當我們學習去分辨為性,
[00:03:14.000 --> 00:03:16.000]  去學習結出果子的時候,
[00:03:16.000 --> 00:03:18.000]  小組都有很多的挑戰,
[00:03:18.000 --> 00:03:21.000]  因為有很多不適應的裡面,
[00:03:21.000 --> 00:03:25.000]  又不能去旅行,又困在家裡,
[00:03:25.000 --> 00:03:28.000]  見面又見不到,又要用網絡,
[00:03:28.000 --> 00:03:30.000]  很多很多的學習,
[00:03:30.000 --> 00:03:32.000]  特別在上一季,
[00:03:32.000 --> 00:03:35.000]  不知為何這麼多是我們同工講到的,
[00:03:35.000 --> 00:03:38.000]  每集都在講結出果子,
[00:03:38.000 --> 00:03:41.000]  我們小組討論到都沒話說,
[00:03:41.000 --> 00:03:44.000]  由不想結,都講到知道要結了,
[00:03:44.000 --> 00:03:46.000]  不過還是見不到,
[00:03:46.000 --> 00:03:48.000]  整個狀態都很好笑,
[00:03:48.000 --> 00:03:50.000]  所以來到最後一季,
[00:03:50.000 --> 00:03:52.000]  神沒有放過我們,靈姐妹,
[00:03:52.000 --> 00:03:54.000]  都不想你結不結了,
[00:03:54.000 --> 00:03:56.000]  你不結就剪掉了,
[00:03:56.000 --> 00:03:58.000]  因為已經去到最後,
[00:03:58.000 --> 00:04:01.000]  上帝說我們是要成為活祭,
[00:04:01.000 --> 00:04:05.000]  跟旁邊的人說是要成為活祭,
[00:04:05.000 --> 00:04:07.000]  去認真去看這個題目的時候,
[00:04:07.000 --> 00:04:09.000]  就發覺不是這麼開玩笑,
[00:04:09.000 --> 00:04:11.000]  有手機那些很容易的,
[00:04:11.000 --> 00:04:13.000]  一讀聖經就知道了,
[00:04:13.000 --> 00:04:15.000]  讀整本聖經,
[00:04:15.000 --> 00:04:18.000]  只有一段經文是出現過活祭這個字,
[00:04:18.000 --> 00:04:20.000]  就是在羅馬書的十二章第一節,
[00:04:20.000 --> 00:04:22.000]  就是我們這次的主題經文,
[00:04:22.000 --> 00:04:24.000]  大家都心水清就知道,
[00:04:24.000 --> 00:04:28.000]  這個觀念其實是來自史圖保羅的,
[00:04:28.000 --> 00:04:31.000]  保羅是用活祭這個觀念,
[00:04:31.000 --> 00:04:33.000]  常常都在他的書信,
[00:04:33.000 --> 00:04:35.000]  免禮裡面看到的,
[00:04:35.000 --> 00:04:37.000]  保羅為什麼會這樣去看呢?
[00:04:37.000 --> 00:04:39.000]  我們知道當然保羅是有他的背景,
[00:04:39.000 --> 00:04:43.000]  他除了是一個典型的希伯來人之外,
[00:04:43.000 --> 00:04:45.000]  最重要的是他很有學識,
[00:04:45.000 --> 00:04:46.000]  很有裝備,
[00:04:46.000 --> 00:04:48.000]  他是一個典型的法利賽人,
[00:04:48.000 --> 00:04:50.000]  熟悉律法的,
[00:04:50.000 --> 00:04:52.000]  所以他知道什麼叫憲制,
[00:04:52.000 --> 00:04:54.000]  在舊約的時代,
[00:04:54.000 --> 00:04:56.000]  每一個去到一個地方居住的時候,
[00:04:56.000 --> 00:04:58.000]  他們都會捉壇去獻祭,
[00:04:58.000 --> 00:05:00.000]  除了獻上感恩的祭之外,
[00:05:00.000 --> 00:05:02.000]  都要讓周圍的人知道,
[00:05:02.000 --> 00:05:04.000]  他們是敬拜耶和華神的,
[00:05:04.000 --> 00:05:07.000]  所以所有的律例典章,
[00:05:07.000 --> 00:05:09.000]  只是講獻祭都很多的,
[00:05:09.000 --> 00:05:13.000]  你發現平安的時候就要獻平安祭,
[00:05:13.000 --> 00:05:16.000]  有感恩的時候就要獻感恩祭,
[00:05:16.000 --> 00:05:17.000]  最大的問題就是,
[00:05:17.000 --> 00:05:19.000]  如果你犯了罪的時候,
[00:05:19.000 --> 00:05:21.000]  一定要獻贖罪祭,
[00:05:21.000 --> 00:05:25.000]  就是這個羊咩咩就代替了你去死,
[00:05:25.000 --> 00:05:27.000]  以致上帝預立了你的憲制,
[00:05:27.000 --> 00:05:29.000]  預立了你的悔罪,
[00:05:29.000 --> 00:05:31.000]  那好吧,就不殺死你了,
[00:05:31.000 --> 00:05:35.000]  所以保羅為什麼會進而鼓勵我們,
[00:05:35.000 --> 00:05:40.000]  要用一個成為活祭的觀念去侍奉主呢?
[00:05:40.000 --> 00:05:42.000]  因為保羅很清楚知道,
[00:05:42.000 --> 00:05:44.000]  原來我們這個侍奉是理所當然的,
[00:05:44.000 --> 00:05:46.000]  在他的書信裡面,
[00:05:46.000 --> 00:05:48.000]  我們很容易明白他這個想法,
[00:05:48.000 --> 00:05:51.000]  因為他在《耳濟耳拾》中講得很清楚,
[00:05:51.000 --> 00:05:56.000]  「現在活著的不再是我,乃是基督在我裡面活著,
[00:05:56.000 --> 00:05:59.000]  並且我如今在肉身活著,
[00:05:59.000 --> 00:06:02.000]  是因信神的兒子而活,
