
[00:00:00.000 --> 00:00:02.900]  各位弟兄姊妹 各位朋友 早晨
[00:00:02.900 --> 00:00:03.580]  早晨
[00:00:03.580 --> 00:00:07.920]  很高興今天有機會跟大家分享神的訊息
[00:00:07.920 --> 00:00:13.340]  我一年一次在崇基學院神學院教書
[00:00:13.340 --> 00:00:19.660]  今天多謝崇基學院禮拜堂邀請高牧師的安排
[00:00:19.660 --> 00:00:25.960]  我知道大家弟兄姊妹有很多在外面進來
[00:00:25.960 --> 00:00:28.780]  我每天都走過這個禮拜堂
[00:00:29.780 --> 00:00:35.500]  上課 去吃飯 去打乒乓球 去見朋友
[00:00:35.500 --> 00:00:40.580]  所以我覺得崇基學院禮拜堂是一個很特別的地方
[00:00:40.580 --> 00:00:44.140]  在中文大學 香港的高等學府當中
[00:00:44.140 --> 00:00:49.780]  樹立一個這麼漂亮的 第一是一個建築物
[00:00:49.780 --> 00:00:55.060]  第二 它是在一個所謂的叢林當中
[00:00:55.060 --> 00:00:58.220]  很安靜地宣告一件事
[00:00:58.220 --> 00:01:03.600]  它不是很大聲 它不是很宣揚式
[00:01:03.600 --> 00:01:05.780]  但是我每次經過這個地方的時候
[00:01:05.780 --> 00:01:07.540]  我心裡面是感激書
[00:01:07.540 --> 00:01:10.740]  因為是一個這麼高等學府的地方
[00:01:10.740 --> 00:01:14.220]  是一個很多聰明人聚集的地方
[00:01:14.220 --> 00:01:20.780]  因為進來讀書的學生都是不容易的
[00:01:20.780 --> 00:01:26.900]  但是在一個這麼聰明絕頂的 一個高等學府的地方
[00:01:26.900 --> 00:01:31.680]  我們見證我們主耶穌基督的智慧
[00:01:31.680 --> 00:01:36.060]  所以因此我今天就想在這個場合當中
[00:01:36.060 --> 00:01:40.420]  跟大家分享一個信息
[00:01:40.420 --> 00:01:44.100]  就來自《哥倫多前書》第一章27到32
[00:01:44.100 --> 00:01:48.300]  一會兒我會慢慢將經文跟大家講出來
[00:01:48.300 --> 00:01:50.940]  如果大家有《守題聖經》等等
[00:01:50.940 --> 00:01:53.740]  你可以回去這段經文
[00:01:53.740 --> 00:01:58.060]  所以題目就叫做「愚絕的人有福了」
[00:01:58.060 --> 00:02:02.740]  英文叫做「Blessed are the nobody's」
[00:02:02.740 --> 00:02:06.540]  頂姐妹現在想一想你有沒有上錯車
[00:02:06.540 --> 00:02:11.940]  我今天去分享的對象是愚絕的人
[00:02:11.940 --> 00:02:16.260]  我今天要去分享的對象是 nobody's
[00:02:16.260 --> 00:02:19.100]  如果你覺得你不是愚絕的
[00:02:19.100 --> 00:02:20.620]  你聰明絕頂的話
[00:02:20.620 --> 00:02:24.580]  那些信息可能對你來說沒有太大作用
[00:02:24.580 --> 00:02:27.180]  如果你覺得我是 somebody
[00:02:27.180 --> 00:02:30.780]  我說要跟你 nobody 說話的時候
[00:02:30.780 --> 00:02:33.100]  那你坐穩吧
[00:02:33.100 --> 00:02:36.620]  不要坐錯車 坐錯飛機
[00:02:36.620 --> 00:02:39.180]  一會兒你跟陳鴻燊說
[00:02:39.180 --> 00:02:43.300]  我以為你是很高深學問的人
[00:02:43.300 --> 00:02:48.140]  那你可不可以跟我說些高深的事情呢
[00:02:48.140 --> 00:02:50.540]  我沒有什麼很高深的事情跟大家說
[00:02:50.540 --> 00:02:55.620]  只能夠從《聖經》裡跟大家分享神的話語
[00:02:55.620 --> 00:03:00.100]  有一個圖片最近挺吸引我的眼球
[00:03:00.100 --> 00:03:03.980]  這張圖片就是這張畫
[00:03:03.980 --> 00:03:08.940]  其實這張畫就是在今年元旦
[00:03:08.940 --> 00:03:12.820]  由2023轉入2024的時候
[00:03:12.820 --> 00:03:14.580]  因為是大時鐘
[00:03:14.580 --> 00:03:18.500]  告訴大家時間慢慢就會改變
[00:03:18.500 --> 00:03:21.060]  我們在這個年中的時候
[00:03:21.060 --> 00:03:26.140]  我們想想我們接下來這星期就是新春
[00:03:26.140 --> 00:03:31.300]  所以我們夾著兩個時間的改變當中
[00:03:31.300 --> 00:03:32.700]  我們去作思考
[00:03:32.700 --> 00:03:34.460]  如果元旦的時候
[00:03:34.460 --> 00:03:36.580]  又要到2024年了
[00:03:36.580 --> 00:03:38.340]  在我們新春期間
[00:03:38.340 --> 00:03:41.620]  從一個年又進入另一個年
[00:03:41.620 --> 00:03:44.380]  在這個交接之間
[00:03:44.380 --> 00:03:48.140]  這個圖片就去問我們一個問題
[00:03:48.140 --> 00:03:49.420]  大題目就是說
[00:03:49.420 --> 00:03:53.780]  我們怎樣去數算我們的日子
[00:03:53.780 --> 00:03:55.780]  我們每天的生活
[00:03:55.780 --> 00:03:57.260]  我們每天的生長
[00:03:57.260 --> 00:03:59.060]  我們與人接物
[00:03:59.060 --> 00:04:01.500]  經一事長一智
[00:04:01.500 --> 00:04:03.700]  我們經常都有這樣的說法
[00:04:03.700 --> 00:04:04.860]  那我們問問自己
[00:04:04.860 --> 00:04:05.900]  過去了一年
[00:04:05.900 --> 00:04:07.140]  2023年又好
[00:04:07.140 --> 00:04:09.620]  過去2023年加多一個月又好
[00:04:09.620 --> 00:04:12.620]  究竟我們在這個十二個月
[00:04:12.620 --> 00:04:14.340]  十三個月當中
[00:04:14.340 --> 00:04:17.220]  我們經一事長一智的話
[00:04:17.220 --> 00:04:19.260]  我們有什麼智呢
[00:04:19.260 --> 00:04:22.900]  我們可以去回顧我們去數算的呢
[00:04:22.900 --> 00:04:27.380]  這幅圖畫就給我們一個這樣的啟示
[00:04:27.380 --> 00:04:31.340]  有個細字可能太遠未必看得清楚
[00:04:31.340 --> 00:04:34.300]  那個數算你的日子是個大字
[00:04:34.300 --> 00:04:36.340]  裡面有兩句的細字
[00:04:36.340 --> 00:04:42.020]  是一個年終歲末祈求智慧的心
[00:04:42.020 --> 00:04:45.940]  其實這個細字就吸引我對這個圖片
