
[00:00:00.000 --> 00:00:04.160]  人生的道路不容易走
[00:00:04.160 --> 00:00:08.660]  除了有主結伴同行之外
[00:00:08.660 --> 00:00:13.880]  也需要弟兄姊妹時刻的守望
[00:00:13.880 --> 00:00:17.000]  有人曾經這樣講
[00:00:17.000 --> 00:00:25.200]  他說教會的主要崇拜可以是世界上其中一個最孤單的地方
[00:00:25.200 --> 00:00:31.040]  你想一想 你每一次默默地走進來
[00:00:31.040 --> 00:00:37.200]  一個又一個好像熟悉但又陌生的面孔
[00:00:37.200 --> 00:00:40.700]  大部分你叫名字也叫不出來
[00:00:40.700 --> 00:00:46.160]  除了外表你能分辨他是男女之外
[00:00:46.160 --> 00:00:48.440]  你對他一無所知
[00:00:48.440 --> 00:00:52.280]  每次見面彷彿只是大家認識幾個字
[00:00:52.280 --> 00:00:59.200]  你好嗎?再見!吃飯了嗎?
[00:00:59.200 --> 00:01:01.660]  但從來不會邀請他一齊遠行
[00:01:01.660 --> 00:01:04.080]  但你也從來不會邀請他去吃午飯
[00:01:04.080 --> 00:01:08.580]  散會後就出現創世紀第一張的圖畫
[00:01:08.580 --> 00:01:12.200]  好像創世紀第一張的圖畫各從其類
[00:01:12.200 --> 00:01:14.700]  一堆堆的人默默地爭
[00:01:14.700 --> 00:01:19.040]  一堆堆人默默地談熱烈的交談
[00:01:19.040 --> 00:01:21.580]  但自己人群中找不到著力點
[00:01:21.580 --> 00:01:24.740]  但自己人群中找不到著力點
[00:01:24.740 --> 00:01:29.360]  不於無奈你又默然無聲地離開
[00:01:29.360 --> 00:01:36.120]  隨著人與人之間平淡如水的交往
[00:01:36.120 --> 00:01:38.540]  有時分別周知不大
[00:01:38.540 --> 00:01:42.580]  有時分別周知不大
[00:01:42.580 --> 00:01:48.080]  但不時在教會又聽到這樣的呼籲
[00:01:48.080 --> 00:01:52.120]  我們都是主內弟兄姊妹
[00:01:52.120 --> 00:01:54.080]  我們是一家人來的
[00:01:54.080 --> 00:01:57.700]  為什麼口號與現實的落差這麼大呢?
[00:01:57.700 --> 00:02:00.500]  為什麼口號與現實的差別這麼大呢?
[00:02:00.500 --> 00:02:04.080]  結果你曾經選擇離開
[00:02:04.080 --> 00:02:08.200]  投入另一個信仰群體
[00:02:08.200 --> 00:02:10.000]  投入另一個信仰群體
[00:02:10.000 --> 00:02:11.420]  發覺低處未算低
[00:02:11.420 --> 00:02:12.460]  還有更差的地方
[00:02:12.460 --> 00:02:14.460]  發覺還是有更差的地方
[00:02:14.460 --> 00:02:17.500]  慢慢地你就習慣默默地走進來
[00:02:17.500 --> 00:02:20.080]  慢慢地你就習慣默默地走進來
[00:02:20.080 --> 00:02:21.500]  找一個安全的角落
[00:02:21.500 --> 00:02:22.620]  找一個安全的角落
[00:02:22.620 --> 00:02:23.500]  坐下來崇拜
[00:02:23.500 --> 00:02:24.420]  坐下來崇拜
[00:02:24.420 --> 00:02:25.840]  然後就輕輕地離開
[00:02:25.840 --> 00:02:27.200]  然後就輕輕地離開
[00:02:27.200 --> 00:02:29.960]  我不清楚教會理想的生活是怎樣
[00:02:29.960 --> 00:02:31.920]  我不清楚教會理想的生活是怎樣
[00:02:31.920 --> 00:02:33.740]  但我已經習慣了接受現實
[00:02:33.740 --> 00:02:35.780]  但是我已經習慣了這樣的現實
[00:02:35.780 --> 00:02:38.540]  我不再存有太多的期望和幻想
[00:02:38.540 --> 00:02:41.500]  我不再存有太多的希望和幻想
[00:02:41.500 --> 00:02:44.500]  說服我唯一留下的是敬拜神
[00:02:44.500 --> 00:02:47.080]  說服我留下來唯一的就是敬拜神
[00:02:47.080 --> 00:02:48.380]  否則我早已經離開了
[00:02:48.380 --> 00:02:50.160]  否則我早已經離開了
[00:02:50.160 --> 00:02:52.160]  這段說話在網上看到
[00:02:52.160 --> 00:02:54.380]  這段話在網上看到
[00:02:54.380 --> 00:02:56.380]  又反映了多少個弟兄姊妹的心聲
[00:02:56.380 --> 00:02:59.380]  但是又反映了多少弟兄姊妹的心聲
[00:02:59.380 --> 00:03:02.500]  上幾個星期我提到
[00:03:02.500 --> 00:03:06.700]  教會首要的生活是對神的敬拜
[00:03:06.700 --> 00:03:07.780]  上個禮拜我們提到
[00:03:07.780 --> 00:03:10.620]  教會首要的生活就是對神的敬拜
[00:03:10.620 --> 00:03:13.920]  是每一個教徒首要必要和需要的
[00:03:13.920 --> 00:03:17.040]  是每一個教徒首要必要和需要的生活
[00:03:17.040 --> 00:03:18.700]  其次就是團契的生活
[00:03:18.700 --> 00:03:20.700]  其次就是團契的生活
[00:03:20.700 --> 00:03:22.700]  現代人生活繁忙
[00:03:22.700 --> 00:03:24.700]  現代人生活非常繁忙
[00:03:24.700 --> 00:03:28.700]  如果真的要我選擇教會必不可少的聚會
[00:03:28.700 --> 00:03:30.700]  如果真的要我選擇教會必不可少的聚會
[00:03:30.700 --> 00:03:32.700]  唯一不可少的聚會
[00:03:32.700 --> 00:03:34.700]  我認為有兩個是必不可少的
[00:03:34.700 --> 00:03:36.700]  我認為有兩個是必不可少的
[00:03:36.700 --> 00:03:38.700]  一個高質素的崇拜可以留住大部分的會友
[00:03:38.700 --> 00:03:40.700]  一個高質素的崇拜可以留住大部分的會友
[00:03:40.700 --> 00:03:42.700]  一個高質素的崇拜可以留住大部分的會友
[00:03:42.700 --> 00:03:44.700]  一個彼此相愛的團契生活
[00:03:44.700 --> 00:03:47.700]  一個彼此相愛的團契生活
[00:03:47.700 --> 00:03:49.700]  彼此相愛的團契生活
[00:03:49.700 --> 00:03:51.700]  能夠留住大部分流逝的會友
[00:03:51.700 --> 00:03:53.700]  能夠留住大部分流逝的會友
[00:03:53.700 --> 00:03:55.700]  如果你看回香港教會整個團契施工的發展
[00:03:55.700 --> 00:03:57.700]  如果你看回香港教會整個團契施工的發展
[00:03:57.700 --> 00:03:59.700]  教會整個團契施工的發展
[00:03:59.700 --> 00:04:01.700]  教會整個團契施工的發展
[00:04:01.700 --> 00:04:03.700]  經歷了不同的變化
[00:04:03.700 --> 00:04:05.700]  經歷了不同的變化
[00:04:05.700 --> 00:04:07.700]  如果按照我們金星會
[00:04:07.700 --> 00:04:09.700]  我們以座道會作為我們早期團契的生活
[00:04:09.700 --> 00:04:11.700]  我們以座道會作為我們早期團契的生活
[00:04:11.700 --> 00:04:13.700]  我們以座道會作為我們早期團契的生活
[00:04:13.700 --> 00:04:15.700]  我們教會仍然保留了以洛座道會
[00:04:15.700 --> 00:04:17.700]  我們教會仍然保留了以洛座道會
[00:04:17.700 --> 00:04:19.700]  我們教會仍然保留了以洛座道會
[00:04:19.700 --> 00:04:21.700]  我相信是香港少數石果僅存的座道會
[00:04:21.700 --> 00:04:23.700]  我相信是香港少數石果僅存的座道會
[00:04:23.700 --> 00:04:25.700]  我相信是香港少數石果僅存的座道會
[00:04:25.700 --> 00:04:27.700]  我相信是香港少數石果僅存的座道會
[00:04:27.700 --> 00:04:29.700]  希望有一天你們可以發揚光大
[00:04:29.700 --> 00:04:31.700]  希望有一天你們可以發揚光大
[00:04:31.700 --> 00:04:33.700]  翻查美南浸信會的座道會手冊
[00:04:33.700 --> 00:04:35.700]  翻查美南浸信會的座道會手冊
[00:04:35.700 --> 00:04:37.700]  翻查美南浸信會的座道會手冊
[00:04:37.700 --> 00:04:39.700]  座道會的設立有三個目的
[00:04:39.700 --> 00:04:43.700]  座道會的設立有三個目的
