
[00:00:00.000 --> 00:00:02.360]  我們一同低頭再一次祈禱
[00:00:02.360 --> 00:00:04.760]  親愛的主 親愛的上帝
[00:00:04.760 --> 00:00:09.120]  我們今天早上領受你的餅和你的杯
[00:00:09.120 --> 00:00:13.360]  我們在這一刻我們再一次領受你的說話
[00:00:13.360 --> 00:00:15.840]  求你的話語幫助我們
[00:00:15.840 --> 00:00:21.040]  求你的話語讓我們能夠更有力的去過我們的生活
[00:00:21.040 --> 00:00:24.160]  在我們的生活當中我們能夠去依靠
[00:00:24.160 --> 00:00:27.360]  讓我們彼此的服侍 彼此的關心
[00:00:27.360 --> 00:00:30.600]  我們也不忘記我們身邊有未認識你的
[00:00:30.600 --> 00:00:33.840]  我們將這個福音去傳揚 去傳講
[00:00:33.840 --> 00:00:37.040]  天父我們去感恩 求你去拖大
[00:00:37.040 --> 00:00:40.320]  去保守 一間我們聽的 講的
[00:00:40.320 --> 00:00:41.640]  上帝你也祝福我們
[00:00:41.640 --> 00:00:44.160]  奉耶穌基督名字禱告 阿們
[00:00:44.160 --> 00:00:46.200]  好 我們一同打開我們的經文
[00:00:46.200 --> 00:00:52.600]  今天講題的講道的經文是去到《使徒行傳》九章三十二到四十三
[00:00:52.600 --> 00:00:55.480]  今天的講題是有樣學樣
[00:00:55.480 --> 00:00:58.160]  我們看看怎樣有樣學樣
[00:00:58.160 --> 00:01:00.040]  如果你家裡有小朋友
[00:01:00.040 --> 00:01:03.520]  或者你經常會有小朋友的服侍
[00:01:03.520 --> 00:01:05.400]  譬如可能你教兒童主日學
[00:01:05.400 --> 00:01:08.120]  或者甚至你是幼稚園的老師
[00:01:08.120 --> 00:01:10.720]  你一定會同意我以下這句話的
[00:01:10.720 --> 00:01:15.880]  就是小朋友他們去學 去象 去扮這個大人
[00:01:15.880 --> 00:01:18.200]  是真的扮得似模似樣的
[00:01:18.200 --> 00:01:19.160]  很厲害的
[00:01:19.160 --> 00:01:22.840]  如果你可能家裡有些姪子 二生子
[00:01:22.840 --> 00:01:24.200]  或者甚至你有子女
[00:01:24.200 --> 00:01:29.200]  你會說 他這個樣子很像他爺爺 或者很像他爸爸
[00:01:29.200 --> 00:01:30.440]  他吃東西的樣子
[00:01:30.440 --> 00:01:31.800]  他的笑容
[00:01:31.800 --> 00:01:33.760]  為什麼這麼像他呢?
[00:01:33.760 --> 00:01:35.560]  小朋友就是這樣去
[00:01:35.560 --> 00:01:37.360]  真的扮扮得很像
[00:01:37.360 --> 00:01:41.560]  我是家裡有些小朋友在樓上樓下
[00:01:41.560 --> 00:01:46.880]  經常就會有一些公公婆婆或者爺爺奶奶帶他上學的
[00:01:46.880 --> 00:01:50.680]  有時候和他一同從電梯走到樓下的時候
[00:01:50.680 --> 00:01:54.320]  走到家樓下的大門口的時候
[00:01:54.320 --> 00:01:55.600]  小朋友會怎樣呢?
[00:01:55.600 --> 00:01:59.600]  會和管理員說早安
[00:01:59.600 --> 00:02:01.920]  接著和他上小巴
[00:02:01.920 --> 00:02:05.040]  他就會搶著拍卡嘟一聲
[00:02:05.040 --> 00:02:09.200]  到下小巴的時候就會說拜拜
[00:02:09.200 --> 00:02:10.520]  扮得似模似樣
[00:02:10.520 --> 00:02:13.760]  你看到這個小朋友很厲害
[00:02:13.760 --> 00:02:14.880]  小朋友就是這樣
[00:02:14.880 --> 00:02:16.280]  有這個天分
[00:02:16.280 --> 00:02:18.480]  我記得我小時候
[00:02:18.480 --> 00:02:21.360]  有時候就和我爸爸去喝下午茶
[00:02:21.360 --> 00:02:22.520]  真的下午茶
[00:02:22.520 --> 00:02:24.040]  不是現在茶餐廳那種
[00:02:24.040 --> 00:02:26.800]  是一中兩件上茶居喝的那種
[00:02:26.800 --> 00:02:30.000]  非常古典古老
[00:02:30.000 --> 00:02:32.400]  我爸爸喝保利
[00:02:32.400 --> 00:02:33.600]  我又喝
[00:02:33.600 --> 00:02:37.000]  很苦的
[00:02:37.000 --> 00:02:40.160]  如果你喝保利就知道了
[00:02:40.160 --> 00:02:44.600]  他有時候會喝生力啤
[00:02:44.600 --> 00:02:49.480]  我那種一中兩件是很小的杯子
[00:02:49.480 --> 00:02:51.000]  如果你喝過茶
[00:02:51.000 --> 00:02:52.320]  我也喝
[00:02:52.320 --> 00:02:54.520]  喝半吋那麼多
[00:02:54.520 --> 00:02:57.520]  也是很苦的
[00:02:57.520 --> 00:02:59.720]  他吃乾炒牛河
[00:02:59.720 --> 00:03:02.520]  我又舀一小碗來吃
[00:03:02.520 --> 00:03:05.200]  很鹹的
[00:03:05.200 --> 00:03:06.160]  大人不會這樣
[00:03:06.160 --> 00:03:08.720]  但是小朋友就是這樣
[00:03:08.720 --> 00:03:11.600]  去學去扮大人
[00:03:11.600 --> 00:03:13.400]  扮得真的似模似樣
[00:03:13.400 --> 00:03:15.000]  其實你想想你自己
[00:03:15.000 --> 00:03:17.880]  可能你今天拿筷子
[00:03:17.880 --> 00:03:19.760]  你拿筆寫字
[00:03:19.760 --> 00:03:21.080]  你綁鞋帶
[00:03:21.080 --> 00:03:23.320]  其實這些都是你小時候
[00:03:23.320 --> 00:03:25.160]  去學去扮
[00:03:25.160 --> 00:03:28.520]  不斷去學成長的過程裡面
[00:03:28.520 --> 00:03:30.920]  一直運用到今天
[00:03:30.920 --> 00:03:32.880]  其實整個模仿
[00:03:32.880 --> 00:03:35.280]  就是一個成長的過程
[00:03:35.280 --> 00:03:37.760]  一邊學一邊用
[00:03:37.760 --> 00:03:39.240]  邊學邊用
[00:03:39.240 --> 00:03:40.880]  正所謂一輩子都受用
[00:03:40.880 --> 00:03:41.720]  今時今日
[00:03:41.720 --> 00:03:44.400]  可能我們拿著筷子、筷子、筆
[00:03:44.400 --> 00:03:47.920]  就是我們很小的時候
[00:03:47.920 --> 00:03:49.200]  你跟大人
[00:03:49.200 --> 00:03:50.400]  跟幼稚園老師
[00:03:50.400 --> 00:03:52.800]  或者跟父母學回來
[00:03:52.800 --> 00:03:54.760]  你看看一會兒吃飯的時候
[00:03:54.760 --> 00:03:56.680]  你看看你拿筷子
[00:03:56.680 --> 00:03:59.720]  跟旁邊那個是不是不一樣
[00:03:59.720 --> 00:04:03.520]  你想想你在哪裡學回來的
[00:04:03.520 --> 00:04:05.640]  就是這樣學了
[00:04:05.640 --> 00:04:06.480]  用了
[00:04:06.480 --> 00:04:08.120]  用到一輩子
