
[00:00:00.000 --> 00:00:02.180]  各位弟子們 早安
[00:00:02.180 --> 00:00:07.660]  請大家再一次低頭祈禱
[00:00:07.660 --> 00:00:09.420]  真是感謝祢
[00:00:09.420 --> 00:00:12.060]  是祢的恩典 是祢的吸引
[00:00:12.060 --> 00:00:14.140]  讓我們能夠在聖殿
[00:00:14.140 --> 00:00:16.500]  或者在網上一起參與
[00:00:16.500 --> 00:00:18.780]  在這裡來去崇敬祢
[00:00:18.780 --> 00:00:20.820]  讓聖靈打開我們的心
[00:00:20.820 --> 00:00:23.020]  去明白你懷疑中的奧秘
[00:00:23.020 --> 00:00:26.620]  也成為我們生命前行的力量和依靠
[00:00:26.620 --> 00:00:29.500]  願講的和聽的都同蒙祢的月亮
[00:00:29.500 --> 00:00:34.880]  祈禱奉祀耶穌基督的名禱 阿門
[00:00:34.880 --> 00:00:38.700]  今天跟大家分享《哈巴谷書》
[00:00:38.700 --> 00:00:44.640]  《哈巴谷書》在聖經裡面是一本小先知的書
[00:00:44.640 --> 00:00:48.120]  這一本先知的書其實很短
[00:00:48.120 --> 00:00:50.540]  只不過是三章這麼多
[00:00:50.540 --> 00:00:53.460]  我打算在接下來這三次
[00:00:53.460 --> 00:00:55.740]  包含今次的講道裡面
[00:00:55.740 --> 00:01:00.660]  跟大家分享《哈巴谷書》裡面的訊息
[00:01:00.660 --> 00:01:04.160]  不知道大家有沒有試過
[00:01:04.160 --> 00:01:06.480]  問別人一個問題
[00:01:06.480 --> 00:01:09.140]  你去等候他給你的答案
[00:01:09.140 --> 00:01:13.100]  你最長的時間等多久
[00:01:13.100 --> 00:01:16.340]  有沒有試過
[00:01:16.340 --> 00:01:17.300]  可能大家都會說
[00:01:17.300 --> 00:01:19.900]  等一會兒他不回答 我就問另一個
[00:01:19.900 --> 00:01:21.300]  還問他
[00:01:21.300 --> 00:01:26.100]  特別是我們現在這麼高速的社會生活
[00:01:26.100 --> 00:01:30.540]  打開無論是WhatsApp 還是電郵
[00:01:30.540 --> 00:01:31.980]  想不想打電話也好
[00:01:31.980 --> 00:01:34.780]  如果他一會兒 可能五分鐘 十分鐘
