
[00:00:00.000 --> 00:00:03.000]  因信稱義
[00:00:03.000 --> 00:00:06.000]  這句句子是剛才我們的經文
[00:00:06.000 --> 00:00:09.500]  在《創世紀》第十五章第六節那裏拿出來的
[00:00:09.500 --> 00:00:14.500]  就是剛才在第十五章第六節的經文裏面拿出來的
[00:00:14.500 --> 00:00:16.500]  不過信這件事不是那麼容易
[00:00:16.500 --> 00:00:18.500]  信這個事情不是那麼容易
[00:00:18.500 --> 00:00:21.500]  因為我們從小到大不是學信人的
[00:00:21.500 --> 00:00:25.000]  因為從小到大我們都不是學要信人
[00:00:25.000 --> 00:00:29.000]  實際上我們是學怎樣不信人的
[00:00:29.000 --> 00:00:31.000]  實際上我們是學怎樣不相信人
[00:00:31.000 --> 00:00:32.000]  例如
[00:00:32.000 --> 00:00:33.000]  例如
[00:00:33.000 --> 00:00:35.000]  當我們在一個陌生環境
[00:00:35.000 --> 00:00:37.000]  我們的警覺性是不是高了很多
[00:00:37.000 --> 00:00:39.000]  當我們到了一個陌生環境
[00:00:39.000 --> 00:00:41.000]  我們的警覺性是不是比較高一點
[00:00:41.000 --> 00:00:43.000]  或者我們說如果沒有那麼大的甲
[00:00:43.000 --> 00:00:45.000]  拿一條鎚子去跳的
[00:00:45.000 --> 00:00:49.000]  沒有那麼好的便宜到處可以找得到
[00:00:49.000 --> 00:00:51.000]  是的 差不多是這樣
[00:00:51.000 --> 00:00:53.000]  或者你說簽約
[00:00:53.000 --> 00:00:56.000]  就算多熟悉那個人也好
[00:00:56.000 --> 00:00:57.000]  多看幾次
[00:00:57.000 --> 00:00:59.000]  無論我們跟那個人多熟悉
[00:00:59.000 --> 00:01:02.000]  我們還是要簽約的時候我們要多看幾遍
[00:01:02.000 --> 00:01:04.000]  那實際上這些是對的
[00:01:04.000 --> 00:01:07.000]  其實這些是對的
[00:01:07.000 --> 00:01:10.000]  而是使得我們避免很多麻煩
[00:01:10.000 --> 00:01:12.000]  讓我們避免很多的麻煩
[00:01:12.000 --> 00:01:13.000]  甚至危機
[00:01:13.000 --> 00:01:14.000]  甚至是危機
[00:01:14.000 --> 00:01:18.000]  但是當我們跟神的關係那一刻
[00:01:18.000 --> 00:01:21.000]  那當然是讓我們跟神的關係的那一刻了
[00:01:21.000 --> 00:01:25.000]  我們要反過來學信不是不信
[00:01:25.000 --> 00:01:27.000]  但是我們要學的就是相信
[00:01:27.000 --> 00:01:29.000]  而不是學不信
[00:01:29.000 --> 00:01:32.000]  那這件事就真的要去學一下了
[00:01:32.000 --> 00:01:35.000]  這個事情就真的要去學一下了
[00:01:35.000 --> 00:01:37.000]  實際上我們那個恩順親義這句話
[00:01:37.000 --> 00:01:40.000]  在剛才我們說的十五章的六節出現
[00:01:40.000 --> 00:01:43.000]  我們剛才說恩順親義這句話
[00:01:43.000 --> 00:01:45.000]  在十五章第六節裡面出現
[00:01:45.000 --> 00:01:49.000]  這裡寫說耶和華就以此為他的義
