
[00:00:00.000 --> 00:00:05.600]  我們要感謝祢,讓我們能夠將祢的話語放在眼前
[00:00:05.600 --> 00:00:08.400]  主,我們要按著正義去分解真理
[00:00:08.400 --> 00:00:11.600]  我們很想將祢的真理去明白
[00:00:11.600 --> 00:00:15.500]  我們不單是滿足我們的知識
[00:00:15.500 --> 00:00:19.900]  而是我們的生命可以去實踐祢給我們的教導
[00:00:19.900 --> 00:00:23.500]  讓祢的話語同樣創造我們的心
[00:00:23.500 --> 00:00:27.900]  讓聖靈真理的靈引導我們去到真理裏面
[00:00:27.900 --> 00:00:29.800]  求祢親自與我們同在
[00:00:29.800 --> 00:00:31.800]  祝福我們,將這個崇拜交給祢
[00:00:31.800 --> 00:00:34.400]  因為祢一定與我們同在
[00:00:34.400 --> 00:00:36.200]  讓我們當中未信耶穌的朋友
[00:00:36.200 --> 00:00:38.600]  求主的愛同樣充滿他們
[00:00:38.600 --> 00:00:41.200]  讓他們有機會去認識我們的主耶穌
[00:00:41.200 --> 00:00:42.500]  讓今天的新朋友
[00:00:42.500 --> 00:00:44.000]  若然真的未信耶穌的
[00:00:44.000 --> 00:00:47.100]  或許這個崇拜是你信耶穌的一個機會
[00:00:47.100 --> 00:00:49.500]  或許我們的新朋友已經信耶穌的
[00:00:49.500 --> 00:00:51.000]  讓我們這個崇拜
[00:00:51.000 --> 00:00:55.300]  我們的聆聽能夠讓我們認識神多一點
[00:00:55.300 --> 00:00:56.800]  求祢與我們同在
[00:00:56.800 --> 00:01:00.300]  聽我們祈禱奉主,明求,Amen
[00:01:00.300 --> 00:01:01.400]  請坐
[00:01:01.400 --> 00:01:05.800]  其實《羅馬書》是否真的很難呢?
[00:01:05.800 --> 00:01:10.100]  當然《羅馬書》其實有很多聖經我們很喜歡
[00:01:10.100 --> 00:01:11.700]  特別是我們傳福音的時候
[00:01:11.700 --> 00:01:14.400]  我們很喜歡第一章十八節到二十節
[00:01:14.400 --> 00:01:17.200]  因為神的永恆神聖是明明可知的
[00:01:17.200 --> 00:01:19.000]  我們很明白我們傳福音的時候
[00:01:19.000 --> 00:01:19.900]  我們跟別人說
[00:01:19.900 --> 00:01:22.700]  當你看到這個世界的和諧
[00:01:22.700 --> 00:01:26.800]  這個世界的星球之間的那種和諧
[00:01:26.800 --> 00:01:29.400]  那種建造
[00:01:29.400 --> 00:01:31.700]  一定背後一定有一個神
[00:01:31.700 --> 00:01:33.100]  我們很喜歡第三章
[00:01:33.100 --> 00:01:36.200]  因為第三章說到世人都犯了罪
[00:01:36.200 --> 00:01:38.500]  我們規決了上帝的榮耀
[00:01:38.500 --> 00:01:39.600]  但同樣去到第五章
[00:01:39.600 --> 00:01:40.500]  我們也很喜歡
[00:01:40.500 --> 00:01:43.800]  就因為這個十字架被舉起的時候
[00:01:43.800 --> 00:01:46.800]  神的愛就在當中顯明
[00:01:46.800 --> 00:01:47.800]  去到第六章的時候
[00:01:47.800 --> 00:01:48.800]  我們更加看到
[00:01:48.800 --> 00:01:51.500]  我們的神是為了你和我的罪
[00:01:51.500 --> 00:01:52.800]  祂承擔了
[00:01:52.800 --> 00:01:54.900]  以至做完罪的功架
[00:01:54.900 --> 00:01:56.000]  那是死
[00:01:56.000 --> 00:01:58.000]  但死的那個不是我們
[00:01:58.000 --> 00:02:00.100]  死的那個是耶穌
[00:02:00.100 --> 00:02:01.500]  以至到我們很多時候
[00:02:01.500 --> 00:02:03.900]  傳福音的方法之一
[00:02:03.900 --> 00:02:05.100]  其中一個方法就是
[00:02:05.100 --> 00:02:07.400]  用羅馬書來傳福音
[00:02:07.400 --> 00:02:10.200]  是一個很精彩的鋪排
[00:02:10.200 --> 00:02:12.100]  由第一章到第六章
[00:02:12.100 --> 00:02:13.700]  所以我們讀聖經的時候
[00:02:13.700 --> 00:02:16.900]  我們發覺羅馬書並不太困難
[00:02:16.900 --> 00:02:19.500]  為什麼我說第七章是這麼困難
[00:02:19.500 --> 00:02:22.200]  其實如果大家去看第七章的時候
[00:02:22.200 --> 00:02:23.600]  就算自己讀的時候
[00:02:23.600 --> 00:02:24.900]  或許你會覺得
[00:02:24.900 --> 00:02:26.100]  其實也不是很難
[00:02:26.100 --> 00:02:30.400]  為什麼牧師會說第七章這麼困難呢
[00:02:30.400 --> 00:02:31.700]  就因為第七章
[00:02:31.700 --> 00:02:33.300]  特別由第七節開始
[00:02:33.300 --> 00:02:35.100]  一直到第二十五節
[00:02:35.100 --> 00:02:37.500]  其實出現了一個字
[00:02:37.500 --> 00:02:40.900]  總共有四十九次這個字
[00:02:40.900 --> 00:02:42.800]  這個字是什麼字呢
[00:02:42.800 --> 00:02:44.300]  就是「我」字
[00:02:44.300 --> 00:02:45.300]  出現了「我」字
[00:02:45.300 --> 00:02:46.900]  你說「我」字而已
[00:02:46.900 --> 00:02:48.300]  又不是一些很特別的字
[00:02:48.300 --> 00:02:50.000]  只是一個「我」字
[00:02:50.000 --> 00:02:52.400]  出現了四十九次
[00:02:52.400 --> 00:02:55.300]  在我們的和合本聖經當中
[00:02:55.300 --> 00:02:57.600]  為什麼這個「我」字
[00:02:57.600 --> 00:02:59.400]  這麼大的問題呢
[00:02:59.400 --> 00:03:00.500]  出現多次
[00:03:00.500 --> 00:03:02.800]  我們要這麼看重這個「我」字呢
[00:03:02.800 --> 00:03:04.900]  就因為由第四世紀開始
[00:03:04.900 --> 00:03:06.400]  由第四世紀開始
[00:03:06.400 --> 00:03:07.600]  那些神學家
[00:03:07.600 --> 00:03:09.400]  已經開始去研究
[00:03:09.400 --> 00:03:11.700]  究竟這個「我」字是代表誰
[00:03:11.700 --> 00:03:13.700]  你說那些神學家多有空
[00:03:13.700 --> 00:03:16.300]  去想想這個「我」字是誰
[00:03:16.300 --> 00:03:18.400]  他說因為出現了四十九次
[00:03:18.400 --> 00:03:19.400]  這個「我」字是誰
[00:03:19.400 --> 00:03:21.200]  對你 對我來說
[00:03:21.200 --> 00:03:22.700]  今天我們作為一個信徒
[00:03:22.700 --> 00:03:23.600]  很簡單
[00:03:23.600 --> 00:03:26.300]  這封是羅馬書
[00:03:26.300 --> 00:03:29.700]  羅馬書是一封書信
[00:03:29.700 --> 00:03:31.400]  這封信是誰寫的
[00:03:31.400 --> 00:03:32.500]  保羅所寫的
[00:03:32.500 --> 00:03:34.300]  如果有一天我寫一封信給你們
[00:03:34.300 --> 00:03:37.400]  我說我請你們吃午餐
[00:03:37.400 --> 00:03:38.800]  這個「我」字是誰
[00:03:38.800 --> 00:03:40.700]  當然是何牧師了
[00:03:40.700 --> 00:03:41.500]  還會這樣
[00:03:41.500 --> 00:03:42.500]  是不是何牧師呢
[00:03:42.500 --> 00:03:43.700]  是不是長老呢
[00:03:43.700 --> 00:03:44.500]  是不是執事呢
[00:03:44.500 --> 00:03:45.500]  不會這樣
[00:03:45.500 --> 00:03:46.700]  這封信是誰寫的
[00:03:46.700 --> 00:03:47.700]  我寫的
[00:03:47.700 --> 00:03:48.500]  我寫給你
[00:03:48.500 --> 00:03:49.800]  這個「我」字當然是我
[00:03:49.800 --> 00:03:51.800]  但是為何那些學者
[00:03:51.800 --> 00:03:54.100]  去研究這個「我」字
[00:03:54.100 --> 00:03:56.500]  由第四世紀到現在
[00:03:56.500 --> 00:03:57.500]  還在研究
[00:03:57.500 --> 00:04:00.300]  究竟這個「我」字是屬於誰
[00:04:00.300 --> 00:04:01.300]  就是因為
[00:04:01.300 --> 00:04:04.000]  當他們去看第七章的時候
[00:04:04.000 --> 00:04:08.300]  他們很想去保護保羅
[00:04:08.300 --> 00:04:10.300]  我們人很喜歡保護人
[00:04:10.300 --> 00:04:12.500]  有時候我們很想保護神
[00:04:12.500 --> 00:04:13.600]  其實不是神保護我們
[00:04:13.600 --> 00:04:15.500]  我們很想保護神
[00:04:15.500 --> 00:04:17.200]  因為我們不想神沒面子
[00:04:17.200 --> 00:04:18.500]  所以我們不想做一些事情
[00:04:18.500 --> 00:04:19.800]  我們很想保護神
[00:04:19.800 --> 00:04:21.200]  所以我們很想保護保羅
[00:04:21.200 --> 00:04:21.800]  為什麼呢
[00:04:21.800 --> 00:04:22.800]  因為第七章
[00:04:22.800 --> 00:04:25.500]  我們看到這個「我」這個人
[00:04:25.500 --> 00:04:29.000]  他說我是賣給罪的
[00:04:29.000 --> 00:04:30.400]  他說我是賣給罪的
[00:04:30.400 --> 00:04:32.900]  這個原名的意思就是
[00:04:32.900 --> 00:04:34.800]  我是很熟悉的人
[00:04:34.800 --> 00:04:37.200]  這個世界從來沒有一個牧師
[00:04:37.200 --> 00:04:38.300]  在講道的時候
[00:04:38.300 --> 00:04:38.900]  跟大家說
[00:04:38.900 --> 00:04:39.800]  各位弟兄姊妹
[00:04:39.800 --> 00:04:41.700]  何志地牧師其實是很熟悉的
[00:04:41.700 --> 00:04:44.100]  怎麼搞的 熟悉是應該熟悉的
[00:04:44.100 --> 00:04:45.900]  我們應該成為熟悉的人
[00:04:45.900 --> 00:04:47.300]  他說我是熟悉的人
[00:04:47.300 --> 00:04:49.500]  甚至他說我心靈那邊有兩個玉
[00:04:49.500 --> 00:04:52.500]  這個兩個玉就是不斷在增薦
[00:04:52.500 --> 00:04:54.700]  他說我很多時候失敗
[00:04:54.700 --> 00:04:56.100]  我想做的反而不去做
[00:04:56.100 --> 00:04:58.100]  我不想做的
[00:04:58.100 --> 00:04:59.900]  他去做了
[00:04:59.900 --> 00:05:01.300]  他說我真的苦
[00:05:01.300 --> 00:05:02.100]  哇
[00:05:02.100 --> 00:05:03.900]  一個這麼出色的神學家
[00:05:03.900 --> 00:05:05.800]  一個這麼出色的宣教士
[00:05:05.800 --> 00:05:08.000]  一個這麼出色的牧者
[00:05:08.000 --> 00:05:09.800]  他開教會無數
[00:05:09.800 --> 00:05:12.200]  他去過不同的地方來建立教會
[00:05:12.200 --> 00:05:14.900]  他能夠坐牢都可以開心
[00:05:14.900 --> 00:05:16.900]  他能夠被打都可以開心
[00:05:16.900 --> 00:05:18.800]  就算沉船他都可以開心
[00:05:18.800 --> 00:05:20.800]  但是他說我的心靈那邊
[00:05:20.800 --> 00:05:23.100]  卻有很大的掙扎
[00:05:23.100 --> 00:05:24.600]  所以很多學者就開始想
[00:05:24.600 --> 00:05:26.800]  這個怎麼會是保羅呢
[00:05:26.800 --> 00:05:28.400]  保羅應該很強
[00:05:28.400 --> 00:05:29.700]  保羅應該很厲害
[00:05:29.700 --> 00:05:31.400]  怎麼會講這些東西
[00:05:31.400 --> 00:05:33.300]  於是他們就為了要保護保羅
[00:05:33.300 --> 00:05:34.500]  於是不同的神學家
[00:05:34.500 --> 00:05:37.100]  不斷去研究這個「我」字是誰
[00:05:37.100 --> 00:05:41.300]  那些神學家就說這個「我」字其實就是第五章的阿當
[00:05:41.300 --> 00:05:42.500]  講到阿當 第五章
[00:05:42.500 --> 00:05:43.800]  詳問一下 你看看
[00:05:43.800 --> 00:05:47.600]  有些人說這個是代表一個以色列的群體
[00:05:47.600 --> 00:05:49.800]  不是代表一個人 是一個群體
[00:05:49.800 --> 00:05:54.300]  甚至可能是代表當時一些外邦的信徒
[00:05:54.300 --> 00:05:56.900]  但是這些神學家去研究的時候
[00:05:56.900 --> 00:05:59.200]  他們發現每一個的答案
[00:05:59.200 --> 00:06:01.200]  其實都有它的虧欠
[00:06:01.200 --> 00:06:03.600]  當然今天我不會和大家去分享
[00:06:03.600 --> 00:06:05.100]  每一個神學家的研究
