
[00:00:00.000 --> 00:00:04.080]  今天跟大家分享一個訊息,在恩典中暫穩
[00:00:04.080 --> 00:00:07.160]  經過大半年的日子
[00:00:07.160 --> 00:00:11.720]  我們終於來到比勒前書的最後幾節經文了
[00:00:11.720 --> 00:00:16.480]  很感恩我們經過了很多的訊息
[00:00:16.480 --> 00:00:20.960]  我們一同打開比勒前書第五章第十至第十四節
[00:00:20.960 --> 00:00:25.920]  比勒前書第五章第十至第十四節
[00:00:26.800 --> 00:00:30.720]  在第九節的時候,上個禮拜李天佑教師和我們講到最尾的時候
[00:00:30.720 --> 00:00:31.920]  告訴我們什麼呢?
[00:00:31.920 --> 00:00:36.720]  其實原來他要鼓勵我們有堅固的信心來抵擋撒旦
[00:00:36.720 --> 00:00:42.080]  因爲在世上很多的弟兄都是在經歷着這個苦難
[00:00:42.080 --> 00:00:45.600]  所以告訴我們,我們每一個人並不孤單
[00:00:45.600 --> 00:00:49.280]  也不是獨獨面對着我們的問題
[00:00:49.280 --> 00:00:53.520]  而是以萬計的人生,在今天這個社會,這一刻裏面
[00:00:53.520 --> 00:00:56.000]  可能在其他的世界某一個角落
[00:00:56.480 --> 00:01:03.680]  都有一些人在苦難或是因爲信仰而受到逼迫的境地裏面
[00:01:03.680 --> 00:01:11.680]  去到最後,比勒第十至第十四節來和我們有一個總結
[00:01:11.680 --> 00:01:15.920]  在這個總結裏面,我會和大家分享幾點
[00:01:15.920 --> 00:01:18.240]  第一個點,他和我們分享到
[00:01:18.240 --> 00:01:22.720]  我們是一幫夢照得永遠榮耀的一幫人
[00:01:22.720 --> 00:01:25.920]  我們看看第十節,我們一起讀好嗎?準備起
[00:01:25.920 --> 00:01:30.880]  那次諸般恩典的神,曾在基督裏照你們
[00:01:30.880 --> 00:01:33.280]  得享他永遠的榮耀
[00:01:33.280 --> 00:01:38.080]  等你們戰受苦難之後,必要親自承傳你們
[00:01:38.080 --> 00:01:41.280]  兼顧你們,賜力量給你們
[00:01:41.280 --> 00:01:44.480]  比勒第十四節再一次提醒我們
[00:01:44.480 --> 00:01:49.440]  他指到當時受逼迫的信徒,他們有一個身份
[00:01:49.440 --> 00:01:51.600]  就好像我們今天一樣,有一個身份
[00:01:51.600 --> 00:01:57.760]  正正因爲這份身份,而當時的信徒是受政權的逼迫
[00:01:57.760 --> 00:02:02.800]  在那時候,假如你願意在公衆場合裏面
[00:02:02.800 --> 00:02:04.800]  公開地來否認耶穌的時候
[00:02:04.800 --> 00:02:07.280]  你就拆免去死亡的威脅
[00:02:07.280 --> 00:02:11.040]  比勒說,我們每一個都是夢照的人
[00:02:11.040 --> 00:02:16.480]  夢照叫你出來,就代表了你是被揀選的
[00:02:16.480 --> 00:02:20.000]  在云云衆生之中,神揀選了你
[00:02:20.000 --> 00:02:24.800]  但爲什麼揀選了你,我們不知道
[00:02:24.800 --> 00:02:26.800]  難道是你比別人好
[00:02:26.800 --> 00:02:32.080]  我們苦心自問的時候,我們知道不是
[00:02:32.080 --> 00:02:36.400]  當你又不是比別人好,我們也不知道爲什麼被揀選的時候
[00:02:36.400 --> 00:02:38.400]  這些一切一切都是什麼呢?
[00:02:38.400 --> 00:02:40.400]  恩典
[00:02:40.400 --> 00:02:42.400]  恩典
[00:02:42.400 --> 00:02:46.480]  所以在這裏說,像豬般恩典的神
[00:02:46.480 --> 00:02:48.480]  God of all grace
[00:02:48.480 --> 00:02:52.480]  一切一切,各方面,各樣,多姿多彩的恩典
[00:02:52.480 --> 00:02:54.480]  那位主揀選了你
[00:02:54.480 --> 00:02:57.200]  揀選了你的時候,跟從他
[00:02:57.200 --> 00:02:59.600]  跟從他去做什麼呢?
[00:02:59.600 --> 00:03:01.600]  受苦嗎?
[00:03:01.600 --> 00:03:03.600]  聖經不是這樣說
[00:03:03.600 --> 00:03:04.640]  聖經說什麼?
[00:03:04.640 --> 00:03:08.960]  召你們得永遠在他的榮耀裏面
[00:03:08.960 --> 00:03:12.320]  這纔是一個終極的目標
[00:03:12.320 --> 00:03:16.240]  是要有一天,在將來,在永恆裏面
[00:03:16.240 --> 00:03:20.160]  神與人同享這份榮耀
[00:03:20.160 --> 00:03:23.280]  但是,在過程裏面
[00:03:23.280 --> 00:03:25.600]  就有這些苦
[00:03:25.600 --> 00:03:30.080]  跟從耶穌的人,是跟從在他的腳步裏面
[00:03:30.080 --> 00:03:33.120]  在彼得前書2章也告訴我們
[00:03:33.120 --> 00:03:36.400]  就有受苦的可能
[00:03:36.400 --> 00:03:39.120]  所以彼得,他再一次和我們算
[00:03:39.120 --> 00:03:42.080]  你看看,打算盤,他說什麼呢?
[00:03:42.080 --> 00:03:43.280]  苦是什麼呢?
[00:03:43.280 --> 00:03:45.680]  暫時的
[00:03:45.680 --> 00:03:50.800]  榮耀,它是永遠的
[00:03:50.800 --> 00:03:52.800]  什麼是榮耀呢?
[00:03:52.800 --> 00:03:55.280]  神要我們所得的榮耀是什麼呢?
[00:03:55.280 --> 00:03:58.720]  當我們用人類所過的狹窄的眼光看的時候
[00:03:58.720 --> 00:03:59.760]  榮耀是什麼呢?
[00:03:59.760 --> 00:04:02.480]  就是在我們眼前能夠show off
[00:04:02.480 --> 00:04:05.600]  在Facebook裏面,我們能夠告訴大家我做了什麼
[00:04:05.600 --> 00:04:08.640]  令到大家好一點,讚歎
[00:04:08.640 --> 00:04:12.320]  在人的面前,可以夠威,夠面子
[00:04:12.320 --> 00:04:18.080]  令每一個人都對我有一個什麼?羨慕的眼光
[00:04:18.080 --> 00:04:20.640]  我們就覺得這些是榮耀
[00:04:20.640 --> 00:04:23.840]  但是當我們認真看彼得前書的時候
[00:04:23.840 --> 00:04:26.960]  我們發覺裏面出現了12次講到榮耀
[00:04:26.960 --> 00:04:30.560]  但是裏面有10次是和這個苦難
[00:04:30.560 --> 00:04:33.680]  和受苦是掛鉤的
[00:04:33.680 --> 00:04:36.800]  爲什麼會是這麼奇怪呢?
[00:04:36.800 --> 00:04:39.120]  我們看一看簡單的,我舉例給大家聽
[00:04:39.120 --> 00:04:41.760]  好像在彼得前書4章14節
[00:04:41.760 --> 00:04:46.080]  他說,你們若是爲基督的名受辱罵,便是有福的
[00:04:46.080 --> 00:04:50.560]  因爲神的榮耀的令在你的身上
[00:04:50.560 --> 00:04:54.880]  4章16節,若爲作基督徒受苦,卻不要羞恥
[00:04:54.880 --> 00:04:58.240]  都要因者名歸榮耀給神
[00:04:58.240 --> 00:05:04.320]  這些是講到當時他們在生活裏面的那份榮耀
[00:05:04.320 --> 00:05:06.400]  但是在1章7節,他說
[00:05:06.400 --> 00:05:11.200]  叫你們的信心既被試驗,就比那能化的金子更顯寶貴
[00:05:11.200 --> 00:05:14.560]  可以在基督耶穌顯現的時候
[00:05:14.560 --> 00:05:17.440]  得着稱讚、榮耀和尊貴
[00:05:17.440 --> 00:05:18.480]  還有4章13節,他說
[00:05:18.480 --> 00:05:22.000]  都要歡喜,因爲你們是與基督一同受苦
[00:05:22.000 --> 00:05:24.800]  使你們在他榮耀顯現的時候
[00:05:24.800 --> 00:05:26.640]  可以得着歡喜快樂
[00:05:26.640 --> 00:05:29.360]  這裏是講到什麼?將來
[00:05:29.360 --> 00:05:34.720]  將來基督來的時候那份榮耀
[00:05:34.720 --> 00:05:36.560]  在剛纔我們讀的5章10節,他說什麼呢?
[00:05:36.560 --> 00:05:38.800]  叫你們得享他榮耀的榮耀
[00:05:38.800 --> 00:05:41.120]  什麼叫榮耀呢?我們要再問
[00:05:41.120 --> 00:05:44.000]  基督徒在什麼時候得到這份榮耀
[00:05:44.000 --> 00:05:47.120]  讓我們能夠明白到
[00:05:47.120 --> 00:05:49.200]  我們能夠堅持在受苦的裏面
[00:05:49.200 --> 00:05:52.320]  他又和受苦有什麼關係呢?
[00:05:52.320 --> 00:05:54.640]  透過剛纔我和大家分享的經文
[00:05:54.640 --> 00:05:57.280]  我們發覺到這兩種是有兩種的榮耀
[00:05:57.280 --> 00:06:00.160]  第一種榮耀就是講到現在的榮耀
[00:06:00.160 --> 00:06:04.320]  在我們生命裏面是得着榮耀的模樣
[00:06:04.320 --> 00:06:06.080]  就是在我們生命裏面
[00:06:06.080 --> 00:06:10.000]  能夠充滿着基督榮耀的聖情和美德
[00:06:10.000 --> 00:06:11.680]  是別人能夠見到的
[00:06:11.680 --> 00:06:14.000]  是我們生命中流露出來的
[00:06:14.000 --> 00:06:16.800]  第二種榮耀是講到將來的榮耀
[00:06:16.800 --> 00:06:18.480]  是基督來的時候
[00:06:18.480 --> 00:06:19.680]  我們得着榮耀的身體
[00:06:19.680 --> 00:06:22.320]  成爲一個榮耀的後子
[00:06:22.320 --> 00:06:24.320]  榮耀的繼承者
[00:06:24.320 --> 00:06:30.240]  也告訴我們將來我們和基督一同承受萬有
