
[00:00:00.000 --> 00:00:02.140]  請我們再一次同心為一同祈禱
[00:00:02.140 --> 00:00:04.400]  主父我們再一次感謝祢
[00:00:04.400 --> 00:00:06.060]  給祢寶貴的話語
[00:00:06.060 --> 00:00:09.980]  去提醒、渲敏、督責、改變我們
[00:00:09.980 --> 00:00:11.980]  求聖靈藉著祢的話語
[00:00:11.980 --> 00:00:13.660]  在我們心裏面動功
[00:00:13.660 --> 00:00:15.660]  做祢所做的工作
[00:00:15.660 --> 00:00:18.300]  以致我們踏出這個教堂門口
[00:00:18.300 --> 00:00:20.300]  我們已經不同了
[00:00:20.300 --> 00:00:22.540]  求祢祝福、保守我們每一位
[00:00:22.540 --> 00:00:24.340]  祈禱奉耶穌基督命求
[00:00:24.340 --> 00:00:26.340]  阿們
[00:00:27.120 --> 00:00:32.240]  美國侯斯頓警局經過很多年的案件
[00:00:32.240 --> 00:00:34.240]  和他們的經驗
[00:00:34.240 --> 00:00:37.040]  他就做了一個報告
[00:00:37.040 --> 00:00:40.040]  與其說是報告不如說是一個警告
[00:00:40.040 --> 00:00:43.640]  他提出有十二個途徑
[00:00:43.640 --> 00:00:46.120]  可以訓練到你的子女
[00:00:46.120 --> 00:00:49.120]  將來成為問題青年
[00:00:49.120 --> 00:00:51.120]  跨仔跨女
[00:00:51.120 --> 00:00:53.120]  所以如果你想你的子女變壞
[00:00:53.120 --> 00:00:55.120]  做跨仔跨女
[00:00:55.120 --> 00:00:57.120]  跟著這十二條秘方去做
[00:00:57.120 --> 00:01:00.120]  就雖不中亦不遠矣
[00:01:00.120 --> 00:01:03.120]  這十二個大的條件是什麼呢
[00:01:03.120 --> 00:01:05.120]  第一你的子女要什麼
[00:01:05.120 --> 00:01:07.120]  你就給什麼
[00:01:07.120 --> 00:01:09.120]  等到她長大之後就覺得
[00:01:09.120 --> 00:01:12.120]  世界上一切的東西都是應份的
[00:01:12.120 --> 00:01:16.120]  不需要付任何努力和代價去取得的
[00:01:16.120 --> 00:01:18.120]  這個所謂應份
[00:01:18.120 --> 00:01:20.120]  在今天這個社會裏面
[00:01:20.120 --> 00:01:22.120]  我們青少年是非常流行的
[00:01:22.120 --> 00:01:26.120]  第二當子女說一些成人說話
[00:01:26.120 --> 00:01:28.120]  污言蔚語
[00:01:28.120 --> 00:01:32.120]  你就會覺得他很有趣
[00:01:32.120 --> 00:01:34.120]  這個新婚仔很成熟
[00:01:34.120 --> 00:01:36.120]  不加制止
[00:01:36.120 --> 00:01:39.120]  將來就完全沒有紀律了
[00:01:39.120 --> 00:01:43.120]  第三千萬不要跟她說屬靈的教訓
[00:01:43.120 --> 00:01:45.120]  等到她二十一歲的時候
[00:01:45.120 --> 00:01:47.120]  才由她自己去決定
[00:01:47.120 --> 00:01:49.120]  第四不要指責她的錯處
[00:01:49.120 --> 00:01:51.120]  引起她發生內疚
[00:01:51.120 --> 00:01:53.120]  這個時候她的犯罪
[00:01:53.120 --> 00:01:57.120]  就會將責任交在別人身上
[00:01:57.120 --> 00:01:59.120]  子女不收拾東西
[00:01:59.120 --> 00:02:01.120]  弄得亂七八糟
[00:02:01.120 --> 00:02:03.120]  一於去動牢
[00:02:03.120 --> 00:02:05.120]  叫他們不知道什麼叫做責任感
[00:02:05.120 --> 00:02:09.120]  尤其是我們中國人的父母是最流行的
[00:02:09.120 --> 00:02:12.120]  子女的玩具弄得亂七八糟
[00:02:12.120 --> 00:02:14.120]  雖然你罵
[00:02:14.120 --> 00:02:16.120]  但一邊罵你一邊幫你收拾
[00:02:16.120 --> 00:02:18.120]  我不是很明白
[00:02:18.120 --> 00:02:22.120]  一是你罵你就不要收拾
[00:02:22.120 --> 00:02:24.120]  你收拾就不要吵
[00:02:24.120 --> 00:02:26.120]  最好由她自己收拾
[00:02:26.120 --> 00:02:28.120]  第六
[00:02:28.120 --> 00:02:30.120]  那些父母
[00:02:30.120 --> 00:02:33.120]  子女見到父母喜歡看什麼電視
[00:02:33.120 --> 00:02:35.120]  上什麼網由他去做
[00:02:35.120 --> 00:02:39.120]  讓他的垃圾全部塞進腦袋裡
[00:02:39.120 --> 00:02:40.120]  第七
[00:02:40.120 --> 00:02:42.120]  父母吵架
[00:02:42.120 --> 00:02:43.120]  相爭
[00:02:43.120 --> 00:02:47.120]  最重要是在子女面前大吵大鬧
[00:02:47.120 --> 00:02:49.120]  甚至牽著他下水
[00:02:49.120 --> 00:02:51.120]  讓他支持你
[00:02:51.120 --> 00:02:53.120]  讓他看慣了之後
[00:02:53.120 --> 00:02:55.120]  心裡有預備將來離婚
[00:02:55.120 --> 00:02:57.120]  他也不會覺得太過詫異
[00:02:57.120 --> 00:02:59.120]  第八
[00:02:59.120 --> 00:03:00.120]  有求必應
[00:03:00.120 --> 00:03:02.120]  子女伸手問你拿錢
[00:03:02.120 --> 00:03:03.120]  從不堆持
[00:03:03.120 --> 00:03:05.120]  有求必應
[00:03:05.120 --> 00:03:07.120]  也是訓練到他將來
[00:03:07.120 --> 00:03:09.120]  不需要付任何的勞力
[00:03:09.120 --> 00:03:11.120]  第九
[00:03:11.120 --> 00:03:13.120]  他們喜歡吃什麼就給他吃
[00:03:13.120 --> 00:03:15.120]  喝什麼就給他喝
[00:03:15.120 --> 00:03:17.120]  任他拿取
[00:03:17.120 --> 00:03:19.120]  來滿足他自己
[00:03:19.120 --> 00:03:21.120]  第十
[00:03:21.120 --> 00:03:23.120]  如果有些老師
[00:03:23.120 --> 00:03:25.120]  鄰舍
[00:03:25.120 --> 00:03:27.120]  警察
[00:03:27.120 --> 00:03:29.120]  跟他有衝突的時候
[00:03:29.120 --> 00:03:31.120]  千萬不要罵你的子女
[00:03:31.120 --> 00:03:33.120]  一於說是別人的錯
[00:03:33.120 --> 00:03:35.120]  保持他的自尊
[00:03:35.120 --> 00:03:37.120]  第十一
[00:03:37.120 --> 00:03:39.120]  當你的子女有麻煩的時候
[00:03:39.120 --> 00:03:41.120]  你就跟他出頭
[00:03:41.120 --> 00:03:43.120]  跟他道歉
[00:03:43.120 --> 00:03:45.120]  別人的錯處
[00:03:45.120 --> 00:03:47.120]  永遠讓他站在你後面
[00:03:47.120 --> 00:03:51.120]  第十二
[00:03:51.120 --> 00:03:53.120]  上上提醒和教導他
[00:03:53.120 --> 00:03:55.120]  這個世界是不公平的
[00:03:55.120 --> 00:03:57.120]  是自私的
[00:03:57.120 --> 00:03:59.120]  如果要生存
[00:03:59.120 --> 00:04:01.120]  你就要自己親一下身
[00:04:01.120 --> 00:04:05.120]  如果你跟著這十二點去做
[00:04:05.120 --> 00:04:07.120]  教你的子女
[00:04:07.120 --> 00:04:09.120]  根據侯斯頓警局說
[00:04:09.120 --> 00:04:11.120]  你的子女
[00:04:11.120 --> 00:04:13.120]  跨子跨女
[00:04:13.120 --> 00:04:15.120]  機會超過90%
[00:04:15.120 --> 00:04:19.120]  其實你看回這十二點
[00:04:19.120 --> 00:04:21.120]  一言蔽之
