
[00:00:00.000 --> 00:00:02.800]  所以我过去每个月第一个礼拜
[00:00:02.800 --> 00:00:06.800]  我都会讲广传呼应偏差经济的信息
[00:00:06.800 --> 00:00:09.720]  如果您记得我一月第一个礼拜
[00:00:09.720 --> 00:00:14.160]  我是用韩国世界路金兰教会
[00:00:14.160 --> 00:00:21.200]  他们在十年前从12个人发展到现在的将近一万个人
[00:00:21.200 --> 00:00:24.440]  为什么我们看了那个带子
[00:00:24.440 --> 00:00:26.600]  我们就知道为什么
[00:00:26.600 --> 00:00:29.800]  因为当他们刚开始的时候
[00:00:29.800 --> 00:00:33.280]  那12个人连小朋友也好
[00:00:33.280 --> 00:00:38.280]  老先生老太太都是痛哭流涕的
[00:00:38.280 --> 00:00:40.080]  叙劳的祷告
[00:00:40.080 --> 00:00:42.640]  神听他们的祷告
[00:00:42.640 --> 00:00:44.920]  后来他们越来越多人
[00:00:44.920 --> 00:00:48.480]  他们就广传福音偏差经济
[00:00:48.480 --> 00:00:51.840]  神就大大的赐福给他们
[00:00:51.840 --> 00:00:56.800]  跟着我讲的第二个是这福音本是神的大能
[00:00:56.800 --> 00:01:01.480]  这是在罗马书一章13到17节
[00:01:01.480 --> 00:01:05.400]  他说为了拯救那十上的人
[00:01:05.400 --> 00:01:09.480]  先是犹太人后是希腊人
[00:01:09.480 --> 00:01:13.000]  我们也就因此而蒙福
[00:01:13.000 --> 00:01:18.680]  但是我们传福音往往是传的有一点偏了路
[00:01:18.680 --> 00:01:22.520]  因为我举了再三的例子
[00:01:22.520 --> 00:01:24.720]  我再来讲一次
[00:01:24.720 --> 00:01:29.040]  如果说你今天坐飞机上了飞机
[00:01:29.040 --> 00:01:32.160]  这个机长拿一个降落伞给你说
[00:01:32.160 --> 00:01:38.360]  某某先生你穿了那个降落伞就保证你旅途愉快
[00:01:38.360 --> 00:01:40.360]  所以你就把它穿上了
[00:01:40.360 --> 00:01:41.960]  但是好热啊
[00:01:41.960 --> 00:01:43.440]  穿了又不舒服
[00:01:43.440 --> 00:01:45.320]  又有人笑你
[00:01:45.320 --> 00:01:49.440]  你说你不是很快就把它丢了吗
[00:01:49.440 --> 00:01:51.680]  但是如果你上了飞机
[00:01:51.680 --> 00:01:55.200]  这个机长跟你说某某先生
[00:01:55.200 --> 00:01:58.800]  这个降落伞可是要救你命的
[00:01:58.800 --> 00:02:01.800]  这个飞机不知道什么时候会掉下来
[00:02:01.800 --> 00:02:03.880]  你最好穿着吧
[00:02:03.880 --> 00:02:05.440]  你就穿上它
[00:02:05.440 --> 00:02:07.000]  再怎么热
[00:02:07.000 --> 00:02:08.840]  再怎么不舒服
[00:02:08.840 --> 00:02:10.360]  再怎么人笑你
[00:02:10.360 --> 00:02:12.840]  你说不脱就是不脱
[00:02:12.840 --> 00:02:15.160]  这就是我们要传的福音
[00:02:15.160 --> 00:02:18.520]  我们常常说福音是白白的得来
[00:02:18.520 --> 00:02:21.400]  但是我们不要让他白白的舍弃
[00:02:21.400 --> 00:02:22.560]  好不好
[00:02:22.560 --> 00:02:23.240]  Hallelujah
[00:02:23.240 --> 00:02:24.560]  再美成
[00:02:24.560 --> 00:02:27.280]  后来我又讲了一个
[00:02:27.280 --> 00:02:28.920]  这是马可福音
[00:02:28.920 --> 00:02:31.680]  其实四福音书都有讲
[00:02:31.680 --> 00:02:39.240]  就是说耶稣说你们每封传这福音都要述说这女人为我所做的事
[00:02:39.240 --> 00:02:41.320]  这女人为耶稣做了什么
[00:02:41.320 --> 00:02:42.600]  就是玛利亚
[00:02:42.600 --> 00:02:44.960]  她用高高耶稣
[00:02:44.960 --> 00:02:47.120]  她用她一生的积蓄
[00:02:47.120 --> 00:02:50.520]  那三十两一个人全年的收入
[00:02:50.520 --> 00:02:52.040]  她打破玉瓶
[00:02:52.040 --> 00:02:55.160]  然后浇灌在耶稣身上
[00:02:55.160 --> 00:03:01.080]  耶稣说你们每一次传福音都要讲这女人为我所做的
[00:03:01.080 --> 00:03:03.360]  其实我说这没有什么了不起
[00:03:03.360 --> 00:03:07.320]  你只要把你一年的薪水都捐出来给教会
[00:03:07.320 --> 00:03:10.360]  你就可以跟着女人比美了
[00:03:10.360 --> 00:03:15.200]  耶稣他讲的意思是说你们你们传福音的时候
[00:03:15.200 --> 00:03:16.880]  你们领受福音的时候
[00:03:16.880 --> 00:03:18.960]  不要老是说神啊
[00:03:18.960 --> 00:03:20.000]  你要做什么
[00:03:20.000 --> 00:03:21.160]  为我神啊
[00:03:21.160 --> 00:03:22.720]  你要祝福神啊
[00:03:22.720 --> 00:03:23.760]  你要保守我
[00:03:23.760 --> 00:03:25.160]  神要你要医治我
[00:03:25.160 --> 00:03:25.560]  神啊
[00:03:25.560 --> 00:03:28.080]  你要使我全家幸福快乐美满
[00:03:28.080 --> 00:03:33.640]  但是耶稣说你们要说这女人为我做了什么
[00:03:33.640 --> 00:03:34.680]  换句话说
[00:03:34.680 --> 00:03:37.160]  你为耶稣做了
[00:03:37.160 --> 00:03:41.280]  不要只是想从耶稣那边拿拿拿
[00:03:41.280 --> 00:03:43.560]  所以这是我也讲过这个道
[00:03:43.560 --> 00:03:45.280]  跟着我讲了
[00:03:45.280 --> 00:03:48.520]  在广传福音之后
[00:03:48.520 --> 00:03:52.880]  我说如果我们把福音广传了会是什么样子
[00:03:52.880 --> 00:03:55.320]  我用了约尔书第二章所说的
[00:03:55.320 --> 00:03:57.200]  说茧虫吃剩的
[00:03:57.200 --> 00:03:58.600]  蝗虫来吃
[00:03:58.600 --> 00:04:00.040]  蝗虫吃剩的
[00:04:00.040 --> 00:04:01.240]  男子来吃
[00:04:01.240 --> 00:04:03.680]  男子剩下的蚂蚱来吃
[00:04:03.680 --> 00:04:06.720]  把我们的收成全部吃的光光了
[00:04:06.720 --> 00:04:08.440]  所以好可怜啊
[00:04:08.440 --> 00:04:10.880]  就好像哈巴古书所说的
[00:04:10.880 --> 00:04:12.720]  说五花果树不开花
[00:04:12.720 --> 00:04:15.320]  葡萄树也不效力
[00:04:15.320 --> 00:04:17.760]  橄榄树也不结果
[00:04:17.760 --> 00:04:19.560]  棚内没有牛
[00:04:19.560 --> 00:04:21.360]  圈内没有羊
[00:04:21.360 --> 00:04:22.640]  好可惜啊
[00:04:22.640 --> 00:04:24.320]  好可怜啊
[00:04:24.320 --> 00:04:28.960]  但是我要因耶和华喜乐
[00:04:28.960 --> 00:04:33.160]  神就要再一次补还给我们
[00:04:33.160 --> 00:04:37.280]  南地的河水要复流
[00:04:37.280 --> 00:04:41.720]  神要再一次让我们兴旺的灵灵堂兴旺起来
[00:04:41.720 --> 00:04:44.040]  我们也为其他的教会求
[00:04:44.040 --> 00:04:49.240]  求神的工作在这地上大大的兴旺起来
[00:04:49.240 --> 00:04:51.880]  前一次讲的是
[00:04:51.880 --> 00:04:54.200]  那我们怎么传福音啊
[00:04:54.200 --> 00:04:56.760]  我用了耶稣传福音的例子
[00:04:56.760 --> 00:05:00.720]  基本上耶稣传福音只有两个方法
[00:05:00.720 --> 00:05:03.800]  耶稣对讲律法的人
[00:05:03.800 --> 00:05:05.280]  他就传律法
[00:05:05.280 --> 00:05:07.760]  耶稣对讲恩典
[00:05:07.760 --> 00:05:09.600]  谦卑顺服的人
[00:05:09.600 --> 00:05:12.000]  他就传恩典
[00:05:12.000 --> 00:05:13.080]  您记得吗
[00:05:13.080 --> 00:05:15.480]  那有一个富有的少年官
[00:05:15.480 --> 00:05:16.680]  他跟耶稣说
[00:05:16.680 --> 00:05:19.560]  我要如何才能有永生
[00:05:19.560 --> 00:05:21.200]  耶稣说什么
[00:05:21.200 --> 00:05:23.000]  耶稣说你要不可以杀人
[00:05:23.000 --> 00:05:24.120]  不可以偷窃
[00:05:24.120 --> 00:05:24.960]  你要爱神
[00:05:24.960 --> 00:05:25.880]  你要爱人
[00:05:25.880 --> 00:05:28.960]  他说这些我都做到了
[00:05:28.960 --> 00:05:32.160]  换句话说对这个富有的少年官
[00:05:32.160 --> 00:05:33.560]  对耶稣来说
[00:05:33.560 --> 00:05:36.000]  他是一个讲律法的人
[00:05:36.000 --> 00:05:38.880]  其实律法就是福音
[00:05:38.880 --> 00:05:40.120]  你杀不杀人啊
[00:05:40.120 --> 00:05:41.080]  不杀人
[00:05:41.080 --> 00:05:43.840]  所以不可杀人是保护你的嘛
[00:05:43.840 --> 00:05:45.320]  所以是福音
[00:05:45.320 --> 00:05:46.760]  在耶路撒冷地
[00:05:46.760 --> 00:05:48.760]  如果羊群在旷野地
[00:05:48.760 --> 00:05:50.880]  它根本睡不着觉
[00:05:50.880 --> 00:05:54.800]  因为那个豺狼虎豹随时要来吃它
[00:05:54.800 --> 00:05:58.320]  所以牧羊人要把羊放在羊圈里面
[00:05:58.320 --> 00:05:59.880]  然后看守了
[00:05:59.880 --> 00:06:01.080]  看紧了
[00:06:01.080 --> 00:06:03.120]  主耶稣说我是好牧人
[00:06:03.120 --> 00:06:05.080]  好牧人为羊舍命
[00:06:05.080 --> 00:06:06.320]  我不是故宫
[00:06:06.320 --> 00:06:07.680]  我不是强盗
[00:06:07.680 --> 00:06:09.240]  强盗从后面进来
[00:06:09.240 --> 00:06:10.240]  来偷羊
[00:06:10.240 --> 00:06:11.280]  来吃羊
[00:06:11.280 --> 00:06:13.960]  但是我为羊群舍命
[00:06:13.960 --> 00:06:17.080]  这是主耶稣要再让我们知道的
[00:06:17.080 --> 00:06:18.160]  主耶稣说
[00:06:18.160 --> 00:06:20.040]  你这些都做到了
[00:06:20.040 --> 00:06:21.200]  那我请问你
[00:06:21.200 --> 00:06:24.480]  你还要放弃你所有的财产
[00:06:24.480 --> 00:06:28.040]  在天上必有财宝为你预备
[00:06:28.040 --> 00:06:29.720]  你要来跟随我
[00:06:29.720 --> 00:06:32.520]  主耶稣搬出世界第一条
[00:06:32.520 --> 00:06:35.080]  就是说不可败偶像
[00:06:35.080 --> 00:06:38.280]  财富有的时候成为我们的偶像
[00:06:38.280 --> 00:06:40.480]  主耶稣对守律法的人
[00:06:40.480 --> 00:06:42.040]  他就一条一条的
[00:06:42.040 --> 00:06:43.560]  你说说看你做得到
[00:06:43.560 --> 00:06:45.240]  做不到吧
[00:06:45.240 --> 00:06:46.680]  但是尼哥底姆
[00:06:46.680 --> 00:06:48.600]  他半夜来见耶稣说
[00:06:48.600 --> 00:06:52.200]  父子我要怎样才可以承受永生
[00:06:52.200 --> 00:06:53.320]  主耶稣就跟他讲
[00:06:53.320 --> 00:06:54.000]  恩典
[00:06:54.000 --> 00:06:55.560]  你要重生
[00:06:55.560 --> 00:06:58.240]  因为他是一个法利塞人的官
[00:06:58.240 --> 00:07:00.000]  他也很清楚
[00:07:00.000 --> 00:07:02.120]  他一生遵守了律法
[00:07:02.120 --> 00:07:04.720]  但是他心里面没有平安
[00:07:04.720 --> 00:07:05.800]  没有喜乐
[00:07:05.800 --> 00:07:07.640]  唯有到耶稣的面前
[00:07:07.640 --> 00:07:09.600]  才能够得到这些
[00:07:09.600 --> 00:07:12.600]  今天我们要再来学习
[00:07:12.600 --> 00:07:14.800]  耶稣传福音的方法
[00:07:14.800 --> 00:07:16.560]  你是讲律法呢
[00:07:16.560 --> 00:07:18.480]  或者是讲恩典呢
[00:07:18.480 --> 00:07:21.760]  其实恩典律法都是一样的
[00:07:21.760 --> 00:07:23.640]  主耶稣说我来了
[00:07:23.640 --> 00:07:25.360]  不是要废除律法
[00:07:25.360 --> 00:07:27.800]  我来了是要来成全律法
[00:07:27.800 --> 00:07:28.880]  你看十届
[00:07:28.880 --> 00:07:31.480]  前四届是讲怎么爱神
[00:07:31.480 --> 00:07:33.920]  后六届是讲怎么爱人
[00:07:33.920 --> 00:07:35.320]  所以主耶稣说
[00:07:35.320 --> 00:07:37.600]  你要尽心尽意
[00:07:37.600 --> 00:07:39.080]  爱主你的神
[00:07:39.080 --> 00:07:41.720]  其次你要爱人如己
[00:07:41.720 --> 00:07:42.800]  就这么两条
[00:07:42.800 --> 00:07:43.840]  你做得到
[00:07:43.840 --> 00:07:46.080]  你就可以坦然无惧
[00:07:46.080 --> 00:07:47.520]  来到神的面前
[00:07:47.520 --> 00:07:49.480]  来领受他的恩典
[00:07:49.480 --> 00:07:50.920]  以祝福他
[00:07:50.920 --> 00:07:54.200]  神说耶和华的律法完美
[00:07:54.200 --> 00:07:56.640]  能叫灵魂回转
[00:07:56.640 --> 00:07:58.960]  这是大卫王的诗篇
[00:07:58.960 --> 00:08:01.720]  保罗在罗马书三章十九节说
[00:08:01.720 --> 00:08:03.640]  律法上的话
[00:08:03.640 --> 00:08:06.800]  是对律法以下之人说的
[00:08:06.800 --> 00:08:10.280]  好塞住每个人的口
[00:08:10.280 --> 00:08:14.760]  叫普世人都在神面前有罪
[00:08:14.760 --> 00:08:18.120]  换句话说主耶稣向人传律法
[00:08:18.120 --> 00:08:20.280]  他是要让你知罪
[00:08:20.280 --> 00:08:23.000]  我们刚才念的这个经文
[00:08:23.000 --> 00:08:25.440]  是非常有名的一段经文
[00:08:25.440 --> 00:08:28.960]  叫做《行淫的女人被捉拿》
[00:08:28.960 --> 00:08:30.320]  这些法利塞人
[00:08:30.320 --> 00:08:32.520]  这些文士、律法师等
[00:08:32.520 --> 00:08:33.720]  还有群众
[00:08:33.720 --> 00:08:35.480]  把这个行淫的妇人
[00:08:35.480 --> 00:08:39.200]  因为圣经上面第七条讲得非常明白
[00:08:39.200 --> 00:08:40.320]  不可揭明
[00:08:40.320 --> 00:08:41.360]  这个行淫的妇人
[00:08:41.360 --> 00:08:44.000]  正在行淫的时候被捉拿到
[00:08:44.000 --> 00:08:46.560]  然后带到耶稣面前
[00:08:46.560 --> 00:08:48.720]  他们为了要试探耶稣
[00:08:48.720 --> 00:08:51.160]  我看你怎么判
[00:08:51.160 --> 00:08:52.920]  但是您知道吗
[00:08:52.920 --> 00:08:54.800]  按照摩西律法
[00:08:54.800 --> 00:08:57.640]  那个男的也要抓来
[00:08:57.640 --> 00:08:59.880]  为什么只把这个女的抓来
[00:08:59.880 --> 00:09:02.040]  不把这个男的抓来呢
[00:09:02.040 --> 00:09:03.680]  我们如果靠律法
