
[00:00:00.000 --> 00:00:01.740]  頂子妹平安
[00:00:01.740 --> 00:00:04.560]  感謝神今天我們能夠一起敬拜
[00:00:04.560 --> 00:00:07.060]  一起思想神的話
[00:00:07.060 --> 00:00:08.840]  有一次有一群遊客
[00:00:08.840 --> 00:00:14.000]  他們去到一條很出名的村莊來參觀
[00:00:14.000 --> 00:00:17.300]  這條村莊的風景如詩如畫
[00:00:17.300 --> 00:00:20.420]  據聞也是不少名人的故鄉
[00:00:20.420 --> 00:00:22.500]  在當中其中有一位遊客
[00:00:22.500 --> 00:00:24.220]  當他一路走的時候
[00:00:24.220 --> 00:00:27.940]  他看到有一位老伯伯坐在一棵樹的下面
[00:00:27.940 --> 00:00:32.340]  於是他就過去與這位老伯伯來聊天
[00:00:32.340 --> 00:00:35.500]  稱讚這裏的風景真的很美
[00:00:35.500 --> 00:00:41.220]  並帶著恭維的口吻來問這位老伯伯
[00:00:41.220 --> 00:00:42.880]  這裏地靈人傑
[00:00:42.880 --> 00:00:47.020]  不知道有什麼名人在這裏出生的呢?
[00:00:47.020 --> 00:00:49.100]  這位老伯伯的答案很特別
[00:00:49.100 --> 00:00:50.800]  他說沒有
[00:00:50.800 --> 00:00:52.620]  沒有名人在這裏出生
[00:00:52.620 --> 00:00:57.380]  所有在這裏出生的都只是嬰孩
[00:00:57.380 --> 00:00:59.860]  這位老伯伯的答案很有智慧
[00:00:59.860 --> 00:01:04.460]  事實上我們每一個人都要經歷成長的過程
[00:01:04.460 --> 00:01:06.660]  都要付出血汗
[00:01:06.660 --> 00:01:08.460]  都要努力奮鬥
[00:01:08.460 --> 00:01:11.460]  才能夠有機會成材
[00:01:11.460 --> 00:01:15.600]  弟兄姊妹,其實基督徒的生命都是一樣
[00:01:15.600 --> 00:01:19.660]  我們信主的時候就好像一個初生的嬰孩
[00:01:19.660 --> 00:01:22.660]  無論我們信主的時候是八歲
[00:01:22.660 --> 00:01:24.420]  或者是八十歲也好
[00:01:24.420 --> 00:01:27.420]  我們都只是一個熟齡的嬰孩
[00:01:27.420 --> 00:01:31.540]  都要在主裏面漸漸地成長
[00:01:31.540 --> 00:01:35.060]  如果我們認識一位弟兄或者一位姊妹
[00:01:35.060 --> 00:01:37.900]  他已經信了主二十年、三十年的時間
[00:01:37.900 --> 00:01:41.300]  但是他仍然不夠像一個嬰孩那樣
[00:01:41.300 --> 00:01:43.180]  我們都會覺得很驚訝
[00:01:43.180 --> 00:01:46.420]  我們都會感到可惜
[00:01:46.420 --> 00:01:51.060]  其實成長的概念對我們來說是不陌生的
[00:01:51.060 --> 00:01:53.020]  由我們小時候讀書開始
[00:01:53.020 --> 00:01:54.940]  我們一年升一級
[00:01:54.940 --> 00:01:57.900]  年年成長
[00:01:57.900 --> 00:02:00.900]  但是當我們人長大了
[00:02:00.900 --> 00:02:02.740]  我們有很多的角色責任
[00:02:02.740 --> 00:02:05.740]  我們都忙於應付生活裏面的種種的時候
[00:02:05.740 --> 00:02:09.380]  有時候我們很容易會漸漸忘記
[00:02:09.380 --> 00:02:11.780]  我們成長的需要
[00:02:11.780 --> 00:02:13.820]  我們熟齡生命要成長
[00:02:13.820 --> 00:02:16.580]  但是我們很容易會忽略了
[00:02:16.580 --> 00:02:18.060]  今天我們繼續
[00:02:18.060 --> 00:02:22.340]  一起來思想貼撒洛尼加的書信
[00:02:22.340 --> 00:02:25.260]  今天我們來到貼撒洛尼加後書
[00:02:25.260 --> 00:02:27.540]  第一章的第一個段落
[00:02:27.540 --> 00:02:28.900]  當中我們看到
[00:02:28.900 --> 00:02:31.300]  這一班信徒的成長
[00:02:31.300 --> 00:02:34.180]  特別是信心的成長、愛心的成長
[00:02:34.180 --> 00:02:36.140]  這樣的成長幫助他們
[00:02:36.140 --> 00:02:38.740]  去面對一切的迫不還難
[00:02:38.740 --> 00:02:40.340]  仍然能夠堅忍
[00:02:40.340 --> 00:02:42.300]  並且得著稱讚
[00:02:42.300 --> 00:02:44.460]  我很盼望今天我們藉著這段經文
[00:02:44.460 --> 00:02:47.100]  我們能夠一起彼此提醒
[00:02:47.100 --> 00:02:49.060]  彼此激勵
[00:02:49.060 --> 00:02:52.300]  首先讓我們一起來讀出今天的經文
[00:02:52.300 --> 00:02:56.180]  在貼撒洛尼加後書一章一至四節
[00:02:56.180 --> 00:02:57.820]  預備起
[00:02:57.820 --> 00:03:00.340]  「保羅、西拉、提摩泰
[00:03:00.340 --> 00:03:02.620]  寫信給貼撒洛尼加
[00:03:02.620 --> 00:03:04.540]  在神我們的父
[00:03:04.540 --> 00:03:07.580]  與主耶穌基督裡的教會
[00:03:07.580 --> 00:03:10.700]  願因為平安、從父神
[00:03:10.700 --> 00:03:14.140]  和主耶穌基督歸於你們
[00:03:14.140 --> 00:03:15.260]  弟兄們
[00:03:15.260 --> 00:03:18.620]  我們該為你們常常感謝神
[00:03:18.620 --> 00:03:20.620]  這本是合宜的
[00:03:20.620 --> 00:03:23.740]  因你們的信心格外增長
[00:03:23.740 --> 00:03:28.860]  並且你們眾人彼此相愛的心也都充足
[00:03:28.860 --> 00:03:32.020]  甚至我們在神的各教會裡
[00:03:32.020 --> 00:03:33.860]  為你們誇口
[00:03:33.860 --> 00:03:38.460]  都因你們在所受的一切迫不還難中
[00:03:38.460 --> 00:03:42.300]  仍舊存忍耐和信心」
[00:03:42.300 --> 00:03:44.980]  首先我們重溫一點的背景
[00:03:44.980 --> 00:03:49.060]  貼撒洛尼加城是馬其頓省的省會
[00:03:49.060 --> 00:03:51.620]  是一個繁忙的都市
[00:03:51.620 --> 00:03:53.660]  經濟活動頻繁
[00:03:53.660 --> 00:03:56.860]  當中大部分都是外邦人、希臘人
[00:03:56.860 --> 00:04:00.100]  也有一些猶太人來到當中
[00:04:00.100 --> 00:04:03.700]  來做生意、來經商
[00:04:03.700 --> 00:04:05.260]  當地很可惜
[00:04:05.260 --> 00:04:07.820]  大部分人都是敬拜偶像
[00:04:07.820 --> 00:04:10.540]  過著紙醉金迷的生活
[00:04:10.540 --> 00:04:14.340]  貼撒洛尼加教會是保羅第二次宣教旅程
[00:04:14.340 --> 00:04:16.300]  裡面所建立的
[00:04:16.300 --> 00:04:19.300]  根據《使徒行傳》十七章的記載
[00:04:19.300 --> 00:04:21.180]  保羅在這個地方
[00:04:21.180 --> 00:04:24.020]  能夠傳福音的時間其實很短
[00:04:24.020 --> 00:04:25.820]  有些說法可能是幾星期
[00:04:25.820 --> 00:04:28.260]  最長也只是幾個月的時間
[00:04:28.260 --> 00:04:31.220]  但是福音的果效十分之好
[00:04:31.220 --> 00:04:34.500]  帶領了很多外邦人信主
[00:04:34.500 --> 00:04:38.180]  但是這樣就引來了當地一些不信的人
[00:04:38.180 --> 00:04:39.860]  他們的嫉妒
[00:04:39.860 --> 00:04:42.060]  聳動合乘的人
[00:04:42.060 --> 00:04:46.020]  來對付保羅和西拉
[00:04:46.020 --> 00:04:48.980]  他們在不得已的情況下
[00:04:48.980 --> 00:04:52.500]  就匆匆地離開了貼撒洛尼加這個地方
[00:04:52.500 --> 00:04:56.220]  而對當地信徒的逼迫
[00:04:56.220 --> 00:04:59.700]  也開始蔓延起來
[00:04:59.700 --> 00:05:02.460]  貼撒洛尼加教會就在這樣的背景下
[00:05:02.460 --> 00:05:03.860]  被孕育出來
[00:05:03.860 --> 00:05:07.340]  漸漸地建立起來
[00:05:07.340 --> 00:05:10.820]  由於保羅和西拉
[00:05:10.820 --> 00:05:14.780]  他們在迫不得已之下匆匆地離開
[00:05:14.780 --> 00:05:18.900]  因此他們對這一群屬靈的兒女
[00:05:18.900 --> 00:05:20.460]  是特別的掛心
[00:05:20.460 --> 00:05:22.260]  特別的牽腸掛肚
[00:05:22.260 --> 00:05:26.100]  心情就好像初生嬰兒的父母
[00:05:26.100 --> 00:05:27.940]  剛剛生了一個嬰兒出來
[00:05:27.940 --> 00:05:29.180]  就要離開他了
[00:05:29.180 --> 00:05:30.940]  丟下他
[00:05:30.940 --> 00:05:32.740]  後來保羅有機會
[00:05:32.740 --> 00:05:35.980]  差派提摩太去到他們的當中
[00:05:35.980 --> 00:05:37.980]  來兼顧他們的信心
[00:05:37.980 --> 00:05:39.380]  安慰他們
[00:05:39.380 --> 00:05:43.700]  提摩太也帶回一個好消息給保羅
[00:05:43.700 --> 00:05:47.260]  感謝神這一群初生的屬靈嬰孩
[00:05:47.260 --> 00:05:50.100]  他們的信心仍然安好
[00:05:50.100 --> 00:05:52.340]  保羅心裏面稍得安慰
[00:05:52.340 --> 00:05:55.380]  但他仍然很記掛這一間教會
[00:05:55.380 --> 00:05:58.980]  所以他在寫了貼撒洛尼加前書
[00:05:58.980 --> 00:06:00.140]  不久之後
[00:06:00.140 --> 00:06:04.380]  就寫了今天我們要看的後書
[00:06:04.380 --> 00:06:05.740]  跟前書一樣
[00:06:05.740 --> 00:06:08.100]  後書我們剛才看見
[00:06:08.100 --> 00:06:09.860]  一開始的文案都是以
[00:06:09.860 --> 00:06:11.860]  保羅、西拉和提摩太
[00:06:11.860 --> 00:06:14.540]  來作為寫信人
[00:06:14.540 --> 00:06:16.540]  目的是要表達
[00:06:16.540 --> 00:06:19.540]  整個團隊對他們的記掛
[00:06:19.540 --> 00:06:22.580]  雖然有不少聖經學者都認為
[00:06:22.580 --> 00:06:25.180]  這卷書信其實都是保羅寫的
[00:06:25.180 --> 00:06:27.540]  是保羅自己的書信
[00:06:27.540 --> 00:06:28.700]  不過
[00:06:28.700 --> 00:06:32.940]  要表達團隊對他們的支持和記掛
[00:06:32.940 --> 00:06:35.340]  跟他們是結連起來的
[00:06:35.340 --> 00:06:36.660]  有同一個天賦
[00:06:36.660 --> 00:06:38.460]  一同去承受
[00:06:38.460 --> 00:06:39.820]  從神而來
[00:06:39.820 --> 00:06:43.460]  在基督耶穌裏面的恩惠和平安
[00:06:43.460 --> 00:06:45.700]  保羅要讓他們知道
[00:06:45.700 --> 00:06:46.980]  雖然儘管
[00:06:46.980 --> 00:06:49.180]  眼前他們正在經歷很多困難
[00:06:49.180 --> 00:06:53.500]  但他們並不是孤單地面對
[00:06:53.500 --> 00:06:55.340]  而是整個信仰群體
[00:06:55.340 --> 00:06:57.500]  一同去經歷
[00:06:57.500 --> 00:07:01.700]  在當中也有很多神的恩典
[00:07:01.700 --> 00:07:03.300]  在親切的文案之後
[00:07:03.300 --> 00:07:06.900]  是保羅一段很真誠的感恩
[00:07:06.900 --> 00:07:10.180]  為這間教會來感謝神
[00:07:10.180 --> 00:07:12.540]  接下來的教會雖然很幼嫩
[00:07:12.540 --> 00:07:14.100]  可能只是一歲兩歲
[00:07:14.100 --> 00:07:16.900]  大概這樣的時間
[00:07:16.900 --> 00:07:22.100]  但他們的成長卻令保羅十分鼓舞
[00:07:22.100 --> 00:07:23.580]  十分欣慰
[00:07:23.580 --> 00:07:28.700]  保羅的讚賞並不是一般客套的說話
[00:07:28.700 --> 00:07:30.740]  在剛才的經文裏我們看到
[00:07:30.740 --> 00:07:31.900]  保羅說
[00:07:31.900 --> 00:07:33.820]  他對他們的感恩
[00:07:33.820 --> 00:07:35.220]  對他們的稱讚
[00:07:35.220 --> 00:07:37.580]  是本事合宜的
[00:07:37.580 --> 00:07:39.260]  特別要這樣說
[00:07:39.260 --> 00:07:40.300]  意思是
[00:07:40.300 --> 00:07:41.540]  不可以不為他們感恩
[00:07:41.540 --> 00:07:43.540]  不可以不稱讚他們
[00:07:43.540 --> 00:07:46.980]  並且在後來的一節更加提到
[00:07:46.980 --> 00:07:50.300]  甚至要在神的各教會裏面
[00:07:50.300 --> 00:07:53.340]  為他們誇口
[00:07:53.340 --> 00:07:54.500]  究竟
[00:07:54.500 --> 00:07:56.060]  接下來的教會
[00:07:56.060 --> 00:07:57.460]  有什麼特質
[00:07:57.460 --> 00:08:00.900]  令到保羅如此激烈讚賞呢?
[00:08:00.900 --> 00:08:04.900]  讓我們一起來看第三節
[00:08:04.900 --> 00:08:06.260]  經文這樣說
[00:08:06.260 --> 00:08:07.220]  弟兄們
