
[00:00:00.000 --> 00:00:03.200]  歡迎大家來到五樓的週六崇拜
[00:00:03.200 --> 00:00:07.200]  今天是我們所謂的意象的主日
[00:00:07.200 --> 00:00:10.000]  如果你去年這個時候在這裏的話
[00:00:10.000 --> 00:00:12.800]  你應該記得我去年用了五個星期
[00:00:12.800 --> 00:00:15.000]  講了一個教會DNA的系列
[00:00:15.000 --> 00:00:20.000]  所以去年我其實有五個星期來講我們的意象
[00:00:20.000 --> 00:00:23.000]  不過今年因爲很多種種原因的關係
[00:00:23.000 --> 00:00:24.600]  我只有一個星期
[00:00:24.600 --> 00:00:27.400]  所以我希望用以下很短的時間
[00:00:27.400 --> 00:00:32.200]  和大家總結過去也都是展望將來
[00:00:32.200 --> 00:00:34.600]  我今天想和大家講一個故事
[00:00:34.600 --> 00:00:38.000]  一個枯骨復活的故事
[00:00:38.000 --> 00:00:45.000]  我們的經文是提摩太後書第三章第十節到第四章第八節
[00:00:45.000 --> 00:00:46.600]  我們講到的題目是
[00:00:46.600 --> 00:00:51.000]  孵出的靈氣得救的智慧
[00:00:51.000 --> 00:00:53.400]  在我們還沒有看新約聖經的經文之前
[00:00:53.400 --> 00:00:56.200]  我想帶你回去看一箇舊約的故事
[00:00:56.200 --> 00:01:01.400]  這個故事其實在以細傑書第三十七章裏面
[00:01:01.400 --> 00:01:04.200]  可能你都很熟悉這段聖經
[00:01:04.200 --> 00:01:09.600]  故事講到上帝的靈帶着以細傑纔去到一個平原
[00:01:09.600 --> 00:01:13.800]  這個平原裏面遍佈了很多的骸骨
[00:01:13.800 --> 00:01:17.000]  而當以細傑去看這些骸骨的時候
[00:01:17.000 --> 00:01:19.000]  他們是極其的枯乾
[00:01:19.000 --> 00:01:20.400]  不是小小的枯乾
[00:01:20.400 --> 00:01:22.000]  是極其的枯乾
[00:01:22.000 --> 00:01:23.200]  然後上帝問他
[00:01:23.200 --> 00:01:24.400]  他說人子啊
[00:01:24.400 --> 00:01:25.800]  以細傑啊
[00:01:25.800 --> 00:01:31.600]  你說這些骸骨還能否復活過來呢
[00:01:31.600 --> 00:01:33.600]  以細傑很聰明
[00:01:33.600 --> 00:01:35.200]  他說我鬼知道
[00:01:35.200 --> 00:01:37.400]  上帝不過你知道
[00:01:37.400 --> 00:01:42.800]  我想你用一點點的想象力
[00:01:42.800 --> 00:01:47.000]  我想你假設我們在當時的地方
[00:01:47.000 --> 00:01:53.000]  我想你想象我們可以走近這堆骸骨
[00:01:53.000 --> 00:01:55.400]  當我們走近這堆骸骨的時候
[00:01:55.400 --> 00:01:59.200]  我們發現原來這堆骸骨是死不了的
[00:01:59.200 --> 00:02:03.000]  原來這堆骸骨是帶有生命
[00:02:03.000 --> 00:02:03.800]  什麼生命
[00:02:03.800 --> 00:02:06.400]  是一種半逆的生命
[00:02:06.400 --> 00:02:07.600]  在上帝的眼中
[00:02:07.600 --> 00:02:09.200]  他們是死的現而
[00:02:09.200 --> 00:02:11.800]  當你去靠近這些骸骨的時候
[00:02:11.800 --> 00:02:15.600]  你發現他們是帶着一個半逆上帝的生命
[00:02:15.600 --> 00:02:17.400]  他們不是普通的骸骨
[00:02:17.400 --> 00:02:19.400]  他們不是普通的死屍
[00:02:19.400 --> 00:02:22.200]  他們是死在罪惡中
[00:02:22.200 --> 00:02:25.000]  他們活在半逆裏
[00:02:25.000 --> 00:02:27.200]  這些人恨護上帝
[00:02:27.200 --> 00:02:29.800]  他拒絕去服侍
[00:02:29.800 --> 00:02:32.800]  敬拜在上帝的面前
[00:02:32.800 --> 00:02:35.800]  所以你不要以爲死屍就是死
[00:02:35.800 --> 00:02:38.200]  你不要以爲骸骨就是不動
[00:02:38.200 --> 00:02:40.400]  原來他們是很活動
[00:02:40.400 --> 00:02:45.000]  非常動態性的去反對上帝
[00:02:45.000 --> 00:02:46.400]  這個是以色列人的故事
[00:02:46.400 --> 00:02:49.400]  是以色列人當時的屬靈情況
[00:02:49.400 --> 00:02:52.200]  我想說這個也是每一個人的故事
[00:02:52.200 --> 00:02:55.400]  是每一個亞當夏娃墮落之後
[00:02:55.400 --> 00:02:58.000]  生於這個世界的人的故事
[00:02:58.000 --> 00:03:00.200]  當我們不認識上帝的時候
[00:03:00.200 --> 00:03:02.200]  我們就是骸骨
[00:03:02.200 --> 00:03:06.200]  我們就是半逆的骸骨
[00:03:06.200 --> 00:03:07.800]  之後發生了什麼事
[00:03:07.800 --> 00:03:09.600]  如果你回去看《以西結書》
[00:03:09.600 --> 00:03:11.200]  在舊約聖經裏面
[00:03:11.200 --> 00:03:14.400]  上帝的話來到這一團骸骨
[00:03:14.400 --> 00:03:15.400]  上帝的話
[00:03:15.400 --> 00:03:16.400]  上帝的氣
[00:03:16.400 --> 00:03:18.000]  上帝的呼氣
[00:03:18.000 --> 00:03:21.600]  吹進這一團骸骨
[00:03:21.600 --> 00:03:23.600]  如果你去看新約的時候
[00:03:23.600 --> 00:03:25.600]  因爲舊約是影子
[00:03:25.600 --> 00:03:26.600]  新約是實體
[00:03:26.600 --> 00:03:29.400]  當你去到新約的時候就複雜一點
[00:03:29.400 --> 00:03:31.600]  新約就不是單單上帝吹氣這麼簡單
[00:03:31.600 --> 00:03:36.000]  新約是聖靈充滿的聖子主耶穌基督
[00:03:36.000 --> 00:03:38.000]  帶着上帝的話語
[00:03:38.000 --> 00:03:39.600]  上帝的吹氣
[00:03:39.600 --> 00:03:41.000]  天國的福音
[00:03:41.000 --> 00:03:43.800]  然後去傳悔改的信息
[00:03:43.800 --> 00:03:45.800]  這個叫上帝的吹氣
[00:03:45.800 --> 00:03:50.000]  來到罪惡滿盈的人類
[00:03:50.000 --> 00:03:51.600]  但效果是一樣
[00:03:51.600 --> 00:03:54.000]  結果就是這一團
[00:03:54.000 --> 00:03:55.800]  枯乾的骸骨
[00:03:55.800 --> 00:03:59.200]  再次成爲有靈氣的人
[00:03:59.200 --> 00:04:03.600]  他們迴歸還原上帝的形象
[00:04:03.600 --> 00:04:06.000]  從前他們是罪惡叛逆之子
[00:04:06.000 --> 00:04:11.200]  今天他們成爲上帝的子民
[00:04:11.200 --> 00:04:13.000]  他們再不是恨惡上帝
[00:04:13.000 --> 00:04:15.000]  而是心愛上帝
[00:04:15.000 --> 00:04:16.800]  這是新約裏面的
[00:04:16.800 --> 00:04:18.600]  神蹟聖經裏面告訴我們
[00:04:18.600 --> 00:04:22.600]  什麼是真正的重生神蹟
[00:04:22.600 --> 00:04:25.400]  炎耀的故事在這裏還沒完
[00:04:25.400 --> 00:04:26.600]  上帝的吹氣
[00:04:26.600 --> 00:04:31.400]  上帝的話不單止讓我們成爲真正的人類
[00:04:31.400 --> 00:04:33.400]  他更加裝備我們
[00:04:33.400 --> 00:04:36.400]  要我們成爲一支天國的軍隊
[00:04:36.400 --> 00:04:39.400]  這是上帝最終的意着
[00:04:39.400 --> 00:04:40.600]  我想你留意的
[00:04:40.600 --> 00:04:45.000]  他不是創造了一幫豆腐兵
[00:04:45.000 --> 00:04:48.800]  我不知道你有沒有喜歡看電視的那些清朝片
[00:04:48.800 --> 00:04:51.200]  經常都有很多兵
[00:04:51.200 --> 00:04:53.000]  胸口有個什麼字
[00:04:53.000 --> 00:04:53.800]  勇士
[00:04:53.800 --> 00:04:56.200]  但其實一出就被人殺了
[00:04:56.200 --> 00:04:58.200]  完全是豆腐兵
[00:04:58.200 --> 00:05:02.800]  上帝的意象不是要有一幫豆腐兵去侍奉他
[00:05:02.800 --> 00:05:04.400]  不是老弱殘兵
[00:05:04.400 --> 00:05:06.200]  而是天國的勇士
[00:05:06.200 --> 00:05:09.000]  這幫勇士爲着天國的緣故
[00:05:09.000 --> 00:05:10.600]  奉上他們的一切
[00:05:10.600 --> 00:05:13.600]  甚至犧牲他們自己的生命
[00:05:13.600 --> 00:05:15.000]  他們爲着天國
[00:05:15.000 --> 00:05:17.200]  爲了上帝福音的緣故
[00:05:17.200 --> 00:05:18.000]  拋頭顱
[00:05:18.000 --> 00:05:19.200]  灑熱血
[00:05:19.200 --> 00:05:21.800]  在這個黑暗的世界裏面
[00:05:21.800 --> 00:05:25.400]  留下一段光輝燦爛的見證
[00:05:25.400 --> 00:05:28.000]  這是上帝的意象
[00:05:28.000 --> 00:05:30.800]  這需要成爲我們的意象
[00:05:30.800 --> 00:05:34.600]  這是教會一定要擁有的意象
[00:05:34.600 --> 00:05:40.800]  我們要爲上帝的國度創造一團這樣的正名
[00:05:40.800 --> 00:05:45.600]  而這一隊軍隊一切由上帝的吹起
[00:05:45.600 --> 00:05:49.200]  上帝的話語開始
[00:05:49.200 --> 00:05:53.800]  最終會帶你和我進入天國永恆
[00:05:53.800 --> 00:05:56.200]  永耀的國度
[00:05:56.200 --> 00:05:57.200]  在我正式開始的時候
[00:05:57.200 --> 00:05:59.800]  我想和你有少少安靜的時間
[00:05:59.800 --> 00:06:04.800]  再次爲我們這段時間祈禱
[00:06:04.800 --> 00:06:10.800]  祈禱幫助我們
[00:06:10.800 --> 00:06:13.800]  感恩我們一週年的過後
[00:06:13.800 --> 00:06:18.800]  我們今天可以再次定睛上路
[00:06:18.800 --> 00:06:22.400]  在這個天國的馬拉松裏面
[00:06:22.400 --> 00:06:24.800]  我們都是新兵
[00:06:24.800 --> 00:06:27.200]  我們都是英雄
[00:06:27.200 --> 00:06:31.000]  我們不需要在這個時刻
[00:06:31.000 --> 00:06:33.800]  去想過去
[00:06:33.800 --> 00:06:36.800]  在這個時刻我們要定睛
[00:06:36.800 --> 00:06:39.400]  夢將來
[00:06:39.400 --> 00:06:41.600]  幫助我們
[00:06:41.600 --> 00:06:44.600]  在以下這段時間
[00:06:44.600 --> 00:06:47.400]  去聽你的話語
[00:06:47.400 --> 00:06:48.600]  讓我們知道
[00:06:48.600 --> 00:06:50.800]  沒有了你的話語
[00:06:50.800 --> 00:06:53.400]  我們必死無疑
[00:06:53.400 --> 00:06:56.200]  但是有你的話語
[00:06:56.200 --> 00:06:58.400]  不單止我們自己有希望
[00:06:58.400 --> 00:07:02.600]  我們的教會也會有希望
[00:07:02.600 --> 00:07:04.200]  幫助我們
[00:07:04.200 --> 00:07:05.600]  用你的話語
[00:07:05.600 --> 00:07:07.200]  創造一個
[00:07:07.200 --> 00:07:10.800]  無與倫比的軍隊
[00:07:10.800 --> 00:07:13.600]  在這個黑暗的時代裏面
[00:07:13.600 --> 00:07:15.200]  留下一個
[00:07:15.200 --> 00:07:19.000]  永久不衰的痕跡
[00:07:19.000 --> 00:07:20.800]  祝福我們聽到的時候
[00:07:20.800 --> 00:07:21.600]  我們今天祈禱
[00:07:21.600 --> 00:07:23.000]  我們不知耶穌有幾多名球
[00:07:23.000 --> 00:07:26.200]  阿們
[00:07:26.200 --> 00:07:28.600]  如果你過去一年都和我們一起
[00:07:28.600 --> 00:07:30.800]  你記得在今年的年頭
[00:07:30.800 --> 00:07:33.400]  2018年的頭四個月
[00:07:33.400 --> 00:07:35.000]  我們開始了一個計劃
[00:07:35.000 --> 00:07:37.600]  叫做《回到從前,活在新約》
[00:07:37.600 --> 00:07:39.600]  簡單來說就是在四個月裏面
[00:07:39.600 --> 00:07:42.600]  將《新約聖經》一起看完
[00:07:42.600 --> 00:07:44.200]  在看的同時
[00:07:44.200 --> 00:07:46.400]  我也會給每一週
[00:07:46.400 --> 00:07:49.000]  講一個新約的書卷
[00:07:49.000 --> 00:07:50.200]  以至我們明白
[00:07:50.200 --> 00:07:52.800]  每一卷書背後的信息是什麼
[00:07:52.800 --> 00:07:55.600]  當時我們大概有一百名
[00:07:55.600 --> 00:07:57.400]  弟兄姊妹參加了
[00:07:57.400 --> 00:08:00.800]  大概是我們教會十分之一的數目
[00:08:00.800 --> 00:08:01.800]  我們的祈禱
[00:08:01.800 --> 00:08:03.200]  我們的盼望就是
[00:08:03.200 --> 00:08:05.000]  上帝的話語會
[00:08:05.000 --> 00:08:07.000]  反轉顛覆我們的生命
[00:08:07.000 --> 00:08:13.400]  以至我們可以成爲上帝的工具
[00:08:13.400 --> 00:08:17.000]  以至通過我們生命的顛覆
