
[00:00:00.000 --> 00:00:06.100]  感謝讚美組,再過兩天,6月15號,加州要全面開放了。
[00:00:06.100 --> 00:00:06.900]  Hallelujah!
[00:00:06.900 --> 00:00:10.400]  你興奮嗎?
[00:00:10.400 --> 00:00:12.800]  我們大家在過去一年半,
[00:00:12.800 --> 00:00:16.400]  幾乎一年半被軟禁或者被關起來,
[00:00:16.400 --> 00:00:20.000]  真的是不知道如何是好。
[00:00:20.000 --> 00:00:22.700]  我們要重新獲得自由了。
[00:00:22.700 --> 00:00:24.600]  Hallelujah!
[00:00:24.600 --> 00:00:30.000]  耽擱已久的這些夢想,終於有機會要實現了。
[00:00:30.000 --> 00:00:32.700]  我想我們人活着,不能沒有夢想。
[00:00:32.700 --> 00:00:38.100]  我們人活着,就是要有夢想,要有意向,要能夠重新獲得自由。
[00:00:38.100 --> 00:00:41.100]  在《正言書》第29章18節告訴我們說,
[00:00:41.100 --> 00:00:46.900]  沒有意向,民就犯事。
[00:00:46.900 --> 00:00:51.600]  當然這裏所講的意向,乃是從天上來的啓示,
[00:00:51.600 --> 00:00:54.400]  不是我們自己的胡思亂想。
[00:00:54.400 --> 00:00:56.600]  好像老李一樣,
[00:00:56.600 --> 00:00:58.900]  有一天半夜裏,
[00:00:58.900 --> 00:01:03.100]  太太聽到老李在夢中哭了,
[00:01:03.100 --> 00:01:06.100]  就趕緊把她叫醒,說,你幹嘛啦?
[00:01:06.100 --> 00:01:10.800]  老李就說,我夢見自己又結婚了。
[00:01:10.800 --> 00:01:12.700]  老婆說,那不是挺好的嗎?
[00:01:12.700 --> 00:01:14.900]  你不是早就想再找一個嗎?
[00:01:14.900 --> 00:01:18.700]  應該高興纔是,那你還哭什麼呢?
[00:01:18.700 --> 00:01:22.500]  老李邊哭邊回答地說,
[00:01:22.500 --> 00:01:25.800]  入洞房的時候,我一揭開蓋頭,
[00:01:25.800 --> 00:01:29.600]  一看,原來還是你。
[00:01:29.600 --> 00:01:31.900]  太太就說,你滾!
[00:01:31.900 --> 00:01:34.200]  高照旁邊的人說,你滾,不不不。
[00:01:34.200 --> 00:01:39.500]  高照旁邊的人說,沒有意向,民就犯事。
[00:01:39.500 --> 00:01:42.800]  是的,沒有意向,民就犯事。
[00:01:42.800 --> 00:01:47.500]  特別是我們要面對6月15號重新在加州開放的時候,
[00:01:47.500 --> 00:01:50.600]  我們是何等的興奮,何等的期待?
[00:01:50.600 --> 00:01:53.900]  我們進入一個完全一個新的一個季節,
[00:01:53.900 --> 00:01:55.700]  完全一個新的時候,
[00:01:55.700 --> 00:01:58.900]  因此不論在我們的工作上,在我們的服飾上,
[00:01:58.900 --> 00:02:03.900]  在我們的人際關係上,我們要重新做出許多的調整。
[00:02:03.900 --> 00:02:07.200]  我相信這新的開放也能夠帶來新的挑戰,
[00:02:07.200 --> 00:02:09.000]  因此我們要做好預備,
[00:02:09.000 --> 00:02:14.900]  因爲相信在新的挑戰裏面,神會爲我們預備新的應許,阿們。
[00:02:14.900 --> 00:02:18.400]  她的旁邊說,神爲你預備新的應許。
[00:02:18.400 --> 00:02:22.400]  所以今天我們要從月舒雅記,剛纔又痛哭失聲的月舒雅記,
[00:02:22.400 --> 00:02:25.600]  我們來思想來看看這位偉大的將軍,
[00:02:25.600 --> 00:02:31.400]  他如何面對新的挑戰,領受神給他新的應許。
[00:02:31.400 --> 00:02:34.500]  一共有24張,請大家系好你的安全帶,
[00:02:34.500 --> 00:02:37.000]  我們要看這24張月舒雅記。
[00:02:37.000 --> 00:02:41.000]  我們先來看月舒雅記第一章第一節到第五節。
[00:02:41.000 --> 00:02:42.800]  月舒雅記第一章第一到五節說,
[00:02:42.800 --> 00:02:45.900]  耶和華的僕人摩西死了以後,
[00:02:45.900 --> 00:02:49.800]  耶和華小域摩西的班首論的兒子月舒雅說,
[00:02:49.800 --> 00:02:52.300]  我的僕人摩西死了,
[00:02:52.300 --> 00:02:56.200]  現在你要起來和衆百姓過這月蛋河,
[00:02:56.200 --> 00:02:59.900]  往我所要賜給以色列人的地方去。
[00:02:59.900 --> 00:03:03.100]  凡你們腳掌所踏之地,
[00:03:03.100 --> 00:03:07.400]  我都照做我所應許摩西的話賜給你們了。
[00:03:07.400 --> 00:03:09.700]  從曠野和這黎巴嫩,
[00:03:09.700 --> 00:03:12.900]  直到波拉大河,赫蘭的泉地,
[00:03:12.900 --> 00:03:18.100]  又到大海日落之處,都要做你們的敬介。
[00:03:18.100 --> 00:03:20.200]  然後第五節非常寶貴的,
[00:03:20.200 --> 00:03:22.300]  你平生的日子,
[00:03:22.300 --> 00:03:25.500]  必無一人能在你面前仗義得助,
[00:03:25.500 --> 00:03:28.100]  我怎樣與摩西同在,
[00:03:28.100 --> 00:03:31.600]  也必照樣與你同在,
[00:03:31.600 --> 00:03:35.400]  我必不撇下你,也不丟棄你。
[00:03:35.400 --> 00:03:36.700]  你平生的日子,
[00:03:36.700 --> 00:03:40.300]  必無一人能在你面前仗義得助,
[00:03:40.300 --> 00:03:42.300]  我過去如何與摩西同在,
[00:03:42.300 --> 00:03:45.100]  我照樣也與你同在,
[00:03:45.100 --> 00:03:48.700]  我不撇下你,也不丟棄你。
[00:03:48.700 --> 00:03:50.300]  阿們。
[00:03:50.300 --> 00:03:54.700]  因此今天我們要來思想這個月壽紀的背景。
[00:03:54.700 --> 00:03:56.900]  首先我們看到摩西
[00:03:56.900 --> 00:04:02.300]  在曠野帶領了以色列百姓有四十年之久。
[00:04:02.300 --> 00:04:04.300]  他的最大的班首月壽
[00:04:04.300 --> 00:04:08.300]  就跟他一起在曠野四十年之久的時間。
[00:04:08.300 --> 00:04:11.900]  我們看到說他們雖然能夠看到應許之地,
[00:04:11.900 --> 00:04:16.300]  但是他們卻還沒有辦法進入到應許之地。
[00:04:16.300 --> 00:04:17.700]  這裏的經文告訴我們說
[00:04:17.700 --> 00:04:21.900]  神就把這樣偉大重大的使命
[00:04:21.900 --> 00:04:25.300]  意向交給摩西的好班首,
[00:04:25.300 --> 00:04:27.900]  這位偉大的將軍月壽雅,
[00:04:27.900 --> 00:04:30.100]  能夠帶領以色列的百姓
[00:04:30.100 --> 00:04:36.100]  能夠進入到神所應許他們祖先的應許之地。
[00:04:36.100 --> 00:04:38.900]  第三方面我們看到非常寶貴的,
[00:04:38.900 --> 00:04:41.500]  神不但給他偉大的使命,
[00:04:41.500 --> 00:04:44.900]  神也把那寶貴的應許賜給他,
[00:04:44.900 --> 00:04:49.900]  告訴他說你平生的日子沒有一個人,
[00:04:49.900 --> 00:04:54.900]  沒有任何人可以在你面前站立得住。
[00:04:54.900 --> 00:04:57.700]  我過去如何與摩西同在,
[00:04:57.700 --> 00:05:01.300]  我也照樣與你同在,
[00:05:01.300 --> 00:05:05.300]  我不撇下你,也不丟棄你。
[00:05:05.300 --> 00:05:07.500]  你可以想象當
[00:05:07.500 --> 00:05:12.100]  月壽雅領受這樣一個使命的時候,到底會有什麼感受?
[00:05:12.100 --> 00:05:16.300]  如果你是月壽雅的話,你會有何感想?
[00:05:16.300 --> 00:05:18.300]  你可能會感覺到什麼?很興奮!
[00:05:18.300 --> 00:05:23.300]  哇!我們終於要進入到迦南流難淤泥之地了!
[00:05:23.300 --> 00:05:26.500]  同時你會感覺到什麼?恐懼戰驚啊!
[00:05:26.500 --> 00:05:30.100]  這是何等大的一個使命,何等大的一個任務,
[00:05:30.100 --> 00:05:33.300]  靠着我們人自己是完全不可能的,
[00:05:33.300 --> 00:05:35.900]  但是神有祂的應許。
[00:05:35.900 --> 00:05:38.300]  我相信如果我是月壽雅的話,
[00:05:38.300 --> 00:05:41.900]  真的是又興奮又戰驚!
[00:05:41.900 --> 00:05:46.300]  興奮的是,終於真的是神的應許要應驗了!
[00:05:46.300 --> 00:05:48.900]  戰驚是說,哇!這樣的一個任務,
[00:05:48.900 --> 00:05:53.300]  這樣的一個使命是何等何等何等的重大!
[00:05:53.300 --> 00:05:55.100]  所以今天我們要從月壽雅的身上,
[00:05:55.100 --> 00:05:56.500]  我們一起來思想,
[00:05:56.500 --> 00:06:01.700]  來看月壽雅是如何面對這巨大艱難的挑戰,
[00:06:01.700 --> 00:06:09.300]  讓她不但能夠得勝,而且能夠完全完成神所託付給她的使命。
[00:06:09.300 --> 00:06:11.100]  首先我們知道月壽雅,
[00:06:11.100 --> 00:06:14.900]  月壽雅經歷了無數的艱難,
[00:06:14.900 --> 00:06:17.300]  跟摩西一起在四十年,
[00:06:17.300 --> 00:06:19.300]  四十年在寬野裏面,
[00:06:19.300 --> 00:06:23.500]  多少背叛,多少這些不聽話的百姓,
[00:06:23.500 --> 00:06:25.100]  多少的艱難,
[00:06:25.100 --> 00:06:28.700]  但是看見神如何與摩西同在,
[00:06:28.700 --> 00:06:32.700]  亦亦的勝過每一個艱難,每一個難關,
[00:06:32.700 --> 00:06:37.300]  因此神應許她說,我也照樣與你同在。
[00:06:37.300 --> 00:06:39.100]  所以我們看到月壽雅怎麼樣?
[00:06:39.100 --> 00:06:42.500]  她就領受了神給她的使命,
[00:06:42.500 --> 00:06:45.700]  因爲相信神應許必與她同在,阿們!
[00:06:45.700 --> 00:06:48.100]  高照旁邊說要領受神的使命,
[00:06:48.100 --> 00:06:54.100]  要領受新的使命,神應許必與你同在。
[00:06:54.100 --> 00:06:59.900]  領受新的使命,神應許必與你同在。
[00:06:59.900 --> 00:07:04.100]  這是何等重要的一個學習,
[00:07:04.100 --> 00:07:06.700]  你一方面領受神的使命,
[00:07:06.700 --> 00:07:11.700]  同時間你也知道神必定會有寶貴的應許,
[00:07:11.700 --> 00:07:14.100]  幫助你完成這個使命。
[00:07:14.100 --> 00:07:17.100]  我們的天父是最愛我們的神,
[00:07:17.100 --> 00:07:19.300]  他讓他把一個重大的任務,
[00:07:19.300 --> 00:07:21.500]  一個使命交託給你的時候,
[00:07:21.500 --> 00:07:27.500]  他不會讓你獨自一人去闖、去失敗。
[00:07:27.500 --> 00:07:31.900]  他也是把寶貴的應許也同樣地賜給你,
[00:07:31.900 --> 00:07:35.700]  讓你能夠在完成使命的過程當中,
[00:07:35.700 --> 00:07:40.100]  能夠領受神給你寶貴的應許。
[00:07:40.100 --> 00:07:42.300]  月壽雅非常明白這一點,
[00:07:42.300 --> 00:07:47.300]  你可以想想四十年漫長在曠野漂流的歲月,
[00:07:47.300 --> 00:07:50.500]  神如何保守以色列的百姓,
[00:07:50.500 --> 00:07:52.700]  透過摩西神與他同在,
[00:07:52.700 --> 00:07:55.700]  如今神的應許永遠不改變,
[00:07:55.700 --> 00:07:57.700]  也照樣會與他同在。
[00:07:57.700 --> 00:07:59.500]  而且神很清楚告訴他,
[00:07:59.500 --> 00:08:03.500]  我不撇下你,也不丟棄你。
[00:08:03.500 --> 00:08:07.700]  我們知道人給我們的話語、給我們的應許很多時候是靠不住的。
[00:08:07.700 --> 00:08:11.700]  因爲時間、因爲環境、因爲人事,
[00:08:11.700 --> 00:08:15.300]  人的話語、人的應許總會改變的。
[00:08:15.300 --> 00:08:17.900]  所謂海可固、斯格蘭都是在傳說當中,
[00:08:17.900 --> 00:08:20.300]  或者電影裏面看到的這些應許。
[00:08:20.300 --> 00:08:23.500]  但是我們的神說他給我們的應許是永不改變。
[00:08:23.500 --> 00:08:28.500]  因此月壽雅緊緊地抓住神給他寶貴的應許,
[00:08:28.500 --> 00:08:30.900]  他才能夠勇往直前,
[00:08:30.900 --> 00:08:35.900]  帶領着極多的以色列的百姓進入到迦南美地,
[00:08:35.900 --> 00:08:37.500]  而且要攻佔土地,
[00:08:37.500 --> 00:08:41.300]  並將分配土地給以色列的支派們。
[00:08:41.300 --> 00:08:42.700]  因此我們要怎麼樣?
[00:08:42.700 --> 00:08:45.300]  學習相信神的應許永不改變。
[00:08:45.300 --> 00:08:50.100]  阿彌陀佛告訴凡人說,相信神的應許永不改變。
[00:08:50.100 --> 00:08:54.100]  相信神的應許永不改變。
[00:08:54.100 --> 00:08:57.100]  我們看見神應許月壽雅說,
[00:08:57.100 --> 00:09:01.500]  你要進入過了悅蕩河,進入了赫蘭的地方,
[00:09:01.500 --> 00:09:06.500]  要拿回所有我所應許給你的應許之地。
[00:09:06.500 --> 00:09:12.100]  我們來看看月壽雅紀第十章第42節,
[00:09:12.100 --> 00:09:15.500]  所以我們看到說月壽雅一時殺敗了這些王,
[00:09:15.500 --> 00:09:17.100]  並奪了他們的地。
[00:09:17.100 --> 00:09:18.500]  因怎麼樣?
[00:09:18.500 --> 00:09:22.100]  耶和華以色列的神爲誰?
[00:09:22.100 --> 00:09:25.100]  爲以色列征戰。
[00:09:25.100 --> 00:09:30.300]  這裏面所講的這些王,乃是摩利亞的五個王。
[00:09:30.300 --> 00:09:33.900]  月壽雅能夠一時殺了這五個王,
[00:09:33.900 --> 00:09:35.700]  奪了他們的地,爲什麼呢?
[00:09:35.700 --> 00:09:37.500]  不是靠着祂自己的勇敢,
[00:09:37.500 --> 00:09:39.100]  祂的軍隊的強盛,
[00:09:39.100 --> 00:09:41.500]  乃是因爲神應許什麼?
[00:09:41.500 --> 00:09:44.100]  你平生的日子無一人,
[00:09:44.100 --> 00:09:48.900]  包括這些王,能夠在你面前仗力得助。
[00:09:48.900 --> 00:09:51.100]  因爲耶和華爲誰征戰?
[00:09:51.100 --> 00:09:53.700]  爲以色列征戰。
[00:09:53.700 --> 00:09:56.300]  哈利路亞,爲以色列征戰。
[00:09:56.300 --> 00:09:58.900]  不但是如此,我們繼續看第十一章,
[00:09:58.900 --> 00:10:02.500]  第十一章裏面繼續講到說神如何應許月壽雅,
[00:10:02.500 --> 00:10:05.100]  讓祂能夠真的是帶領以色列百姓,
[00:10:05.100 --> 00:10:07.700]  能夠得到這些應許之地。
[00:10:07.700 --> 00:10:10.300]  第十一章二十三節我們來看看,
[00:10:10.300 --> 00:10:14.700]  這樣,月壽雅照着以和華所吩咐摩西的一切話,
[00:10:14.700 --> 00:10:18.100]  奪了那全地,就是迦南地,
[00:10:18.100 --> 00:10:22.700]  就按照以色列支派的宗族將地分給他們,
[00:10:22.700 --> 00:10:29.100]  惟也於是國中太平,沒有徵戰了。
[00:10:29.100 --> 00:10:35.500]  哇,你看到當月壽雅領受這麼偉大又艱難的使命的時候,
[00:10:35.500 --> 00:10:39.100]  一方面感覺到興奮,一方面戰驚恐懼,
[00:10:39.100 --> 00:10:40.700]  但是因爲有神給他的應許,
[00:10:40.700 --> 00:10:43.700]  他依靠神的應許知道神會爲他的征戰,
[00:10:43.700 --> 00:10:46.700]  因此他毅毅地來攻佔這些土地,
[00:10:46.700 --> 00:10:48.900]  把這些土地都收穫回來,
[00:10:48.900 --> 00:10:52.100]  好讓他能夠分配給以色列的支派。
[00:10:52.100 --> 00:10:53.700]  親愛的弟兄姐妹,
[00:10:53.700 --> 00:10:58.100]  你要相信,神的應許是永不改變的。
[00:10:58.100 --> 00:11:00.300]  神的應許是永不改變的。
[00:11:00.300 --> 00:11:02.100]  我們的神就像耶穌基督所講的,
[00:11:02.100 --> 00:11:07.100]  祂是昨日今日直到永遠,永遠不改變。
[00:11:07.100 --> 00:11:12.100]  祂所說的,祂所應許的必要成就。
