
[00:00:00.000 --> 00:00:01.320]  丙姊妹早晨
[00:00:01.320 --> 00:00:02.600]  早晨
[00:00:02.600 --> 00:00:05.760]  來到張霖期的第三個禮拜
[00:00:05.760 --> 00:00:08.480]  我們紀念耶穌基督降生之前
[00:00:08.480 --> 00:00:11.200]  這一段期待的日子
[00:00:11.200 --> 00:00:12.680]  按照教會的年曆
[00:00:12.680 --> 00:00:16.880]  這個星期我們會點起喜樂的陽燭
[00:00:16.880 --> 00:00:18.560]  所以這個星期
[00:00:18.560 --> 00:00:20.640]  堅震定了一個主題
[00:00:20.640 --> 00:00:22.120]  《粵語》
[00:00:22.120 --> 00:00:26.080]  以及一系列與喜樂相關的經文
[00:00:26.080 --> 00:00:28.240]  根據中國古代的歷史書
[00:00:28.240 --> 00:00:30.040]  《侯漢書》所說
[00:00:30.040 --> 00:00:33.360]  「恩澤下唱,黎書悅語」
[00:00:33.360 --> 00:00:34.680]  意思是
[00:00:34.680 --> 00:00:38.960]  人民恩澤天上賜下很豐富的恩澤
[00:00:38.960 --> 00:00:41.200]  所以非常開心
[00:00:41.200 --> 00:00:42.720]  心裡暢快
[00:00:42.720 --> 00:00:44.720]  非常安樂
[00:00:44.720 --> 00:00:47.760]  這個形容令我想起
[00:00:47.760 --> 00:00:49.680]  《舊約聖經二賽下書》
[00:00:49.680 --> 00:00:52.280]  六十一章一至三節
[00:00:52.280 --> 00:00:56.080]  那裡是來自耶和華上主的使者
[00:00:56.080 --> 00:00:58.720]  他向以色列文這樣說
[00:00:58.720 --> 00:01:02.400]  主耶和華的靈在我身上
[00:01:02.400 --> 00:01:05.120]  因為耶和華用告告我
[00:01:05.120 --> 00:01:08.360]  叫我傳好信息給謙卑的人
[00:01:08.360 --> 00:01:10.920]  差遣我醫好傷心的人
[00:01:10.920 --> 00:01:13.200]  報告被老的德釋放
[00:01:13.200 --> 00:01:14.960]  被囚的出監獄
[00:01:14.960 --> 00:01:17.080]  報告耶和華的恩年
[00:01:17.080 --> 00:01:19.480]  和我們神報仇的日子
[00:01:19.480 --> 00:01:21.440]  安慰一切悲哀的人
[00:01:21.440 --> 00:01:24.640]  賜華觀與錫安悲哀的人
[00:01:24.640 --> 00:01:26.240]  代替灰塵
[00:01:26.240 --> 00:01:28.720]  起樂遊代替悲哀
[00:01:28.720 --> 00:01:31.880]  讚美醫代替憂傷之靈
[00:01:31.880 --> 00:01:34.480]  使他們稱為「公義樹」
[00:01:34.480 --> 00:01:36.360]  是耶和華所栽的
[00:01:36.360 --> 00:01:38.360]  叫他們得榮耀
[00:01:38.360 --> 00:01:40.760]  可能你都會記得
[00:01:40.760 --> 00:01:43.920]  後來耶穌第一次進去會堂
[00:01:43.920 --> 00:01:46.840]  有人就給了他一卷二賽書
[00:01:46.840 --> 00:01:50.560]  他就拿起來讀了這段經文出來
[00:01:50.560 --> 00:01:52.800]  那裡是記載在《路加福音》
[00:01:52.800 --> 00:01:55.560]  第四章十六至二十一節
[00:01:55.560 --> 00:01:58.040]  那裡說到耶穌來到拿撒勒
[00:01:58.040 --> 00:01:59.880]  就是祂長大的地方
[00:01:59.880 --> 00:02:01.000]  在安息日
[00:02:01.000 --> 00:02:03.280]  祂就照平常的規矩
[00:02:03.280 --> 00:02:04.480]  就去到會堂
[00:02:04.480 --> 00:02:06.720]  站起來謠念聖經
[00:02:06.720 --> 00:02:10.960]  有人就把先知二賽的書交給祂
[00:02:10.960 --> 00:02:12.280]  祂就打開了
[00:02:12.280 --> 00:02:14.960]  祂找到有一處是這樣說
[00:02:14.960 --> 00:02:17.240]  主的靈在我身上
[00:02:17.240 --> 00:02:19.160]  因為祂勇高高我
[00:02:19.160 --> 00:02:21.600]  叫我傳福音給貧窮的人
[00:02:21.600 --> 00:02:23.200]  差遣我報告
[00:02:23.200 --> 00:02:24.920]  秘魯的得釋放
[00:02:24.920 --> 00:02:26.840]  核眼的得看見
[00:02:26.840 --> 00:02:29.400]  叫那受壓制的得自由
[00:02:29.400 --> 00:02:32.480]  報告神越納人的欺憐
[00:02:32.480 --> 00:02:35.960]  於是祂就把書卷捲起來
[00:02:35.960 --> 00:02:37.360]  就交回給執事
[00:02:37.360 --> 00:02:38.120]  坐下了
[00:02:38.120 --> 00:02:42.520]  會堂裡面的人都定睛看著祂
[00:02:42.520 --> 00:02:44.440]  耶穌對他們說
[00:02:44.440 --> 00:02:48.800]  今天這經應驗在你們耳中了
[00:02:48.800 --> 00:02:52.400]  經文裡面形容的欺憐
[00:02:52.400 --> 00:02:55.120]  是指一切都回歸美好
[00:02:55.120 --> 00:02:58.480]  是上主越納的日子
[00:02:58.480 --> 00:03:00.800]  以蔡阿書那裡形容
[00:03:00.800 --> 00:03:02.960]  這個時候我們會見證著
[00:03:02.960 --> 00:03:04.320]  屬靈的回歸
[00:03:04.320 --> 00:03:08.000]  道德倫理的迴轉
[00:03:08.000 --> 00:03:09.600]  秘魯的得釋放
[00:03:09.600 --> 00:03:11.680]  核眼的得看見
[00:03:11.680 --> 00:03:13.840]  是恩典的依旨
[00:03:13.840 --> 00:03:15.800]  受壓制的得自由
[00:03:15.800 --> 00:03:20.600]  耶穌的跟隨者將會見證到上主的恩典
[00:03:20.600 --> 00:03:24.040]  包括主的靈是在耶穌基督的身上
[00:03:24.040 --> 00:03:26.680]  以及耶穌華語的權柄
[00:03:26.680 --> 00:03:28.600]  這一幅這樣的圖畫
[00:03:28.600 --> 00:03:30.920]  是否你都很期待呢
[00:03:30.920 --> 00:03:33.320]  都是我們很期待
[00:03:33.320 --> 00:03:36.520]  是一個充滿悅耳的開心的景象
[00:03:36.520 --> 00:03:39.080]  當我們面向聖誕節
[00:03:39.080 --> 00:03:42.680]  我們預備好去紀念耶穌基督降生
[00:03:42.680 --> 00:03:47.000]  我們就是充滿著這種悅耳的盼望
[00:03:47.000 --> 00:03:48.520]  因為我們知道
[00:03:48.520 --> 00:03:52.440]  耶穌將會為我們成就這一切的事
[00:03:52.440 --> 00:03:56.200]  讓我們來看看這個令人開心的情況
[00:03:56.200 --> 00:03:57.400]  其實是怎樣的
[00:03:57.400 --> 00:04:02.200]  以蔡阿書六十一章一至三節記載
[00:04:02.200 --> 00:04:04.600]  被耶和華高沒的使者
[00:04:04.600 --> 00:04:08.040]  會宣告上主耶和華的恩典來到
[00:04:08.040 --> 00:04:10.840]  這位使者是傳好信息
[00:04:10.840 --> 00:04:14.040]  給那些謙卑的人
[00:04:14.040 --> 00:04:16.600]  《和合本》這裡有一個括號
[00:04:16.600 --> 00:04:20.680]  或者是譯作「傳福音給貧窮的人」
[00:04:20.680 --> 00:04:23.880]  「貧窮的人」其實在詩篇裏面
[00:04:23.880 --> 00:04:26.600]  經常都是指那些在患難裏面
[00:04:26.600 --> 00:04:31.000]  仍然忠心等候耶和華上主的人
[00:04:31.000 --> 00:04:33.320]  然後被擄的得釋放
[00:04:33.320 --> 00:04:35.400]  被囚的出監獄
[00:04:35.400 --> 00:04:37.240]  在《舊約聖經》裏面
[00:04:37.240 --> 00:04:38.440]  都是同希年
[00:04:38.440 --> 00:04:42.040]  都是同耶和華的恩典放在一起
[00:04:42.040 --> 00:04:46.760]  是講到眼前我們一切的痛苦都要過去了
[00:04:46.760 --> 00:04:50.440]  人要回歸上主美善的創造
[00:04:50.440 --> 00:04:53.240]  上帝的恩典要臨到
[00:04:53.240 --> 00:04:55.080]  《經文禁家》講到
[00:04:55.080 --> 00:04:58.200]  上帝要賜下他的令
[00:04:58.200 --> 00:05:02.280]  高沒是一位大能的君王
[00:05:02.280 --> 00:05:05.960]  這個意思令到以色列文上帝的選民
[00:05:05.960 --> 00:05:08.840]  一直都認為尼塞亞
[00:05:08.840 --> 00:05:12.200]  將會是一位在地上施展大能
[00:05:12.200 --> 00:05:14.440]  統治萬方的君王
[00:05:14.440 --> 00:05:17.880]  所以當年輕的耶穌跟他們說
[00:05:17.880 --> 00:05:22.120]  「今天這經應驗在你們耳中了」
[00:05:22.120 --> 00:05:25.400]  可想而知當時沒有人明白
[00:05:25.400 --> 00:05:27.560]  究竟發生什麼事呢
[00:05:27.560 --> 00:05:28.920]  《路加》的記載
[00:05:28.920 --> 00:05:32.520]  其實正正就是想凸顯耶穌的身份
[00:05:32.520 --> 00:05:35.800]  祂就是那位真正的大君王
[00:05:35.800 --> 00:05:39.800]  耶穌的國是超出人的想像
[00:05:39.800 --> 00:05:43.080]  祂這位真正的大君王
[00:05:43.080 --> 00:05:46.840]  沒有人會猜到天父的永恆計劃
[00:05:46.840 --> 00:05:49.080]  會怎樣實現在祂身上
[00:05:49.080 --> 00:05:50.760]  人能夠明白的
[00:05:50.760 --> 00:05:52.520]  大概就是經文所講的
[00:05:52.520 --> 00:05:57.400]  醫治、釋放、回歸這些訊息
[00:05:57.400 --> 00:06:00.440]  我想其實我們今天都很相似
[00:06:00.440 --> 00:06:02.840]  在一個如此紛亂的世界裡面
[00:06:02.840 --> 00:06:05.720]  我們預備紀念耶穌基督的降生
[00:06:05.720 --> 00:06:09.880]  我們可以在聖經裡面讀祂的記載
[00:06:09.880 --> 00:06:11.800]  祂的生平和教導
[00:06:11.800 --> 00:06:14.920]  我們可以在日常生活當中經歷祂
[00:06:14.920 --> 00:06:19.400]  甚至我們都會讀聖經裡面的一些預言
[00:06:19.400 --> 00:06:22.520]  但其實我們是沒有辦法想像到
[00:06:22.520 --> 00:06:24.280]  未來會怎樣
[00:06:24.280 --> 00:06:26.680]  甚至明天會如何
[00:06:26.680 --> 00:06:28.760]  我們都未必會知道
[00:06:28.760 --> 00:06:32.440]  我們就是憑著信心、愛心和盼望
[00:06:32.440 --> 00:06:36.920]  可以在這裡我們就歡歡喜喜地讚美著
[00:06:36.920 --> 00:06:38.600]  迎接主耶穌
[00:06:38.600 --> 00:06:43.080]  因為我們這一切的未來都在上主的手裡面
[00:06:43.080 --> 00:06:44.600]  我們也都知道
[00:06:44.600 --> 00:06:48.200]  也都相信這一切在祂的手裡面
[00:06:48.200 --> 00:06:51.560]  就是最安全、最信得過的
[00:06:51.560 --> 00:06:55.320]  在《爾賽亞書》那裡61章第二節
