
[00:00:00.000 --> 00:00:02.560]  繼續我們這個家庭培訓
[00:00:02.560 --> 00:00:04.880]  這個港獨的系列
[00:00:04.880 --> 00:00:08.000]  我們都說過我們的家庭是無比的重要
[00:00:08.000 --> 00:00:09.760]  但很多時候在家庭當中
[00:00:09.760 --> 00:00:12.480]  我們會有很多不如意的事情發生
[00:00:12.480 --> 00:00:14.280]  弟兄不和
[00:00:14.280 --> 00:00:17.840]  姊妹間水火不容
[00:00:17.840 --> 00:00:21.320]  這些事情甚至會導致手足相殘
[00:00:21.320 --> 00:00:25.120]  你會發覺這是每一個人類家庭當中
[00:00:25.120 --> 00:00:27.120]  其中一個最大的悲劇
[00:00:27.120 --> 00:00:31.400]  不知道你的家庭有沒有發生過這種悲劇
[00:00:31.400 --> 00:00:33.800]  互相廝殺、互相毆鬥
[00:00:33.800 --> 00:00:36.560]  但其實這件事情
[00:00:36.560 --> 00:00:39.560]  在你身上當然有一種很過癮的感覺
[00:00:39.560 --> 00:00:42.800]  但你回顧我們中國歷史的舞台
[00:00:42.800 --> 00:00:46.760]  不斷上映這段影片
[00:00:46.760 --> 00:00:49.560]  尤其是宮廷鬥
[00:00:49.560 --> 00:00:51.560]  宮廷明爭暗鬥
[00:00:51.560 --> 00:00:54.080]  為了奪皇位
[00:00:54.080 --> 00:00:55.760]  謀朝篡位等等
[00:00:55.760 --> 00:01:00.760]  很多事情會在那裡發生
[00:01:00.760 --> 00:01:03.960]  一代明君李世民
[00:01:03.960 --> 00:01:05.880]  唐太宗
[00:01:05.880 --> 00:01:09.480]  他怎麼當皇帝的
[00:01:09.480 --> 00:01:11.320]  他當皇帝
[00:01:11.320 --> 00:01:13.960]  他不是太子
[00:01:13.960 --> 00:01:16.600]  不是太子怎麼當皇帝
[00:01:16.600 --> 00:01:18.680]  政變
[00:01:18.680 --> 00:01:21.880]  元武門之亂
[00:01:21.880 --> 00:01:22.880]  元武門之亂
[00:01:22.880 --> 00:01:26.080]  在皇宮的元武門埋下伏兵
[00:01:26.080 --> 00:01:29.280]  殺了自己的親哥、親弟
[00:01:29.280 --> 00:01:32.280]  即是同母親的親弟
[00:01:32.280 --> 00:01:34.080]  奪了兵權
[00:01:34.080 --> 00:01:39.320]  然後逼自己的父親李淵退位
[00:01:39.320 --> 00:01:41.120]  這樣他就登基了
[00:01:41.120 --> 00:01:44.120]  登基的時候走那條紅地毯
[00:01:44.120 --> 00:01:47.440]  那條紅地毯人們說是
[00:01:47.440 --> 00:01:51.520]  沾滿了他的弟兄的血
[00:01:51.520 --> 00:01:55.400]  一代明君他是這樣登基的
[00:01:55.400 --> 00:01:57.760]  小小歷史
[00:01:57.760 --> 00:02:01.160]  或者再早一點
[00:02:01.160 --> 00:02:04.280]  三國時代
[00:02:04.280 --> 00:02:07.800]  三國時代最有霸氣的是誰
[00:02:07.800 --> 00:02:10.480]  曹操
[00:02:10.480 --> 00:02:11.560]  當然是曹操
[00:02:11.560 --> 00:02:18.720]  曹操最喜歡、最寵愛的是誰的兒子
[00:02:18.720 --> 00:02:20.520]  曹操最寵愛
[00:02:20.520 --> 00:02:22.160]  曹操有很多兒子
[00:02:22.160 --> 00:02:27.400]  曹丕、曹岳、曹沖、曹洪、曹植
[00:02:27.400 --> 00:02:28.800]  他家裡很嘈吵
[00:02:28.800 --> 00:02:32.200]  他有很多兒子
[00:02:32.200 --> 00:02:34.720]  嘈得不得了
[00:02:34.720 --> 00:02:36.560]  誰最有才華
[00:02:36.560 --> 00:02:38.160]  這麼多兒子
[00:02:38.160 --> 00:02:39.840]  曹植大家都知道
[00:02:39.840 --> 00:02:41.080]  他怎樣
[00:02:41.080 --> 00:02:42.760]  他七步成詩
[00:02:42.760 --> 00:02:43.520]  當時是怎樣
[00:02:43.520 --> 00:02:46.400]  當時就是說曹操死了
[00:02:46.400 --> 00:02:49.400]  曹丕為了鞏固自己的權位
[00:02:49.400 --> 00:02:52.400]  也知道他弟弟很厲害
[00:02:52.400 --> 00:02:53.640]  他就挖一個坑
[00:02:53.640 --> 00:02:55.400]  他想弟弟跳下去
[00:02:55.400 --> 00:02:56.760]  他的坑是怎樣
[00:02:56.760 --> 00:02:59.480]  就是幫他爸爸做喪禮
[00:02:59.480 --> 00:03:02.200]  但曹植當然知道有問題
[00:03:02.200 --> 00:03:03.160]  就沒有來
[00:03:03.160 --> 00:03:07.400]  然後譴責他連爸爸的喪禮都不來送終
[00:03:07.400 --> 00:03:08.360]  不孝
[00:03:08.360 --> 00:03:11.480]  我要將你處死
[00:03:11.480 --> 00:03:13.440]  曹丕就跟曹植說
[00:03:13.440 --> 00:03:17.200]  他說如果你能夠在七步之內
[00:03:17.200 --> 00:03:18.440]  做一首詩
[00:03:18.440 --> 00:03:20.280]  我就免你一死
[00:03:20.280 --> 00:03:22.600]  背景就是這樣
[00:03:22.600 --> 00:03:25.440]  曹植怎樣
[00:03:25.440 --> 00:03:26.800]  站著不敢動
[00:03:26.800 --> 00:03:28.560]  七步
[00:03:28.560 --> 00:03:29.880]  這個我想的
[00:03:29.880 --> 00:03:31.320]  然後有個褲袋
[00:03:31.320 --> 00:03:33.600]  褲袋怎樣
[00:03:33.600 --> 00:03:35.680]  找到一顆豆
[00:03:35.680 --> 00:03:37.720]  啊
[00:03:37.720 --> 00:03:40.720]  主鬥嚴鬥機
[00:03:40.720 --> 00:03:43.400]  鬥在褲中泣
[00:03:43.400 --> 00:03:45.120]  不是褲
[00:03:45.120 --> 00:03:46.680]  本是同更生
[00:03:46.680 --> 00:03:49.400]  雙箭何太急行那兩步
[00:03:49.400 --> 00:03:51.920]  那時曹丕怎樣
[00:03:51.920 --> 00:03:53.240]  聽完之後
[00:03:53.240 --> 00:03:54.800]  我心醉了
[00:03:54.800 --> 00:03:56.440]  好感動
[00:03:56.440 --> 00:03:59.000]  決定放你媽媽
[00:03:59.000 --> 00:04:01.440]  但其實他們弟兄是不和的
[00:04:01.440 --> 00:04:03.520]  大家知道弟兄不和
[00:04:03.520 --> 00:04:06.760]  這個曹植最後鬱鬱而死
[00:04:06.760 --> 00:04:08.160]  這個家庭不和
[00:04:08.160 --> 00:04:10.600]  這個弟兄的傷殘
[00:04:10.600 --> 00:04:12.720]  是家庭的悲劇
[00:04:12.720 --> 00:04:14.360]  我都想問
[00:04:14.360 --> 00:04:16.360]  在你的家中
[00:04:16.360 --> 00:04:17.520]  在座每一個
[00:04:17.520 --> 00:04:19.360]  有沒有真的出現過
[00:04:19.360 --> 00:04:20.920]  兄弟不和
[00:04:20.920 --> 00:04:23.600]  或者親友之間
[00:04:23.600 --> 00:04:24.920]  因為一些磨擦
