
[00:00:00.000 --> 00:00:03.000]  提醒姊妹平安
[00:00:03.000 --> 00:00:07.000]  上星期我已經介紹過約翰福音
[00:00:07.000 --> 00:00:14.000]  是用兩個神蹟夾住中間的真理作為段落的標記
[00:00:14.000 --> 00:00:19.000]  由於夾住真理部份有時很多,很長
[00:00:19.000 --> 00:00:24.000]  我就叫這個結構做漢堡包式結構
[00:00:24.000 --> 00:00:29.000]  我們已經看過第一段,就是由第二章到第四章
[00:00:29.000 --> 00:00:35.000]  在這裡頭一個神蹟就是水變酒
[00:00:35.000 --> 00:00:41.000]  後面的神蹟就是用一句說話醫好一個官員的兒子
[00:00:41.000 --> 00:00:49.000]  而耶穌行這兩個神蹟都是在加利利的迦那行的
[00:00:49.000 --> 00:00:55.000]  表達出主耶穌對那個地方的人是恩上加恩
[00:00:55.000 --> 00:01:06.000]  也同時應驗了以佐亞先知對加利利地區要看見大光的寓言
[00:01:06.000 --> 00:01:14.000]  而這兩個神蹟中間夾住的就是有關聖靈和信心的真理
[00:01:14.000 --> 00:01:21.000]  如果一個人想進入天國,得到永生
[00:01:21.000 --> 00:01:25.000]  就一定要被聖靈重生
[00:01:25.000 --> 00:01:31.000]  被聖靈重生的人就有聖靈住在我們的心裏面
[00:01:31.000 --> 00:01:34.000]  給我們活水
[00:01:34.000 --> 00:01:37.000]  我們就會得到從聖靈而來的能力
[00:01:37.000 --> 00:01:42.000]  可以按著真理去敬拜上帝
[00:01:42.000 --> 00:01:46.000]  現在有些教會可能真的誤解了聖經
[00:01:46.000 --> 00:01:51.000]  以為只是按著自己的心靈和誠實去敬拜主就行了
[00:01:51.000 --> 00:01:55.000]  所以喜歡唱歌的就唱很多詩歌
[00:01:55.000 --> 00:01:58.000]  唱三十分鐘、四十分鐘的詩歌
[00:01:58.000 --> 00:02:04.000]  喜歡跳舞的在崇拜的時候也隨意出來跳舞
[00:02:04.000 --> 00:02:12.000]  其實這些做法是違背了保羅在《哥倫多前書》第十四章有關聚會的教導
[00:02:12.000 --> 00:02:16.000]  讓我讀兩句經文提醒大家
[00:02:16.000 --> 00:02:23.000]  也讓大家知道為什麼我們的崇拜是有程序的
[00:02:23.000 --> 00:02:28.000]  在《哥倫多前書》第十四章三十三節說
[00:02:28.000 --> 00:02:33.000]  上帝不要分裂,而是要我們和諧
[00:02:33.000 --> 00:02:40.000]  在第四十節說,凡事要做得恰當,而有次序
[00:02:40.000 --> 00:02:44.000]  上星期我們也看了另一段經文
[00:02:44.000 --> 00:02:52.000]  那段經文開始的神蹟就是主耶穌醫好一位病了三十八年的癱子
[00:02:52.000 --> 00:02:59.000]  下一個神蹟就是五餅二魚讓五千人吃飽的神蹟
[00:02:59.000 --> 00:03:08.000]  這兩個神蹟的共同點就是和以色列人出了埃及之後在抗夜的生活有關
[00:03:08.000 --> 00:03:14.000]  以色列人由於在抗夜犯了不信上帝的罪
[00:03:14.000 --> 00:03:18.000]  所以當他們去到約旦河東岸之後
[00:03:18.000 --> 00:03:21.000]  本來可以進入去加拿大
[00:03:21.000 --> 00:03:27.000]  但是由於他們不信上帝,上帝就懲罰他們,叫他們走回頭路
[00:03:27.000 --> 00:03:33.000]  回到抗夜,結果在抗夜流蕩了三十八年
[00:03:33.000 --> 00:03:40.000]  而在那段期間,上帝仍然對他們是私人的
[00:03:40.000 --> 00:03:43.000]  降瑪那給他們吃的
[00:03:43.000 --> 00:03:49.000]  五餅二魚的神蹟就是類同降瑪那的神蹟
[00:03:49.000 --> 00:03:54.000]  而隔著在這兩個神蹟中間的真理
[00:03:54.000 --> 00:03:59.000]  就是有關主耶穌的身份和耶穌時代的猶太人
[00:03:59.000 --> 00:04:05.000]  不肯信耶穌是上帝的兒子
[00:04:05.000 --> 00:04:08.000]  我們不會詳細研究第五章的真理
[00:04:08.000 --> 00:04:11.000]  我讀兩節經文讓大家了解
[00:04:11.000 --> 00:04:14.000]  在五章二十四節說
[00:04:14.000 --> 00:04:16.000]  我鄭重地告訴你們
[00:04:16.000 --> 00:04:18.000]  大家聽我說
[00:04:18.000 --> 00:04:21.000]  猶信差我來那一位的
[00:04:21.000 --> 00:04:23.000]  就有永恆的生命
[00:04:23.000 --> 00:04:25.000]  他不至於被定罪
