
[00:00:00.000 --> 00:00:01.000]  大家早上好
[00:00:01.000 --> 00:00:04.000]  我們先低頭祈禱
[00:00:04.000 --> 00:00:09.000]  主祂我們多謝祢
[00:00:09.000 --> 00:00:12.000]  因為祢讓我們有生命氣息來敬拜祢
[00:00:12.000 --> 00:00:14.000]  用詩歌讚美祢
[00:00:14.000 --> 00:00:15.000]  主啊
[00:00:15.000 --> 00:00:17.000]  祢賠得我們的敬拜
[00:00:17.000 --> 00:00:18.000]  我們的讚美
[00:00:18.000 --> 00:00:19.000]  在這一刻
[00:00:19.000 --> 00:00:21.000]  求祢安靜我們的心
[00:00:21.000 --> 00:00:23.000]  對我們每一個人說話
[00:00:23.000 --> 00:00:24.000]  我們這樣祈禱
[00:00:24.000 --> 00:00:26.000]  奉主耶穌基督名求
[00:00:26.000 --> 00:00:27.000]  阿們
[00:00:28.000 --> 00:00:32.000]  今次今天要養一個小孩
[00:00:32.000 --> 00:00:34.000]  真是不容易
[00:00:34.000 --> 00:00:40.000]  在今年七月二十九日
[00:00:40.000 --> 00:00:45.000]  《南華早報》登了一篇新聞
[00:00:45.000 --> 00:00:46.000]  是這樣說的
[00:00:46.000 --> 00:00:49.000]  原來每年一個小孩
[00:00:49.000 --> 00:00:52.000]  需要用二十八萬四千元
[00:00:52.000 --> 00:00:54.000]  好像很貴吧
[00:00:54.000 --> 00:00:56.000]  每年
[00:00:56.000 --> 00:00:58.000]  如果養一個小孩
[00:00:58.000 --> 00:01:00.000]  一直到二十二歲
[00:01:00.000 --> 00:01:02.000]  加起來是六百萬
[00:01:02.000 --> 00:01:04.000]  本來我想說
[00:01:04.000 --> 00:01:06.000]  可以買到一間房子
[00:01:06.000 --> 00:01:08.000]  不過原來今天香港
[00:01:08.000 --> 00:01:10.000]  也是買不到的
[00:01:10.000 --> 00:01:12.000]  不只是錢的問題
[00:01:12.000 --> 00:01:15.000]  還有污染環境
[00:01:15.000 --> 00:01:17.000]  疾病
[00:01:17.000 --> 00:01:20.000]  好像現在我們說新冠肺炎
[00:01:20.000 --> 00:01:23.000]  還有整個環球的經濟
[00:01:23.000 --> 00:01:26.000]  和局面是不穩定的
[00:01:26.000 --> 00:01:27.000]  所以真是
[00:01:27.000 --> 00:01:29.000]  今時今日要想說
[00:01:29.000 --> 00:01:31.000]  要養一個小孩
[00:01:31.000 --> 00:01:33.000]  真是不容易
[00:01:33.000 --> 00:01:35.000]  不過怎麼難都好
[00:01:35.000 --> 00:01:38.000]  都不會夠摩西出世那一刻
[00:01:38.000 --> 00:01:39.000]  那麼難
[00:01:39.000 --> 00:01:41.000]  是吧
[00:01:41.000 --> 00:01:43.000]  今天的經文
[00:01:43.000 --> 00:01:46.000]  是說三個女子
[00:01:46.000 --> 00:01:48.000]  和一個小孩
[00:01:48.000 --> 00:01:52.000]  多數這些經文
[00:01:52.000 --> 00:01:54.000]  或者這些道
[00:01:54.000 --> 00:01:56.000]  在母親節
[00:01:56.000 --> 00:01:58.000]  或者三八婦女節
[00:01:58.000 --> 00:02:00.000]  是這麼說的
[00:02:00.000 --> 00:02:02.000]  我覺得實在是不對的
[00:02:02.000 --> 00:02:03.000]  為什麼呢
[00:02:03.000 --> 00:02:05.000]  因為聖經的經文裡面
[00:02:05.000 --> 00:02:06.000]  那個主角
[00:02:06.000 --> 00:02:08.000]  究竟是男還是女都好
[00:02:08.000 --> 00:02:09.000]  實在的教導
[00:02:09.000 --> 00:02:11.000]  都是給我們所有人的
[00:02:11.000 --> 00:02:12.000]  所以好了
[00:02:12.000 --> 00:02:13.000]  現在今天我們就看看
[00:02:13.000 --> 00:02:15.000]  這三個女子做什麼
[00:02:15.000 --> 00:02:17.000]  和可以有什麼
[00:02:17.000 --> 00:02:20.000]  給我們有教導
[00:02:20.000 --> 00:02:22.000]  第一個呢
[00:02:22.000 --> 00:02:24.000]  就是摩西的媽媽
[00:02:24.000 --> 00:02:26.000]  約基別
[00:02:26.000 --> 00:02:28.000]  如果我要用一個句子
[00:02:28.000 --> 00:02:30.000]  來代表她
[00:02:30.000 --> 00:02:31.000]  她應該是說
[00:02:31.000 --> 00:02:33.000]  一個非常時期
[00:02:33.000 --> 00:02:36.000]  過一個正常的生活
[00:02:36.000 --> 00:02:38.000]  那就對的
[00:02:38.000 --> 00:02:39.000]  第一節
[00:02:39.000 --> 00:02:40.000]  剛才我們看
[00:02:40.000 --> 00:02:42.000]  實在整個故事
[00:02:42.000 --> 00:02:44.000]  開始是很平凡的
[00:02:44.000 --> 00:02:46.000]  不顯眼的方式
[00:02:46.000 --> 00:02:47.000]  來開始的
[00:02:47.000 --> 00:02:49.000]  一個男子
[00:02:49.000 --> 00:02:50.000]  一個男人
[00:02:50.000 --> 00:02:51.000]  娶一個女人
[00:02:51.000 --> 00:02:53.000]  生一個兒子
[00:02:53.000 --> 00:02:54.000]  大家想想
[00:02:54.000 --> 00:02:55.000]  從亞當開始
[00:02:55.000 --> 00:02:56.000]  一直到今天
[00:02:56.000 --> 00:02:58.000]  這些事情發生過
[00:02:58.000 --> 00:03:01.000]  無數次了
[00:03:01.000 --> 00:03:04.000]  甚至整段經文
[00:03:04.000 --> 00:03:06.000]  都好像想給我們覺得
[00:03:06.000 --> 00:03:08.000]  是一個很平凡
[00:03:08.000 --> 00:03:10.000]  很不顯眼的事件
[00:03:10.000 --> 00:03:13.000]  因為母人是有名的
[00:03:13.000 --> 00:03:14.000]  尼未人
[00:03:14.000 --> 00:03:16.000]  尼未人的女子
[00:03:16.000 --> 00:03:18.000]  她的姐姐
[00:03:18.000 --> 00:03:20.000]  法老的女兒
[00:03:20.000 --> 00:03:22.000]  沒有人有名的
[00:03:22.000 --> 00:03:24.000]  作者覺得
[00:03:24.000 --> 00:03:26.000]  好像不需要說
[00:03:26.000 --> 00:03:28.000]  我們聽那幫人是甚麼
[00:03:28.000 --> 00:03:30.000]  因為很代表一般人
[00:03:30.000 --> 00:03:33.000]  一直到六章第二十節
[00:03:33.000 --> 00:03:34.000]  我們才知道
[00:03:34.000 --> 00:03:35.000]  那些人是誰
[00:03:35.000 --> 00:03:37.000]  原來是岸蘭
[00:03:37.000 --> 00:03:38.000]  她的爸爸叫做
[00:03:38.000 --> 00:03:41.000]  媽媽叫做約基別
[00:03:41.000 --> 00:03:44.000]  的姐姐就叫做米尼岸
[00:03:44.000 --> 00:03:47.000]  那個是去到第六章
[00:03:47.000 --> 00:03:49.000]  如果這一段經文
[00:03:49.000 --> 00:03:51.000]  是一套片
[00:03:51.000 --> 00:03:55.000]  是一套黑白的片
[00:03:55.000 --> 00:03:56.000]  為甚麼呢
[00:03:56.000 --> 00:03:59.000]  因為很平凡
[00:03:59.000 --> 00:04:02.000]  不顯眼
[00:04:02.000 --> 00:04:05.000]  不過如果我們再看下去
[00:04:05.000 --> 00:04:07.000]  上文下理
[00:04:07.000 --> 00:04:10.000]  這麼平凡的故事之前
[00:04:10.000 --> 00:04:11.000]  第一章發生
[00:04:11.000 --> 00:04:14.000]  一件事就是不平凡
[00:04:14.000 --> 00:04:16.000]  因為那套法老
[00:04:16.000 --> 00:04:18.000]  頒發了一個命令
[00:04:18.000 --> 00:04:21.000]  要將所有的藍丁殺死
[00:04:21.000 --> 00:04:23.000]  丟到尼路河
[00:04:23.000 --> 00:04:25.000]  立即整件事
[00:04:25.000 --> 00:04:28.000]  有一個所謂 context(情境)出現
[00:04:28.000 --> 00:04:32.000]  原來這麼平凡的故事
[00:04:32.000 --> 00:04:35.000]  發生在一個不平凡
[00:04:35.000 --> 00:04:39.000]  非常的時間那裡
[00:04:39.000 --> 00:04:43.000]  在一個這麼不平凡的
[00:04:43.000 --> 00:04:46.000]  世代的時間做一件平凡的事
[00:04:46.000 --> 00:04:49.000]  實在不是那麼容易的事
[00:04:49.000 --> 00:04:52.000]  十幾年前我們「針神」
[00:04:52.000 --> 00:04:54.000]  有一個課程
[00:04:54.000 --> 00:04:59.000]  專門給學生一個星期
[00:04:59.000 --> 00:05:01.000]  嘗試一下
[00:05:01.000 --> 00:05:03.000]  一個老人
[00:05:03.000 --> 00:05:06.000]  或者身體不健壯的人
[00:05:06.000 --> 00:05:08.000]  生活是怎樣的
[00:05:08.000 --> 00:05:10.000]  所以有些人
[00:05:10.000 --> 00:05:12.000]  一個星期不准發聲
[00:05:12.000 --> 00:05:14.000]  可能那班是最難的
[00:05:14.000 --> 00:05:16.000]  有些人要坐輪椅一個星期
[00:05:16.000 --> 00:05:18.000]  或者是睜著眼睛
[00:05:18.000 --> 00:05:20.000]  看不到東西一個星期
[00:05:20.000 --> 00:05:22.000]  讓他們實在過一些
[00:05:22.000 --> 00:05:23.000]  很平凡的事情
[00:05:23.000 --> 00:05:24.000]  就是上課
[00:05:24.000 --> 00:05:26.000]  去我們的 chapel(廟宇)
[00:05:26.000 --> 00:05:29.000]  但原來是很難的
[00:05:29.000 --> 00:05:31.000]  讓他們感受一下
[00:05:31.000 --> 00:05:35.000]  一個不平凡的情況之下
[00:05:35.000 --> 00:05:37.000]  那個平凡的生活
[00:05:37.000 --> 00:05:39.000]  實在原來都不是那麼容易的
[00:05:39.000 --> 00:05:41.000]  在這個這麼艱難的日子
[00:05:41.000 --> 00:05:44.000]  摩西的父母決定了做什麼呢
[00:05:44.000 --> 00:05:47.000]  他們要過一個平凡的生活
[00:05:47.000 --> 00:05:49.000]  他們生活
[00:05:49.000 --> 00:05:50.000]  他們結婚
[00:05:50.000 --> 00:05:52.000]  他們生兒育女
[00:05:52.000 --> 00:05:54.000]  他們為自己創造
[00:05:54.000 --> 00:05:57.000]  喜樂和盼望
[00:05:57.000 --> 00:05:59.000]  這個就是信心
[00:05:59.000 --> 00:06:01.000]  這個就是信心
[00:06:01.000 --> 00:06:03.000]  這個就是他們
[00:06:03.000 --> 00:06:07.000]  表現他們的信心的行為
[00:06:07.000 --> 00:06:10.000]  當然這個信心不是信自己
[00:06:10.000 --> 00:06:13.000]  這個信心是信神
[00:06:13.000 --> 00:06:15.000]  又不只是摩西的事情
[00:06:15.000 --> 00:06:17.000]  今天我們也要這樣
[00:06:17.000 --> 00:06:18.000]  不止這樣
[00:06:18.000 --> 00:06:21.000]  當神給他們有個小孩的時候
[00:06:21.000 --> 00:06:22.000]  他很珍惜
[00:06:22.000 --> 00:06:28.000]  和很想辦法去保護這個小孩
[00:06:28.000 --> 00:06:31.000]  第二節那裡實在寫著
[00:06:31.000 --> 00:06:34.000]  見他盡未
[00:06:34.000 --> 00:06:36.000]  實在大家讀的時候
[00:06:36.000 --> 00:06:38.000]  我不知道你們有沒有想過
[00:06:38.000 --> 00:06:40.000]  這個問題
[00:06:40.000 --> 00:06:41.000]  有哪個父母不覺得
[00:06:41.000 --> 00:06:44.000]  自己的兒女是盡未的
[00:06:44.000 --> 00:06:46.000]  生到怎樣都覺得很盡未的
[00:06:46.000 --> 00:06:49.000]  還有不盡未的怎麼辦
[00:06:49.000 --> 00:06:51.000]  就丟了出去
[00:06:51.000 --> 00:06:53.000]  一直以來那些人都很知道這件事
[00:06:53.000 --> 00:06:56.000]  所以初期的拉比
[00:06:56.000 --> 00:07:00.000]  有很多解釋盡未的意思是怎樣
