
[00:00:00.000 --> 00:00:09.000]  廣東人有一句俗語,叫做「不問自取,是為賊也」。
[00:00:09.000 --> 00:00:28.000]  不問自取,是為賊也。
[00:00:28.000 --> 00:00:42.000]  有些事情不能夠取而自己做的話,這就是明知故犯,罪加一等。
[00:00:42.000 --> 00:00:58.000]  當我們還沒看約書亞第七章的時候,讓我們先去了解一下一個罪人的心態是如何的。
[00:00:58.000 --> 00:01:12.000]  罪人當然是說一個人犯了罪,當一個人犯了罪之後,他就會有三層的表現活在他生命當中。
[00:01:12.000 --> 00:01:30.000]  第一,他會經常覺得害怕,因為當他做過壞事,被人脅迫,就不知如何是好。
[00:01:30.000 --> 00:01:43.000]  所以通常一個罪人,他們的心神是彷彿的,神不守舍,有很多心事。
[00:01:43.000 --> 00:02:02.000]  所以如果你想知道一個人有沒有犯罪,你和他聊聊天的時候,他就知道他可能真的有些心事。
[00:02:02.000 --> 00:02:18.000]  他經常落在一種惶恐和恐懼的裡面,他分分秒秒都在盤算著,怎樣才能掩飾他犯過的罪。
[00:02:18.000 --> 00:02:34.000]  或者他又不斷去想,假若有一天東窗事發,被人知道他的罪行的時候,他要怎樣去回應好呢?
[00:02:34.000 --> 00:02:50.000]  這是第一個反應,害怕。犯罪的人第二個反應,通常是推卸責任,或者否認責任。
[00:02:50.000 --> 00:03:08.000]  我會經常聽到一些人說,不是呀,或者不知道呀,或者以英語來說,Oops!那你就知道他肯定有些事情是做錯了。
[00:03:08.000 --> 00:03:23.000]  我記得我年紀都很輕的時候,我記得當時在家裡幫家裡的手做事,我家裡以前做一些手工作。
[00:03:23.000 --> 00:03:38.000]  有些人不知道,我可以講多一點給你聽,認識一下你以前是做什麼的。我家裡以前是做核桃肉的,在家裡做核桃肉。
[00:03:38.000 --> 00:03:42.000]  核桃肉是什麼呢?就是一個核桃頭,一個硬殼果。
[00:03:42.000 --> 00:03:44.000]  就是一個硬殼果。
[00:03:44.000 --> 00:03:46.000]  你就要砸爛這個殼。
[00:03:46.000 --> 00:03:48.000]  要把這個殼打破。
[00:03:48.000 --> 00:03:52.000]  然後就拿裡面有兩片的肉出來。
[00:03:52.000 --> 00:03:56.000]  要將這兩片肉,核桃裡面拿出來。
[00:03:56.000 --> 00:03:57.000]  其實是一個果仁來的。
[00:03:57.000 --> 00:03:58.000]  就是果仁。
[00:03:58.000 --> 00:04:01.000]  核桃肉就很難拔出來的。
[00:04:01.000 --> 00:04:04.000]  核桃肉其實是很難拿出來的。
[00:04:04.000 --> 00:04:11.000]  我以前小時候的殼就想著,都是用棍子打下去,打爛那個殼,就拔出兩塊肉,很容易。
[00:04:11.000 --> 00:04:17.000]  小時候想得很容易,把殼打破,這兩片肉就不見了。
[00:04:17.000 --> 00:04:24.000]  那些年輕人就說,哦,easy job,不是easy job來的。
[00:04:24.000 --> 00:04:27.000]  首先用力,怎麼打那個殼都有關係的。
[00:04:27.000 --> 00:04:31.000]  就是說,如何用力,用多大的力,是很有關係的。
[00:04:31.000 --> 00:04:33.000]  打得大力就打爛那個殼,連那塊肉都碎了。
[00:04:33.000 --> 00:04:38.000]  就是說,力大的話,不光殼破了,連肉也碎了。
[00:04:38.000 --> 00:04:41.000]  那我媽就會走過來,臭小子,又打爛了。
[00:04:41.000 --> 00:04:45.000]  媽媽就說,你怎麼又把肉給打破了呢?
[00:04:45.000 --> 00:04:47.000]  所以我們請很多人去做這些事情的。
[00:04:47.000 --> 00:04:49.000]  我們請很多人去做這些事情的。
[00:04:49.000 --> 00:04:52.000]  請一些專業,有技能的人去做。
[00:04:52.000 --> 00:04:55.000]  專業有技能的人去做。
[00:04:55.000 --> 00:04:56.000]  很多是外省人來的。
[00:04:56.000 --> 00:04:57.000]  很多是外省人。
[00:04:57.000 --> 00:05:00.000]  你知道香港以前外省人很難有事情做的。
