
[00:00:00.000 --> 00:00:03.440]  傳道書的經文的講道
[00:00:03.440 --> 00:00:06.520]  這次來到第十章了
[00:00:06.520 --> 00:00:11.000]  先問問大家 傳道書總共有多少章呢
[00:00:11.000 --> 00:00:13.040]  十二 十三 十四
[00:00:13.040 --> 00:00:14.800]  A B C
[00:00:14.800 --> 00:00:16.200]  A 好啊 好啊
[00:00:16.200 --> 00:00:18.000]  李牧師傅說十二章是最重要的章
[00:00:18.000 --> 00:00:19.000]  所以要記得
[00:00:19.000 --> 00:00:21.360]  十二章 差不多到尾聲了
[00:00:21.360 --> 00:00:25.640]  我們年底之前就應該完成傳道書的講道信息
[00:00:25.640 --> 00:00:27.080]  今天繼續講下去
[00:00:27.080 --> 00:00:28.960]  我們看到傳道書裡面
[00:00:28.960 --> 00:00:32.960]  聽了這麼久 印象最深的是什麼信息呢
[00:00:32.960 --> 00:00:39.240]  例如之前我們說文姑娘帶領我們去思考
[00:00:39.240 --> 00:00:41.040]  一個很重要的信息是什麼呢
[00:00:41.040 --> 00:00:44.280]  上一兩個星期 活在當下
[00:00:44.280 --> 00:00:48.480]  我們看到很多禍患或是福祿
[00:00:48.480 --> 00:00:50.720]  我們估計得到
[00:00:50.720 --> 00:00:53.440]  但有時候出現一些情況我們估計不到
[00:00:53.440 --> 00:00:56.200]  怎樣去理解這件事情呢
[00:00:56.200 --> 00:00:57.600]  是很虛空的
[00:00:57.600 --> 00:01:02.520]  這個嘆氣是在傳道書裡面常常出現的
[00:01:02.520 --> 00:01:05.840]  今天繼續講到智慧和愚昧
[00:01:05.840 --> 00:01:07.960]  我們看的內容
[00:01:07.960 --> 00:01:10.640]  題目就是關於領袖
[00:01:10.640 --> 00:01:13.520]  在講經文之前
[00:01:13.520 --> 00:01:16.640]  想跟大家分享一些開心的事情
[00:01:16.640 --> 00:01:18.920]  當然在這個環境講開心的事情好像不太適合
[00:01:18.920 --> 00:01:25.000]  不過也是一個讓大家跳空去思考其他事物的時候
[00:01:25.000 --> 00:01:29.480]  這個地方就是今年我和我家人去了一個地方玩
[00:01:29.480 --> 00:01:32.160]  有沒有人知道這裡在哪裡
[00:01:32.160 --> 00:01:34.120]  德國 是的 德國在哪裡呢
[00:01:34.120 --> 00:01:36.120]  有沒有人去過
[00:01:36.120 --> 00:01:38.000]  我好像聽到
[00:01:38.000 --> 00:01:40.600]  是的 天鵝堡 不過多一個字
[00:01:40.600 --> 00:01:43.720]  新天鵝堡 舊天鵝堡是什麼顏色
[00:01:43.720 --> 00:01:45.480]  黃色的 這個是新天鵝堡
[00:01:45.480 --> 00:01:47.160]  這個就是軟軟跳舞
[00:01:47.160 --> 00:01:49.160]  因為他看到一個山上
[00:01:49.160 --> 00:01:50.440]  其實我們在這裡
[00:01:50.440 --> 00:01:51.480]  這張照片是我拍的
[00:01:51.480 --> 00:01:54.440]  拍過去的時候上面有一條橋
[00:01:54.440 --> 00:01:56.760]  可以拍到一個外觀
[00:01:56.760 --> 00:01:59.000]  你覺得很像哪裡
[00:01:59.000 --> 00:02:01.080]  迪士尼 其實是迪士尼抄襲他的
[00:02:01.080 --> 00:02:03.160]  不怕跟你說 迪士尼自己也說
[00:02:03.160 --> 00:02:04.560]  迪士尼的設計師
[00:02:04.560 --> 00:02:06.600]  很多想法是從哪裡來的
[00:02:06.600 --> 00:02:08.840]  其實是新天鵝堡其中一個地方
[00:02:08.840 --> 00:02:11.000]  我們看回原來是誰建的
[00:02:11.000 --> 00:02:12.720]  我帶兩個女兒去的時候很開心
[00:02:12.720 --> 00:02:13.800]  看到很漂亮
[00:02:13.800 --> 00:02:15.880]  外面也很吸引他們
[00:02:15.880 --> 00:02:17.560]  這個原來是拜仁州
[00:02:17.560 --> 00:02:21.080]  原先叫做路德里希的第二世
[00:02:21.080 --> 00:02:22.600]  他是一個君王
[00:02:22.600 --> 00:02:27.000]  是拜仁州 或者叫做巴伐利亞州的一個君王
[00:02:27.000 --> 00:02:29.320]  也當過一段時間的皇帝
[00:02:29.320 --> 00:02:33.720]  你看他的樣子 他的肖像也挺高大帥氣的
[00:02:33.720 --> 00:02:35.800]  其實他那個時候是一個
[00:02:35.800 --> 00:02:37.640]  剛剛他爸爸去世
[00:02:37.640 --> 00:02:41.880]  他十八歲左右就要代替他爸爸當君王
[00:02:41.880 --> 00:02:43.800]  其實大家看到他的樣子的時候
[00:02:43.800 --> 00:02:46.520]  讓我想起舊約的掃羅一樣
[00:02:46.520 --> 00:02:47.640]  很有期盼
[00:02:47.640 --> 00:02:50.040]  看到他這麼年輕有為
[00:02:50.040 --> 00:02:53.960]  對他將來怎樣帶領這個國家是一定的期盼
[00:02:53.960 --> 00:02:57.480]  當然他自己也充滿期待
[00:02:57.480 --> 00:02:59.480]  帶領這個國家的時候
[00:02:59.480 --> 00:03:01.960]  但是經歷一場戰爭的時候
[00:03:01.960 --> 00:03:06.200]  跟一個國家打仗的時候
[00:03:06.200 --> 00:03:07.160]  輸了一場戰爭之後
[00:03:07.160 --> 00:03:08.840]  他接著一蹶不振
[00:03:08.840 --> 00:03:10.920]  接著他追求什麼呢
[00:03:10.920 --> 00:03:13.400]  原來他很有藝術細胞
[00:03:13.400 --> 00:03:15.960]  他很喜歡藝術和歌劇
[00:03:15.960 --> 00:03:17.800]  接著做了什麼事呢
[00:03:17.800 --> 00:03:19.160]  他就在這個山上
[00:03:19.160 --> 00:03:21.480]  他覺得爸爸的宮殿不夠漂亮
[00:03:21.480 --> 00:03:23.000]  就用了很多很多的錢
[00:03:23.000 --> 00:03:25.640]  建了一個新的宮殿叫新天鵝堡
[00:03:25.640 --> 00:03:27.400]  他爸爸那個叫舊天鵝堡
[00:03:27.400 --> 00:03:28.680]  他建了一個新天鵝堡
[00:03:28.680 --> 00:03:30.600]  我跟女兒和太太進去
[00:03:30.600 --> 00:03:32.120]  當然我不是第一次進去
[00:03:32.120 --> 00:03:33.800]  但女兒們進去的時候
[00:03:33.800 --> 00:03:35.400]  哇 這裡不能拍照
[00:03:35.400 --> 00:03:37.000]  這些全是網上的照片
[00:03:37.000 --> 00:03:39.160]  進去的時候你有什麼感覺
[00:03:39.160 --> 00:03:40.200]  你看這些照片的時候
[00:03:40.200 --> 00:03:43.320]  左邊那幅圖畫
[00:03:43.320 --> 00:03:45.400]  你知道是什麼地方嗎
[00:03:45.400 --> 00:03:48.040]  是他敬拜神的地方
[00:03:48.040 --> 00:03:49.480]  原來在宮殿裡面
[00:03:49.480 --> 00:03:53.000]  他有一個地方叫小禮堂
[00:03:53.000 --> 00:03:54.440]  對他來說是小的
[00:03:54.440 --> 00:03:57.640]  跟他的神僕 親人一起去敬拜神
[00:03:57.640 --> 00:04:02.760]  你看到很多金碧輝煌的裝飾物
[00:04:02.760 --> 00:04:05.240]  大家有沒有想過
[00:04:05.240 --> 00:04:08.280]  為什麼歐洲的皇宮裡面有這麼多金
[00:04:08.280 --> 00:04:10.680]  金箔當然不是全金
[00:04:10.680 --> 00:04:12.680]  漂亮之外還有什麼用呢
[00:04:12.680 --> 00:04:15.880]  那個是沒有電的
[00:04:15.880 --> 00:04:19.800]  那個年代是沒有電的
[00:04:19.800 --> 00:04:21.800]  那時候是點燭光
[00:04:21.800 --> 00:04:23.800]  或者有其他的光源
[00:04:23.800 --> 00:04:25.960]  其實那些金是幫他反射
[00:04:25.960 --> 00:04:29.960]  令整個空間更加光亮
[00:04:29.960 --> 00:04:31.880]  原來他們的設計
[00:04:31.880 --> 00:04:34.440]  很多是很有藝術的元素
[00:04:34.440 --> 00:04:38.440]  和彰顯那種奢華
[00:04:38.440 --> 00:04:40.600]  他設計了很多很漂亮的東西
[00:04:40.600 --> 00:04:43.400]  右邊那張照片就是他的祈禱室
[00:04:43.400 --> 00:04:45.880]  他自己一個人祈禱
[00:04:45.880 --> 00:04:47.880]  但是很可惜的時候
[00:04:47.880 --> 00:04:50.280]  也不是很可惜
[00:04:50.280 --> 00:04:51.880]  因為到最後的時候
[00:04:51.880 --> 00:04:53.880]  他正正在這個祈禱室的時候
[00:04:53.880 --> 00:04:55.880]  被他的下屬
[00:04:55.880 --> 00:04:59.720]  或者被他的國家神僕捉了去軟禁
[00:04:59.720 --> 00:05:01.000]  發生什麼事呢
[00:05:01.000 --> 00:05:02.120]  為什麼他被軟禁呢
[00:05:02.120 --> 00:05:04.520]  一個君王建了這麼漂亮的宮殿
[00:05:04.520 --> 00:05:06.120]  不是代表他很有權勢嗎
[00:05:06.120 --> 00:05:07.880]  但是大家有沒有想過
[00:05:07.880 --> 00:05:09.640]  他這個宮殿是怎麼建出來的
[00:05:09.640 --> 00:05:12.680]  剛才說他戰敗了
[00:05:12.680 --> 00:05:14.280]  其實戰敗之後
[00:05:14.280 --> 00:05:15.880]  國力就不斷衰弱
[00:05:15.880 --> 00:05:18.520]  但是他心裡面有個夢
[00:05:18.520 --> 00:05:20.280]  他建了一個很漂亮的皇宮
[00:05:20.280 --> 00:05:21.000]  然後怎樣呢
[00:05:21.000 --> 00:05:23.960]  他開始的時候就用自己國家的錢
[00:05:23.960 --> 00:05:25.160]  不夠錢之後怎樣
[00:05:25.160 --> 00:05:26.520]  向貴族借錢
[00:05:26.520 --> 00:05:27.400]  再不夠錢怎樣
[00:05:27.400 --> 00:05:30.760]  他向世界不同的其他鄰國借了錢
[00:05:30.760 --> 00:05:33.560]  然後據說他那時候借的錢
[00:05:33.560 --> 00:05:35.560]  借了相當於現在
[00:05:35.560 --> 00:05:38.040]  十幾二十億的歐羅
[00:05:38.040 --> 00:05:39.880]  去建整個宮殿
[00:05:39.880 --> 00:05:41.240]  當然他還沒有建好
[00:05:41.240 --> 00:05:42.680]  還沒有建好
[00:05:42.680 --> 00:05:43.800]  在這個環境裡面
[00:05:43.800 --> 00:05:45.080]  他不斷的建的時候
[00:05:45.080 --> 00:05:47.000]  但是國民和神僕覺得
[00:05:47.000 --> 00:05:50.680]  這個君王好像瘋了
[00:05:50.680 --> 00:05:52.200]  所以你剛才看到他的名字
[00:05:52.200 --> 00:05:54.280]  他是一個瘋的皇帝
[00:05:54.280 --> 00:05:55.960]  因為他根本不理國事
[00:05:55.960 --> 00:05:57.560]  只顧著建這個宮殿
[00:05:57.560 --> 00:06:00.440]  享受在當中的藝術和歌劇裡面
[00:06:00.440 --> 00:06:03.640]  但是最後他被軟禁了
[00:06:03.640 --> 00:06:06.200]  但很奇妙的時候
[00:06:06.200 --> 00:06:08.440]  剛才說他欠了很多錢
[00:06:08.440 --> 00:06:12.520]  但這個皇宮在他被軟禁之後
[00:06:12.520 --> 00:06:14.200]  第七個星期開始
[00:06:14.200 --> 00:06:17.400]  他的國家裡面的親王
[00:06:17.400 --> 00:06:20.600]  就把這個宮殿開放出來
