
[00:00:00.000 --> 00:00:02.760]  因為今天去聆聽主導醫師
[00:00:02.760 --> 00:00:04.440]  又是再一次同心討估
[00:00:04.440 --> 00:00:05.560]  所以聆聽主導醫師
[00:00:05.560 --> 00:00:07.120]  應該會聆聽天父
[00:00:07.120 --> 00:00:11.360]  真是天父多謝你
[00:00:11.360 --> 00:00:13.880]  能夠讓我們再次打開你的說話
[00:00:13.880 --> 00:00:15.680]  一起聆聽主理的道理
[00:00:15.680 --> 00:00:17.080]  我們再次獻上感恩
[00:00:17.080 --> 00:00:19.320]  求主讓我們有一個
[00:00:19.320 --> 00:00:23.240]  聆聽主導並且信服主導的心
[00:00:23.240 --> 00:00:26.400]  好使我們真的活出
[00:00:26.400 --> 00:00:29.320]  是一個屬主來的人的生命
[00:00:29.320 --> 00:00:31.200]  親愛的天父感謝祢
[00:00:31.200 --> 00:00:33.920]  給我們能夠再次打開祢的說話
[00:00:33.920 --> 00:00:37.360]  讓我們一起來到聆聽主理的話語
[00:00:37.360 --> 00:00:40.240]  一起來到明白祢的心意
[00:00:40.240 --> 00:00:44.160]  並且給我們能夠學習
[00:00:44.160 --> 00:00:47.880]  怎麼樣來到悉行主理的教訓
[00:00:47.880 --> 00:00:48.840]  求祢的幫助
[00:00:48.840 --> 00:00:50.640]  讓我們真的成為一個
[00:00:50.640 --> 00:00:52.280]  勝服主理
[00:00:52.280 --> 00:00:54.840]  由上帝讓世的基督徒
[00:00:54.840 --> 00:00:55.840]  我們禱告
[00:00:55.840 --> 00:00:57.840]  奉主耶穌的名求
[00:00:57.840 --> 00:00:59.840]  阿們
[00:00:59.840 --> 00:01:05.520]  最近我和家人一起去了一個主題公園
[00:01:05.520 --> 00:01:08.480]  最近我和家人去了一個主題公園
[00:01:08.480 --> 00:01:10.720]  都是一個假期的日子
[00:01:10.720 --> 00:01:12.280]  因為是一個假期的日子
[00:01:12.280 --> 00:01:15.000]  人潮蜂擁
[00:01:15.000 --> 00:01:16.840]  尤其是在這個園當中
[00:01:16.840 --> 00:01:19.840]  有一些獨有的機動遊戲
[00:01:19.840 --> 00:01:21.280]  尤其在這個醫院裡面
[00:01:21.280 --> 00:01:23.200]  有一個特有的機動遊戲
[00:01:23.200 --> 00:01:25.320]  那條隊真的長到不堪
[00:01:25.320 --> 00:01:27.440]  那個隊排得長得不得了
[00:01:27.440 --> 00:01:29.120]  我這年紀開始大
[00:01:29.120 --> 00:01:32.600]  心臟又不是開始有些壞的時候
[00:01:32.600 --> 00:01:33.680]  我的年紀比較大
[00:01:33.680 --> 00:01:34.920]  心臟也不是太好
[00:01:34.920 --> 00:01:36.240]  有些壞的時候
[00:01:36.240 --> 00:01:38.400]  其實就不太想玩機動遊戲了
[00:01:38.400 --> 00:01:40.560]  其實真的不想玩這種機動遊戲
[00:01:40.560 --> 00:01:42.720]  死都死在港台上面
[00:01:42.720 --> 00:01:43.960]  死也要死在講台上
[00:01:43.960 --> 00:01:46.800]  沒理由死在機動遊戲上面
[00:01:46.800 --> 00:01:49.680]  不可能說死在機動遊戲上面
[00:01:49.680 --> 00:01:53.680]  不過子女說爸爸都給錢了
[00:01:53.680 --> 00:01:56.840]  其實孩子們說爸爸已經付錢了
[00:01:56.840 --> 00:02:00.000]  不如都排隊去玩下了好不好
[00:02:00.000 --> 00:02:01.760]  不如都排隊去玩一下吧
[00:02:01.760 --> 00:02:03.920]  我這次真的找了一條命去拼
[00:02:03.920 --> 00:02:06.520]  我真的是拿那個性命去拼這一次
[00:02:06.520 --> 00:02:08.440]  走到去這個隊尾
[00:02:08.440 --> 00:02:09.640]  看到有個牌
[00:02:09.640 --> 00:02:11.720]  走到去那個隊的最後
[00:02:11.720 --> 00:02:12.960]  我看到有一個牌子
[00:02:12.960 --> 00:02:15.080]  寫著排隊90分鐘
[00:02:15.080 --> 00:02:17.240]  上面寫著排隊90分鐘
[00:02:17.240 --> 00:02:19.320]  哇 90分鐘啊
[00:02:19.320 --> 00:02:21.320]  我說哇 90分鐘啊
[00:02:21.320 --> 00:02:24.360]  不過心想都給了錢進了場了
[00:02:24.360 --> 00:02:27.360]  但心裏想反正已經付錢進了場了
[00:02:27.360 --> 00:02:29.240]  都是玩完這一次機動遊戲
[00:02:29.240 --> 00:02:31.880]  那就90分鐘就90分鐘了
[00:02:31.880 --> 00:02:34.040]  還是玩這一次機動遊戲吧
[00:02:34.040 --> 00:02:35.600]  90分鐘就90分鐘吧
[00:02:35.600 --> 00:02:37.240]  在烈日當空之下
[00:02:37.240 --> 00:02:39.520]  在烈日底下
[00:02:39.520 --> 00:02:41.760]  帶著一瓶水都差不多喝完的時候
[00:02:41.760 --> 00:02:44.000]  帶著那瓶水差不多喝完的時候
[00:02:44.000 --> 00:02:45.840]  熱的人就很燥了
[00:02:45.840 --> 00:02:48.080]  熱人就很燥
[00:02:48.080 --> 00:02:49.640]  燥就開始
[00:02:49.640 --> 00:02:51.600]  什麼時候排到我們呢
[00:02:51.600 --> 00:02:54.480]  燥就會這樣 什麼時候才輪到我們呢
[00:02:54.480 --> 00:02:56.760]  不過後來發生一件事更燥
[00:02:56.760 --> 00:02:59.280]  後來發生一件事令我更加煩躁
[00:02:59.280 --> 00:03:02.240]  在那條這麼長的隊伍的側邊
[00:03:02.240 --> 00:03:05.160]  在這麼長的一個隊伍側面
[00:03:05.160 --> 00:03:08.200]  就有一條沒有人排隊的通道
[00:03:08.200 --> 00:03:11.320]  就有一條不需要排隊的通道
[00:03:11.320 --> 00:03:13.600]  時不時就有三四個人
[00:03:13.600 --> 00:03:15.960]  自己直走直過就走了
[00:03:15.960 --> 00:03:18.200]  常常會有一些人這樣子
[00:03:18.200 --> 00:03:20.600]  直行直走的就走過去
