
[00:00:00.000 --> 00:00:03.000]  好 弟兄姊妹平安 我們再一次低頭祈禱
[00:00:03.000 --> 00:00:04.800]  天父啊 願祢帶領我們
[00:00:04.800 --> 00:00:09.340]  我們願祢將祢自己的說話向我們講明
[00:00:09.340 --> 00:00:11.540]  也給我們的心體體會到
[00:00:11.540 --> 00:00:13.540]  祢講這些說話的心意
[00:00:13.540 --> 00:00:15.440]  願祢的聖靈安慰我們中間做功
[00:00:15.440 --> 00:00:17.440]  奉耶穌基督的名祈求 阿們
[00:00:17.440 --> 00:00:22.220]  好了 上一次呢 如果你記得
[00:00:22.220 --> 00:00:25.400]  希伯來書第六章
[00:00:25.400 --> 00:00:29.720]  其實第五章結尾到第六章上半部份
[00:00:29.720 --> 00:00:34.260]  都講到一個非常之嚴厲的警告
[00:00:34.260 --> 00:00:37.940]  那個警告呢 就是講到人如果
[00:00:37.940 --> 00:00:43.200]  在信仰上面經歷過神自己的恩典的時候
[00:00:43.200 --> 00:00:44.540]  而後退呢
[00:00:44.540 --> 00:00:49.320]  就會去到一個非常之可怕的一個結局
[00:00:49.320 --> 00:00:52.120]  甚至乎呢 就沒得回頭
[00:00:52.120 --> 00:00:55.620]  如果你記得上一次是講到這一部份的時候
[00:00:55.620 --> 00:01:02.820]  你就知道是一個非常之令人心裏邊感覺到
[00:01:02.820 --> 00:01:08.900]  是很嚴厲的一種需要的一種反省
[00:01:08.900 --> 00:01:12.400]  這個這樣的警告呢
[00:01:12.400 --> 00:01:15.640]  希伯來書的作者覺得是絕對必要的
[00:01:15.640 --> 00:01:21.180]  因為很多時候人都沒有一個這樣的想法
[00:01:21.180 --> 00:01:26.420]  他覺得 跟從神或者信了耶穌的時候
[00:01:26.420 --> 00:01:31.880]  就好像很多事情都會自自然然
[00:01:31.880 --> 00:01:35.220]  神都會幫助或者神都不會離棄
[00:01:35.220 --> 00:01:37.700]  因為神是慈愛的神來的 是不是
[00:01:37.700 --> 00:01:39.400]  那這一種這樣的想法呢
[00:01:39.400 --> 00:01:43.660]  基本上對於我們今時今日的基督徒呢
[00:01:43.660 --> 00:01:45.660]  是更加普遍的
[00:01:45.660 --> 00:01:48.660]  比起希伯來書那個時代更加普遍
[00:01:48.660 --> 00:01:50.660]  所以希伯來書的作者看到
[00:01:50.660 --> 00:01:53.660]  信徒有這些錯誤的觀念
[00:01:53.660 --> 00:01:58.780]  覺得即使信了後退都不是一回事的時候
[00:01:58.780 --> 00:02:02.160]  他就寫出了非常之嚴厲的警告
[00:02:02.160 --> 00:02:04.160]  我們上一次都已經講過了
[00:02:04.160 --> 00:02:08.220]  這種的警告是絕對必要
[00:02:08.220 --> 00:02:12.920]  所以我們自己去反省去監察我們自己的內心
[00:02:12.920 --> 00:02:14.920]  但是呢
[00:02:14.920 --> 00:02:20.240]  接下來可能有些人聽完一個這樣的警告
[00:02:20.240 --> 00:02:25.320]  就會有一種 心裏面有一種不安
[00:02:25.320 --> 00:02:30.600]  那種不安的程度就是
[00:02:30.600 --> 00:02:32.600]  我已經信了耶穌
[00:02:32.600 --> 00:02:38.160]  那我現在也都可能未去到後退的地步
[00:02:38.160 --> 00:02:40.160]  但是
[00:02:40.160 --> 00:02:42.160]  我現在不後退而已
[00:02:42.160 --> 00:02:45.160]  代不代表我永遠都不後退呢
[00:02:45.160 --> 00:02:47.160]  說不完的
[00:02:47.160 --> 00:02:51.160]  如果是這樣的話 那不是很危險嗎
[00:02:51.160 --> 00:02:58.960]  心裏面就會有一種很嚴重的不安的感覺
[00:02:58.960 --> 00:03:03.600]  甚至對於信仰來說都會覺得很不踏實
[00:03:03.600 --> 00:03:05.600]  希伯來書的作者
[00:03:05.600 --> 00:03:07.600]  今天所讀的這段經文
[00:03:07.600 --> 00:03:09.600]  其實在某個程度呢
[00:03:09.600 --> 00:03:20.880]  是教導我們怎樣用一個正面的態度去看神自己的救贖的恩典呢
[00:03:20.880 --> 00:03:25.520]  當然如果我們的信仰是很危危乎的
[00:03:25.520 --> 00:03:27.520]  這一種的程度
[00:03:27.520 --> 00:03:29.520]  上一次那個警告是絕對必要的
[00:03:29.520 --> 00:03:31.520]  因為我們每個人都需要反省
[00:03:31.520 --> 00:03:43.680]  以致我們不會跌入了後退 信仰後退會越來越走到一個嚴重離棄神的狀況
[00:03:43.680 --> 00:03:45.680]  但是問題就是說
[00:03:45.680 --> 00:03:48.560]  我現在還沒有去到信仰後退
[00:03:48.560 --> 00:03:53.600]  但是我的信心又覺得很不穩定的時候怎麼辦呢
[00:03:53.600 --> 00:03:58.440]  我不知道這個是不是你自己覺得自己的狀況
[00:03:58.440 --> 00:04:06.240]  如果是的話 這一段聖經基本上就是正正就是要對應你這種心靈狀況
[00:04:06.240 --> 00:04:11.120]  有時候你還沒有覺得自己是去到不安的程度
[00:04:11.120 --> 00:04:18.960]  但是你可能都覺得我的信心又不是很強 我會不會失去了呢
[00:04:18.960 --> 00:04:24.360]  希伯來書的作者
[00:04:24.360 --> 00:04:26.360]  其實在整段的經文當中
[00:04:26.360 --> 00:04:28.960]  今天我們剛才讀了一段很長的經文
[00:04:28.960 --> 00:04:33.040]  他的其中一個很重要的重點就是說
[00:04:33.040 --> 00:04:38.440]  其實你不需要看自己 你看神就可以了
[00:04:38.440 --> 00:04:43.480]  沒錯 你的信心你覺得現在都好像很不穩定
[00:04:43.480 --> 00:04:48.520]  我現在還沒有去到後退 但是我都很害怕自己
[00:04:48.520 --> 00:04:51.880]  我可不可以抓到尾的呢
[00:04:51.880 --> 00:04:57.360]  這時候作者就說 你不要看自己 你看神
[00:04:57.360 --> 00:05:01.560]  看神哪一方面呢 今天我們讀這段經文就說了
[00:05:01.560 --> 00:05:03.560]  他講了兩方面
[00:05:03.560 --> 00:05:07.080]  第一方面 為什麼我們剛才讀這段經文讀得這麼長呢
[00:05:07.080 --> 00:05:11.000]  因為這一段的經文本身我覺得是一個整體來的
[00:05:11.000 --> 00:05:15.880]  是一個大的段落 我就不想把它分開
[00:05:15.880 --> 00:05:20.680]  這個大的段落基本上在頭和尾好像一個括弧
[00:05:20.680 --> 00:05:25.600]  這個括弧在頭和尾你都知道就是圈住了它
[00:05:25.600 --> 00:05:30.560]  括弧就是你有時寫文的時候有些東西你圈住了它
[00:05:30.560 --> 00:05:32.560]  這個是整個整體來的
[00:05:32.560 --> 00:05:38.160]  在這一段的經文其實那個括弧是什麼來的呢
[00:05:38.160 --> 00:05:41.600]  就是講到神發誓
[00:05:41.600 --> 00:05:44.760]  第六章13節說
[00:05:44.760 --> 00:05:46.760]  當初神應許阿伯拉罕的時候
[00:05:46.760 --> 00:05:49.520]  因為沒有比自己更大的指著氣勢
[00:05:49.520 --> 00:05:51.520]  就指著自己氣勢
[00:05:51.520 --> 00:05:53.520]  就講到神發誓
[00:05:53.520 --> 00:05:59.040]  然後在這一段結束的時候他也是講神發誓
[00:05:59.040 --> 00:06:01.040]  第20到21節
[00:06:01.040 --> 00:06:03.840]  在者 耶穌為祭司 並不是不起誓立的
[00:06:03.840 --> 00:06:07.840]  至於那祭司 原不是起誓立的
[00:06:07.840 --> 00:06:09.840]  只是耶穌是起誓立的
[00:06:09.840 --> 00:06:11.840]  因為那立他的對他說
[00:06:11.840 --> 00:06:14.640]  主起了誓 決不後悔
[00:06:14.640 --> 00:06:16.640]  他是永遠為祭司
[00:06:16.640 --> 00:06:20.280]  所以在一開頭的時候和結尾的時候
[00:06:20.280 --> 00:06:22.760]  他們都講到神發誓
[00:06:22.760 --> 00:06:25.760]  所以整段來講
[00:06:25.760 --> 00:06:32.080]  就好像用發誓把祂包圍著
[00:06:32.080 --> 00:06:36.960]  所以剛才讀得很長 我不想拆開就是這個意思
[00:06:36.960 --> 00:06:38.960]  因為它是一個整體來的
[00:06:38.960 --> 00:06:43.280]  所以這裡首先有一個問題
[00:06:43.280 --> 00:06:45.920]  你就說神為什麼要發誓呢
[00:06:45.920 --> 00:06:49.120]  我們很少這樣想的
[00:06:49.120 --> 00:06:53.440]  我們想神會做很多事情
[00:06:53.440 --> 00:06:57.200]  我們會想神有很多的旨意
[00:06:57.200 --> 00:07:01.840]  我們會想神的聖情是如此如此
[00:07:01.840 --> 00:07:08.800]  但是對於神發誓這個行動本身
[00:07:08.800 --> 00:07:12.320]  起碼在希伯來書這一段當中
[00:07:12.320 --> 00:07:15.280]  他就特別提了出來 拿了出來講
[00:07:15.280 --> 00:07:17.280]  那個神發誓
[00:07:17.280 --> 00:07:21.040]  第一個問題就是
[00:07:21.040 --> 00:07:23.520]  究竟神為什麼要發誓呢
[00:07:23.520 --> 00:07:26.960]  一般人來說 人為什麼要發誓呢
[00:07:26.960 --> 00:07:34.080]  譬如我和你聊天的時候
[00:07:34.080 --> 00:07:38.960]  講到一些事情是很重要的
[00:07:38.960 --> 00:07:40.960]  但是你又不相信我
[00:07:40.960 --> 00:07:47.760]  那怎麼辦 就好像發誓一樣
[00:07:47.760 --> 00:07:49.760]  一定是的 是不是
[00:07:49.760 --> 00:07:51.760]  你要說服別人的時候
[00:07:51.760 --> 00:07:54.800]  你說我用我的性命擔保
[00:07:54.800 --> 00:07:56.800]  這個一定是真的
[00:07:56.800 --> 00:07:58.800]  當然那個還沒有到發誓的程度
[00:07:58.800 --> 00:08:01.600]  但其實因為我們基督徒
[00:08:01.600 --> 00:08:03.600]  主耶穌教我們不要起誓
[00:08:03.600 --> 00:08:06.480]  所以我們都不是亂說起誓的
[00:08:06.480 --> 00:08:11.760]  但是基本上就是說有些事情到最後的時候
[00:08:11.760 --> 00:08:17.200]  你都好像要將一個很重要的壓柱在上面
[00:08:17.200 --> 00:08:19.200]  一定是的 不會變的
[00:08:19.200 --> 00:08:22.160]  去說服別人 就發誓
[00:08:22.160 --> 00:08:26.560]  所以說有些人很沒有口齒的 很不誠實的
[00:08:26.560 --> 00:08:28.560]  發誓當吃生菜的
[00:08:28.560 --> 00:08:33.680]  都有的 因為他不斷的要說一些謊話說服別人
[00:08:33.680 --> 00:08:36.720]  就是發誓本身
[00:08:36.720 --> 00:08:38.720]  希伯來書自己也說
[00:08:38.720 --> 00:08:42.640]  人都是指著比自己大的起誓
[00:08:42.640 --> 00:08:44.640]  並且以起誓為實據
[00:08:44.640 --> 00:08:47.200]  了結各樣的真論
[00:08:47.200 --> 00:08:50.160]  照樣神願意為那承受應許的人
[00:08:50.160 --> 00:08:53.120]  顯明他的旨意是不根據的
[00:08:53.120 --> 00:08:57.120]  就起誓為正
[00:08:57.120 --> 00:09:04.880]  所以這一整段是用神的發誓去擔保一件事情
[00:09:04.880 --> 00:09:06.880]  擔保是甚麼事情呢
[00:09:06.880 --> 00:09:09.600]  你不用爭辯了
[00:09:09.600 --> 00:09:15.680]  人的發誓是了結各樣的真論
[00:09:15.680 --> 00:09:18.640]  有些事情你這樣說 他又這樣說
[00:09:18.640 --> 00:09:22.400]  大家各執一詞都不知道哪個是對的
[00:09:22.400 --> 00:09:24.400]  有一個拍桌子說
[00:09:24.400 --> 00:09:27.200]  我用性命擔保一定是這樣的
[00:09:27.200 --> 00:09:29.200]  那就不用再爭辯了
[00:09:29.200 --> 00:09:36.720]  用發誓去表明是非常堅定的
[00:09:36.720 --> 00:09:40.960]  所以在這一段聖經當中
[00:09:40.960 --> 00:09:44.640]  他就說到一個接下來所討論的東西
[00:09:44.640 --> 00:09:50.000]  他就說到一個非常重要要表達的信息
[00:09:50.000 --> 00:09:55.120]  就說神的旨意是不會變的
[00:09:55.120 --> 00:09:59.280]  神甚至用他自己的性命去擔保
[00:09:59.280 --> 00:10:05.360]  發誓永遠都是向一些高一點的發誓
[00:10:05.360 --> 00:10:09.200]  不會說我指著一塊石頭發誓
[00:10:09.200 --> 00:10:15.440]  或者我指著一張椅子發誓
[00:10:15.440 --> 00:10:17.440]  你不會的
