
[00:00:00.000 --> 00:00:02.000]  讓我們先聽神的話
[00:00:02.000 --> 00:00:04.000]  讓我們一起禱告
[00:00:04.000 --> 00:00:07.000]  讓我們聽神話之前先同心禱告
[00:00:07.000 --> 00:00:12.000]  父神多謝禰給了我們有生命
[00:00:12.000 --> 00:00:15.000]  還可以繼續去聽禰的道理
[00:00:15.000 --> 00:00:17.000]  感謝父神禰給孩子
[00:00:17.000 --> 00:00:20.000]  繼續有生命可以去傳講禰的說話
[00:00:20.000 --> 00:00:23.000]  但願我們每一個人都帶著感恩的心
[00:00:23.000 --> 00:00:24.000]  來到祂的根前
[00:00:24.000 --> 00:00:26.000]  讓我們學會
[00:00:26.000 --> 00:00:28.000]  禰究竟是怎樣的一位主
[00:00:28.000 --> 00:00:30.000]  就讓我們透過禰的說話
[00:00:30.000 --> 00:00:33.000]  再次得到主禰的教訓
[00:00:33.000 --> 00:00:35.000]  鞏固我們對主禰的認識
[00:00:35.000 --> 00:00:37.000]  主禰的願望同在
[00:00:37.000 --> 00:00:40.000]  感謝主禰給我們今天能夠再次有生命
[00:00:40.000 --> 00:00:41.000]  來到主禰的根前
[00:00:41.000 --> 00:00:44.000]  來到聆聽主禰的說話
[00:00:44.000 --> 00:00:45.000]  也感謝主禰
[00:00:45.000 --> 00:00:47.000]  容許孩子在禰的根前
[00:00:47.000 --> 00:00:49.000]  可以有生命
[00:00:49.000 --> 00:00:51.000]  願意傳講主禰的道理
[00:00:51.000 --> 00:00:53.000]  禰的聖靈在我們當中
[00:00:53.000 --> 00:00:55.000]  透過禰的教訓
[00:00:55.000 --> 00:00:57.000]  透過禰的說話
[00:00:57.000 --> 00:01:01.000]  鞏固我們對主禰的瞭解
[00:01:01.000 --> 00:01:04.000]  使我們永遠不離不棄
[00:01:04.000 --> 00:01:07.000]  準確認識這一位愛我們的主
[00:01:07.000 --> 00:01:09.000]  我們禱告
[00:01:09.000 --> 00:01:10.000]  奉主耶穌的名稱
[00:01:10.000 --> 00:01:11.000]  Amen
[00:01:11.000 --> 00:01:15.000]  不知道大家年輕的時候
[00:01:15.000 --> 00:01:18.000]  有沒有長輩經常問你
[00:01:18.000 --> 00:01:20.000]  你將來希望做些什麼呢?
[00:01:20.000 --> 00:01:21.000]  當你年輕的時候
[00:01:21.000 --> 00:01:23.000]  不知道有沒有長輩經常問你
[00:01:23.000 --> 00:01:25.000]  當你長大以後要做什麼呢?
[00:01:25.000 --> 00:01:28.000]  如果你沒有家長問你
[00:01:28.000 --> 00:01:29.000]  我相信
[00:01:29.000 --> 00:01:32.000]  你讀小學的時候
[00:01:32.000 --> 00:01:33.000]  會寫過一篇文章
[00:01:33.000 --> 00:01:35.000]  叫做《我的志願》
[00:01:35.000 --> 00:01:37.000]  如果沒有家長問你
[00:01:37.000 --> 00:01:38.000]  我相信你小時候
[00:01:38.000 --> 00:01:39.000]  可能會做作文
[00:01:39.000 --> 00:01:41.000]  寫《我的志願》
[00:01:41.000 --> 00:01:42.000]  有沒有人寫過?
[00:01:42.000 --> 00:01:43.000]  有沒有人寫過?
[00:01:43.000 --> 00:01:44.000]  講過了
[00:01:44.000 --> 00:01:45.000]  這篇我要寫了
[00:01:45.000 --> 00:01:47.000]  記不記得寫了些什麼?
[00:01:47.000 --> 00:01:49.000]  記不記得寫了些什麼呢?
[00:01:49.000 --> 00:01:50.000]  多了
[00:01:50.000 --> 00:01:51.000]  寫什麼呢?
[00:01:51.000 --> 00:01:52.000]  有幾記
[00:01:52.000 --> 00:01:54.000]  不是幾記得
[00:01:54.000 --> 00:01:57.000]  我很記得自己寫過些什麼
[00:01:57.000 --> 00:01:59.000]  我記得我自己寫過什麼
[00:01:59.000 --> 00:02:00.000]  我曾經寫過
[00:02:00.000 --> 00:02:02.000]  我的志願將來大了
[00:02:02.000 --> 00:02:04.000]  就是要做一個警察
[00:02:04.000 --> 00:02:05.000]  我記得我長大了
[00:02:05.000 --> 00:02:06.000]  我要做一個警察
[00:02:06.000 --> 00:02:07.000]  不過因為後來
[00:02:07.000 --> 00:02:09.000]  我有一個親戚是做警察的
[00:02:09.000 --> 00:02:10.000]  他被我看到
[00:02:10.000 --> 00:02:11.000]  做警察都不太好
[00:02:11.000 --> 00:02:14.000]  因為我有一個親戚是做警察的
[00:02:14.000 --> 00:02:15.000]  所以讓我見到
[00:02:15.000 --> 00:02:17.000]  做警察不是很好
[00:02:17.000 --> 00:02:18.000]  當時我小學四年級
[00:02:18.000 --> 00:02:20.000]  當時我小學四年級
[00:02:20.000 --> 00:02:22.000]  所以後來讀了中學的時候
[00:02:22.000 --> 00:02:24.000]  讀了中學的時候
[00:02:24.000 --> 00:02:26.000]  老師又出同一條題目
[00:02:26.000 --> 00:02:28.000]  老師又出同樣的問題
[00:02:28.000 --> 00:02:29.000]  我就寫了
[00:02:29.000 --> 00:02:31.000]  我的志願是做會計師
[00:02:31.000 --> 00:02:33.000]  我的志願是做會計師
[00:02:33.000 --> 00:02:35.000]  為什麼我希望做會計師呢?
[00:02:35.000 --> 00:02:37.000]  為什麼我願意做會計師呢?
[00:02:37.000 --> 00:02:39.000]  其實因為我爸爸是做生意的
[00:02:39.000 --> 00:02:41.000]  因為我父親是做生意的
[00:02:41.000 --> 00:02:43.000]  我希望將來幫我爸爸
[00:02:43.000 --> 00:02:44.000]  我希望我能夠幫到我父親
[00:02:44.000 --> 00:02:46.000]  不過當我讀完會計
[00:02:46.000 --> 00:02:47.000]  當我讀完會計
[00:02:47.000 --> 00:02:48.000]  讀的時候
[00:02:48.000 --> 00:02:49.000]  做會計的時候
[00:02:49.000 --> 00:02:50.000]  在學校
[00:02:50.000 --> 00:02:51.000]  在我學校做會計的時候
[00:02:51.000 --> 00:02:52.000]  我就發覺
[00:02:52.000 --> 00:02:54.000]  做會計有很多黑暗的東西
[00:02:54.000 --> 00:02:55.000]  因為我發現做會計
[00:02:55.000 --> 00:02:57.000]  也有很多黑暗的東西
[00:02:57.000 --> 00:02:59.000]  所以後來當我讀完大學之後
[00:02:59.000 --> 00:03:01.000]  我爸爸就不需要我了
[00:03:01.000 --> 00:03:02.000]  當我讀完大學以後
[00:03:02.000 --> 00:03:03.000]  我父親就不需要我了
[00:03:03.000 --> 00:03:04.000]  因為他說
[00:03:04.000 --> 00:03:06.000]  我都知道你做不到我的那些數目
