
[00:00:00.000 --> 00:00:06.000]  陳健波議員
[00:00:30.000 --> 00:00:36.000]  何俊仁議員
[00:01:00.000 --> 00:01:06.000]  何俊仁議員
[00:01:30.000 --> 00:01:36.000]  何俊仁議員
[00:02:00.000 --> 00:02:06.000]  何俊仁議員
[00:02:30.000 --> 00:02:36.000]  何俊仁議員
[00:03:00.000 --> 00:03:06.000]  何俊仁議員
[00:03:30.000 --> 00:03:36.000]  何俊仁議員
[00:04:01.000 --> 00:04:07.000]  何俊仁議員
[00:04:30.000 --> 00:04:36.000]  何俊仁議員
[00:05:00.000 --> 00:05:06.000]  何俊仁議員
[00:05:30.000 --> 00:05:36.000]  何俊仁議員
[00:06:00.000 --> 00:06:06.000]  何俊仁議員
[00:06:30.000 --> 00:06:36.000]  何俊仁議員
[00:07:01.000 --> 00:07:07.000]  何俊仁議員
[00:07:30.000 --> 00:07:36.000]  何俊仁議員
[00:08:00.000 --> 00:08:06.000]  何俊仁議員
[00:08:30.000 --> 00:08:36.000]  何俊仁議員
[00:09:00.000 --> 00:09:06.000]  何俊仁議員
[00:09:30.000 --> 00:09:36.000]  陳志全議員
[00:10:00.000 --> 00:10:06.000]  何俊仁議員
[00:10:30.000 --> 00:10:36.000]  何俊仁議員
[00:11:00.000 --> 00:11:06.000]  何俊仁議員
[00:11:30.000 --> 00:11:36.000]  何俊仁議員
[00:12:00.000 --> 00:12:06.000]  何俊仁議員
[00:12:30.000 --> 00:12:36.000]  何俊仁議員
[00:13:00.000 --> 00:13:06.000]  何俊仁議員
[00:13:30.000 --> 00:13:36.000]  何俊仁議員
[00:14:00.000 --> 00:14:06.000]  何俊仁議員
[00:14:30.000 --> 00:14:36.000]  何俊仁議員
[00:15:00.000 --> 00:15:06.000]  何俊仁議員
[00:15:30.000 --> 00:15:36.000]  何俊仁議員
[00:16:01.000 --> 00:16:07.000]  何俊仁議員
[00:16:31.000 --> 00:16:37.000]  何俊仁議員
[00:17:00.000 --> 00:17:06.000]  何俊仁議員
[00:17:30.000 --> 00:17:36.000]  何俊仁議員
[00:18:00.000 --> 00:18:06.000]  何俊仁議員
[00:18:31.000 --> 00:18:37.000]  何俊仁議員
[00:19:00.000 --> 00:19:06.000]  何俊仁議員
[00:19:30.000 --> 00:19:36.000]  何俊仁議員
[00:20:01.000 --> 00:20:07.000]  何俊仁議員
[00:20:31.000 --> 00:20:37.000]  何俊仁議員
[00:21:00.000 --> 00:21:06.000]  何俊仁議員
[00:21:31.000 --> 00:21:37.000]  何俊仁議員
[00:22:00.000 --> 00:22:06.000]  何俊仁議員
[00:22:31.000 --> 00:22:37.000]  何俊仁議員
[00:23:01.000 --> 00:23:07.000]  何俊仁議員
[00:23:30.000 --> 00:23:36.000]  何俊仁議員
[00:24:01.000 --> 00:24:07.000]  何俊仁議員
[00:24:30.000 --> 00:24:36.000]  何俊仁議員
[00:25:00.000 --> 00:25:06.000]  何俊仁議員
[00:25:30.000 --> 00:25:36.000]  何俊仁議員
[00:26:00.000 --> 00:26:06.000]  何俊仁議員
