
[00:00:00.000 --> 00:00:02.580]  各位電影師妹,各位朋友,早晨
[00:00:02.580 --> 00:00:04.480]  大家好嗎?
[00:00:04.480 --> 00:00:05.440]  感謝主啊
[00:00:05.440 --> 00:00:07.600]  今天跟大家分享的題目是
[00:00:07.600 --> 00:00:10.560]  「不留下來的人」
[00:00:10.560 --> 00:00:14.200]  有人說當遇到困難挑戰
[00:00:14.200 --> 00:00:16.720]  拍拍屁股走就很容易
[00:00:16.720 --> 00:00:20.840]  要留下來面對這些事情
[00:00:20.840 --> 00:00:24.760]  就很困難,很需要很大的勇氣
[00:00:24.760 --> 00:00:26.760]  你同意嗎?
[00:00:26.760 --> 00:00:28.160]  是吧
[00:00:28.160 --> 00:00:30.520]  但是對於我們今天坐在這裡
[00:00:30.520 --> 00:00:32.280]  很多人來說
[00:00:32.280 --> 00:00:36.240]  可能我們的人生經歷有不同的體會
[00:00:36.240 --> 00:00:39.280]  因為我們在座當中有很多的人
[00:00:39.280 --> 00:00:42.800]  我們都是選擇做一個「不留下來的人」
[00:00:42.800 --> 00:00:45.000]  無論你來了柏斯
[00:00:45.000 --> 00:00:46.120]  一個月
[00:00:46.120 --> 00:00:48.400]  一年、十年、二十年、三十年
[00:00:48.400 --> 00:00:51.280]  在我們人生裡面曾經選擇過
[00:00:51.280 --> 00:00:54.320]  我們不留在自己的原居地
[00:00:54.320 --> 00:00:56.360]  離開自己的原居地
[00:00:56.360 --> 00:00:59.360]  來到這個地方裡面
[00:00:59.360 --> 00:01:01.840]  可能你是一個人來讀書
[00:01:01.840 --> 00:01:04.000]  一個人工作
[00:01:04.000 --> 00:01:07.000]  又或者你是一家人一起大遷徙
[00:01:07.000 --> 00:01:08.840]  連根拔起
[00:01:08.840 --> 00:01:12.960]  來到這個異鄉一起重新開始
[00:01:12.960 --> 00:01:15.800]  其實
[00:01:15.800 --> 00:01:17.840]  不留下來
[00:01:17.840 --> 00:01:21.240]  是需要更加大的勇氣
[00:01:21.240 --> 00:01:25.400]  因為要面對你不知道的將來
[00:01:25.400 --> 00:01:27.080]  為自己的選擇
[00:01:27.080 --> 00:01:31.840]  你接下來要付出很大的代價和努力
[00:01:31.840 --> 00:01:33.600]  是吧
[00:01:33.600 --> 00:01:36.080]  為了自己、為自己的家人
[00:01:36.080 --> 00:01:38.840]  有更加好的未來
[00:01:38.840 --> 00:01:42.840]  上一次我們說到尼希米記
[00:01:42.840 --> 00:01:45.200]  說到以斯拉記
[00:01:45.200 --> 00:01:47.520]  剛才說到以斯拉記
[00:01:47.520 --> 00:01:51.000]  以斯拉記這裡說到
[00:01:51.000 --> 00:01:54.640]  猶大國被滅了
[00:01:54.640 --> 00:01:57.000]  俘虜到巴比倫
[00:01:57.000 --> 00:01:58.400]  經過改朝換代
[00:01:58.400 --> 00:02:00.600]  上一張是頭影片
[00:02:00.600 --> 00:02:02.040]  我指一下你才下下一張
[00:02:02.040 --> 00:02:04.440]  好嗎
[00:02:04.440 --> 00:02:06.400]  好,謝謝
[00:02:06.400 --> 00:02:09.600]  經過改朝換代
[00:02:09.600 --> 00:02:12.560]  就是由波斯統治
[00:02:12.560 --> 00:02:15.280]  上一次我們說神仙是這個宇宙
[00:02:15.280 --> 00:02:17.240]  這個世界真正的主宰
[00:02:17.240 --> 00:02:19.640]  祂掌管了一切的歷史
[00:02:19.640 --> 00:02:24.360]  祂使當時一個外邦的波斯王
[00:02:24.360 --> 00:02:26.040]  祂有一個政策
[00:02:26.040 --> 00:02:29.960]  就是讓這些被俘虜到巴比倫的人
[00:02:29.960 --> 00:02:32.840]  他們可以回到自己的原居地耶路撒冷
[00:02:32.840 --> 00:02:35.640]  重新開始生活
[00:02:35.640 --> 00:02:36.600]  不僅如此
[00:02:36.600 --> 00:02:40.280]  神也激動當時這些人
[00:02:40.280 --> 00:02:42.240]  讓他們有一個很熱心
[00:02:42.240 --> 00:02:46.040]  很願意去作出很多的支持
[00:02:46.040 --> 00:02:48.280]  有這個回歸的行動
[00:02:48.280 --> 00:02:50.040]  以斯拉記第二章記載著
[00:02:50.040 --> 00:02:54.960]  這一群選擇不留下的人一個名單
[00:02:54.960 --> 00:02:57.320]  讀到這些名單
[00:02:57.320 --> 00:02:58.600]  剛才大家讀了幾節
[00:02:58.600 --> 00:03:02.760]  都開始有一點洩氣了
[00:03:02.760 --> 00:03:05.440]  名單有時候我們會覺得很長
[00:03:05.440 --> 00:03:07.640]  很悶、很驚
[00:03:07.640 --> 00:03:09.080]  我明白的
[00:03:09.080 --> 00:03:10.240]  因為我自己也是這樣的
[00:03:10.240 --> 00:03:12.520]  一看到這麼長的人名那些
[00:03:12.520 --> 00:03:16.720]  全都跳過了
[00:03:16.720 --> 00:03:19.440]  今天七十節的經文
[00:03:19.440 --> 00:03:21.800]  我選擇了沒有跟大家去讀完
[00:03:21.800 --> 00:03:25.720]  特別不想嚇到大家
[00:03:25.720 --> 00:03:27.120]  還有很多新朋友來到
[00:03:27.120 --> 00:03:27.960]  嘩 一直在讀
[00:03:27.960 --> 00:03:27.960]  誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰誰
[00:03:27.960 --> 00:03:51.680]  (讀完七十節,我們可以解散了,可以完頌拜)
[00:03:51.680 --> 00:03:58.440]  今天求神幫助我們去明白這一段的經文,想告訴我們有什麼重要的訊息
[00:03:58.440 --> 00:04:01.400]  第一,不留下來
[00:04:01.400 --> 00:04:04.760]  哪些是不留下來的人呢?
[00:04:04.760 --> 00:04:08.280]  在第一節,我們一起再讀吧
[00:04:08.280 --> 00:04:10.640]  巴比倫王尼布格利薩
[00:04:10.640 --> 00:04:14.640]  從前老到巴比倫之猶大散的人
[00:04:14.640 --> 00:04:18.280]  現在他們的子孫從被老到之地
[00:04:18.280 --> 00:04:24.920]  回耶路撒冷和猶大,各歸本城
[00:04:24.920 --> 00:04:29.480]  不留下來的人,就是當時他們被神去感動
[00:04:29.480 --> 00:04:32.200]  他們願意離開巴比倫
[00:04:32.200 --> 00:04:35.040]  回到耶路撒冷那一群的人
[00:04:35.040 --> 00:04:38.640]  就是不留下來的人
[00:04:38.640 --> 00:04:40.160]  回歸路線圖
[00:04:40.160 --> 00:04:43.960]  你會看到上面那一條,綠色那條
[00:04:43.960 --> 00:04:48.760]  就是他們第一次由巴比倫一路繞路
[00:04:48.760 --> 00:04:52.400]  上去,再下去,下低耶路撒冷
[00:04:52.400 --> 00:04:54.160]  這一段的路程
[00:04:54.160 --> 00:04:57.200]  今天對於我們來說,其實真的不長
[00:04:57.200 --> 00:05:01.760]  開車、坐飛機,絕一聲就到了
[00:05:01.760 --> 00:05:04.240]  但是對於以前的人來說
[00:05:04.240 --> 00:05:06.600]  走路而已
[00:05:06.600 --> 00:05:09.360]  走四個月
[00:05:09.360 --> 00:05:10.640]  正不正?
[00:05:10.640 --> 00:05:13.360]  可能對於我們來說都很正,走四個月一定
[00:05:13.360 --> 00:05:16.760]  走到瘦,一定穩定到爆
[00:05:16.760 --> 00:05:19.400]  但是腳都瘸了,四個月
[00:05:19.400 --> 00:05:23.600]  走四個月的路程,你想想
[00:05:23.600 --> 00:05:27.120]  身體弱一點都走不到
[00:05:27.120 --> 00:05:29.560]  四個月的路程
[00:05:29.560 --> 00:05:31.840]  他們去哪裡?
[00:05:31.840 --> 00:05:34.360]  不是去開心,不是去快樂
[00:05:34.360 --> 00:05:38.200]  如果讓我們辛苦一點,去一個地方旅遊、度假、探世界
[00:05:38.200 --> 00:05:40.600]  辛苦一點都可以想想值得
[00:05:40.600 --> 00:05:42.800]  但是他們走四個月
[00:05:42.800 --> 00:05:47.160]  是回到一個破爛的地方
[00:05:47.160 --> 00:05:52.840]  當時耶路撒冷被毀了四十多五十年
[00:05:52.840 --> 00:05:57.880]  一切都是荒廢的
[00:05:57.880 --> 00:05:59.600]  舉個例子
[00:05:59.600 --> 00:06:01.880]  今天叫你搬屋
[00:06:01.880 --> 00:06:03.360]  不是叫你搬去尊特洛
[00:06:03.360 --> 00:06:06.440]  尊特洛現在已經是一個大的地區
[00:06:06.440 --> 00:06:11.560]  周圍很多配套,很多設施
[00:06:11.560 --> 00:06:13.360]  叫你搬屋
[00:06:13.360 --> 00:06:15.240]  搬到去卡戈里
[00:06:15.240 --> 00:06:17.040]  知道卡戈里在哪裡嗎?
[00:06:17.040 --> 00:06:20.360]  以前是礦場,現在也有礦場的地方
[00:06:20.360 --> 00:06:23.160]  這裡開車大概六個小時
[00:06:23.160 --> 00:06:28.280]  我昨天和卡戈里宣道會的牧師出來開會
[00:06:28.280 --> 00:06:30.560]  開車六個小時出來開會
[00:06:30.560 --> 00:06:33.440]  我不是叫你去卡戈里,卡戈里其實都算不錯
[00:06:33.440 --> 00:06:37.200]  起碼自給自足,市鎮裡面有超級市場
[00:06:37.200 --> 00:06:38.840]  都很文明的
[00:06:38.840 --> 00:06:43.560]  在卡戈里再開車進入荒山野嶺
[00:06:43.560 --> 00:06:47.840]  可能那些地方只有少數的原住民
[00:06:47.840 --> 00:06:50.880]  原住民在那裡居住
[00:06:50.880 --> 00:06:53.280]  把你們遷徙到那裡
[00:06:53.280 --> 00:06:55.600]  重新開始發展
[00:06:55.600 --> 00:06:59.200]  你願意嗎?
[00:06:59.200 --> 00:07:01.640]  當然不願意
[00:07:01.640 --> 00:07:04.280]  那些地方怎麼會去?
[00:07:04.280 --> 00:07:06.040]  如果你很喜歡袋鼠,很喜歡駱駝
[00:07:06.040 --> 00:07:09.920]  在那些地方就會經常看到
[00:07:09.920 --> 00:07:13.520]  傻的才會去
[00:07:13.520 --> 00:07:16.720]  我再看一些歷史的數字
[00:07:16.720 --> 00:07:18.760]  他們幾十年前
[00:07:18.760 --> 00:07:22.000]  這班以色列人被俘虜到巴比倫
[00:07:22.000 --> 00:07:26.920]  當時大概統計有四十至六十萬的人
[00:07:26.920 --> 00:07:31.640]  現在經文說差不多過了四十九年、五十年
[00:07:31.640 --> 00:07:33.400]  加了多少減了多少人呢?
[00:07:33.400 --> 00:07:34.560]  沒有這個數字
[00:07:34.560 --> 00:07:38.360]  如果我們用四十至六十萬作為一個基數
[00:07:38.360 --> 00:07:43.360]  這次我們回歸回去是四萬多人
[00:07:43.360 --> 00:07:44.360]  你想想
[00:07:44.360 --> 00:07:47.040]  都是只有十分之一人左右
[00:07:47.040 --> 00:07:53.960]  有十分之九的人仍然不願意走
[00:07:53.960 --> 00:07:57.680]  這四萬多願意離開的人
[00:07:57.680 --> 00:07:59.200]  他們不是傻的
[00:07:59.200 --> 00:08:04.960]  他們是被神感動、勇敢地走出去的人
[00:08:04.960 --> 00:08:08.080]  剛才我們讀的經文一節
[00:08:08.080 --> 00:08:09.760]  但你有沒有留意到
[00:08:09.760 --> 00:08:12.320]  他很強調一件事
[00:08:12.320 --> 00:08:14.440]  子孫
[00:08:14.440 --> 00:08:18.440]  他們的子孫
[00:08:18.440 --> 00:08:20.000]  相信我們剛才說的
[00:08:20.000 --> 00:08:22.920]  被俘虜到現在開始回到耶路撒冷
[00:08:22.920 --> 00:08:26.800]  隔了四十九年、五十年
