
[00:00:00.000 --> 00:00:02.000]  我哋同心禱告
[00:00:02.000 --> 00:00:06.000]  親愛的主 祢嘅話語係何等嘅寶貴
[00:00:06.000 --> 00:00:08.000]  求祢幫助我哋眾弟兄姊妹們
[00:00:08.000 --> 00:00:10.000]  都能夠有美好的耳朵
[00:00:10.000 --> 00:00:12.000]  聽得見祢嘅話語
[00:00:12.000 --> 00:00:15.000]  我哋就去相信
[00:00:15.000 --> 00:00:17.000]  我哋就去跟從
[00:00:17.000 --> 00:00:19.000]  我哋咁樣嘅祈禱
[00:00:19.000 --> 00:00:21.000]  係奉主耶穌基督嘅名字
[00:00:21.000 --> 00:00:23.000]  阿門
[00:00:23.000 --> 00:00:29.000]  一直以嚟
[00:00:29.000 --> 00:00:32.000]  作為神學院的院長
[00:00:32.000 --> 00:00:38.000]  我睇自己係神學院嘅管家
[00:00:38.000 --> 00:00:42.000]  係神學院嘅代理人
[00:00:42.000 --> 00:00:45.000]  英文就係Deputy
[00:00:45.000 --> 00:00:46.000]  意思就係話
[00:00:46.000 --> 00:00:51.000]  神叫我代佢打理學院
[00:00:51.000 --> 00:00:54.000]  我睇其他嘅老師
[00:00:54.000 --> 00:00:59.000]  同時都係管家
[00:00:59.000 --> 00:01:01.000]  喺2010年嘅1月1日
[00:01:01.000 --> 00:01:05.000]  係新曆新年嘅開始
[00:01:05.000 --> 00:01:10.000]  亦係代表住神學院嘅春季學期嘅新嘅開始
[00:01:10.000 --> 00:01:11.000]  我歡天喜地嘅
[00:01:11.000 --> 00:01:15.000]  就係去到呢個馬鞍山嘅運動場嘅足球場嗰度呢
[00:01:15.000 --> 00:01:19.000]  係去踢呢個新年嘅賀歲波
[00:01:19.000 --> 00:01:23.000]  呢一次我哋嘅對手呢係香港隊
[00:01:23.000 --> 00:01:26.000]  係香港嘅元老隊
[00:01:26.000 --> 00:01:28.000]  我係好開心嘅
[00:01:28.000 --> 00:01:33.000]  因為可以試下自己青年時期嘅猛虎射球
[00:01:33.000 --> 00:01:35.000]  仲得唔得
[00:01:35.000 --> 00:01:37.000]  另一方面呢就係
[00:01:37.000 --> 00:01:40.000]  好想喺呢場嘅賀歲波之後呢
[00:01:40.000 --> 00:01:47.000]  就係同學院嘅老師同時開展神學院嘅新嘅一頁
[00:01:47.000 --> 00:01:50.000]  我好希望喺呢個新嘅學期開始
[00:01:50.000 --> 00:01:56.000]  老師同學一同學習Synergy
[00:01:56.000 --> 00:02:00.000]  學習協合作用
[00:02:00.000 --> 00:02:03.000]  我睇見就係唯有咁樣神學院
[00:02:03.000 --> 00:02:05.000]  只能夠成長
[00:02:05.000 --> 00:02:09.000]  只能夠成為一間好嘅學院
[00:02:09.000 --> 00:02:12.000]  喺今次嘅踢波我就做足準備啦
[00:02:12.000 --> 00:02:14.000]  所以好熱身
[00:02:14.000 --> 00:02:17.000]  就踢波嗰陣時我踢咗20分鐘
[00:02:17.000 --> 00:02:18.000]  咁就休息下
[00:02:18.000 --> 00:02:21.000]  心裏諗就等到最尾一節
[00:02:21.000 --> 00:02:24.000]  我再出返嚟再踢過
[00:02:24.000 --> 00:02:26.000]  喺在場休息15分鐘嘅時候
[00:02:26.000 --> 00:02:28.000]  我同其他人聊天
[00:02:28.000 --> 00:02:31.000]  談天說地係好開心嘅
[00:02:31.000 --> 00:02:34.000]  但係傾下傾下就覺得有啲唔係幾舒服
[00:02:34.000 --> 00:02:36.000]  想嘔咁樣
[00:02:36.000 --> 00:02:38.000]  於是就走到去遠處
[00:02:38.000 --> 00:02:41.000]  睇下情況如何
[00:02:41.000 --> 00:02:43.000]  發覺都唔係好掂
[00:02:43.000 --> 00:02:47.000]  於是就係將啲濕嘅衫換走去
[00:02:47.000 --> 00:02:49.000]  著返乾嘅衫
[00:02:49.000 --> 00:02:51.000]  決定唔踢下
[00:02:51.000 --> 00:02:53.000]  喺嗰時候
[00:02:53.000 --> 00:02:56.000]  有位同事喺遠處望住我
[00:02:56.000 --> 00:02:59.000]  於是我同佢打招呼請佢過嚟
[00:02:59.000 --> 00:03:03.000]  我心裏諗我梗係血糖低啦
[00:03:03.000 --> 00:03:06.000]  請佢能夠幫我買巧克力
[00:03:06.000 --> 00:03:07.000]  買糖
[00:03:07.000 --> 00:03:09.000]  可以補充下血糖
[00:03:09.000 --> 00:03:12.000]  但當同事走埋嚟嘅時候
[00:03:12.000 --> 00:03:15.000]  我發覺我好似要失去知覺咁樣
[00:03:15.000 --> 00:03:19.000]  於是我就用我嘅意志去制定自己
[00:03:19.000 --> 00:03:22.000]  希望唔會失知覺
[00:03:22.000 --> 00:03:24.000]  終於我都暈咗
[00:03:24.000 --> 00:03:26.000]  我嘅同事嚟到嘅時候
[00:03:26.000 --> 00:03:34.000]  劉牧師佢就喺我嘅左心呢個胸位上打咗五拳
[00:03:34.000 --> 00:03:38.000]  隔咗一分鐘嘅時間我醒咗啦
[00:03:38.000 --> 00:03:41.000]  喺嗰時候佢哋就話要送我去醫院
[00:03:41.000 --> 00:03:43.000]  咁我就話唔使啦
[00:03:43.000 --> 00:03:46.000]  因為我唔想畀人家咁多嘅麻煩
[00:03:46.000 --> 00:03:48.000]  況且我都醒咗都無事啦
[00:03:48.000 --> 00:03:51.000]  就喺嗰時候救護車嚟到
[00:03:51.000 --> 00:03:54.000]  原來佢打電話畀999
[00:03:54.000 --> 00:03:57.000]  打電話嘅時候救護車又係經過嗰頭
[00:03:57.000 --> 00:03:59.000]  所以就好快嚟到
[00:03:59.000 --> 00:04:01.000]  因為咁嘅緣故冇辦法
[00:04:01.000 --> 00:04:06.000]  我就就係硬住頭皮就上去救護車
[00:04:06.000 --> 00:04:08.000]  喺救護車嘅當中
[00:04:08.000 --> 00:04:13.000]  呢個嘅護士先生佢就問先生呀
[00:04:13.000 --> 00:04:16.000]  你知唔知道你嘅心有問題㗎
[00:04:16.000 --> 00:04:21.000]  你嘅心好似恆生指數大上大落
[00:04:21.000 --> 00:04:23.000]  喺度上上落落喎
[00:04:23.000 --> 00:04:27.000]  佢講話我聽就係我嘅心調係唔正常
[00:04:27.000 --> 00:04:29.000]  係冇規則㗎
[00:04:29.000 --> 00:04:33.000]  後嚟去到醫院醫生同樣講畀我聽
[00:04:33.000 --> 00:04:37.000]  話我嘅心調係冇規則係唔整齊
[00:04:37.000 --> 00:04:40.000]  所以就會暈低
[00:04:40.000 --> 00:04:43.000]  點解會暈低呢
[00:04:43.000 --> 00:04:48.000]  原因就係我嘅左心房係太過活躍
[00:04:48.000 --> 00:04:53.000]  而左心室就係好恆常好平常咁去跳動
[00:04:53.000 --> 00:04:59.000]  但因為左心房同心室唔能夠協調
[00:04:59.000 --> 00:05:02.000]  血又唔能夠pump上路
[00:05:02.000 --> 00:05:05.000]  喺嗰時候我就明白咩嘢嘅synergy
[00:05:05.000 --> 00:05:07.000]  咩嘢叫做協合作用
[00:05:07.000 --> 00:05:11.000]  原來左心房跳動太快太慢
[00:05:11.000 --> 00:05:14.000]  而左心室係正常咁跳動
[00:05:14.000 --> 00:05:16.000]  都係唔得㗎
[00:05:16.000 --> 00:05:19.000]  血係唔能夠有力上路㗎
[00:05:19.000 --> 00:05:22.000]  再者就係話情況更加差嘅時候
[00:05:22.000 --> 00:05:27.000]  會喺左心室嗰度會積埋一啲血塊
[00:05:27.000 --> 00:05:31.000]  啲血塊係會彈上路
[00:05:31.000 --> 00:05:34.000]  嚴重嘅係會中風
[00:05:34.000 --> 00:05:40.000]  呢次係我三次大病以嚟嘅第二次
[00:05:40.000 --> 00:05:43.000]  第三次嘅大病講過俾大家聽㗎啦
[00:05:43.000 --> 00:05:45.000]  就係2011年
[00:05:45.000 --> 00:05:49.000]  我覺得喺2010年呢一次嘅經驗
[00:05:49.000 --> 00:05:51.000]  係真係好有意思
[00:05:51.000 --> 00:05:56.000]  因為喺嗰時候我就諗緊神學院要開始新嘅一頁
[00:05:56.000 --> 00:05:59.000]  其中一個做法要加強學院嘅synergy
[00:05:59.000 --> 00:06:05.000]  希望老師同學同工能夠有synergy
[00:06:05.000 --> 00:06:08.000]  但係偏偏就喺我嘅身體
[00:06:08.000 --> 00:06:12.000]  喺裏面刻骨銘心
[00:06:12.000 --> 00:06:17.000]  明白乜嘢叫做協合嘅作用
[00:06:17.000 --> 00:06:20.000]  除咗呢個親身嘅經歷之外
[00:06:20.000 --> 00:06:24.000]  我留咗喺威爾斯醫院18日
[00:06:24.000 --> 00:06:27.000]  喺18日嘅當中我有機會讀聖經
[00:06:27.000 --> 00:06:29.000]  我就讀到呢段經文
[00:06:29.000 --> 00:06:32.000]  哥倫多前書三章五至九節
[00:06:32.000 --> 00:06:35.000]  我發現有一個字係出現嘅
[00:06:35.000 --> 00:06:38.000]  呢個字係synergy
[00:06:38.000 --> 00:06:40.000]  synergos
[00:06:40.000 --> 00:06:43.000]  呢個字出現咗喺呢段經文當中
[00:06:43.000 --> 00:06:45.000]  我覺得好奇妙
[00:06:45.000 --> 00:06:47.000]  我睇呢段經文嘅時候
[00:06:47.000 --> 00:06:49.000]  呢段經文其實發生嘅場景
[00:06:49.000 --> 00:07:02.000]  係一個滿有競爭、對抗、對質、分開嘅環境
[00:07:02.000 --> 00:07:06.000]  喺哥倫多前書嘅二章六節我哋睇見
[00:07:06.000 --> 00:07:09.000]  有啲哥倫多教會嘅人
[00:07:09.000 --> 00:07:12.000]  佢哋認為自己係完全嘅
[00:07:12.000 --> 00:07:16.000]  但係保羅話佢哋只係鷹孩
[00:07:16.000 --> 00:07:18.000]  喺三章一節咁講
[00:07:18.000 --> 00:07:21.000]  弟兄們我從前對你們說話
[00:07:21.000 --> 00:07:24.000]  不能把你們當作屬肉體嘅
[00:07:24.000 --> 00:07:28.000]  只得把你們當作屬肉體嘅
[00:07:28.000 --> 00:07:32.000]  在基督裡為鷹孩
[00:07:32.000 --> 00:07:35.000]  除此之外有啲哥倫多教會嘅人
[00:07:35.000 --> 00:07:38.000]  不單止認為自己係完全
[00:07:38.000 --> 00:07:43.000]  有啲係認為自己係屬靈嘅
[00:07:43.000 --> 00:07:46.000]  保羅講出呢啲自以為屬靈嘅人
[00:07:46.000 --> 00:07:51.000]  其實佢哋係屬肉體嘅
[00:07:51.000 --> 00:07:53.000]  三章三節
[00:07:53.000 --> 00:07:55.000]  你們仍是屬肉體嘅
[00:07:55.000 --> 00:08:01.000]  因為在你們中間有質、道、分、真
[00:08:01.000 --> 00:08:04.000]  這豈不是屬乎肉體
[00:08:04.000 --> 00:08:07.000]  照著世人嘅樣子行嗎?
[00:08:07.000 --> 00:08:10.000]  保羅指出佢哋係屬肉體
[00:08:10.000 --> 00:08:16.000]  因為佢哋當中有質、道、分、真
[00:08:16.000 --> 00:08:19.000]  有啲人話我係屬保羅嘅
[00:08:19.000 --> 00:08:23.000]  有啲人話我係屬阿波羅嘅
[00:08:23.000 --> 00:08:26.000]  保羅就針對教會呢種分真嘅情況
[00:08:26.000 --> 00:08:28.000]  就講出教會裡面
[00:08:28.000 --> 00:08:31.000]  唔應該抬舉人嘅
[00:08:31.000 --> 00:08:35.000]  佢話保羅是什麼?
[00:08:35.000 --> 00:08:37.000]  保羅嘅答案就係話
[00:08:37.000 --> 00:08:41.000]  佢同阿波羅都係執事
[00:08:41.000 --> 00:08:44.000]  係照主所賜給他們各人嘅
[00:08:44.000 --> 00:08:48.000]  引導哥林多教會嘅人去相信神
[00:08:48.000 --> 00:08:50.000]  用另一個字眼嚟講
[00:08:50.000 --> 00:08:53.000]  執事就係僕人
[00:08:53.000 --> 00:08:55.000]  再用另一個字嚟講
[00:08:55.000 --> 00:08:58.000]  僕人就係企台
[00:08:58.000 --> 00:09:00.000]  係侍應
[00:09:00.000 --> 00:09:04.000]  所以保羅同埋阿波羅係企台
[00:09:04.000 --> 00:09:10.000]  係負責將啲食物運到枱面上面
[00:09:10.000 --> 00:09:14.000]  而係廚房嗰位神係負責
[00:09:14.000 --> 00:09:18.000]  係拎咩嘅食物、煮咩食材、咩嘢嘅食物
[00:09:18.000 --> 00:09:24.000]  係吩咐你哋嘅僕人企台將啲食物搬出嚟
[00:09:24.000 --> 00:09:31.000]  所以僕人係應該聽從廚房嘅神嘅吩咐
[00:09:31.000 --> 00:09:35.000]  僕人唔應該去爭議
[00:09:35.000 --> 00:09:40.000]  喺枱上係要放咩嘅食物
[00:09:40.000 --> 00:09:47.000]  假如僕人同埋企台嘅地位過份嘅抬高
[00:09:47.000 --> 00:09:50.000]  或者佢自己睇得自己太過高
[00:09:50.000 --> 00:09:54.000]  或者我哋睇得佢地太過高嘅時候
[00:09:54.000 --> 00:10:01.000]  教會就會淪落喺人嘅政治嘅危機嘅當中
[00:10:01.000 --> 00:10:03.000]  保羅跟住喺三章六至八節
[00:10:03.000 --> 00:10:09.000]  佢就講到同心同功嘅重要性
[00:10:09.000 --> 00:10:10.000]  喺六至八節
[00:10:10.000 --> 00:10:15.000]  保羅就用咗田地呢一個嘅類比隱喻
[00:10:15.000 --> 00:10:20.000]  係佢講到要去耕種去澆灌
[00:10:20.000 --> 00:10:24.000]  保羅講出僕人管家嘅工作係唔可以少嘅
[00:10:24.000 --> 00:10:27.000]  保羅係要負責栽種
[00:10:27.000 --> 00:10:30.000]  阿波羅係要負責澆灌
[00:10:30.000 --> 00:10:36.000]  保羅話澆灌同埋殺種都係一樣
[00:10:36.000 --> 00:10:38.000]  兩者需要去配合
[00:10:38.000 --> 00:10:42.000]  配合嘅話田地就能夠有收成
[00:10:42.000 --> 00:10:46.000]  不然嘅話如果係冇栽種嘅話
[00:10:46.000 --> 00:10:50.000]  點會有植物可以被澆灌呢
[00:10:50.000 --> 00:10:53.000]  如果植物係冇被澆灌嘅話
[00:10:53.000 --> 00:10:56.000]  植物就會死
[00:10:56.000 --> 00:10:59.000]  所以兩者都需要
[00:10:59.000 --> 00:11:03.000]  保羅跟住又講出就係話做管家嘅
[00:11:03.000 --> 00:11:06.000]  唔好呢度增勁
[00:11:06.000 --> 00:11:09.000]  唔好討人家嘅喜愛
[00:11:09.000 --> 00:11:13.000]  因為大家嘅工作都係同一樣嘅工作
[00:11:13.000 --> 00:11:19.000]  大家嘅工作都係同神去同工
[00:11:19.000 --> 00:11:22.000]  同神去同工意思就話
[00:11:22.000 --> 00:11:26.000]  我哋都喺神意下去做工
[00:11:26.000 --> 00:11:29.000]  我哋喺神意下under God
[00:11:29.000 --> 00:11:31.000]  一齊去做工
