
[00:00:00.000 --> 00:00:03.580]  賣衣服買刀
[00:00:03.580 --> 00:00:09.240]  這是一個交易、一個買賣
[00:00:09.240 --> 00:00:13.660]  這是在《論家福音》裡面講的一個
[00:00:13.660 --> 00:00:19.800]  它最主要是說在五月節的晚餐
[00:00:19.800 --> 00:00:22.960]  耶穌就講說將要發生的事情
[00:00:22.960 --> 00:00:25.160]  當然彼得說 哎呀 等一下
[00:00:25.160 --> 00:00:28.840]  如果說要離棄你
[00:00:28.840 --> 00:00:31.600]  我彼得一定不會
[00:00:31.600 --> 00:00:35.500]  但是耶穌說彼得明天績教之前
[00:00:35.500 --> 00:00:38.940]  你要三次不認我
[00:00:38.940 --> 00:00:42.140]  然後耶穌就講到
[00:00:42.140 --> 00:00:45.280]  祂說你們以前
[00:00:45.280 --> 00:00:47.120]  你們出去的時候
[00:00:47.120 --> 00:00:48.820]  我猜你們去的時候
[00:00:48.820 --> 00:00:51.620]  不帶錢囊 不帶口袋
[00:00:51.620 --> 00:00:53.760]  也不帶衣服
[00:00:53.760 --> 00:00:56.220]  你們有沒有掃過什麼
[00:00:56.220 --> 00:00:57.300]  沒有
[00:00:57.300 --> 00:00:59.800]  但是現在如今我告訴你們
[00:00:59.800 --> 00:01:02.400]  你們出去要帶錢
[00:01:02.400 --> 00:01:03.560]  要帶口袋
[00:01:03.560 --> 00:01:07.200]  而且要賣衣服買刀
[00:01:07.200 --> 00:01:10.300]  這就是今天講的主要的重點
[00:01:10.300 --> 00:01:13.240]  以前跟現在有什麼不一樣
[00:01:13.240 --> 00:01:15.180]  為什麼賣衣服買刀
[00:01:15.180 --> 00:01:18.720]  到底是什麼意思呢
[00:01:18.720 --> 00:01:20.520]  跟著我會說
[00:01:20.520 --> 00:01:23.760]  衣服是我們在世界上穿的
[00:01:23.760 --> 00:01:28.860]  那麼衣服是來給我們遮體的
[00:01:28.860 --> 00:01:30.300]  保暖的
[00:01:30.300 --> 00:01:32.060]  或者是遮羞的
[00:01:32.060 --> 00:01:36.200]  或者是為了要彰顯我們的身份
[00:01:36.200 --> 00:01:39.740]  不是嗎
[00:01:39.740 --> 00:01:44.300]  刀呢 有銳利 有持盾
[00:01:44.300 --> 00:01:45.880]  而你用賣了衣服
[00:01:45.880 --> 00:01:48.180]  你去買刀 為什麼
[00:01:48.180 --> 00:01:50.180]  那麼門徒聽耶穌講完以後
[00:01:50.180 --> 00:01:53.020]  他說 這裡有兩把刀
[00:01:53.020 --> 00:01:56.480]  耶穌說 夠了
[00:01:56.480 --> 00:01:58.780]  最後我要一個結論是
[00:01:58.780 --> 00:02:03.720]  買賣之間的難處
[00:02:03.720 --> 00:02:08.600]  剛才說在逾越節的言行上面
[00:02:08.600 --> 00:02:13.260]  耶穌看見有兩件事情令他很傷心
[00:02:13.260 --> 00:02:16.180]  第一件事情是
[00:02:16.180 --> 00:02:18.900]  猶大準備要賣主了
[00:02:18.900 --> 00:02:22.280]  門徒問說 是誰要賣你
[00:02:22.280 --> 00:02:25.880]  耶穌說同我一起沾餅的人
[00:02:25.880 --> 00:02:26.880]  是要賣
[00:02:26.880 --> 00:02:30.360]  就是猶大就沾了這個餅
[00:02:30.360 --> 00:02:32.220]  第二件事情
[00:02:32.220 --> 00:02:36.460]  在席間門徒就開始爭論
[00:02:36.460 --> 00:02:39.760]  說誰為大
[00:02:39.760 --> 00:02:42.240]  在神的國裡面
[00:02:42.240 --> 00:02:43.800]  在這個世界上面
[00:02:43.800 --> 00:02:45.740]  在耶穌的門徒裡面
[00:02:45.740 --> 00:02:48.880]  好像一個王國一樣
[00:02:48.880 --> 00:02:52.640]  誰比較大就開始爭了
[00:02:52.640 --> 00:02:58.940]  但是耶穌他即將要受苦
[00:02:58.940 --> 00:03:03.120]  他看到門徒的信心與愛心
[00:03:03.120 --> 00:03:05.980]  都受到挑戰
[00:03:05.980 --> 00:03:09.520]  他心裡面好難過
[00:03:09.520 --> 00:03:11.020]  是不是
[00:03:11.020 --> 00:03:14.960]  所以耶穌就提醒一件重要的事情
[00:03:14.960 --> 00:03:20.540]  要門徒賣衣服去買刀
[00:03:20.540 --> 00:03:22.500]  是的
[00:03:22.500 --> 00:03:26.980]  當然這是一個
[00:03:26.980 --> 00:03:30.220]  意義蠻深的一段經文
[00:03:30.220 --> 00:03:32.380]  我們來讀這幾節經文
[00:03:32.380 --> 00:03:35.820]  一個就是逾越節晚餐的時候
[00:03:35.820 --> 00:03:38.720]  是先讀《路加福音》二十二章
[00:03:38.720 --> 00:03:42.620]  二十四至二十八節信
[00:03:42.620 --> 00:03:44.660]  門徒起了爭論
[00:03:44.660 --> 00:03:48.060]  他們中間哪一個可算為大
[00:03:48.060 --> 00:03:49.400]  耶穌說
[00:03:49.400 --> 00:03:51.600]  外邦人有君王為主
[00:03:51.600 --> 00:03:53.140]  治理他們
[00:03:53.140 --> 00:03:57.280]  那掌管全管他們的稱為恩主
[00:03:57.280 --> 00:03:59.240]  但你們不可這樣
[00:03:59.240 --> 00:04:01.520]  你們裡頭為大的
[00:04:01.520 --> 00:04:03.620]  大要像年幼的
[00:04:03.620 --> 00:04:05.380]  為首領的
[00:04:05.380 --> 00:04:07.660]  大要像服侍人的
[00:04:07.660 --> 00:04:09.420]  是誰為大
[00:04:09.420 --> 00:04:11.060]  是作息的呢
[00:04:11.060 --> 00:04:13.120]  是服侍人的呢
[00:04:13.120 --> 00:04:15.320]  不是作息的大嗎
[00:04:15.320 --> 00:04:16.500]  然而
[00:04:16.500 --> 00:04:20.340]  我在你們中間如何服侍人的
[00:04:20.340 --> 00:04:22.540]  我在磨練之中
[00:04:22.540 --> 00:04:24.600]  常和我同在的
[00:04:24.600 --> 00:04:26.100]  就是你們
[00:04:26.100 --> 00:04:28.300]  我將國賜給你們
[00:04:28.300 --> 00:04:33.040]  正如我父賜給你們一樣
[00:04:33.040 --> 00:04:34.240]  跟著
[00:04:34.240 --> 00:04:36.320]  叫你們在我國裡
[00:04:36.320 --> 00:04:39.180]  坐在我的席上吃喝
[00:04:39.180 --> 00:04:41.620]  並且坐在寶座上
[00:04:41.620 --> 00:04:45.220]  審判以色列12個支派
[00:04:45.220 --> 00:04:47.100]  主有說
